N	3gram	Vygotskiy_	VLabPisa
1	и т д	6	16
2	в этом отношении	1	14
3	и т п	7	9
4	не может быть	3	8
5	с другой стороны	5	8
6	по этому поводу	1	7
7	более или менее	1	6
8	в том что	20	5
9	в конечном счете	1	5
10	не следует понимать	1	5
11	в зависимости от	1	5
12	в художественном произведении	1	4
13	вместе с тем	3	4
14	можно сказать что	1	4
15	не было бы	2	4
16	к тому что	5	4
17	мы видели что	2	3
18	о том как	3	3
19	для того чтобы	17	3
20	о том что	8	3
21	подобно тому как	1	3
22	хотя бы в	1	3
23	как это делает	1	3
24	это и есть	2	3
25	с более или	1	2
26	во всяком случае	6	2
27	от того что	1	2
28	в том чтобы	2	2
29	и в другом	2	2
30	этой точки зрения	2	2
31	как это видно	1	2
32	бы не было	1	2
33	не в том	2	2
34	в этом и	1	2
35	в точном смысле	2	2
36	в противном случае	1	2
37	мы знаем что	2	2
38	все это только	1	2
39	до сих пор	6	2
40	не только не	3	2
41	что все эти	2	2
42	и никогда не	2	2
43	из них не	1	2
44	только в том	5	2
45	только то что	3	2
46	с одной стороны	6	2
47	в нашей схеме	1	2
48	всего сказанного выше	1	2
49	также и в	1	2
50	можно было бы	6	2
51	и не может	1	2
52	в себе десятки	1	1
53	так же как	2	1
54	это то что	1	1
55	что он не	4	1
56	никак не могут	1	1
57	сих пор не	1	1
58	все это мы	1	1
59	в свою очередь	3	1
60	сказать что до	1	1
61	в одном и	1	1
62	с этим и	1	1
63	того или иного	2	1
64	все то что	13	1
65	если так то	1	1
66	как будто бы	1	1
67	но по существу	1	1
68	верно и точно	1	1
69	в применении к	1	1
70	том смысле что	1	1
71	в какой мере	3	1
72	мы видим что	7	1
73	все зависит от	1	1
74	в силу того	1	1
75	на то что	16	1
76	и может быть	3	1
77	в том смысле	2	1
78	то непосредственное впечатление	1	1
79	по сравнению с	1	1
80	не в этом	1	1
81	в том случае	4	1
82	однако все это	1	1
83	не заметить что	1	1
84	ни в какой	2	1
85	же самый факт	1	1
86	имеем в виду	2	1
87	а не по	1	1
88	то время как	3	1
89	содержания и формы	1	1
90	в этом случае	1	1
91	заключает в себе	1	1
92	том или ином	1	1
93	дело не в	1	1
94	прав в том	1	1
95	о каждой из	1	1
96	в которых она	1	1
97	с этой точки	2	1
98	на основании этих	1	1
99	в виду не	1	1
100	то что в	5	1
101	в самом деле	29	1
102	не один раз	1	1
103	как один из	1	1
104	и во всех	2	1
105	что все они	1	1
106	быть определена как	1	1
107	органической связи с	1	1
108	в большом количестве	1	1
109	в то время	4	1
110	они не только	1	1
111	мы встречаемся с	1	1
112	могло бы быть	1	1
113	а между тем	1	1
114	и то же	3	1
115	на этот вопрос	1	1
116	и мы не	1	1
117	в таком случае	1	1
118	каждый из них	3	1
119	перейти к анализу	1	1
120	что автор подбирает	1	1
121	так или иначе	1	1
122	со всех сторон	1	1
123	сами по себе	3	1
124	кроме того что	2	1
125	как это мы	1	1
126	какой мере не	1	1
127	что для него	2	1
128	ли это что	1	1
129	ничего общего с	2	1
130	один из его	1	1
131	в этом плане	1	1
132	ни одна из	1	1
133	как это обычно	1	1
134	них не может	1	1
135	как и все	1	1
136	что ни одна	1	1
137	ответ на этот	1	1
138	одно и то	3	1
139	то или иное	1	1
140	то все же	1	1
141	в прямом смысле	2	1
142	мы только что	1	1
143	или как говорит	1	1
144	бросается в глаза	2	1
145	естественно что для	1	1
146	между собой не	1	1
147	по аналогии с	2	1
148	и вместе с	3	1
149	между этими двумя	1	1
150	это и значит	1	1
151	в стихах и	1	1
152	что оно является	1	1
153	может быть определена	1	1
154	в данном случае	5	1
155	в том или	1	1
156	же в стихах	1	1
157	тому же выводу	1	1
158	именно в том	1	1
159	а в том	1	1
160	к тому же	2	1
161	не имеет ничего	1	1
162	же как и	1	1
163	и есть в	1	1
164	как если бы	3	1
165	что она играет	1	1
166	же выводу приходит	1	1
167	дело так будто	2	1
168	более значительными аргументами	1	1
169	очевидно что в	2	1
170	то же самое	12	1
171	никогда не может	2	1
172	том случае если	4	1
173	но только эти	1	1
174	в каком направлении	1	1
175	было бы совершенно	2	1
176	это вовсе не	1	1
177	не могло бы	1	1
178	том что оно	1	1
179	по его мнению	1	1
180	ни к какому	1	1
181	но все же	1	1
182	во всей ее	2	1
183	одна из них	2	1
184	не только у	1	1
185	из которых каждая	1	1
186	совершенно очевидно что	3	1
187	сказать что ни	1	1
188	от других видов	1	1
189	материал таким образом	1	1
190	а не только	1	1
191	таким образом и	1	1
192	все это настолько	1	1
193	в своем рассказе	1	1
194	те или иные	1	1
195	с ее подругой	1	1
196	лежит в основе	1	1
197	напомним только что	1	1
198	может быть и	1	1
