N	3gram	Bakhtin_Pr	Mirosoze
1	не может быть	8	28
2	в том что	6	9
3	но он не	1	9
4	это и есть	1	9
5	в творчестве достоевского	5	8
6	для того чтобы	1	7
7	в высшей степени	1	7
8	записок из подполья	2	6
9	в этом он	1	6
10	и в этом	5	6
11	у достоевского нет	1	6
12	и в нем	2	6
13	о том что	2	6
14	есть прежде всего	1	6
15	друг к другу	1	6
16	до сих пор	9	5
17	в отношении к	3	5
18	что и в	1	5
19	но и в	1	5
20	мы увидим что	1	5
21	не было бы	1	5
22	прежде всего в	1	5
23	после того как	1	5
24	может быть и	2	5
25	что он не	1	4
26	все герои достоевского	1	4
27	по отношению к	12	4
28	в конце концов	7	4
29	не мог бы	1	4
30	может быть лишь	2	4
31	на то что	2	4
32	в то время	2	4
33	потому что он	1	4
34	можно было бы	3	4
35	то время как	2	4
36	у него нет	1	4
37	он никогда не	1	3
38	как будто бы	1	3
39	для него не	2	3
40	достоевского никогда не	1	3
41	не может уже	1	3
42	но достоевский не	1	3
43	потому что она	3	3
44	она не может	1	3
45	у достоевского никогда	1	3
46	как бы не	1	3
47	может быть назван	1	3
48	том что он	5	3
49	он живет в	1	3
50	и никогда не	1	3
51	не может не	1	3
52	к тому что	1	3
53	а не только	1	3
54	но это не	2	3
55	и потому не	1	3
56	в своем творчестве	1	3
57	что у достоевского	1	3
58	по сравнению с	1	3
59	человека он не	1	3
60	он остается в	1	3
61	как и все	4	3
62	так же как	1	3
63	в значительной степени	1	3
64	же как и	2	3
65	выходит за пределы	1	3
66	во всяком случае	4	3
67	только в россии	1	3
68	также и в	1	3
69	и иван карамазов	1	3
70	как и в	3	3
71	ивана карамазова и	3	2
72	у него есть	1	2
73	это не значит	3	2
74	смысле этого слова	1	2
75	иное чем у	1	2
76	что она не	3	2
77	не только в	2	2
78	но у достоевского	1	2
79	он не знал	1	2
80	в его романах	1	2
81	хотя бы и	3	2
82	он не может	1	2
83	достоевский в своем	1	2
84	именно потому что	2	2
85	для него нет	2	2
86	творчество достоевского в	2	2
87	идеи у достоевского	1	2
88	между тем как	5	2
89	в нем не	1	2
90	и у него	1	2
91	к нему все	1	2
92	не будет и	1	2
93	что это не	1	2
94	одну и ту	1	2
95	как и всегда	1	2
96	в своей книге	1	2
97	в романах достоевского	6	2
98	шатов говорит ставрогину	1	2
99	и не может	6	2
100	достоевский прежде всего	2	2
101	достоевского не есть	1	2
