N	2gram	Ircho_Kome	TeoriaLi
1	в качестве	4	33
2	в мире	2	26
3	не только	13	24
4	и в	37	24
5	в частности	4	23
6	состоит в	2	22
7	может быть	14	22
8	при этом	11	20
9	в том	24	20
10	я в	1	18
11	и не	28	17
12	а в	12	15
13	но и	18	14
14	а не	5	14
15	так и	4	14
16	в себе	4	14
17	представляет собой	5	13
18	такого рода	2	13
19	но не	9	13
20	в этом	18	12
21	сводится к	1	12
22	но в	7	12
23	в его	12	12
24	то же	14	12
25	том что	22	11
26	точки зрения	8	11
27	и его	10	11
28	что в	11	10
29	по отношению	6	10
30	как это	5	10
31	отношению к	4	10
32	в душе	1	9
33	только в	3	9
34	с другой	5	9
35	не сводится	1	9
36	не в	7	9
37	в то	14	9
38	в своей	6	8
39	же время	12	8
40	как бы	7	8
41	всего лишь	2	8
42	по своей	2	8
43	не может	9	8
44	в самом	17	7
45	в принципе	1	7
46	не столько	3	7
47	на смену	1	7
48	в отличие	3	7
49	в своем	9	7
50	себя в	3	7
51	мы имеем	4	7
52	а также	3	7
53	отличие от	5	7
54	во второй	2	7
55	отношение к	7	7
56	однако в	5	7
57	место в	1	7
58	в области	3	7
59	в нем	8	7
60	другой стороны	2	6
61	более или	2	6
62	конечном счете	3	6
63	как и	10	6
64	не менее	9	6
65	приводит к	4	6
66	еще не	10	6
67	в основе	3	6
68	то что	5	6
69	со стороны	16	6
70	с его	6	6
71	в ее	3	6
72	с другими	2	6
73	в конечном	2	6
74	или иначе	3	6
75	между ними	4	6
76	или менее	2	6
77	тем самым	1	6
78	в первой	3	6
79	ни в	14	5
80	в виду	3	5
81	так или	3	5
82	как в	4	5
83	можно сказать	1	5
84	не является	5	5
85	того чтобы	9	5
86	для того	9	5
87	как правило	1	5
88	за пределами	3	5
89	как к	3	5
90	для него	1	5
91	того что	1	5
92	в себя	1	5
93	между тем	6	5
94	он не	11	5
95	и тем	4	5
96	в пределах	3	5
97	и о	3	5
98	могут быть	3	5
99	не случайно	3	5
100	в отношении	4	4
101	не на	3	4
102	не следует	2	4
103	и сам	11	4
104	в этих	2	4
105	отношения к	2	4
106	что он	15	4
107	в слове	1	4
108	входит в	1	4
109	в другом	2	4
110	говорить о	6	4
111	отношении к	1	4
112	сказать что	4	4
113	в нашем	1	4
114	к тому	11	4
115	во времени	1	4
116	никогда не	5	4
117	и того	1	4
118	аналогичным образом	2	4
119	это не	3	4
120	хотя и	6	4
121	в их	5	4
122	его в	9	4
123	но он	3	4
124	не знает	7	4
125	или даже	1	4
126	по своему	3	4
127	со своей	2	4
128	речи и	1	4
129	в свою	12	4
130	и что	8	4
131	далеко не	3	4
132	того же	9	4
133	одного и	1	4
134	в силу	2	4
135	в целом	4	4
136	и ее	3	4
137	текста в	1	3
138	и к	4	3
139	во втором	2	3
140	в таком	2	3
141	в момент	1	3
142	для себя	1	3
143	с этой	5	3
144	даже в	3	3
145	была бы	2	3
146	в финале	1	3
147	о чем	11	3
148	только не	1	3
149	подобно тому	1	3
150	на волоске	1	3
151	если бы	18	3
152	все эти	1	3
153	а именно	1	3
154	например в	3	3
155	в жизни	1	3
156	к его	4	3
157	в соответствии	1	3
158	их в	3	3
159	никто не	2	3
160	роль в	3	3
161	тем не	3	3
162	перед нами	1	3
163	свою очередь	10	3
164	между собой	5	3
165	своей природе	1	3
166	потому что	19	3
167	одной стороны	4	3
168	между двумя	2	3
169	в одном	3	3
170	вслед за	1	3
171	не обязательно	1	3
172	имеем в	2	3
173	известной степени	2	3
174	мог бы	1	3
175	от себя	2	3
176	из этих	2	3
177	и для	7	3
178	о ней	2	3
179	таким образом	16	3
180	с одной	5	3
181	и вот	3	3
182	том числе	2	3
183	и потому	2	3
184	с точки	6	3
185	ни к	1	3
186	как раз	9	3
187	прежде всего	7	3
188	а на	3	3
189	и притом	1	3
190	связи с	5	3
191	или в	1	3
192	одним из	2	3
193	в связи	4	3
