N	3gram	Bakhtin_Pr	KulturaY
1	для того чтобы	3	38
2	с точки зрения	21	36
3	в том что	10	33
4	в самом деле	5	29
5	можно было бы	4	25
6	тем не менее	1	19
7	во всяком случае	3	19
8	с другой стороны	3	17
9	в зависимости от	5	16
10	до сих пор	3	14
11	в том чтобы	1	14
12	по отношению к	17	13
13	по крайней мере	3	13
14	и в самом	1	11
15	не может быть	8	11
16	в этом отношении	7	11
17	в этом смысле	12	10
18	о том что	5	10
19	того или иного	1	9
20	не в том	1	8
21	само по себе	4	8
22	на самом деле	4	8
23	не только в	2	8
24	в этом случае	1	8
25	мере в какой	1	7
26	в той мере	1	7
27	той мере в	1	7
28	хотя бы и	3	6
29	в отличие от	3	6
30	то же время	10	6
31	той или иной	3	6
32	этой точки зрения	3	6
33	было бы сказать	1	6
34	в то же	10	6
35	можно говорить о	1	5
36	с этой точки	1	5
37	так и в	1	5
38	потому что он	2	5
39	более или менее	1	5
40	в данном случае	3	5
41	и в этом	8	5
42	но все же	3	5
43	что же касается	1	5
44	не потому что	3	5
45	тем более что	2	5
46	на этот вопрос	1	5
47	как мы видели	3	5
48	что все эти	1	4
49	том что он	4	4
50	в первом случае	1	4
51	смысле этого слова	2	4
52	и того же	1	4
53	а в том	1	4
54	к тому что	1	4
55	в нашем смысле	1	4
56	одного и того	1	4
57	сих пор еще	1	4
58	в том и	2	4
59	было бы привести	1	4
60	заключается в том	2	4
61	только то что	2	4
62	точно так же	1	4
63	зависимости от того	1	4
64	так же как	4	4
65	именно в том	2	4
66	в той же	3	3
67	и тогда когда	1	3
68	но для того	1	3
69	в конце концов	7	3
70	тех или иных	1	3
71	потому что не	2	3
72	того что в	1	3
73	как раз и	2	3
74	в известном смысле	1	3
75	точки зрения на	2	3
76	сама по себе	3	3
77	в том смысле	1	3
78	в то время	3	3
79	в противном случае	1	3
80	в лучшем случае	3	3
81	что и в	1	3
82	и в той	1	3
83	не могут быть	1	3
84	уже не только	1	3
85	уже само по	1	3
86	но с другой	2	3
87	в той или	2	2
88	а может быть	2	2
89	это не значит	3	2
90	ни на минуту	1	2
91	можно говорить об	1	2
92	в противоречии с	1	2
93	свое выражение в	1	2
94	ни в каком	1	2
95	а следовательно и	1	2
96	в большинстве случаев	3	2
97	в каждом из	2	2
98	самом деле в	1	2
99	отсюда следует что	1	2
100	по себе не	1	2
101	все должно быть	1	2
102	в том числе	1	2
103	что все это	1	2
104	и в других	1	2
105	не понимает что	1	2
106	в своей статье	1	2
107	потому что она	3	2
108	друг от друга	2	2
109	по природе своей	2	2
110	может быть только	3	2
111	сами по себе	4	2
112	выйти за пределы	1	2
113	ничего общего с	1	2
114	между тем как	4	2
115	и в то	3	2
116	и если не	1	2
117	том что на	1	2
118	что же это	1	2
119	хотя и не	1	2
120	бы то ни	3	2
121	и в том	2	2
122	тем что он	1	2
123	быть не может	1	2
124	в ее целом	1	2
125	в одном из	3	2
126	но он не	2	2
127	а вместе с	1	2
128	это вовсе не	2	2
129	он должен быть	1	2
130	так и не	1	2
131	в другом месте	1	2
132	в каком смысле	1	2
133	прежде всего в	1	2
134	можно сказать что	3	2
135	и той же	1	2
136	по сравнению с	2	2
137	таким образом в	2	2
138	все те же	1	2
139	вовсе еще не	1	2
140	лишь с точки	1	2
141	одной и той	1	2
142	мы имеем в	2	2
143	от того как	1	2
144	тем или иным	1	2
145	а вовсе не	1	2
146	потому что они	2	2
147	может быть и	1	2
148	может быть это	1	1
149	это однако не	1	1
150	подходит именно к	1	1
151	это и было	1	1
152	от того кто	1	1
153	несмотря на их	1	1
154	все то что	3	1
155	не сделал в	1	1
156	в письме к	1	1
157	и как можно	1	1
158	с полным правом	1	1
159	что она не	3	1
160	точка зрения с	1	1
161	себе еще не	2	1
162	все же что	1	1
163	точка зрения на	2	1
164	также что все	1	1
165	что я называю	1	1
166	в пределах своего	1	1
167	от того в	1	1
168	не могло бы	1	1
169	дано в психологической	1	1
170	то что он	1	1
171	но только для	1	1
172	все это как	1	1
173	себе достаточно чтобы	1	1
174	же это за	1	1
175	том отношении что	1	1
176	что он говорит	1	1
177	в статьях и	1	1
178	таким образом несмотря	1	1
179	и лишает их	1	1
180	себя самого и	1	1
181	и к этому	1	1
182	так в особенности	1	1
183	сказать что для	1	1
184	своей книге о	1	1
185	если же мы	1	1
186	самого последнего времени	1	1
187	я не люблю	1	1
188	к своему предмету	1	1
189	не видел в	1	1
190	в своих письмах	1	1
191	при этом совершенно	1	1
192	был бы не	1	1
193	то что обычно	1	1
194	что по всей	1	1
195	и независимо от	1	1
196	в братьях карамазовых	3	1
197	в своих записках	1	1
198	что в данном	1	1
199	можно и должно	1	1
200	слова а в	1	1
201	они не могут	1	1
202	идея как принцип	1	1
203	как и слово	2	1
204	во что бы	1	1
205	резко отличен от	1	1
206	они уже не	4	1
207	но и с	1	1
208	всю свою жизнь	1	1
209	я говорю о	1	1
210	всяком случае была	1	1
211	которые могли бы	1	1
212	если бы я	1	1
213	зависимости от них	1	1
214	только в той	1	1
215	рядом с этим	1	1
216	точек зрения и	1	1
217	но не только	2	1
218	здесь действительно не	1	1
219	они нуждаются в	1	1
220	именно в этой	1	1
221	и не столь	1	1
222	что в самом	1	1
223	именно потому что	3	1
224	это в сущности	1	1
225	создается впечатление что	1	1
