N	3gram	Vygotskiy_	Tvorches
1	в то же	2	25
2	то же время	1	24
3	в том что	24	11
4	по нашему мнению	1	10
5	в соответствии с	1	8
6	о том что	4	8
7	по сути дела	1	7
8	в конечном счете	2	6
9	не может быть	6	6
10	в самом деле	4	5
11	в том же	3	5
12	по отношению к	9	5
13	до сих пор	6	4
14	с точки зрения	31	4
15	в одной из	1	4
16	с самого начала	13	4
17	что все это	1	3
18	точно так же	3	3
19	том что в	3	3
20	в отличие от	4	3
21	это значит что	1	3
22	во всяком случае	1	3
23	как и в	4	3
24	едва ли не	3	3
25	с другой стороны	3	3
26	и не может	2	3
27	что он не	1	2
28	бы он ни	1	2
29	он еще не	1	2
30	в данном случае	5	2
31	это не означает	1	2
32	заключает в себе	2	2
33	для того чтобы	24	2
34	в том числе	2	2
35	тем не менее	4	2
36	что у него	1	2
37	так и в	1	2
38	но при этом	1	2
39	и в конце	2	2
40	не потому что	1	2
41	в этом плане	1	2
42	в конце концов	1	2
43	потому что он	4	2
44	в этой области	2	2
45	том числе и	2	2
46	та же самая	2	2
47	а потому что	1	2
48	к тому же	1	2
49	сам с собой	1	2
50	не могут быть	3	2
51	в высшей степени	1	2
52	в целом и	1	2
53	в известном смысле	2	2
54	по самой своей	5	2
55	в свою очередь	3	2
56	вместе с тем	6	2
57	не только для	1	2
58	заключается в том	9	2
59	можно сказать что	7	2
60	на этот вопрос	1	2
61	на самом деле	2	2
62	именно в этом	3	2
63	содержит в себе	4	2
64	так же как	13	2
65	не только в	2	2
66	но отнюдь не	1	2
67	в первую очередь	3	2
68	и что в	1	2
69	мы уже говорили	2	2
70	нет и не	3	2
71	это имеет место	1	1
72	что в каждом	1	1
73	в этот период	2	1
74	он говорит что	1	1
75	имеет в виду	3	1
76	анекдот в котором	1	1
77	на всем протяжении	4	1
78	том что это	1	1
79	том же направлении	2	1
80	имеет место в	1	1
81	же самое время	1	1
82	является как бы	1	1
83	о том как	1	1
84	том смысле что	2	1
85	это сказывается в	1	1
86	но на периферии	1	1
87	не содержит в	2	1
88	ту же самую	1	1
89	в ответ на	1	1
90	поэтому мы должны	1	1
91	что оно не	1	1
92	как частный случай	3	1
93	но мы знаем	1	1
94	и даже как	1	1
95	он не может	1	1
96	то к чему	1	1
97	так например в	1	1
98	привело нас к	5	1
99	том и другом	2	1
100	но для того	1	1
101	и вследствие этого	1	1
102	и является причиной	1	1
103	друг на друга	2	1
104	как бы не	1	1
105	мы знаем что	2	1
106	потому что в	1	1
107	именно потому что	1	1
108	является общим законом	1	1
109	ничего общего с	1	1
110	в этом пункте	1	1
111	и через него	1	1
112	это само собой	1	1
113	могут быть названы	1	1
114	и тем самым	8	1
115	сказывается в том	1	1
116	по внешним формам	1	1
117	человеком которого я	1	1
118	по мере приближения	1	1
119	что как бы	1	1
120	и того же	3	1
121	потому что не	1	1
122	всех и всяческих	1	1
123	по себе и	1	1
124	одновременно с этим	1	1
125	но и он	1	1
126	одну и ту	1	1
127	не может жить	1	1
128	то же самое	11	1
129	к самому себе	1	1
130	по этому поводу	3	1
131	к тому что	10	1
132	что с точки	1	1
133	и другой но	2	1
134	не может не	1	1
135	на самом же	1	1
136	лишь в диалоге	1	1
137	конце концов к	1	1
138	для себя из	1	1
139	большей мере чем	1	1
140	достоевский рассказывает о	1	1
141	обращая внимания на	1	1
142	он утверждает что	1	1
143	как частного случая	1	1
144	и в этом	2	1
145	пришел к выводу	1	1
146	неразрывно связана с	1	1
147	может и не	1	1
148	в том и	3	1
149	с первого взгляда	1	1
150	речи о его	1	1
151	той или иной	2	1
152	самом конце развития	1	1
153	и должно быть	1	1
154	мы как бы	1	1
155	самом же деле	1	1
156	прежде всего на	1	1
157	но и в	1	1
158	мы видим в	3	1
159	и ту же	1	1
160	как и для	1	1
161	в том смысле	2	1
162	том или другом	1	1
163	с той же	1	1
164	ведут себя как	1	1
165	переход от одной	1	1
166	в которой он	2	1
167	то что в	1	1
168	может быть в	1	1
169	с одной стороны	7	1
170	но с точки	3	1
171	в основе всех	1	1
172	не с точки	1	1
173	в настоящее время	1	1
174	в то время	8	1
175	таким образом в	2	1
176	то и другое	4	1
177	но все это	1	1
178	нам о его	1	1
179	что ему нужно	2	1
180	то что является	1	1
181	к анализу самого	1	1
182	как по самой	1	1
183	и в их	1	1
184	не что иное	1	1
185	идея может быть	1	1
186	чем у нас	1	1
187	что дает нам	1	1
188	и отношений между	1	1
189	можно было бы	5	1
190	в самом конце	1	1
191	только потому что	3	1
192	в этом случае	15	1
193	того чтобы изучить	1	1
194	есть прежде всего	1	1
195	же как и	3	1
196	сразу во всей	1	1
197	разве это не	1	1
198	одного и того	3	1
199	тем что он	1	1
200	но только не	1	1
201	приблизительно так же	1	1
202	что иное как	1	1
203	не обращая внимания	1	1
204	через него с	1	1
205	и до конца	1	1
206	как это случилось	1	1
207	с большим трудом	1	1
208	в себе ничего	4	1
209	как это имеет	1	1
210	вопрос о том	1	1
211	это и есть	1	1
212	до конца и	1	1
213	связана с ней	1	1
214	что он как	1	1
215	того факта что	1	1
216	конечном счете и	1	1
217	мы не можем	3	1
218	быть самим собой	1	1
219	потому что они	2	1
220	начала и до	1	1
