N	3gram	Vygotskiy_	Psycholo
1	в том что	30	78
2	для того чтобы	19	70
3	на то что	9	55
4	в самом деле	5	51
5	заключается в том	10	36
6	о том что	10	34
7	то же самое	4	31
8	с точки зрения	34	29
9	с одной стороны	14	28
10	так же точно	9	24
11	в сущности говоря	3	24
12	все то что	1	23
13	не может быть	8	23
14	до сих пор	4	23
15	и т д	1	22
16	и в самом	2	22
17	с таким образом	6	21
18	к тому что	3	20
19	с другой стороны	10	20
20	в том чтобы	6	20
21	мы увидим что	2	19
22	на самом деле	3	17
23	не только не	2	16
24	с самого начала	9	16
25	в зависимости от	8	15
26	так же как	6	14
27	во всяком случае	5	14
28	само по себе	3	14
29	в то время	5	14
30	в этом отношении	6	14
31	заключает в себе	1	13
32	можно было бы	6	13
33	и в этом	1	13
34	то время как	4	13
35	указывает на то	3	12
36	сам по себе	3	12
37	что в этом	1	12
38	этой точки зрения	2	12
39	в конце концов	1	12
40	и той же	2	12
41	одной и той	2	12
42	тот факт что	1	11
43	то что он	2	11
44	в конечном счете	4	11
45	то что в	2	11
46	по сравнению с	9	11
47	подобно тому как	2	11
48	к тому чтобы	2	10
49	с этой точки	1	10
50	вместе с тем	5	10
51	и то что	1	10
52	не в том	1	10
53	том что он	2	10
54	он говорит что	1	9
55	потому что в	1	9
56	таким образом что	3	9
57	надо сказать что	1	9
58	в отличие от	3	9
59	потому что он	3	9
60	точно так же	2	9
61	в данном случае	5	9
62	что он не	2	9
63	в том и	1	9
64	не в состоянии	2	9
65	мы могли бы	9	9
66	чтобы увидеть что	1	9
67	и как бы	1	8
68	и то же	2	8
69	друг с другом	6	8
70	смысле этого слова	6	8
71	речь идет о	4	8
72	и таким образом	2	8
73	что в этой	1	8
74	с тем что	1	8
75	мы все время	1	7
76	о которых мы	1	7
77	состоит в том	4	7
78	бы сказать что	3	7
79	на этот вопрос	5	7
80	в этом смысле	3	7
81	если бы мы	3	7
82	а с другой	6	7
83	только то что	2	7
84	психологической точки зрения	1	7
85	в свою очередь	3	7
86	в какой мере	2	7
87	можно сказать что	5	7
88	же точно и	1	7
89	одно и то	2	7
90	как и в	2	7
91	совершенно понятно что	1	6
92	том и заключается	1	6
93	сама по себе	3	6
94	с психологической точки	1	6
95	никогда не может	1	6
96	же точно как	1	6
97	мы не можем	3	6
98	сводится к тому	1	6
99	и тот же	1	6
100	тем не менее	1	6
101	что у него	1	6
102	именно потому что	1	6
103	по себе не	1	6
104	то что мы	1	6
105	не только в	1	6
106	по его мнению	1	6
107	друг к другу	2	6
108	все больше и	1	5
109	о том как	1	5
110	в собственном смысле	8	5
111	те же самые	1	5
112	и вместе с	1	5
113	как если бы	3	5
114	больше и больше	1	5
115	мы видим в	1	5
116	ни в какой	2	5
117	один и тот	1	5
118	в целом ряде	1	5
119	и что самое	1	5
120	и в частности	3	5
121	зависимости от того	1	5
122	в том виде	1	5
123	в каком отношении	1	5
124	в жизни и	1	5
125	чтобы показать что	2	5
126	несмотря на все	1	5
127	мы видели что	4	5
128	в силу того	1	5
129	не имеет никакого	1	5
130	должен был бы	1	5
131	как раз в	3	5
132	же как и	4	5
133	вместо того чтобы	3	5
134	потому что они	1	5
135	в применении к	1	4
136	прямо говорит что	2	4
137	что эта теория	1	4
138	о котором говорит	1	4
139	вызывает в нас	1	4
140	шаг за шагом	3	4
141	к тому же	1	4
142	ничего не может	2	4
143	то что у	2	4
144	мы говорили выше	3	4
145	из того что	7	4
146	таким образом и	3	4
147	но так как	1	4
148	собственном смысле слова	4	4
149	лежит в основе	1	4
150	таким образом мы	1	4
151	за то что	1	4
152	сам собой напрашивается	1	4
153	но и это	1	4
154	эта точка зрения	1	4
155	того и другого	1	4
156	что оно есть	1	4
157	мы уже говорили	3	4
158	вопрос о том	2	4
159	это было бы	1	4
160	тому же самому	1	4
161	благодаря тому что	3	4
162	он не может	1	4
163	вовсе не в	1	4
164	силу того что	1	4
165	в приложении к	2	4
166	том что мы	1	4
167	в этой области	1	4
168	том что в	3	4
169	и никогда не	1	4
170	мы должны будем	2	4
171	только тогда когда	4	4
172	и не может	1	4
173	что это есть	1	4
174	говорит что в	2	4
175	от того что	2	4
176	все более и	3	4
177	же самое что	1	4
178	если мы хотим	2	4
179	более и более	3	4
180	так как они	1	4
181	на то как	1	4
182	указал на то	1	4
183	если мы примем	1	3
184	и мы сейчас	1	3
185	в учении о	4	3
186	и что она	1	3
187	то что оно	1	3
188	друг от друга	4	3
189	дело идет о	1	3
190	не потому что	2	3
191	приходит к выводу	4	3
192	нечто такое что	1	3
193	в последнее время	3	3
194	которых мы говорили	1	3
195	он утверждает что	1	3
196	того чтобы показать	3	3
197	могли бы сказать	2	3
198	по отношению к	11	3
199	со всеми остальными	2	3
200	там где она	1	3
201	столько же сколько	1	3
202	самом деле стоит	1	3
203	дело в том	2	3
204	в самом конце	1	3
205	с тем чтобы	1	3
206	та и другая	1	3
207	тому что он	1	3
208	том что всякое	1	3
209	того чтобы сделать	1	3
210	не могут быть	1	3
211	между тем в	1	3
212	что самое замечательное	1	3
213	он полагает что	1	3
214	в полном согласии	2	3
215	о котором мы	1	3
216	своим собственным законам	1	3
217	несмотря на то	1	3
218	нам думается что	7	3
219	что все это	1	3
220	иметь в виду	1	3
221	легко заметить что	1	3
222	того чтобы заметить	1	3
223	в высшей степени	7	3
224	полном согласии с	2	3
225	бы то ни	1	3
226	то же время	2	3
227	что если мы	1	3
228	является то что	4	3
229	так как мы	1	3
230	что в сущности	3	3
231	мы обратимся к	1	3
232	едва ли не	1	3
233	к выводу что	5	3
234	говорить о том	1	3
235	это действительно так	1	3
236	в то же	2	3
237	то и другое	1	3
238	я не могу	2	3
239	ответ на этот	3	3
240	самом деле когда	1	3
241	бы показать что	1	3
242	то обстоятельство что	2	3
243	с тем и	1	3
244	приводит к тому	3	3
245	после того как	1	3
246	одной стороны и	3	2
247	вот что говорит	1	2
248	на всем протяжении	3	2
249	не только то	1	2
250	мы уже знаем	1	2
251	не могло бы	1	2
252	а следовательно и	1	2
253	такой же мере	3	2
254	доказательство того что	1	2
255	и все те	1	2
256	что это действительно	1	2
257	и вот этот	1	2
258	дело не в	1	2
259	постараемся показать ниже	2	2
260	в одной и	1	2
261	когда мы говорим	2	2
262	который может быть	1	2
263	у него в	1	2
264	но для того	1	2
265	она не может	1	2
266	что в них	1	2
267	находится в зависимости	1	2
268	кроме того что	1	2
269	видим таким образом	4	2
270	того что в	3	2
271	не иначе как	1	2
272	и тем самым	4	2
273	при этом он	1	2
274	в своих исследованиях	2	2
275	он прямо говорит	1	2
276	было бы назвать	2	2
277	и все прочие	1	2
278	убедиться в том	2	2
279	с между тем	1	2
280	что с точки	2	2
281	к вопросу о	1	2
282	это значит что	1	2
283	в одном из	2	2
284	что все решительно	1	2
285	что с самого	1	2
286	всего того что	1	2
287	в тех случаях	1	2
288	в связи с	3	2
289	в ответ на	1	2
290	того чтобы с	1	2
291	той или иной	2	2
292	вместе с ним	3	2
293	то что и	1	2
294	и до наших	1	2
295	и только в	1	2
296	но и в	1	2
297	по крайней мере	1	2
298	в чем же	1	2
299	в каком они	1	2
300	с но если	1	2
301	которые могли бы	1	2
302	или во всяком	2	2
303	остается ничего другого	2	2
304	и тем что	1	2
305	если мы не	1	2
306	и все другие	1	2
307	до какой степени	1	2
308	как и все	2	2
309	и в своем	2	2
310	мы имеем в	1	2
311	мы таким образом	1	2
312	с которым мы	1	2
313	говорит что для	1	2
314	тогда когда он	2	2
315	как мы увидим	1	2
316	при этом она	1	2
317	что может быть	2	2
318	должны были бы	2	2
319	если мы обратимся	1	2
320	рассматриваемой нами теории	1	2
321	в одинаковой мере	1	2
322	зрения социальной психологии	2	2
323	и столь же	1	2
324	точку зрения на	1	2
325	целый ряд других	1	2
326	то что с	1	2
327	тех же самых	1	2
328	но все время	1	2
329	не остается ничего	3	2
330	потому что как	1	2
331	именно в силу	1	2
332	на все другие	1	2
333	в совершенно ином	1	2
334	говорит один из	1	2
335	перед нами в	1	2
336	в своих построениях	1	2
337	и представить себе	1	2
338	точки зрения социальной	2	2
339	нашего исследования и	1	2
340	то же что	2	2
341	той и другой	1	2
342	в такой же	3	2
343	сказать что эта	1	2
344	мы старались показать	2	2
345	и что эти	1	2
346	потому что оно	1	2
347	и целый ряд	1	2
348	чтобы заметить что	1	2
349	то ни было	1	2
350	если это так	1	2
351	что тот же	1	2
352	не может не	1	2
353	мы не станем	6	2
354	но вместе с	5	2
355	казалось бы что	2	2
356	так как он	3	2
357	с и вот	1	2
358	на первый план	3	2
359	что оба эти	1	2
360	тем что в	1	2
361	там где он	1	2
362	на каждом шагу	2	2
363	котором мы говорили	1	2
364	мы находим в	1	2
365	мы имеем совершенно	1	2
366	с той же	1	2
367	точно как в	1	2
368	когда он утверждает	1	2
369	образом оказывается что	1	2
370	о которых говорит	2	2
371	и только что	1	2
372	видели что в	1	2
373	хотя и не	1	2
374	какой мере не	1	2
375	того что она	1	2
376	на одном из	1	2
377	и что только	1	2
378	именно в этом	3	2
379	как мы видели	1	2
380	ничего другого как	2	2
381	имеем в виду	1	2
382	только для того	2	2
383	как одна из	1	2
384	в результате его	1	2
385	и именно в	1	2
386	этого слова и	1	2
387	указывают на то	1	2
388	и при этом	1	2
389	мы видим таким	4	2
390	с ней в	1	2
391	представление о том	1	2
392	то что я	1	2
393	в предисловии к	4	2
394	указанием на то	1	2
395	что не только	1	2
396	того факта что	3	2
397	организма и среды	1	2
398	когда он в	1	2
399	на другом материале	1	1
400	в подтверждение этого	1	1
401	даже тогда когда	1	1
402	точки зрения того	1	1
403	тому что человек	1	1
404	в одном и	1	1
405	были бы сказать	1	1
406	она в сущности	1	1
407	следует отнести к	1	1
408	о которой мы	2	1
409	деле стоит только	1	1
410	к действительности не	1	1
411	ни для чего	1	1
412	в направлении к	1	1
413	полагает что если	2	1
414	мы думаем что	3	1
415	в какой связи	1	1
416	и тогда когда	1	1
417	и значение в	1	1
418	в результате этого	1	1
419	приближается к нулю	1	1
420	том что такое	1	1
421	с его помощью	1	1
422	у нас в	1	1
423	с психологической стороны	1	1
424	есть не только	1	1
425	к нулю и	1	1
426	влечет за собой	2	1
427	в сущности ничего	2	1
428	исследования и в	1	1
429	чтобы окончательно убедиться	1	1
430	в коем случае	1	1
431	с той которую	1	1
432	точки зрения этой	1	1
433	что между этими	1	1
434	чем именно заключается	1	1
435	в этом процессе	1	1
436	совершенно так же	1	1
437	в целом нам	1	1
438	как увидим ниже	2	1
439	это понятие введенное	1	1
440	не останавливаться на	1	1
441	как мы уже	4	1
442	в частности в	1	1
443	две части в	1	1
444	в которых он	1	1
445	на деле же	2	1
446	если оставить в	1	1
447	можем заключить что	1	1
448	думается что если	1	1
449	сказать что все	1	1
450	к другу и	1	1
451	с мы видим	3	1
452	или другую сторону	1	1
453	только в силу	1	1
454	для этого нам	1	1
455	положение в котором	1	1
456	из этого исходит	1	1
457	то что может	1	1
458	исследование показало что	1	1
459	показать на примере	1	1
460	только благодаря тому	1	1
461	оказывается не в	1	1
462	и к его	1	1
463	таким образом если	1	1
464	на которые ссылается	1	1
465	окончательно убедиться в	1	1
466	в которой она	1	1
467	с на основании	1	1
468	чтобы убедиться в	2	1
469	против того что	1	1
470	том числе и	3	1
471	с все эти	1	1
472	между этими двумя	2	1
473	одну из этих	1	1
474	таким образом становится	1	1
475	в психологии не	1	1
476	ребенок никогда не	1	1
477	которых говорит но	1	1
478	значение как и	1	1
479	просто сказать что	1	1
480	мы не хотим	2	1
481	таким образом психология	1	1
482	что потребность в	1	1
483	виде в каком	2	1
484	но и как	1	1
485	что можно с	1	1
486	и в психологии	1	1
487	и я не	1	1
488	самому своему существу	1	1
489	и другим есть	1	1
490	сущности ничего не	2	1
491	что та же	1	1
492	совершенно иначе чем	1	1
493	зрения этой теории	1	1
494	в переводе на	1	1
495	не входит в	1	1
496	на этот раз	1	1
497	в самом определении	1	1
498	и других авторов	1	1
499	что даже в	2	1
500	что в действительности	1	1
501	в его самых	1	1
502	но все же	1	1
503	место только тогда	1	1
504	к частному случаю	1	1
505	таким образом ни	1	1
506	и наконец третье	1	1
507	для современной психологии	3	1
508	едва ли может	1	1
509	сверх того что	1	1
510	в чем заключается	1	1
511	которые отличают его	1	1
512	удалось показать что	1	1
513	того чтобы выяснить	2	1
514	из которого мы	1	1
515	приводит его к	1	1
516	же сколько и	1	1
517	и не быть	1	1
518	первую из этих	1	1
519	в области психологии	1	1
520	быть столь же	1	1
521	не станем останавливаться	1	1
522	спросим себя как	1	1
523	с первого взгляда	1	1
524	раз в том	1	1
525	самое понятие о	1	1
526	он не отдает	1	1
527	которую мы все	1	1
528	превращает их из	1	1
529	этих двух элементов	1	1
530	и том же	1	1
531	на действительность и	2	1
532	которых мы ищем	1	1
533	это обстоятельство не	1	1
534	как правильно указывает	1	1
535	говорит он в	3	1
536	происходит то же	1	1
537	не отдает себе	2	1
538	себе отчета в	2	1
539	образом что не	1	1
540	если не останавливаться	1	1
541	это так то	1	1
542	психологической функции которую	1	1
543	аналогично тому как	1	1
544	и ему не	1	1
545	вытекает из того	1	1
546	в данный момент	1	1
547	и потребности в	1	1
548	собой разумеется что	1	1
549	а затем уже	1	1
550	во главу угла	1	1
551	к своему исследованию	1	1
552	показали что в	1	1
553	отдает себе отчета	2	1
554	что следует различать	1	1
555	на основании анализа	1	1
556	только один раз	1	1
557	на том что	2	1
558	как мы постараемся	2	1
559	в себе и	1	1
560	в ту или	1	1
561	есть все основания	2	1
562	должен признать что	1	1
563	ни в коем	1	1
564	легко убедиться в	2	1
565	с которой мы	1	1
566	в процессе развития	5	1
567	потому что его	1	1
568	мы начинаем понимать	1	1
569	и тем более	2	1
570	и с психологической	1	1
571	тем и другим	2	1
572	раз когда она	1	1
573	и к тому	1	1
574	мы оставляем за	1	1
575	другой стороны в	1	1
576	когда он начинает	1	1
577	и для всех	1	1
578	того что оно	1	1
579	приводит нас к	1	1
580	во всех своих	1	1
581	независимо от того	2	1
582	к которым приводит	2	1
583	мы склонны видеть	2	1
584	что он представляет	1	1
585	чтобы показать как	1	1
586	мы будем говорить	1	1
587	то что является	1	1
588	уже в первой	1	1
589	мере не является	1	1
590	представляет один из	1	1
591	в стороне чисто	1	1
592	включает в себя	1	1
593	не зависящего от	1	1
594	что так же	1	1
595	мы только что	2	1
596	речи но и	1	1
597	этой области знания	1	1
598	к чему приводит	1	1
599	в свете этих	1	1
600	больше чем это	1	1
601	каком отношении стоят	1	1
602	говорит он что	3	1
603	между реальным и	1	1
604	что для нас	1	1
605	того чтобы объяснить	1	1
606	мы уже видели	2	1
607	и все остальные	1	1
608	которые могут быть	1	1
609	вне всякого сомнения	1	1
610	во всей его	1	1
611	самом деле всякий	1	1
612	по самому своему	2	1
613	хотя бы в	1	1
614	в первую очередь	3	1
615	и не то	2	1
616	совершенно независимо от	1	1
617	в своем течении	1	1
618	в этом вопросе	3	1
619	с то что	1	1
620	подходит вплотную к	1	1
621	совершенно ином виде	1	1
622	что на вопрос	1	1
623	было бы невозможно	1	1
624	ту или другую	1	1
625	должен быть представлен	1	1
626	еще яснее это	1	1
627	бы для того	1	1
628	том что ребенок	2	1
629	таким образом оказывается	1	1
630	лежащее в основе	1	1
631	и главным образом	1	1
632	там где дело	1	1
633	при переходе от	2	1
634	коем случае не	1	1
635	жизни и в	1	1
636	то это потому	1	1
637	может быть выведено	1	1
638	первой и второй	1	1
639	мы сейчас же	1	1
640	не только как	1	1
641	и постоянно от	1	1
642	другую сторону так	1	1
643	же точно в	1	1
644	из этого факта	2	1
645	той мыслью что	1	1
646	на этом вопросе	1	1
647	образом и на	1	1
648	время от времени	1	1
649	не может служить	1	1
650	бы и не	1	1
651	нигде так не	1	1
652	оставить в стороне	2	1
653	он должен признать	1	1
654	мы должны были	2	1
655	ко всем остальным	1	1
656	потому что эта	1	1
657	во всей этой	1	1
658	то что обычно	1	1
659	они представляют собой	1	1
660	мы подошли вплотную	1	1
661	относится не к	1	1
662	это значило бы	1	1
663	в целом в	2	1
664	в одинаковой степени	1	1
665	и на все	1	1
666	не имеет себе	1	1
667	том что то	1	1
668	том что его	1	1
669	между тем и	2	1
670	как и вообще	1	1
671	нам остается сейчас	1	1
672	но этого мало	1	1
673	которой мы говорили	2	1
674	совершенно сходную с	1	1
675	мы примем это	1	1
676	какого бы то	1	1
677	в совершенно новом	2	1
678	ясно что с	1	1
679	против этого положения	1	1
680	здесь не только	1	1
681	и процессов в	1	1
682	до наших дней	1	1
683	как это легко	1	1
684	в том же	3	1
685	однако несмотря на	2	1
686	в том числе	3	1
687	как это показал	1	1
688	с которой он	1	1
689	этим именем это	1	1
690	и что та	1	1
691	на вопрос о	4	1
692	мы видели уже	1	1
693	тогда когда человек	1	1
694	до некоторой степени	1	1
695	мы тем самым	1	1
696	и оказывается совершенно	1	1
697	таким же точно	1	1
698	можем подвести итоги	1	1
699	в психологическом отношении	1	1
700	этим сказать что	1	1
701	на основании этого	2	1
702	на точку зрения	2	1
703	существенным из этих	1	1
704	самом деле что	1	1
705	по существу дела	4	1
706	самым существенным из	1	1
707	сам того не	1	1
708	это представляет собой	1	1
709	и в то	1	1
710	его значение в	1	1
711	с ним и	1	1
712	мы можем подвести	1	1
713	кислород и водород	1	1
714	раньше всего в	1	1
715	вперед по сравнению	1	1
716	можно с уверенностью	1	1
717	именно в области	1	1
718	принимает во внимание	1	1
719	в самых кратких	1	1
720	которые можно назвать	1	1
721	и изучает как	1	1
722	которые она себе	1	1
723	точка зрения была	1	1
724	разница между обоими	1	1
725	у каждого из	1	1
726	и заключается основная	1	1
727	как в одной	1	1
728	принципиально отличную от	1	1
729	мы можем легко	1	1
730	все решительно проявления	1	1
731	в другом месте	6	1
732	служат как бы	1	1
733	на вопросе о	1	1
734	выдвигается на первый	1	1
735	сосредоточить внимание на	1	1
736	одном и том	1	1
737	не может возникнуть	1	1
738	психологии потому что	1	1
739	в этой теории	2	1
740	что на протяжении	1	1
741	или хотя бы	1	1
742	только что приведенной	1	1
743	всегда и постоянно	1	1
744	и эти два	1	1
745	все что мы	3	1
746	само собой разумеется	1	1
747	она себе ставит	1	1
748	может показаться что	1	1
749	и развития их	1	1
750	с помощью которых	2	1
751	совершенно новом виде	1	1
752	подвести итоги нашему	1	1
753	что воображение и	1	1
754	на одной из	1	1
755	станем останавливаться на	1	1
756	результате этого исследования	1	1
757	на деле он	1	1
758	сказать так как	1	1
759	отличают его от	1	1
760	порождает из себя	1	1
761	он должен быть	2	1
762	а вместе с	2	1
763	по существу с	1	1
764	что в результате	1	1
765	то новое что	1	1
766	в сущности это	2	1
767	во всем его	1	1
768	к некоторым итогам	1	1
769	для чего не	1	1
770	когда речь идет	1	1
771	все время протекает	1	1
772	объяснения вот как	1	1
773	что он является	2	1
774	с такой очевидностью	1	1
775	привело его к	1	1
776	и вовсе не	1	1
777	лежащим в основе	1	1
778	в действительной жизни	1	1
779	в свое время	1	1
780	ту или иную	1	1
781	мы постараемся показать	2	1
782	но об этом	1	1
783	самом деле не	1	1
784	такой очевидностью как	1	1
785	перед нами как	1	1
786	может не только	1	1
787	с в подтверждение	1	1
788	проистекает из того	1	1
789	того что мы	1	1
790	том что для	1	1
791	части в первой	1	1
792	и в известном	3	1
793	стремится не к	2	1
794	что мы можем	1	1
795	между тем мы	1	1
796	и нам думается	1	1
797	это потому что	1	1
798	что только с	1	1
799	этой теорией в	1	1
800	этих двух основных	1	1
801	только в самом	1	1
802	старались показать что	1	1
803	что всякое обобщение	1	1
804	может быть сведено	2	1
805	считала своей задачей	1	1
806	элементы из которых	1	1
807	для нас это	1	1
808	точки зрения а	1	1
809	в постоянном взаимодействии	1	1
810	всякий раз когда	1	1
811	сейчас же увидим	1	1
812	и с точки	1	1
813	исключительно с точки	1	1
814	видели уже что	1	1
815	в известном смысле	3	1
816	когда тот же	1	1
817	совершенно не в	1	1
818	всякого содержания и	1	1
819	точно и в	1	1
820	деле когда мы	1	1
821	самых древних времен	1	1
822	вывод который делает	1	1
823	целым рядом исследований	1	1
824	в нескольких словах	1	1
825	смысле слова и	1	1
826	от всех остальных	1	1
827	в основе этого	1	1
828	не то же	2	1
829	точки зрения она	1	1
830	во внешнем мире	1	1
831	явлений и процессов	1	1
832	может привести к	1	1
833	к такому выводу	1	1
834	сделать на основании	1	1
835	есть прежде всего	2	1
836	это не потому	1	1
837	ребенок играет в	1	1
838	в следующем виде	2	1
839	уже что в	1	1
840	относительно того что	4	1
841	не только ее	1	1
842	то что для	1	1
843	состоят в том	1	1
844	за пределы простого	1	1
845	представить себе что	1	1
846	представить себе такое	1	1
847	а не за	1	1
848	по этому вопросу	1	1
849	это позволяет нам	1	1
850	а для того	1	1
851	в целом мы	2	1
852	в чем именно	1	1
853	он указывает на	1	1
854	входящих в ее	1	1
855	ключом к объяснению	1	1
856	с тем является	1	1
857	мы вынуждены были	1	1
858	все это составляет	1	1
859	едва ли можно	1	1
860	и значение которых	1	1
861	к себе и	1	1
862	том что есть	1	1
863	стороны интересующей нас	1	1
864	на две части	2	1
865	если с самого	1	1
