N	4gram	Bakhtin_Fr	Vvedenie
1	в то же время	14	6
2	не что иное как	1	5
3	с одной стороны и	1	3
4	дело в том что	4	3
5	но в то же	6	3
6	есть не что иное	1	3
7	то же самое что	1	2
8	одно и то же	1	2
9	одной и той же	1	2
10	одного и того же	1	2
11	можно сказать что в	1	1
12	то же время в	1	1
13	это то же самое	1	1
14	нечего и говорить о	1	1
15	одном и том же	1	1
16	свое значение и как	1	1
17	может быть и речи	1	1
18	в соответствии с этим	1	1
19	большей или меньшей степени	1	1
20	степени в зависимости от	1	1
21	в одном и том	1	1
22	в связи с этим	3	1
23	но вместе с тем	1	1
24	и до наших дней	1	1
25	в большей или меньшей	1	1
26	в той или иной	1	1
27	не может быть и	1	1
28	говорить о том что	1	1
29	в том что в	1	1
