N	3gram	Trubetskoy	formyVre
1	то же время	2	21
2	в то же	2	18
3	в связи с	3	15
4	с точки зрения	6	15
5	друг с другом	5	13
6	для того чтобы	5	12
7	и в то	1	10
8	до сих пор	5	10
9	и того же	1	9
10	одного и того	1	9
11	мы уже говорили	1	9
12	в том числе	5	8
13	не может быть	1	7
14	в отличие от	1	7
15	в этом отношении	2	7
16	и в этом	2	6
17	имеем в виду	1	6
18	с одной стороны	7	6
19	в том что	3	5
20	в то время	1	5
21	том числе и	4	5
22	той или иной	2	5
23	мы имеем в	1	5
24	в широком смысле	1	5
25	по отношению к	1	4
26	же что и	1	4
27	друг на друга	2	4
28	но все же	4	4
29	с другой стороны	1	4
30	во всяком случае	6	4
31	может быть и	2	4
32	о том как	1	3
33	с нашей точки	1	3
34	до известной степени	1	3
35	по сравнению с	2	3
36	нашей точки зрения	1	3
37	в этом процессе	1	3
38	сами по себе	1	3
39	но при этом	1	3
40	между этими двумя	2	3
41	что в этом	1	3
42	сих пор еще	2	3
43	то же самое	2	3
44	те же что	1	3
45	особенно важное значение	1	3
46	вместе с тем	8	3
47	к новой жизни	1	3
48	а следовательно и	1	3
49	но в то	1	3
50	о том что	4	3
51	так же как	3	3
52	с самого начала	2	3
53	так и в	1	3
54	и в сущности	1	3
55	друг к другу	1	3
56	жизни то есть	1	2
57	можно сказать что	2	2
58	совершенно так же	1	2
59	все более и	1	2
60	но по существу	1	2
61	и вместе с	4	2
62	в соответствии с	1	2
63	в данном случае	1	2
64	что в таком	1	2
65	принципиально отличается от	1	2
66	к тому же	4	2
67	похожи друг на	1	2
68	все в мире	1	2
69	в свою очередь	1	2
70	не только для	2	2
71	в значительной мере	2	2
72	более и более	1	2
73	в xvii веке	1	2
74	том что они	1	2
75	с тем что	1	2
76	что и в	1	2
77	и смерть и	1	2
78	все эти особенности	1	2
79	все это мы	1	1
80	в одном и	1	1
81	старости и смерти	1	1
82	том что все	1	1
83	но вместе с	2	1
84	данном случае мы	1	1
85	о каждом из	1	1
86	обстоит дело с	1	1
87	с этой точки	2	1
88	в самом деле	1	1
89	в котором он	1	1
90	с его образом	1	1
91	тем не менее	3	1
92	что происходит в	1	1
93	индивидуального творчества в	1	1
94	могло бы быть	1	1
95	более или менее	5	1
96	но они не	1	1
97	имеется и в	1	1
98	же представление о	1	1
99	он не имеет	2	1
100	совершенно ясно что	1	1
101	и путь к	1	1
102	которой нет ничего	1	1
103	участвовать в этом	1	1
104	отношению к смерти	1	1
105	с тем и	2	1
106	не похожи друг	1	1
107	и все же	1	1
108	и никогда не	1	1
109	говорили о том	2	1
110	того же материала	1	1
111	совершенно иной характер	1	1
112	между собой поэтому	1	1
113	но и как	1	1
114	связан и с	1	1
115	не может не	1	1
116	каждая из этих	1	1
117	с тех пор	2	1
118	но все это	2	1
119	только то что	1	1
120	уже говорили о	1	1
121	одном и том	1	1
122	не сливаясь с	1	1
123	все эти элементы	1	1
124	в этом последнем	1	1
125	этими двумя моментами	1	1
126	представлены и в	1	1
127	сих пор не	1	1
128	может показаться что	1	1
129	все те же	1	1
130	в одном из	1	1
131	даже там где	1	1
132	все это для	1	1
133	и том же	1	1
134	к нему в	1	1
135	в так называемом	1	1
136	а вместе с	1	1
137	так как по	1	1
138	бросающееся в глаза	1	1
139	с собой на	1	1
140	же время он	1	1
141	этой точки зрения	2	1
142	потому только что	1	1
143	как бы в	1	1
144	тот факт что	1	1
145	в таком количестве	1	1
146	в так называемой	1	1
147	и для того	2	1
148	лишь то что	1	1
149	но в конце	1	1
150	что и у	1	1
151	всему существующему и	1	1
152	никогда не могут	1	1
153	смысле этого слова	1	1
154	в конце концов	3	1
155	главным образом в	3	1
156	в себе не	1	1
157	что касается до	1	1
158	из этих связей	1	1
159	закономерности этого мира	1	1
160	а так как	3	1
161	не имеет ни	1	1
162	притом не только	1	1
163	связи с тем	1	1
164	в большем количестве	1	1
165	все это было	1	1
166	всем существом своим	1	1
167	и у них	1	1
168	здесь таким образом	1	1
169	и в результате	1	1
170	в котором они	1	1
171	и связанные с	2	1
172	но и для	2	1
173	он один может	1	1
174	та же проблема	1	1
