N	2gram	Losev_Prob	Sotsiolo
1	все это	11	7
2	в том	19	5
3	в этом	30	5
4	не только	37	3
5	как же	6	3
6	не в	6	3
7	и в	64	3
8	и только	7	3
9	но ведь	6	3
10	в его	12	3
11	для нас	11	3
12	литературы и	5	2
13	что в	21	2
14	ведь это	4	2
15	то что	72	2
16	таким образом	9	2
17	том что	26	2
18	или даже	3	2
19	дело не	1	2
20	как бы	18	2
21	в результате	6	2
22	было бы	16	2
23	как будто	6	2
24	в литературоведении	1	2
25	в смысле	2	2
26	в частности	5	2
27	и мы	1	2
28	нужно было	1	2
29	но и	23	2
30	конце концов	11	2
31	может быть	29	2
32	по существу	2	2
33	и что	21	2
34	за пределы	6	2
35	и заключается	2	2
36	в конце	13	2
37	как только	3	2
38	должна быть	2	2
39	далеко не	9	2
40	тем более	13	2
41	только в	19	2
42	только как	2	2
43	то же	10	2
44	еще не	18	2
45	как то	1	1
46	а в	7	1
47	что он	11	1
48	вопроса это	1	1
49	образом в	1	1
50	столь же	1	1
51	даже в	2	1
52	на что	3	1
53	науки о	1	1
54	в таких	5	1
55	в целом	1	1
56	в силу	2	1
57	на этот	3	1
58	это значит	4	1
59	что эти	2	1
60	более не	1	1
61	все эти	15	1
62	не один	1	1
63	не было	7	1
64	представить себе	1	1
65	сказать и	3	1
66	когда мы	10	1
67	остается в	1	1
68	у которых	1	1
69	связи с	8	1
70	области знания	1	1
71	кто не	1	1
72	только то	6	1
73	нет а	1	1
74	не мешает	2	1
75	в своей	8	1
76	где же	2	1
77	что без	1	1
78	во всяком	18	1
79	и потому	3	1
80	дает нам	2	1
81	все же	7	1
82	что это	4	1
83	или не	5	1
84	еще и	9	1
85	от друга	1	1
86	на ней	1	1
87	можно будет	3	1
88	по крайней	8	1
89	с другой	8	1
90	ни на	5	1
91	мы понимаем	1	1
92	мы должны	5	1
93	а тем	3	1
94	это же	1	1
95	единства и	1	1
96	с ним	4	1
97	между тем	3	1
98	именно и	1	1
99	и более	4	1
100	но как	11	1
101	в этой	14	1
102	из себя	1	1
103	в свои	1	1
104	и его	3	1
105	опираясь на	1	1
106	не должна	1	1
107	перейти к	4	1
108	быть для	3	1
109	именно такого	1	1
110	никак не	13	1
111	в данном	16	1
112	которая должна	1	1
113	только для	3	1
114	далеки от	1	1
115	в области	8	1
116	и по	3	1
117	их на	1	1
118	первый план	3	1
119	же самое	9	1
120	этом не	1	1
121	один из	7	1
122	так и	17	1
123	только тогда	4	1
124	в то	7	1
125	бы они	1	1
126	слишком много	1	1
127	понимать что	3	1
128	может не	1	1
129	наука о	1	1
130	ни одно	1	1
131	в котором	5	1
132	свойств и	1	1
133	именно на	3	1
134	не выходит	1	1
135	между собой	5	1
136	же это	3	1
137	отнюдь не	15	1
138	и не	63	1
139	со своими	1	1
140	выходит за	1	1
141	но она	3	1
142	всяком случае	11	1
143	эти два	1	1
144	свои права	1	1
145	по самому	3	1
146	хотелось бы	3	1
147	том как	2	1
148	настоящее время	17	1
149	и о	11	1
150	это вовсе	3	1
151	и должны	3	1
152	вступает в	1	1
153	но не	13	1
154	они не	1	1
155	в него	3	1
156	она должна	3	1
157	этой области	5	1
158	для этого	5	1
159	прежде всего	17	1
160	тем что	10	1
161	что она	8	1
162	тем же	2	1
163	в систему	1	1
164	в каждом	1	1
165	на тех	1	1
166	и понятие	4	1
167	друг от	1	1
168	нам право	1	1
169	что данный	1	1
170	в чем	3	1
171	не из	1	1
172	а с	1	1
173	мы еще	3	1
174	еще недостаточно	2	1
175	это происходит	1	1
176	а между	1	1
177	же не	1	1
178	но только	3	1
179	и будет	2	1
180	не дает	1	1
181	значении слова	2	1
182	материализма для	1	1
183	в сущности	2	1
184	в область	3	1
185	он говорит	2	1
186	его в	9	1
187	представляется нам	2	1
188	крайней мере	8	1
189	тотчас же	3	1
190	в процессе	1	1
191	теоретической мысли	1	1
192	между собою	9	1
193	ни были	1	1
194	я и	2	1
195	новое и	1	1
196	этого и	1	1
197	вовсе не	60	1
198	даже не	3	1
199	его построения	1	1
200	с одной	4	1
201	больше того	1	1
202	и наконец	3	1
203	конечно не	3	1
204	о том	25	1
205	мы не	6	1
206	метафизический дуализм	1	1
207	тому что	6	1
208	в заключение	1	1
209	но именно	5	1
210	том и	1	1
211	в этих	7	1
212	ровно ничего	4	1
213	сама по	6	1
214	какой же	1	1
215	по себе	20	1
216	как художественный	1	1
217	на первый	5	1
218	не место	1	1
219	без этого	1	1
220	перед нами	7	1
221	из тех	1	1
222	бы он	2	1
223	в любой	1	1
224	вот в	2	1
225	и никак	1	1
226	литературе и	4	1
227	отвечает требованиям	1	1
228	хотя бы	15	1
229	что на	4	1
230	даже больше	2	1
231	это не	7	1
232	одной стороны	4	1
233	в связи	7	1
234	бы в	3	1
235	и должно	2	1
236	в виде	20	1
237	в настоящее	17	1
238	именно в	5	1
239	вопросом о	1	1
240	никогда не	8	1
241	и есть	7	1
242	не может	18	1
243	и как	10	1
244	что все	9	1
245	место в	2	1
246	как и	7	1
247	изучения и	1	1
248	ничего не	20	1
249	в них	8	1
