N	2gram	Propp_Isto	VerxiiNi
1	и в	41	26
2	таким образом	15	22
3	с тем	8	18
4	в этом	19	15
5	вместе с	17	15
6	точки зрения	4	13
7	как бы	8	12
8	в том	14	11
9	не только	30	10
10	и с	4	10
11	может быть	19	10
12	из этих	6	10
13	после смерти	7	10
14	что в	21	9
15	так как	21	9
16	связи с	3	9
17	но и	20	9
18	магической силы	4	9
19	в области	3	9
20	и у	3	8
21	и не	12	8
22	в индии	2	8
23	как на	3	8
24	главным образом	3	8
25	с другой	20	8
26	но не	8	8
27	с одной	12	7
28	но все	5	7
29	связанные с	3	7
30	том что	18	7
31	потому что	13	7
32	одной стороны	12	7
33	а с	3	7
34	то что	12	7
35	но в	7	7
36	из них	2	7
37	к нему	8	7
38	так и	8	6
39	в конце	4	6
40	все это	9	6
41	что и	13	6
42	представление о	9	6
43	все эти	8	6
44	все же	14	6
45	к тому	4	6
46	о том	15	6
47	во всяком	3	6
48	и потому	1	6
49	всяком случае	3	6
50	мы должны	7	6
51	с точки	1	6
52	в себе	3	6
53	того же	3	6
54	и к	1	5
55	до сих	4	5
56	в его	4	5
57	тому же	1	5
58	более или	3	5
59	не имеет	6	5
60	с другом	1	5
61	или менее	3	5
62	сих пор	5	5
63	того чтобы	1	5
64	для того	2	5
65	так же	6	5
66	отношение к	6	5
67	одной из	4	5
68	в силу	2	5
69	богов и	1	5
70	друг с	1	5
71	а не	9	5
72	никогда не	16	5
73	в самом	2	4
74	попадает в	5	4
75	что оно	1	4
76	ничем не	2	4
77	то есть	1	4
78	и по	7	4
79	то же	12	4
80	из которых	3	4
81	индии и	1	4
82	только в	10	4
83	в этих	16	4
84	должен был	2	4
85	учение о	1	4
86	что он	29	4
87	и вместе	3	4
88	в которых	2	4
89	в котором	3	4
90	и тогда	1	4
91	он не	8	4
92	и что	15	4
93	далеко не	3	4
94	а в	12	4
95	очень мало	1	4
96	в этой	2	4
97	бога и	1	4
98	и от	5	4
99	не может	19	4
100	что все	1	4
101	на этот	4	4
102	в виде	5	4
103	в то	6	4
104	и только	4	4
105	в нем	12	4
106	во время	7	4
107	в так	1	4
108	и другие	10	3
109	на западе	2	3
110	с этой	7	3
111	и при	2	3
112	при этом	7	3
