N	3gram	Voloshinov	Myshleni
1	в том что	1	133
2	с точки зрения	6	89
3	для того чтобы	1	78
4	по сравнению с	3	45
5	так же как	2	39
6	с одной стороны	1	39
7	с самого начала	4	36
8	друг с другом	1	35
9	то же самое	1	31
10	в этом отношении	1	30
11	можно было бы	1	28
12	вместе с тем	1	26
13	о том что	2	25
14	не может быть	3	23
15	в высшей степени	1	22
16	можно сказать что	3	21
17	в самом деле	2	19
18	во всяком случае	3	18
19	в этом смысле	3	18
20	до сих пор	3	17
21	и того же	1	17
22	этой точки зрения	1	17
23	в связи с	1	17
24	одного и того	1	17
25	же как и	1	17
26	с этой точки	1	16
27	в данном случае	1	15
28	подобно тому как	1	14
29	а с другой	1	13
30	на первый план	1	12
31	мы не можем	1	11
32	но вместе с	1	10
33	друг на друга	2	10
34	на вопрос о	1	9
35	в конечном счете	2	9
36	на самом деле	4	9
37	той или иной	1	8
38	не могут быть	2	8
39	шаг за шагом	1	7
40	совершенно так же	1	6
41	в этом и	1	6
42	и таким образом	1	6
43	в том смысле	1	6
44	не что иное	1	6
45	что иное как	1	6
46	есть прежде всего	1	5
47	на этой ступени	2	5
48	так как он	1	5
49	и в этом	2	5
50	мы знаем что	1	5
51	и ту же	1	5
52	в свое время	1	5
53	так и в	1	4
54	по аналогии с	2	4
55	одну и ту	1	4
56	таким образом и	1	4
57	если бы он	1	4
58	его отношение к	1	4
59	том что мы	1	4
60	мы увидим что	1	4
61	есть в сущности	1	4
62	именно то что	1	4
63	в немногих словах	1	4
64	вместе с ним	1	4
65	в применении к	1	3
66	то ни было	1	3
67	никаких сомнений в	1	3
68	чем иным как	1	3
69	его мысли и	1	3
70	мы говорили что	1	3
71	или во всяком	1	3
72	во всей их	1	3
73	связи с этим	1	3
74	одна и та	1	3
75	дело в том	1	3
76	мы имеем в	1	3
77	в каком отношении	1	3
78	и столь же	1	3
79	но мы знаем	1	3
80	не имеет места	1	3
81	вообще не может	1	3
82	все же в	1	3
83	не чем иным	1	3
84	по ту сторону	4	3
85	бы то ни	1	3
86	мы можем теперь	2	3
87	а вместе с	1	3
88	и та же	1	3
89	имеем в виду	1	3
90	имеем дело с	1	3
91	в основе их	1	3
92	с его помощью	1	2
93	при этом неизбежно	1	2
94	новых и новых	1	2
95	вопрос можно ли	1	2
96	что в этой	1	2
