N	4gram	Vygotskiy_	VeschiIm
1	не что иное как	1	12
2	есть не что иное	1	8
3	одно и то же	3	5
4	с этой точки зрения	4	4
5	в то же время	1	4
6	в то время как	7	4
7	в том или другом	1	2
8	заключается в том что	9	2
9	в том что он	2	2
10	вопрос о том как	1	2
11	не есть то что	1	2
12	но если это так	1	2
13	только в том что	2	1
14	точка зрения приводит к	1	1
15	в том смысле что	2	1
16	не только не есть	1	1
17	на самом же деле	1	1
18	одном и том же	3	1
19	с другой стороны как	1	1
20	содержит в себе в	1	1
21	одной стороны и с	1	1
22	что с точки зрения	1	1
23	нельзя сказать что оно	1	1
24	с одной стороны и	4	1
25	с тем же правом	1	1
26	до сих пор мы	1	1
27	как видно уже из	1	1
28	мы видим таким образом	1	1
29	одного и того же	3	1
30	то же самое время	1	1
31	само по себе но	1	1
32	и то и другое	1	1
33	в качестве одного из	1	1
34	его заключается в том	1	1
35	из того что мы	1	1
36	том что он не	1	1
37	не содержит в себе	2	1
38	в то же самое	1	1
39	только на то что	1	1
40	не иначе как в	1	1
41	а и в и	1	1
42	видим таким образом что	1	1
43	в этом и заключается	1	1
44	и вместе с тем	2	1
45	и то что он	1	1
46	не только не мешает	1	1
47	в том что это	1	1
