N	2gram	Voloshinov	Morfolog
1	может быть	17	61
2	и пр	12	45
3	таким образом	9	26
4	могут быть	3	21
5	так как	4	20
6	мы имеем	1	19
7	не может	8	19
8	в этом	9	18
9	в этих	3	17
10	и в	16	17
11	и не	4	16
12	мы видим	2	15
13	с этим	2	14
14	прежде всего	9	14
15	связи с	1	12
16	и др	3	12
17	а не	1	11
18	заметить что	1	11
19	что в	3	10
20	то же	2	10
21	вопрос о	1	10
22	мы увидим	1	10
23	не всегда	1	10
24	но если	1	10
25	в том	3	10
26	так и	4	10
27	что и	2	10
28	в связи	1	10
29	то что	3	10
30	все же	1	9
31	с другой	1	9
32	но и	4	9
33	не только	7	8
34	имеем в	1	8
35	мы не	2	8
36	в качестве	1	8
37	но не	1	8
38	представляет собою	1	8
39	а в	3	8
40	как мы	4	8
41	один из	2	7
42	и здесь	1	7
43	не могут	2	7
44	не менее	2	7
45	том что	3	7
46	точки зрения	8	7
47	как это	3	7
48	и этим	2	7
49	подобно тому	1	6
50	о том	2	6
51	как бы	5	6
52	но это	2	6
53	с точки	6	6
54	в нашем	1	6
55	и как	3	6
56	вовсе не	1	6
57	во всех	3	6
58	если мы	2	6
59	во время	3	6
60	этот момент	1	5
61	в море	1	5
62	что он	2	5
63	со стороны	1	5
64	хотя бы	4	5
65	было бы	2	5
66	в точности	1	5
67	к тому	1	5
68	ничего не	1	5
69	что они	1	5
70	не будем	1	5
71	хотя и	1	5
72	учение о	3	5
73	все эти	5	5
74	одна из	1	5
75	между собой	2	5
76	на его	1	5
77	мы можем	9	5
78	тому как	1	5
79	он не	2	5
80	главным образом	1	5
81	и ее	4	5
82	и к	6	4
83	в некоторых	1	4
84	есть и	2	4
85	на этом	3	4
86	как и	2	4
87	самом деле	6	4
88	уже не	1	4
89	еще не	5	4
90	тех же	3	4
91	входит в	1	4
92	того чтобы	1	4
93	говорить о	2	4
94	так же	2	4
95	сказать что	7	4
96	и для	2	4
97	но в	4	4
98	несмотря на	1	4
99	на самом	4	4
100	его в	4	4
101	что его	1	4
102	с теми	1	4
103	случае не	1	4
104	к этому	2	4
105	мы уже	2	4
106	можно было	1	4
107	от того	1	4
108	о его	1	4
109	заметим что	1	3
110	та же	1	3
111	только что	1	3
112	с этой	2	3
113	по всему	2	3
114	что это	2	3
115	это уже	1	3
116	в сущности	1	3
117	ни в	5	3
118	только в	4	3
119	можно назвать	2	3
120	но мы	4	3
121	на первый	2	3
122	не существует	2	3
123	и что	1	3
124	для того	1	3
125	а во	1	3
126	с его	7	3
127	что при	1	3
128	к нему	1	3
129	бы то	1	3
130	первый взгляд	1	3
131	что эти	1	3
132	они не	2	3
133	не слишком	1	3
134	что такое	5	3
135	ее в	2	3
136	но как	2	3
137	у нас	1	3
138	это и	1	3
139	и есть	3	3
140	а на	2	3
141	к чему	1	3
142	а то	1	3
143	здесь же	2	3
144	приходим к	1	3
145	большинстве случаев	3	3
146	даже не	3	3
147	это было	1	3
148	и отсюда	1	3
149	то ни	1	3
150	совсем не	2	3
151	если бы	1	3
152	мы должны	1	3
153	и их	4	3
154	в начале	2	3
155	в пределах	2	3
156	пр и	3	3
157	в большинстве	3	3
158	значение и	1	3
159	в этой	4	3
160	вступают в	1	3
161	приводит к	1	3
162	же в	1	3
163	и его	8	3
164	и по	2	3
165	и только	9	3
166	в один	4	3
167	можно указать	1	3
168	а потому	4	2
169	и этот	2	2
170	живое существо	1	2
171	на работу	1	2
172	потому не	1	2
173	не на	2	2
174	оно не	2	2
175	как они	1	2
176	в своих	1	2
177	с тем	1	2
178	очень важный	1	2
179	их в	3	2
180	себя и	2	2
181	только для	5	2
182	не имеет	1	2
183	за ней	1	2
184	в итоге	2	2
185	роль в	1	2
186	в каком	2	2
187	во сне	2	2
188	на другие	1	2
189	где оно	1	2
190	не входит	1	2
191	но оно	3	2
192	во всяком	3	2
193	его и	1	2
194	можно сказать	4	2
195	в данном	1	2
196	в основе	3	2
197	вытекает из	1	2
198	что мы	2	2
199	одной стороны	1	2
200	на друга	2	2
201	в другом	1	2
202	в каких	1	2
203	к себе	3	2
204	увидим что	1	2
205	в одном	3	2
206	не что	1	2
207	мотив и	1	2
208	друг на	2	2
209	что же	1	2
210	без всякого	1	2
211	на этот	1	2
212	что она	1	2
213	он может	1	2
214	момент в	2	2
215	всяком случае	3	2
216	но так	1	2
217	чем это	1	2
218	себя в	1	2
219	для него	6	2
220	в свое	2	2
221	что иное	1	2
222	данном случае	1	2
223	на вопрос	1	2
224	с одной	1	2
225	ни было	2	2
226	этом отношении	1	2
227	для нас	2	2
228	все это	4	2
229	с другими	3	2
230	иногда и	1	2
231	не знает	2	2
232	входить в	1	2
233	это мы	1	2
234	вообще не	2	2
235	между собою	2	2
236	у него	2	2
237	перейти к	1	2
238	по своему	2	2
239	в чем	5	2
240	путь к	2	2
241	и таким	2	2
242	а потом	1	2
243	без всякой	1	2
244	а с	1	2
245	о мотивах	1	2
246	наука о	1	2
247	и даже	4	2
248	в самых	1	2
249	она не	1	2
250	ту же	2	2
251	здесь только	1	2
252	в частности	2	2
253	из этих	2	2
254	должны быть	1	2
255	всех других	2	2
256	однако в	1	2
257	если они	1	2
258	право на	1	2
259	следует заметить	1	2
260	их на	1	2
261	сказать о	1	2
262	или при	1	2
263	иное как	1	2
264	что до	1	2
265	с привлечением	1	1
266	во всем	1	1
267	и может	4	1
268	вспомним хотя	1	1
269	никак нельзя	1	1
270	все что	4	1
271	образом и	1	1
272	для всех	4	1
273	до сих	3	1
274	даны в	1	1
275	и на	4	1
276	только те	1	1
277	же и	1	1
278	как с	2	1
279	выводятся из	1	1
280	же законы	1	1
281	в момент	1	1
282	работу в	1	1
