N	2gram	Voloshinov	Problema
1	и в	32	182
2	то есть	2	165
3	и не	42	152
4	вовсе не	15	145
5	то что	12	144
6	не есть	6	113
7	не только	18	104
8	потому что	2	89
9	в этом	27	88
10	может быть	50	82
11	в том	13	81
12	том что	12	81
13	не просто	2	80
14	только в	14	73
15	сказать что	7	72
16	но и	17	70
17	в виде	1	69
18	у нас	4	68
19	также и	1	68
20	и даже	4	66
21	по себе	5	64
22	даже и	2	63
23	не менее	5	58
24	о том	4	57
25	тем не	3	56
26	а не	15	56
27	так и	21	56
28	но в	13	55
29	так что	2	52
30	ни в	7	51
31	в себе	5	48
32	отнюдь не	14	48
33	и вообще	3	48
34	смысле слова	4	47
35	при помощи	1	47
36	было бы	8	46
37	прежде всего	19	45
38	в своей	5	45
39	что в	5	44
40	в его	10	44
41	не в	13	43
42	все эти	8	43
43	то же	19	42
44	а именно	1	42
45	как раз	5	42
46	таким образом	29	42
47	если мы	17	42
48	и что	2	40
49	и то	4	40
50	что он	5	40
51	так как	5	40
52	что мы	1	40
53	во всяком	8	39
54	не может	40	39
55	такого рода	1	39
56	и тем	4	39
57	в этой	3	39
58	как бы	31	39
59	той или	5	38
60	в данном	8	38
61	хотя бы	8	37
62	в нем	17	37
63	того что	5	37
64	точки зрения	48	36
65	еще не	7	36
66	и все	8	36
67	символ и	1	35
68	в виду	2	34
69	уже не	2	34
70	и с	4	34
71	как и	19	34
72	же самое	9	33
73	в таком	8	33
74	не является	11	33
75	или иной	8	33
76	здесь не	2	32
77	в то	7	32
78	всякий знак	3	32
79	но не	2	32
80	так же	10	31
81	в своем	3	31
82	связи с	22	31
83	что такое	3	31
84	в конце	5	31
85	но это	1	31
86	все это	4	31
87	ясно что	6	30
88	и для	15	30
89	с другой	6	30
90	настоящее время	6	30
91	в настоящее	6	30
92	в связи	12	29
93	все же	13	29
94	можно сказать	4	29
95	художественный образ	2	29
96	как мы	26	29
97	что же	5	28
98	мы не	6	28
99	а в	5	28
100	есть только	1	28
101	и это	6	27
102	и как	8	27
103	хотя и	1	27
104	ничего общего	5	27
105	ничего не	9	27
106	в результате	9	26
107	другой стороны	7	26
108	крайней мере	1	26
109	да и	1	26
110	знак и	5	26
111	вместе с	2	26
112	по крайней	1	26
113	еще и	2	26
114	это не	5	26
115	и его	33	26
116	мы можем	6	25
117	и на	8	25
118	тем самым	1	25
119	с точки	31	25
120	всяком случае	4	25
121	с тем	1	24
122	на самом	10	24
123	тем более	3	24
124	в нашем	4	24
125	не имеет	6	24
126	таком случае	5	23
127	только и	1	23
128	на то	4	23
129	при этом	13	23
130	в качестве	4	23
131	и притом	1	23
132	конце концов	3	23
133	а только	2	23
134	и к	3	22
135	вещи и	1	22
136	только на	7	22
137	никогда не	7	22
138	и является	4	22
139	всех этих	2	22
140	тоже не	1	22
141	нет ничего	4	22
142	есть в	1	22
143	значит что	1	22
144	его в	7	22
145	и от	6	22
146	и есть	3	22
147	и если	2	22
148	что и	5	22
149	другими словами	4	22
150	в самом	14	21
151	сама по	2	21
152	мы должны	4	21
153	и ее	4	21
154	говорить о	2	21
155	для себя	4	21
156	и без	1	21
157	и только	2	21
158	именно в	6	20
159	для того	8	20
160	но как	3	20
161	можно было	2	20
162	и потому	7	20
163	о чем	1	20
164	тем что	3	20
165	несмотря на	1	20
166	как о	2	20
167	или в	4	20
168	это значит	1	19
169	кроме того	7	19
170	знака и	5	19
171	с ним	1	19
172	самом деле	18	19
173	в каком	6	19
174	но если	2	19
175	того или	2	19
176	знак есть	1	19
177	художественного образа	1	19
178	уже в	3	19
179	то в	3	19
180	в отношении	7	19
181	но только	1	19
182	этом смысле	2	19
183	он не	5	19
184	если не	1	19
185	если бы	12	19
186	как в	5	19
187	жизни и	4	19
188	в этих	2	18
189	того же	11	18
190	не было	6	18
191	не будет	7	18
192	и ни	2	18
193	мы и	1	18
194	не существует	6	18
195	в ее	9	18
196	того чтобы	9	18
197	в ней	5	18
198	что они	1	17
199	во всех	13	17
200	значение и	3	17
201	но уже	2	17
202	и здесь	9	17
203	гораздо более	1	17
204	мы уже	7	17
205	совсем не	2	17
206	ни о	2	17
207	в языке	8	17
208	что здесь	1	17
209	это и	3	17
210	совершенно не	6	17
211	что она	1	16
212	как это	2	16
213	он и	2	16
214	и вовсе	1	16
215	же в	1	16
216	для этого	1	16
217	но все	4	16
218	к тому	8	16
219	между собою	1	16
220	случае не	1	16
221	далеко не	5	16
222	с этим	6	15
223	в чем	2	15
224	всякого рода	1	15
225	в той	6	15
226	у него	2	15
227	что не	4	15
228	общего с	3	15
229	и более	6	15
230	здесь в	5	15
231	в частности	2	15
232	искусства и	1	14
233	что все	3	14
234	с другими	6	14
235	сих пор	10	14
236	не так	2	14
237	этом случае	3	14
238	нас не	3	14
239	все равно	1	14
240	в котором	6	14
241	до сих	10	14
242	в дальнейшем	3	14
243	не что	2	14
244	то ни	12	14
245	за пределы	8	14
246	что иное	1	14
247	нет никакой	3	14
248	иное как	2	14
249	же и	3	13
250	из них	3	13
251	тому что	6	13
252	действительности и	3	13
253	из этого	2	13
254	сами по	1	13
255	ни на	1	13
256	бы и	2	13
257	только при	4	13
258	в их	5	13
259	или даже	2	13
260	в области	3	13
261	уже давно	1	13
262	в других	1	13
263	в целях	3	13
264	или иного	2	13
265	учение о	3	13
266	мы в	1	13
267	дело в	1	13
268	языкового знака	1	12
269	при условии	1	12
270	в другом	5	12
271	он сам	1	12
272	с одной	2	12
273	в которой	4	12
274	в самой	1	12
275	для них	2	12
276	так или	2	12
277	на первый	2	12
278	является только	2	12
279	в литературе	2	12
280	каждый раз	3	12
281	в начале	7	12
282	и очень	1	12
283	не являются	1	12
284	значения и	4	12
285	в смысле	11	12
286	что это	3	12
287	но именно	4	12
288	не будем	4	12
289	или иначе	3	12
290	знаком и	1	12
291	нисколько не	1	12
292	не говоря	1	12
293	в целом	2	12
294	бы то	11	11
295	о которых	1	11
296	и следовательно	8	11
297	могли бы	2	11
298	нет никакого	1	11
299	жизни в	5	11
300	тот же	4	11
301	одной стороны	2	11
302	у пушкина	1	11
303	к нему	5	11
304	только не	1	11
305	не о	1	11
306	что его	1	11
307	без всякой	2	11
308	не могут	4	11
309	имеет значение	3	11
310	в истории	5	11
311	и во	2	11
312	и самого	3	11
313	вообще не	2	11
314	и их	2	11
315	в нашей	1	11
316	и тогда	2	11
317	более или	3	10
318	на том	1	10
319	но он	1	10
320	что для	1	10
321	художественного творчества	1	10
322	со всеми	1	10
323	бы не	2	10
324	то или	1	10
325	что оно	3	10
326	очень много	1	10
327	в одном	2	10
328	отличается от	1	10
329	все время	1	10
330	в заключение	1	10
331	это будет	2	10
332	и сама	2	10
333	действительности но	3	10
334	быть только	1	10
335	из которых	2	10
336	состоит из	1	10
337	не имеют	5	10
338	относится к	4	10
339	внимание на	1	10
340	общего и	1	10
341	для знака	1	10
342	или менее	3	10
343	быть и	9	10
344	только то	1	10
345	слова и	8	10
346	и другие	2	9
347	говоря уже	1	9
348	в своих	2	9
349	их в	1	9
350	вопрос о	6	9
351	нет и	4	9
352	представить себе	1	9
353	здесь как	2	9
354	в тех	1	9
355	как знак	3	9
356	тогда когда	2	9
357	о котором	1	9
358	то он	1	9
359	только тогда	1	9
360	это вовсе	1	9
361	того как	1	9
362	однако не	3	9
363	имеется в	1	9
364	а его	1	9
365	она не	2	9
366	или как	3	9
367	которые в	1	9
368	само собой	1	9
369	языка и	28	9
370	в жизни	2	9
371	в художественном	1	9
372	только для	1	9
373	в буквальном	1	9
374	знака к	5	9
375	то с	1	9
376	между прочим	1	9
377	же касается	2	9
378	это тоже	1	9
379	бы в	4	9
380	мы говорили	3	9
381	был бы	1	9
