N	3gram	Vygotskiy_	KulturaY
1	для того чтобы	14	38
2	с точки зрения	11	36
3	в том что	41	33
4	в самом деле	4	29
5	можно было бы	8	25
6	тем не менее	6	19
7	во всяком случае	10	19
8	то обстоятельство что	4	19
9	с другой стороны	5	17
10	в зависимости от	6	16
11	в русском языке	1	15
12	до сих пор	3	14
13	в том чтобы	2	14
14	по отношению к	3	13
15	только потому что	2	13
16	в связи с	8	12
17	и в самом	1	11
18	не может быть	5	11
19	в этом отношении	9	11
20	в этом смысле	7	10
21	о том что	3	10
22	вместе с тем	11	9
23	того или иного	2	9
24	само по себе	3	8
25	не только в	1	8
26	в этом случае	4	8
27	в том случае	2	7
28	а с другой	4	7
29	в свою очередь	3	7
30	только в том	4	7
31	с одной стороны	8	7
32	после того как	1	7
33	хотя бы и	2	6
34	в отличие от	8	6
35	той или иной	2	6
36	этой точки зрения	4	6
37	в первую очередь	2	6
38	в свое время	2	6
39	с этой точки	4	5
40	так и в	2	5
41	речь идет о	2	5
42	более или менее	3	5
43	в данном случае	1	5
44	и в этом	2	5
45	но все же	1	5
46	не потому что	1	5
47	на этот вопрос	2	5
48	как мы видели	4	5
49	в конечном счете	1	4
50	то же в	1	4
51	мы говорим о	1	4
52	что все эти	1	4
53	так или иначе	1	4
54	сам по себе	2	4
55	том что он	1	4
56	смысле этого слова	10	4
57	все же и	1	4
58	и того же	5	4
59	к тому что	1	4
60	к вопросу о	1	4
61	состоит в том	4	4
62	одного и того	5	4
63	на то что	5	4
64	было бы привести	1	4
65	бы сказать что	5	4
66	заключается в том	18	4
67	только то что	1	4
68	точно так же	4	4
69	так же как	9	4
70	в этой области	2	4
71	тот или иной	1	4
72	о том как	1	3
73	и тогда когда	1	3
74	силу того что	2	3
75	совершенно ясно что	1	3
76	в конце концов	1	3
77	и вместе с	2	3
78	тех или иных	1	3
79	с тем что	4	3
80	в известном смысле	2	3
81	точки зрения на	2	3
82	сама по себе	1	3
83	в силу того	2	3
84	в том смысле	3	3
85	ни в какой	5	3
86	мы увидим что	1	3
87	сплошь и рядом	1	3
88	в виду не	1	3
89	не только потому	1	3
90	к тому чтобы	1	3
91	в то время	5	3
92	прежде всего следует	1	3
93	с помощью которого	5	3
94	что и в	6	3
95	именно в силу	1	3
96	принять во внимание	2	3
97	не могут быть	1	3
98	тогда когда он	1	3
99	том случае если	2	3
100	обратить внимание на	1	3
101	что он не	2	2
102	которую можно было	1	2
103	речи так как	1	2
104	мы наблюдаем в	1	2
105	ни в каком	1	2
106	в применении к	1	2
107	том смысле что	2	2
108	того чтобы дать	1	2
109	того что они	3	2
110	речи и не	1	2
111	в собственном смысле	12	2
112	не выходит за	1	2
113	в силу той	1	2
114	по себе не	1	2
115	вовсе не в	1	2
116	в совершенно ином	1	2
117	нельзя было бы	1	2
118	ответить на этот	1	2
119	когда мы говорим	1	2
120	в том числе	3	2
121	мы могли бы	12	2
122	и тот же	6	2
123	потому что она	1	2
124	друг от друга	2	2
125	этого слова и	1	2
126	но даже и	1	2
127	и то же	6	2
128	как с помощью	1	2
129	сами по себе	4	2
130	одних и тех	1	2
131	то же слово	3	2
132	мы знаем что	1	2
133	ничего общего с	2	2
134	и тех же	1	2
135	которые в таком	1	2
136	между тем как	4	2
137	потому что оно	2	2
138	том что на	1	2
139	и только после	2	2
140	в целом и	2	2
141	на наших глазах	1	2
142	оставляя в стороне	1	2
143	что с точки	1	2
144	так как он	2	2
145	по сравнению со	2	2
146	бы то ни	1	2
147	задолго до того	1	2
148	в буквальном смысле	1	2
149	из того что	3	2
150	и в том	1	2
151	который в своем	1	2
152	собственном смысле слова	3	2
153	того чтобы с	1	2
154	если мы теперь	1	2
155	прямой связи с	1	2
156	а вместе с	1	2
157	и тем же	4	2
158	иначе как с	1	2
159	потому что так	1	2
160	всего тем что	1	2
161	один и тот	6	2
162	в другом месте	3	2
163	том или ином	1	2
164	в результате этого	1	2
165	можно сказать что	1	2
166	то что мы	2	2
167	которые говорили бы	1	2
168	и той же	5	2
169	по сравнению с	4	2
170	мы видели выше	1	2
171	в большей степени	1	2
172	не что иное	2	2
173	что мы имеем	1	2
174	одним и тем	4	2
175	с помощью этого	3	2
176	может быть не	1	2
177	когда речь идет	1	2
178	одной и той	5	2
179	мы не знаем	2	2
180	с первого же	1	2
181	от того как	2	2
182	что иное как	2	2
183	как и всякая	1	2
184	со всем тем	1	2
185	отношению к которому	1	1
186	в историческом развитии	2	1
187	это имеет место	1	1
188	именно это и	1	1
189	убеждает нас в	2	1
190	имеет в виду	2	1
191	что говоря о	1	1
192	приходится иметь дело	1	1
193	от того чтобы	1	1
194	на основе такого	2	1
195	во многих других	1	1
196	он имеет в	1	1
197	о которой мы	1	1
198	что она не	1	1
199	оно заключается в	1	1
200	если бы к	1	1
201	те случаи когда	1	1
202	на том основании	1	1
203	но было бы	1	1
204	в пределах своего	1	1
205	не могло бы	1	1
206	отнюдь не является	1	1
207	чем с помощью	1	1
208	в самое последнее	1	1
209	в области внутренней	1	1
210	между словом и	3	1
211	с первого взгляда	2	1
212	случае если бы	1	1
213	том отношении что	1	1
214	может рассматриваться как	1	1
215	еще с одной	1	1
216	в процессе развития	2	1
217	в силу которого	1	1
218	но и у	1	1
219	непосредственное отношение к	1	1
220	не в пользу	3	1
221	что оно не	1	1
222	и в нашем	1	1
223	которые лежат в	1	1
224	роль в деле	2	1
225	что мы в	1	1
226	влечет за собой	1	1
227	вовсе не следует	1	1
228	того что она	1	1
229	в высокой степени	1	1
230	основной вывод этого	1	1
231	не могут рассматриваться	1	1
232	что они разумеют	1	1
233	таким же образом	2	1
234	в случае с	1	1
235	это же относится	1	1
236	также и тогда	1	1
237	же и это	1	1
238	становится возможным только	1	1
239	тогда когда мы	1	1
240	которые могли бы	1	1
241	язык есть средство	1	1
242	том что она	1	1
243	с их помощью	1	1
244	было бы неправильно	2	1
245	они нуждаются в	1	1
246	именно в этой	1	1
247	что в процессе	1	1
248	и эта функция	1	1
249	столь характерной для	1	1
250	что в самом	1	1
251	может быть совершенно	1	1
252	на которой он	1	1
253	все более и	1	1
254	а также в	1	1
255	не следует что	1	1
256	создается впечатление что	1	1
257	есть не что	1	1
258	нашей точки зрения	2	1
259	то же что	1	1
260	двух точек зрения	1	1
261	того что слово	1	1
262	что он в	1	1
263	как это имеет	1	1
264	всего следует отметить	1	1
265	легко заметить что	1	1
266	в приложении к	1	1
267	в каком-либо определенном	1	1
268	том что мы	1	1
269	не говорит нам	1	1
270	той и другой	2	1
271	о значении слова	1	1
272	первого же момента	1	1
273	по аналогии с	1	1
274	является то обстоятельство	3	1
275	отношении между ними	1	1
276	но только в	1	1
277	тогда когда они	2	1
278	один или несколько	1	1
279	и тем самым	3	1
280	во многих случаях	1	1
281	на пути к	2	1
282	точки зрения ее	1	1
283	том что в	3	1
284	был бы вполне	1	1
285	и в сфере	2	1
286	прежде всего тем	1	1
287	и остается в	1	1
288	которые не только	1	1
289	в виду те	1	1
290	не только не	1	1
291	и я не	1	1
292	мы должны сказать	2	1
293	и во многих	1	1
294	этот вопрос в	1	1
295	не имеет ничего	1	1
296	в последнее время	4	1
297	что в этом	1	1
298	то ни было	1	1
