N	3gram	Vygotskiy_	Vladivir
1	в том что	30	29
2	о том что	15	22
3	и то что	4	14
4	в письме к	1	13
5	в то время	4	13
6	дело в том	2	13
7	во всяком случае	1	12
8	более или менее	1	11
9	в конце концов	6	11
10	к тому же	1	11
11	не может быть	4	10
12	в то же	1	10
13	вместе с тем	4	10
14	с точки зрения	5	10
15	то что он	5	9
16	в этом смысле	3	9
17	у него в	1	9
18	то же время	1	9
19	в течение всей	1	8
20	на то что	25	8
21	никогда не был	1	7
22	на первый план	2	7
23	в это время	1	7
24	как это мы	2	6
25	само по себе	3	6
26	в данном случае	3	6
27	том что в	2	6
28	в отличие от	3	6
29	с другой стороны	8	6
30	и в этом	2	6
31	том что он	4	6
32	он никогда не	1	5
33	ни в каких	1	5
34	и в то	1	5
35	и в его	1	5
36	бы то ни	1	5
37	и в том	2	5
38	то что в	4	5
39	не только в	5	5
40	то время как	4	5
41	что и в	1	5
42	можно сказать что	3	4
43	для того чтобы	41	4
44	в этом отношении	3	4
45	сам по себе	4	4
46	сказать что в	2	4
47	что в этом	6	4
48	у него не	1	4
49	и т д	6	4
50	в том чтобы	6	4
51	по крайней мере	1	4
52	заключается в том	9	4
53	в себе и	1	4
54	не что иное	2	4
55	в этом письме	1	4
56	можно было бы	4	4
57	что иное как	2	4
58	с одной стороны	15	4
59	на эту тему	1	4
60	что он не	3	3
61	ни в каком	2	3
62	а то что	1	3
63	в самом деле	8	3
64	не в том	1	3
65	потому что в	4	3
66	мы знаем что	3	3
67	в том случае	1	3
68	ничего общего с	1	3
69	иметь в виду	3	3
70	а с другой	5	3
71	а в том	1	3
72	не только не	4	3
73	в последнее время	1	3
74	это же самое	1	3
75	даже больше того	1	3
76	по этому поводу	4	3
77	к тому что	8	3
78	только то что	1	3
79	в свою очередь	1	3
80	и в частности	2	3
81	с самого начала	5	3
82	нам кажется что	2	3
83	так же как	3	2
84	одной стороны и	1	2
85	и тот же	2	2
86	но вместе с	1	2
87	и не в	1	2
88	то что это	1	2
89	на том же	1	2
90	об этом не	1	2
91	но все дело	1	2
92	мы сейчас увидим	3	2
93	что у него	1	2
94	если иметь в	1	2
95	до сих пор	9	2
96	том и заключается	3	2
97	его точки зрения	1	2
98	в этой области	1	2
99	и прежде всего	1	2
100	точки зрения того	1	2
101	не было ничего	1	2
