N	2gram	Vygotskiy_	formyVre
1	и в	55	148
2	в этом	30	73
3	то есть	16	70
4	в романе	2	58
5	в нем	13	51
6	прежде всего	6	46
7	и т	12	40
8	и не	19	37
9	в его	8	36
10	и его	10	36
11	вовсе не	8	35
12	но и	16	33
13	то же	16	32
14	т п	5	32
15	не только	24	32
16	но в	7	31
17	жизни и	8	31
18	так и	6	29
19	может быть	34	27
20	не в	12	26
21	как мы	6	26
22	как и	9	25
23	как бы	33	25
24	точки зрения	15	24
25	мы уже	7	24
26	только в	12	23
27	в то	6	23
28	времени и	5	23
29	человека в	3	23
30	в том	50	22
31	то что	69	22
32	связи с	2	21
33	во всех	6	21
34	же время	2	21
35	все эти	5	21
36	в своем	12	19
37	и др	2	19
38	и на	12	19
39	и для	13	19
40	таким образом	35	18
41	у него	9	18
42	и все	15	18
43	еще не	6	18
44	по существу	4	18
45	при этом	11	17
46	те же	3	17
47	с этим	4	17
48	в особенности	3	17
49	так как	20	17
50	в пределах	3	17
51	все же	11	16
52	того же	5	16
53	в основе	9	16
54	и во	2	16
55	и их	3	16
56	не может	15	16
57	в разных	1	15
58	в одном	5	15
59	в них	7	15
60	никогда не	15	15
61	с точки	5	15
62	так сказать	1	15
63	с его	6	15
64	вместе с	16	15
65	и как	10	14
66	и с	3	14
67	так же	19	14
68	в конце	10	14
69	его жизни	1	14
70	всех этих	3	14
71	а не	16	14
72	как раз	19	14
73	все это	8	14
74	в самом	18	13
75	в котором	5	13
76	для того	45	13
77	друг с	6	13
78	во время	4	13
79	человеческого тела	1	13
80	с ним	4	13
81	как в	4	13
82	здесь в	2	13
83	в их	3	13
84	с другом	6	13
85	в частности	6	13
86	того чтобы	43	13
87	а в	7	13
88	же в	3	13
89	и до	4	12
90	конечно не	3	12
91	не было	2	12
92	он не	10	12
93	значение и	2	12
94	что в	43	12
95	это время	1	12
96	потому что	48	12
97	в истории	1	12
98	ничего не	4	12
99	но не	9	12
100	и наконец	5	12
101	из них	7	11
102	хотя и	1	11
103	его в	2	11
104	между ними	2	11
