N	4gram	Propp_Isto	formyVre
1	с одной стороны и	1	5
2	в то время как	4	4
3	так же как и	1	3
4	но и в других	2	2
5	одна и та же	1	2
6	похожи друг на друга	2	2
7	друг с другом и	1	2
8	и не могло быть	1	1
9	с этой точки зрения	3	1
10	это прежде всего касается	1	1
11	от отца к сыну	4	1
12	друг на друга но	1	1
13	вместе с тем и	1	1
14	в зависимости от того	1	1
15	мы уже видели как	1	1
16	совершенно так же как	1	1
17	в тех случаях когда	6	1
18	и вместе с тем	2	1
19	говорит о том что	1	1
20	не только в том	1	1
21	все больше и больше	2	1
22	как мы уже знаем	1	1
23	в том что он	1	1
24	что во всех этих	1	1
25	вплоть до наших дней	1	1
26	дело не только в	1	1
27	но вместе с тем	2	1
28	с тем и наиболее	1	1
29	во всех этих случаях	6	1
30	но в данном случае	1	1
31	и т д но	2	1
32	но дело не только	1	1
