N	4gram	Losev_Dial	Vvedenie
1	в то же время	7	6
2	не что иное как	4	5
3	и т д но	2	5
4	вопрос о том что	1	3
5	с одной стороны и	3	3
6	и т д однако	1	3
7	дело в том что	1	3
8	и тем не менее	1	3
9	но в то же	1	3
10	есть не что иное	3	3
11	одно и то же	8	2
12	и т д в	1	2
13	одной и той же	1	2
14	и т д все	2	2
15	только в том чтобы	1	1
16	можно представить себе что	1	1
17	так как она есть	2	1
18	т д все это	2	1
19	нечего и говорить о	1	1
20	в том что такое	1	1
21	если принять во внимание	1	1
22	сама по себе не	4	1
23	во всяком случае гораздо	1	1
24	и т д и	3	1
25	и от того что	1	1
26	в том что он	1	1
27	отчет в том что	1	1
28	в связи с этим	2	1
29	в том смысле что	3	1
30	и говорить о том	1	1
31	мы уже знаем это	1	1
32	то же самое и	1	1
33	том что в одном	1	1
34	но уже и сейчас	1	1
35	так а не иначе	1	1
36	по себе не есть	1	1
37	но все же это	1	1
38	сомневаться в том что	1	1
39	и т д мы	1	1
40	как бы ее ни	1	1
41	уже само по себе	1	1
42	каждой из них и	1	1
43	об отношении его к	1	1
44	и в этом смысле	2	1
45	говорить о том что	1	1
46	теснейшим образом связана с	1	1
47	т е по существу	1	1
48	вовсе не в том	1	1
49	и об отношении его	1	1
50	не говоря уже о	1	1
51	и в этом отношении	1	1
52	что в нем есть	2	1
53	в каждом из них	1	1
54	точно так же как	1	1
