N	4gram	Bakhtin_Pr	Myslijsy
1	в то же время	3	13
2	не в том что	1	7
3	в то время как	1	4
4	в том смысле что	1	4
5	не что иное как	1	4
6	дело в том что	1	4
7	а в том как	1	3
8	с одной стороны и	1	3
9	не говоря уже о	1	3
10	если бы не было	1	2
11	и т п и	1	2
12	и проч но не	1	2
13	на то что в	1	2
14	бы они ни были	1	2
15	от одного к другому	1	2
16	бы то ни было	2	2
17	именно в том что	1	1
18	в этом смысле мы	2	1
19	не выходя за пределы	2	1
20	не для того чтобы	1	1
21	что бы то ни	1	1
22	быть не может но	1	1
23	мы различаем в слове	1	1
24	и не нуждается в	1	1
25	его место в целом	1	1
26	что в некоторых случаях	1	1
27	и проч то есть	1	1
28	во что бы то	1	1
29	имеет прямого отношения к	1	1
30	не имеет прямого отношения	1	1
31	не может обойтись без	1	1
32	при этом в виду	1	1
33	и в том и	1	1
34	которые не могли быть	1	1
35	бы то ни стало	1	1
36	строгом смысле этого слова	1	1
37	в противном случае мы	1	1
38	и не может быть	1	1
39	иметь в виду что	1	1
40	далеко не совпадает с	1	1
41	в строгом смысле этого	1	1
42	дает нам право говорить	1	1
43	о которых мы говорим	1	1
44	по отношению к нему	1	1
45	но которые не могли	1	1
46	и быть не может	1	1
47	и в этом отношении	1	1
48	мы имеем дело с	1	1
49	на том основании что	1	1
50	есть не что иное	1	1
