N	2gram	Voloshinov	Morfolog
1	может быть	50	61
2	и пр	31	45
3	таким образом	29	26
4	могут быть	4	21
5	так как	5	20
6	не может	40	19
7	в этом	27	18
8	в этих	2	17
9	и в	32	17
10	и не	42	16
11	мы видим	2	15
12	этих случаях	1	15
13	с этим	6	14
14	прежде всего	19	14
15	эта форма	1	14
16	по существу	1	13
17	при помощи	1	12
18	связи с	22	12
19	и др	3	12
20	а не	15	11
21	что в	5	10
22	то же	19	10
23	вопрос о	6	10
24	мы увидим	3	10
25	но если	2	10
26	этом случае	3	10
27	в том	13	10
28	так и	21	10
29	что и	5	10
30	в связи	12	10
31	то что	12	10
32	все же	13	9
33	с другой	6	9
34	но и	17	9
35	не только	18	8
36	в результате	9	8
37	мы не	6	8
38	в качестве	4	8
39	но не	2	8
40	в тех	1	8
41	а в	5	8
42	как мы	26	8
43	во втором	2	7
44	и здесь	9	7
45	трудная задача	1	7
46	не могут	4	7
47	не менее	5	7
48	том что	12	7
49	потому что	2	7
50	по отношению	10	7
51	точки зрения	48	7
52	как это	2	7
53	тем не	3	7
54	или же	2	7
55	отношению к	9	7
56	и другие	2	6
57	подобно тому	1	6
58	о том	4	6
59	как бы	31	6
60	не все	3	6
61	но это	1	6
62	это не	5	6
63	с точки	31	6
64	в образе	1	6
65	в нашем	4	6
66	или в	4	6
67	и как	8	6
68	вовсе не	15	6
69	во всех	13	6
70	если мы	17	6
71	также и	1	6
72	в форме	3	6
73	во время	2	6
74	они и	3	5
75	этот момент	2	5
76	из которых	2	5
77	другой стороны	7	5
78	в первом	3	5
79	что он	5	5
80	как в	5	5
81	со стороны	2	5
82	могут считаться	1	5
83	хотя бы	8	5
84	было бы	8	5
85	к тому	8	5
86	ничего не	9	5
87	что они	1	5
88	не будем	4	5
89	хотя и	1	5
90	то мы	4	5
91	прежде чем	1	5
92	тому что	6	5
93	учение о	3	5
94	ясно что	6	5
95	все эти	8	5
96	одна из	6	5
97	между собой	3	5
98	в других	1	5
99	там где	4	5
100	мы можем	6	5
101	тому как	1	5
102	здесь можно	1	5
103	между тем	8	5
104	он не	5	5
105	то перед	1	5
106	если же	2	5
107	далеко не	5	5
108	и затем	1	5
109	главным образом	2	5
110	в целом	2	5
111	и ее	4	5
112	и к	3	4
113	смысле слова	4	4
114	есть и	1	4
115	нами в	4	4
116	как и	19	4
117	самом деле	18	4
118	но все	4	4
119	ни одна	1	4
120	тем что	3	4
121	уже не	2	4
122	еще не	7	4
123	не является	11	4
124	а если	1	4
125	входит в	5	4
126	того чтобы	9	4
127	говорить о	2	4
128	на пути	1	4
129	так же	10	4
130	сказать что	7	4
131	следующим образом	2	4
132	на него	1	4
133	и для	15	4
134	из них	3	4
135	но в	13	4
136	получает в	1	4
137	несмотря на	1	4
138	на самом	10	4
139	не хватает	1	4
140	его в	7	4
141	что его	1	4
142	с теми	1	4
143	случае не	1	4
144	к этому	10	4
145	в то	7	4
146	мы уже	7	4
147	можно было	2	4
148	этот вопрос	5	4
149	от того	4	4
150	могла бы	2	4
151	этой школы	3	4
152	оно может	6	4
153	значит что	1	4
154	независимо от	3	4
155	пр он	1	3
156	собственном смысле	2	3
157	та же	1	3
158	в последнем	1	3
159	только что	2	3
160	с этой	2	3
161	и при	3	3
162	что это	3	3
163	в сущности	17	3
164	о формах	1	3
165	ни в	7	3
166	этого момента	1	3
167	связывается с	1	3
168	то с	1	3
169	только в	14	3
170	в плоскости	1	3
171	здесь мы	7	3
172	из двух	1	3
173	или на	1	3
174	можно назвать	2	3
175	и другим	1	3
176	в собственном	2	3
177	состоит из	1	3
178	имеется в	1	3
179	может существовать	2	3
180	на первый	2	3
181	так если	1	3
182	первом случае	3	3
183	не существует	6	3
184	и что	2	3
185	связана с	4	3
186	для того	8	3
187	и тогда	2	3
188	или не	1	3
189	целый ряд	3	3
190	настоящее время	6	3
191	и вне	3	3
192	так например	2	3
193	здесь не	2	3
194	элементы которые	1	3
195	с его	6	3
196	кроме того	7	3
197	в настоящее	6	3
198	к нему	5	3
199	бы то	11	3
200	то в	3	3
201	формы которые	1	3
202	что эти	1	3
203	они не	2	3
204	благодаря этому	2	3
205	а и	1	3
206	или с	1	3
207	того что	5	3
208	что такое	3	3
209	ее в	2	3
210	но как	3	3
211	у нас	4	3
212	это и	3	3
213	и есть	3	3
214	в виде	1	3
215	а на	1	3
216	этой формы	1	3
217	как же	5	3
218	к чему	1	3
219	из членов	1	3
220	как таковое	1	3
221	но для	4	3
222	здесь же	2	3
223	в какой	5	3
224	большинстве случаев	7	3
225	это было	2	3
226	вопроса о	1	3
227	последнем случае	1	3
228	героя и	1	3
229	для наших	1	3
230	то ни	12	3
231	совсем не	2	3
232	если бы	12	3
233	друг друга	10	3
234	мы должны	4	3
235	и тем	4	3
236	не в	13	3
237	в которой	4	3
238	момент когда	1	3
239	на нем	1	3
240	а по	1	3
241	и их	2	3
242	в начале	7	3
243	в пределах	7	3
244	пр и	5	3
245	в большинстве	7	3
246	значение и	3	3
247	в этой	3	3
248	вступают в	1	3
249	к ней	1	3
250	приводит к	3	3
251	приводят к	1	3
252	не значит	2	3
253	же в	1	3
254	на то	4	3
255	и его	33	3
256	и по	1	3
257	и только	2	3
258	в один	1	3
259	к целому	4	2
260	не так	2	2
261	от него	4	2
262	превращена в	1	2
263	является в	5	2
264	а потому	1	2
265	сделать из	1	2
266	и этот	2	2
267	мы постараемся	3	2
268	как таковой	1	2
269	если он	2	2
270	должна быть	6	2
271	вопросу о	1	2
272	не с	2	2
273	или нет	1	2
274	или просто	1	2
275	мы пока	2	2
276	лишь на	6	2
277	и тот	4	2
278	не на	2	2
279	оно не	1	2
280	как они	2	2
281	в своих	2	2
282	более или	3	2
283	это положение	2	2
284	в россии	1	2
285	но вот	2	2
286	например в	2	2
287	с тем	1	2
288	очень важный	1	2
289	многих других	1	2
290	их в	1	2
291	себя и	2	2
292	только для	1	2
293	не имеет	6	2
294	углом зрения	1	2
295	может дать	1	2
296	за ней	1	2
297	когда в	1	2
298	камень и	1	2
299	роль в	1	2
300	в каком	6	2
301	к другому	7	2
302	где оно	1	2
303	не входит	1	2
304	нашу задачу	3	2
305	у нее	1	2
306	но оно	1	2
307	во всяком	8	2
308	его и	3	2
309	пр эта	1	2
310	можно сказать	4	2
311	ответить на	1	2
312	того как	1	2
313	в данном	8	2
314	к другой	3	2
315	в основе	10	2
316	и более	6	2
317	что мы	1	2
318	в круг	1	2
319	чему не	1	2
320	одной стороны	2	2
321	можно лишь	1	2
322	и иных	3	2
323	в другом	5	2
324	в каких	1	2
325	другой вопрос	1	2
326	в середине	1	2
327	увидим что	1	2
328	мы получим	1	2
329	в одном	2	2
330	в различных	1	2
331	и когда	1	2
332	превращается в	2	2
333	ощущается как	2	2
334	то как	2	2
335	не что	2	2
336	в совершенно	2	2
337	действия и	1	2
338	что же	5	2
339	или вообще	2	2
340	за другом	1	2
341	в данной	5	2
342	тем же	4	2
343	никаких новых	1	2
344	же они	2	2
345	одной из	5	2
346	на этот	3	2
347	иные формы	2	2
348	что она	1	2
349	он может	3	2
350	момент в	3	2
351	что именно	1	2
352	по отдельным	1	2
353	всяком случае	4	2
354	следует еще	1	2
355	себя в	2	2
356	для него	18	2
357	не означает	1	2
358	ответ на	3	2
359	или наоборот	1	2
360	что иное	1	2
361	в основу	1	2
362	с одной	2	2
363	нашей работы	5	2
364	как особого	1	2
365	ни к	3	2
366	ни было	15	2
367	этом отношении	4	2
368	все это	4	2
369	с другими	6	2
370	в интересах	1	2
371	иногда и	3	2
372	не знает	4	2
373	наших дней	1	2
374	входить в	1	2
375	здесь имеется	1	2
376	в другую	1	2
377	одним из	4	2
378	это еще	1	2
379	вообще не	2	2
380	между собою	1	2
381	очень много	1	2
382	же оно	1	2
383	лишь с	6	2
384	также в	1	2
385	у него	2	2
386	за другим	1	2
387	ситуация всегда	1	2
388	средство для	1	2
389	к вопросу	1	2
390	в чем	2	2
391	или менее	3	2
392	это так	2	2
393	в одной	4	2
394	бы в	4	2
395	без всякой	2	2
396	могли бы	2	2
397	друг за	1	2
398	о происхождении	2	2
399	а с	1	2
400	наука о	1	2
401	и даже	4	2
402	во избежание	1	2
403	она не	2	2
404	ту же	2	2
405	не по	1	2
406	основной тезис	1	2
407	быть и	9	2
408	эти формы	3	2
409	в частности	2	2
410	бы они	2	2
411	из этих	3	2
412	можно сделать	1	2
413	должны быть	4	2
414	что эта	1	2
415	всех других	3	2
416	сюда относятся	1	2
417	вторая половина	1	2
418	в нее	1	2
419	как то	1	2
420	ни одной	2	2
421	вопрос в	1	2
422	другие элементы	1	2
423	до наших	1	2
424	же может	1	2
425	но они	2	2
426	хотя они	1	2
427	иное как	2	2
428	совершается в	5	2
429	в той	6	1
430	в особенности	1	1
431	были бы	2	1
432	какого бы	4	1
433	нет а	1	1
434	однако и	1	1
435	и может	1	1
436	образом и	1	1
437	для всех	2	1
438	до сих	10	1
439	всего в	1	1
440	можно говорить	1	1
441	отвечает на	1	1
442	в постановке	1	1
443	рассмотрению и	1	1
444	и на	8	1
445	на эти	1	1
446	же и	3	1
447	как с	2	1
448	было так	1	1
449	с двух	1	1
450	его из	3	1
451	совершаться в	1	1
452	следует ли	2	1
453	которые он	2	1
454	его с	1	1
455	на ее	1	1
456	более широкой	1	1
457	в применении	1	1
458	момента в	1	1
459	при этом	13	1
460	все формы	3	1
461	формы в	3	1
462	уже знаем	2	1
463	это значит	1	1
464	и по-видимому	1	1
465	в нашу	3	1
466	о так	1	1
467	связанное с	1	1
468	есть функция	1	1
469	в другой	1	1
470	те же	5	1
471	но ведь	4	1
472	его но	1	1
473	не являются	1	1
474	одно из	1	1
475	к определению	1	1
476	основная задача	2	1
477	не столько	5	1
478	и делает	1	1
479	но этого	1	1
480	как такой	6	1
481	для данного	2	1
482	она становится	1	1
483	со всеми	1	1
484	между самыми	1	1
485	и самая	1	1
486	или во	1	1
487	если не	1	1
488	этой точки	1	1
489	по пути	1	1
490	вместо того	1	1
491	что вопрос	1	1
492	конечно и	2	1
493	мы понимаем	1	1
494	от одного	5	1
495	именно и	1	1
496	прибавить к	1	1
497	наоборот мы	1	1
498	и с	4	1
499	из нее	1	1
500	равно как	1	1
501	следовательно в	1	1
502	каким образом	1	1
503	знаки и	1	1
504	небо и	1	1
505	и все	8	1
506	мысль о	1	1
507	еще в	2	1
508	главе мы	1	1
509	и случайные	1	1
510	ведь для	1	1
511	трудом поддаются	1	1
512	она является	4	1
513	превращаются в	2	1
514	именно в	6	1
515	там оно	1	1
516	не делает	2	1
517	же самый	1	1
518	и действительно	4	1
519	лишь к	1	1
520	систему и	1	1
521	исходить из	1	1
522	отношения к	2	1
523	и мог	1	1
524	может получить	2	1
525	стороны оно	2	1
526	также не	1	1
527	остается невыясненным	1	1
528	к самым	1	1
529	с ними	5	1
530	и очень	1	1
531	в точном	5	1
532	а именно	1	1
533	в своей	5	1
534	на эту	1	1
535	достижения в	1	1
536	дело идет	4	1
537	никем не	1	1
538	лица в	1	1
539	явлений и	2	1
540	многообразна и	1	1
541	они ни	1	1
542	всех подобных	2	1
543	бы не	2	1
544	в коем	2	1
545	которые затем	1	1
546	прочим и	1	1
547	этого материала	2	1
548	ключом к	1	1
549	о котором	1	1
550	влияния на	1	1
551	в это	1	1
552	в следующей	3	1
553	которая не	1	1
554	на своем	1	1
555	нет в	2	1
556	ничего общего	5	1
557	здесь нет	2	1
558	словами и	1	1
559	к созданию	1	1
560	в которые	1	1
561	и нет	1	1
562	не прав	3	1
563	этому же	1	1
564	к данной	2	1
565	все они	1	1
566	очень ярко	1	1
567	так уже	1	1
568	строится как	1	1
569	еще и	2	1
570	в подробности	1	1
571	значения для	2	1
572	иногда очень	2	1
573	совершенно не	6	1
574	он же	1	1
575	во все	2	1
576	действия но	1	1
577	этим мы	1	1
578	к этой	2	1
579	в котором	6	1
580	мы переходим	1	1
581	связаны между	1	1
582	чрезвычайно трудно	1	1
583	или вернее	3	1
584	как целое	8	1
585	него он	1	1
586	как та	1	1
587	в принцип	1	1
588	и землю	1	1
589	применении к	1	1
590	совершенно особое	1	1
591	дает себя	1	1
592	она могла	1	1
593	брата и	1	1
594	в свою	6	1
595	бы по	1	1
596	так чтобы	1	1
597	ii и	1	1
598	лежат в	1	1
599	но во	1	1
600	быть дано	2	1
601	какие же	1	1
602	чем они	1	1
603	явления и	1	1
604	он является	4	1
605	во многих	1	1
606	в борьбу	1	1
607	оно является	2	1
608	а через	1	1
609	в этот	1	1
610	тех пор	2	1
611	характер они	1	1
612	всех случаях	1	1
613	уже было	1	1
614	этой связи	4	1
615	связующие элементы	1	1
616	с помощью	11	1
617	может войти	1	1
618	для нее	1	1
619	между двумя	4	1
620	именно на	3	1
621	оно так	2	1
622	то все	1	1
623	гораздо труднее	1	1
624	эта мысль	2	1
625	только на	7	1
626	вступает в	2	1
627	правда и	3	1
628	собственно не	1	1
629	втором случае	1	1
630	частности как	1	1
631	язык есть	5	1
632	на основании	1	1
633	эти связи	1	1
634	мы постарались	2	1
635	укладываются в	1	1
636	тому или	1	1
637	не будет	7	1
638	ни были	2	1
639	и до	4	1
640	более и	2	1
641	не ощущается	2	1
642	и те	7	1
643	же время	7	1
644	идет об	2	1
645	при анализе	1	1
646	тем мы	1	1
647	самого начала	9	1
648	свою очередь	5	1
649	особая функция	1	1
650	перед ним	1	1
651	она все	1	1
652	же самое	9	1
653	всего этого	1	1
654	известной степени	2	1
655	так то	1	1
656	как на	2	1
657	что здесь	1	1
658	из наиболее	1	1
659	и там	1	1
660	одно и	3	1
661	вводится в	1	1
662	известным образом	1	1
663	не совсем	1	1
664	его если	1	1
665	отношение к	1	1
666	к двум	2	1
667	или если	1	1
668	не как	5	1
669	ее не	1	1
670	она может	3	1
671	этот вывод	1	1
672	мог бы	2	1
673	то для	1	1
674	русском языке	1	1
675	ею и	1	1
676	жизни языка	1	1
677	образом как	1	1
678	для изучения	1	1
679	такая же	2	1
680	что я	1	1
681	эти вопросы	1	1
682	будем говорить	1	1
683	он служит	1	1
684	то она	1	1
685	формы от	1	1
686	ряд вопросов	1	1
687	от разрешения	1	1
688	форм их	1	1
689	на ряд	1	1
690	как во	1	1
691	быть нами	1	1
692	деле в	1	1
693	до известной	2	1
694	он сам	1	1
695	также является	1	1
696	в следующих	1	1
697	в противном	2	1
698	какой степени	2	1
699	коем случае	2	1
700	нет то	1	1
701	друг с	2	1
702	лишь при	2	1
703	в первой	2	1
704	материал и	1	1
705	в эти	2	1
706	о чем	1	1
