N	4gram	Vygotskiy_	Vladivir
1	в том что в	2	5
2	в то время как	4	5
3	не что иное как	2	4
4	не говоря уже о	1	4
5	и вместе с тем	1	4
6	а с другой стороны	2	3
7	в том что он	3	3
8	заключается в том что	10	3
9	само собой разумеется что	1	3
10	совершенно так же как	1	2
11	на то что в	1	2
12	один и тот же	5	2
13	с одной стороны и	2	2
14	свидетельствуют о том что	1	2
15	одно и то же	1	2
16	в связи с этим	1	2
17	бы то ни было	1	2
18	но вместе с тем	3	2
19	не подлежит никакому сомнению	1	2
20	есть не что иное	2	2
21	тех слов которые в	1	1
22	с этой точки зрения	7	1
23	состоит в том что	7	1
24	можно было бы допустить	1	1
25	на одной и той	1	1
26	невозможно уже по одному	1	1
27	но как раз в	1	1
28	для этого нужно было	1	1
29	уже по одному тому	2	1
30	видит в том что	1	1
31	как это часто бывает	1	1
32	в то же самое	1	1
33	выходит далеко за пределы	3	1
34	но как это часто	1	1
35	и то в чем	1	1
36	одной и той же	3	1
37	в собственном смысле слова	1	1
38	в такой же мере	3	1
39	с другой стороны мы	1	1
40	приходит к выводу что	1	1
41	но во всяком случае	1	1
42	то же самое время	1	1
43	было бы допустить что	1	1
44	состояла в том чтобы	1	1
45	в том что понятие	1	1
46	в данном случае мы	1	1
47	и те и другие	1	1
48	указанием на то что	1	1
49	мы имеем дело с	1	1
50	сказать что в этой	1	1
51	что он и в	1	1
52	заключается в том чтобы	2	1
53	по одному тому что	2	1
54	и в конце концов	1	1
55	так же как и	2	1
56	все дело заключается в	1	1
57	в самом деле если	2	1
58	как раз и начинается	1	1
59	дело заключается в том	1	1
60	и то что с	1	1
