N	2gram	Bakhtin_Pr	Analitik
1	не только	14	71
2	и в	83	66
3	в качестве	1	61
4	но и	16	57
5	в том	22	52
6	может быть	23	52
7	в этом	24	51
8	в частности	1	51
9	как и	13	50
10	и не	41	48
11	а не	19	42
12	при этом	6	40
13	том что	9	40
14	то есть	86	35
15	так и	9	35
16	в мире	8	31
17	своего рода	7	30
18	состоит в	1	30
19	как бы	27	29
20	не может	18	29
21	а в	4	28
22	в его	15	27
23	и его	13	27
24	не в	10	26
25	но не	9	26
26	в себе	10	24
27	что в	5	22
28	и даже	5	22
29	к тому	2	22
30	в этой	3	22
31	лишь в	1	21
32	о том	3	20
33	и т.п	42	20
34	в самом	7	19
35	то же	10	19
36	в своей	5	19
37	по отношению	6	19
38	с его	4	19
39	но в	12	19
40	в данном	1	18
41	в то	8	18
42	отношению к	5	18
43	тем самым	2	17
44	с другой	4	17
45	только в	10	17
46	со стороны	1	17
47	или иной	2	17
48	в целом	3	17
49	повестей белкина	1	16
50	что и	4	16
51	могут быть	5	16
52	то что	14	16
53	в пределах	8	16
54	и на	27	15
55	не есть	1	15
56	между тем	2	15
57	уже не	5	15
58	прежде всего	20	15
59	в сущности	15	15
60	в их	7	15
61	не менее	4	14
62	того же	5	14
63	себя в	1	14
64	я и	2	14
65	в себя	8	14
66	той или	2	14
67	мы имеем	4	14
68	же время	8	14
69	в отличие	1	14
70	данном случае	1	14
71	столь же	1	14
72	отличие от	1	14
73	далеко не	4	14
74	по себе	3	13
75	точки зрения	17	13
76	как правило	1	13
77	тому же	3	13
78	он не	5	13
79	этого слова	3	13
80	ничего не	8	13
81	как раз	6	13
82	для него	1	13
83	а также	4	13
84	в начале	2	13
85	на уровне	1	13
86	и к	13	12
87	и сам	1	12
88	никогда не	10	12
89	как это	2	12
90	в первой	2	12
91	как в	10	12
92	еще не	10	12
93	произведения как	1	12
94	есть не	1	12
95	в той	2	11
96	даже в	3	11
97	имеем дело	1	11
98	повестях белкина	1	11
99	по своей	12	11
100	в свою	1	11
101	той же	6	11
102	это не	10	11
103	можно сказать	12	11
104	и как	1	11
105	во второй	1	11
106	не с	1	11
107	нуждается в	1	11
108	именно в	3	10
109	все же	3	10
110	в произведении	3	10
111	в конце	5	10
112	было бы	6	10
113	и одновременно	6	10
114	перед лицом	1	10
115	совпадает с	1	10
116	здесь не	5	10
117	со своей	2	10
118	особенно в	7	10
119	один из	7	10
120	на себя	3	10
121	говорить о	2	9
122	говорит о	2	9
123	в результате	2	9
124	другой стороны	3	9
125	на фоне	1	9
126	в своем	2	9
127	крайней мере	2	9
128	таким образом	9	9
129	во всех	15	9
130	за пределы	7	9
131	вместе с	5	9
132	по крайней	2	9
133	вступает в	1	9
134	того что	1	9
135	как уже	1	9
136	что касается	2	9
137	личности в	1	9
138	дело с	1	8
139	о чем	2	8
140	в игре	1	8
141	роль в	1	8
142	не всегда	3	8
143	между двумя	4	8
144	одной из	6	8
145	в сторону	1	8
146	о его	1	8
147	с ним	3	8
148	нашего времени	1	8
149	если бы	1	8
150	и все	14	8
151	что он	6	8
152	перед нами	17	8
153	не является	1	8
154	в основе	6	8
155	с точки	13	8
156	хотя и	10	8
157	этом отношении	1	8
158	времени и	4	8
159	дело не	1	8
160	он и	2	8
161	одного из	1	8
162	в году	2	7
163	во всяком	2	7
164	в другом	1	7
165	в одном	4	7
166	как мы	12	7
167	одна из	9	7
168	от себя	1	7
169	по преимуществу	1	7
170	как нам	1	7
171	внимание на	1	7
172	несмотря на	3	7
173	в ее	3	7
174	у него	5	7
175	в таком	3	7
176	героя и	3	7
177	личности и	2	7
178	и тем	4	7
179	в свое	4	7
180	и является	1	7
181	свое время	4	7
182	в глазах	1	7
183	в соответствии	3	7
184	всяком случае	1	7
185	и для	5	7
186	жизни но	1	7
187	в литературе	8	7
188	все это	11	7
189	таком случае	1	7
190	однако не	1	7
191	на его	4	7
192	или иначе	1	7
193	во времени	1	7
194	художественного мира	1	7
195	и т.д	5	7
196	себя и	3	7
197	место в	3	7
198	что иное	1	7
199	как будто	3	7
200	вплоть до	5	7
201	иное как	1	7
202	во всем	5	6
203	для всех	2	6
204	с самим	7	6
205	те же	1	6
206	так или	1	6
207	а напротив	1	6
208	или в	7	6
209	казалось бы	4	6
210	при всей	3	6
211	восходит к	1	6
212	хотя бы	6	6
213	превращается в	5	6
214	не что	1	6
215	вовсе не	12	6
216	из них	7	6
217	то в	1	6
218	тем не	2	6
219	не знает	8	6
220	что не	1	6
221	напомним что	2	6
222	вопроса о	1	6
223	о себе	2	6
224	его как	3	6
225	в силу	1	6
226	в нем	21	6
227	он был	1	6
228	если в	2	6
229	на этом	4	6
230	из которых	2	6
231	из того	1	6
232	самим собой	1	6
233	и более	3	6
234	из этих	3	6
235	соответствии с	2	6
236	в сознании	2	6
237	и то	2	6
238	уже в	3	6
239	читателя в	1	6
240	в равной	1	6
241	есть в	7	6
242	ли не	1	6
243	по его	1	6
244	его в	4	6
245	тем более	2	6
246	что на	2	6
247	все что	1	5
248	жизненных позиций	1	5
249	которая в	1	5
250	к числу	1	5
251	не как	5	5
252	а затем	5	5
253	в этих	8	5
254	в них	4	5
255	на смену	1	5
256	тем что	2	5
257	в один	3	5
258	ведет к	3	5
259	в котором	8	5
260	входит в	1	5
261	для того	1	5
262	в слове	2	5
263	может служить	2	5
264	в эту	3	5
265	к этому	5	5
266	и он	5	5
267	проявляется в	4	5
268	с другими	6	5
269	к жизни	2	5
270	ни в	4	5
271	не о	2	5
272	я не	6	5
273	и до	6	5
274	того и	3	5
275	но как	2	5
276	а с	1	5
277	так что	1	5
278	главного героя	2	5
279	бы быть	1	5
280	и по	5	5
281	и потому	6	5
282	с ее	3	5
283	в особенности	2	5
284	во втором	1	5
285	и здесь	4	5
286	романа в	2	5
287	не могут	4	5
288	в романе	9	5
289	к его	2	5
290	жизни в	4	5
291	да и	3	5
292	еще и	4	5
293	совершенно не	4	5
294	со смертью	3	5
295	что мы	2	5
296	в роли	2	5
297	каждый из	1	5
298	он в	2	5
299	тот же	2	5
300	и смерти	3	5
301	этом случае	1	5
302	принадлежит к	1	5
303	ни с	1	5
304	мы не	7	5
305	с той	1	5
306	в широком	2	5
307	с их	3	5
308	самим собою	6	5
309	в общем	2	5
310	все эти	9	5
311	человека к	3	5
312	и их	6	5
313	нового времени	8	5
314	еще в	1	5
315	такой же	1	5
316	и особенно	3	5
317	таким же	1	5
318	строго говоря	2	4
319	связь с	4	4
320	в своих	4	4
321	к самому	5	4
322	в собственном	3	4
323	большей или	6	4
324	отличается от	2	4
325	так в	1	4
326	с этим	3	4
327	реальности и	2	4
328	не должен	1	4
329	только на	3	4
330	не становится	1	4
331	из виду	1	4
332	сказать что	12	4
333	жизни как	4	4
334	на него	2	4
