N	4gram	Losev_Prob	Myshleni
1	в то время как	4	20
2	состоит в том что	1	17
3	с этой точки зрения	2	16
4	в такой же мере	1	10
5	в том числе и	1	10
6	в силу того что	1	9
7	все более и более	1	8
8	в том что в	1	8
9	только в том что	1	8
10	в том что он	2	8
11	заключается в том чтобы	1	7
12	не что иное как	3	6
13	одним и тем же	1	6
14	одном и том же	1	6
15	а с другой стороны	3	5
16	и вместе с тем	2	5
17	то время как в	1	5
18	в том смысле что	1	5
19	приходит к выводу что	1	5
20	прежде чем перейти к	1	5
21	в том что мы	1	4
22	указывает на то что	1	4
23	если принять во внимание	1	4
24	несмотря на то что	1	4
25	вопрос о том как	1	3
26	то же самое время	1	3
27	как мы видели выше	1	3
28	в связи с этим	1	3
29	ни в какой мере	3	3
30	не только не исключает	1	3
31	мы должны сказать что	1	3
32	дело в том что	4	3
33	в какой мере не	3	3
34	в то же самое	1	3
35	не чем иным как	3	3
36	уже по одному этому	1	3
37	бы то ни было	2	3
38	не подлежит никакому сомнению	1	3
39	но тем не менее	1	2
40	можно было бы с	1	2
41	уже по одному тому	1	2
42	в то же время	1	2
43	ни в какой степени	1	2
44	как мы увидим ниже	1	2
45	той или иной мере	2	2
46	по одному тому что	1	2
47	в той или иной	2	2
48	и с точки зрения	1	2
49	в предисловии к русскому	1	2
50	что в данном случае	1	2
51	таким же образом как	1	2
52	мы имеем дело с	1	2
53	для того чтобы понять	1	2
54	прибавим к этому что	1	1
55	с точки зрения тех	1	1
56	какой мере не является	1	1
57	том смысле как мы	1	1
58	во всяком случае не	1	1
59	что он вступает в	1	1
60	она заключается в том	1	1
61	в коем случае не	1	1
62	если оставить в стороне	1	1
63	как он рисуется в	1	1
64	имеет ближайшее отношение к	1	1
65	же образом как и	1	1
66	хочет он того или	1	1
67	он состоит в том	1	1
68	между небом и землей	1	1
69	а вместе с тем	1	1
70	это не значит что	1	1
71	или по крайней мере	1	1
72	о том что он	1	1
73	является одним из самых	1	1
74	таким образом как бы	1	1
75	только о том что	2	1
76	в силу которого он	1	1
77	не имеющих ничего общего	1	1
78	и в связи с	1	1
79	в одном и том	1	1
80	не может быть никакой	1	1
81	и в конце концов	1	1
82	в этом отношении не	1	1
83	с другой стороны он	1	1
84	в еще большей степени	1	1
85	по своему значению и	1	1
86	той и другой стороны	1	1
87	с самого начала не	1	1
88	в том или другом	1	1
89	ни в коем случае	3	1
90	то что в данном	1	1
91	уже содержит в себе	1	1
92	не значит что он	1	1
93	что в результате его	1	1
94	в том смысле как	1	1
95	в связи с той	1	1
96	потому что у него	1	1
97	и в этом смысле	1	1
98	и то и другое	1	1
99	в том что его	1	1
100	видит в том что	1	1
101	есть в значительной мере	1	1
102	ни в чем не	2	1
103	означает не что иное	1	1
104	то время как у	1	1
105	это значит что мы	1	1
106	не говоря уже о	2	1
107	в последнее время в	1	1
108	ни у кого не	1	1
109	которое имелось в виду	1	1
110	с точки зрения истории	1	1
111	который в свою очередь	1	1
112	всего того что мы	1	1
113	только в связи с	1	1
114	это можно было бы	1	1
115	оно во всяком случае	1	1
116	дело здесь не в	1	1
117	в буквальном смысле слова	1	1
118	важно то обстоятельство что	1	1
119	с одной стороны он	1	1
120	как и во всяком	1	1
121	есть в данном случае	1	1
122	в этом смысле он	1	1
