N	3gram	Voloshinov	Istorich
1	с другой стороны	2	46
2	до сих пор	3	30
3	с одной стороны	2	28
4	так же как	1	27
5	в том что	4	25
6	не может быть	7	24
7	но все же	1	23
8	тем не менее	3	23
9	о том что	1	22
10	мы имеем в	1	19
11	в данном случае	2	15
12	по отношению к	11	14
13	в то время	1	13
14	таким образом мы	1	13
15	мы увидим что	1	13
16	то время как	1	13
17	но и в	1	12
18	как и в	1	10
19	можно было бы	1	10
20	более или менее	1	9
21	же как и	1	9
22	то же самое	2	8
23	подобно тому как	1	8
24	в зависимости от	2	8
25	с этой стороны	2	7
26	во всяком случае	1	7
27	сих пор мы	1	7
28	и здесь мы	1	6
29	к тому же	1	6
30	так как в	1	6
31	этой точки зрения	3	6
32	все же не	1	6
33	но тем не	2	6
34	с самого начала	1	6
35	том что в	1	5
36	со всех сторон	1	5
37	в нем и	1	5
38	на самом деле	2	5
39	только то что	1	4
40	с точки зрения	2	4
41	но уже в	1	4
42	только одна сторона	1	4
43	еще не вполне	1	4
44	по себе не	1	4
45	нам кажется что	1	4
46	сами по себе	1	4
47	можно сказать что	5	4
48	для нас же	2	4
49	одной стороны и	2	3
50	в этом направлении	1	3
51	и то же	2	3
52	можно найти в	1	3
53	это не так	2	3
54	один и тот	1	3
55	что мы имеем	1	3
56	дело в том	4	3
57	на передний план	1	3
58	и тот же	1	3
59	это только одна	1	3
60	и др все	1	3
61	то ни было	3	3
62	бы то ни	3	3
63	сих пор не	1	3
64	для нас не	1	3
65	мы обратимся к	1	3
66	бы мы ни	3	2
67	в самом деле	1	2
68	далеко не всегда	1	2
69	она не может	1	2
70	в частности в	1	2
71	сам по себе	1	2
72	ничего общего с	1	2
73	и таким образом	1	2
74	как если бы	4	2
75	сама по себе	1	2
76	самом же деле	1	2
77	на самом же	1	2
78	уже не может	1	2
79	мы имеем дело	1	2
80	что не только	1	2
81	но все это	1	2
82	свою связь с	1	2
83	сколько бы мы	3	2
84	и она не	1	2
85	и в нем	1	2
86	может быть и	3	2
87	может идти только	1	2
88	здесь же мы	1	2
89	может быть только	1	2
90	и прежде всего	1	2
91	берет на себя	1	2
92	и не может	3	2
93	в свою очередь	1	2
94	равно как и	1	2
95	что я знаю	1	2
96	совершенно ясно что	1	2
97	одно и то	2	2
98	бы показать что	1	2
99	имеем дело с	1	2
100	но то же	1	1
101	что в литературе	1	1
102	это как бы	3	1
103	от того в	1	1
104	он не должен	1	1
105	уверенностью сказать что	1	1
106	только там где	1	1
107	когда он не	1	1
108	она находит в	1	1
109	два основных момента	1	1
110	мы не найдем	1	1
111	и на этом	1	1
112	конечно не может	2	1
113	в какой степени	2	1
114	и в каком	1	1
115	в них и	1	1
116	говорит о том	1	1
117	как мы уже	1	1
118	и должна быть	1	1
119	мы никогда не	2	1
120	по аналогии с	1	1
121	но сами по	1	1
122	но если бы	1	1
123	и с другой	1	1
124	к вопросу о	1	1
125	не сливаются в	1	1
126	и потому не	1	1
127	с ним на	1	1
128	но в ней	1	1
129	в пределах этого	1	1
130	случае мы имеем	1	1
131	в этом смысле	1	1
132	в виду не	1	1
133	с уверенностью сказать	1	1
134	так как будто	1	1
135	прежде всего нужно	1	1
136	вопросу о том	1	1
137	и в частности	1	1
138	и пр здесь	1	1
139	так и к	1	1
140	не может получить	1	1
141	значение и его	1	1
142	в каком направлении	1	1
143	мы указывали что	1	1
144	сказать что и	1	1
145	то что мы	1	1
146	другой ничего не	1	1
147	если бы не	1	1
148	в каком отношении	2	1
149	они входят в	1	1
150	как одно из	1	1
151	нам удалось показать	1	1
152	от того кто	1	1
153	до известной степени	2	1
154	мы таким образом	1	1
155	само нуждается в	1	1
156	в жизни и	2	1
157	или может быть	1	1
158	не отражает в	1	1
159	с другой все	1	1
160	в этом отношении	1	1
161	является то что	1	1
162	таким образом к	1	1
163	в такой же	2	1
164	мы можем сказать	2	1
165	жизни и на	1	1
166	но прежде всего	1	1
167	тех или иных	1	1
168	в высшей степени	1	1
169	могут быть только	1	1
170	не всегда имеет	1	1
171	они должны быть	1	1
172	то же время	1	1
173	в значительной степени	1	1
174	это один и	1	1
175	и в этом	1	1
176	не находят себе	1	1
177	так как если	4	1
178	к нему в	1	1
179	уже и сейчас	1	1
180	костяк который обрастает	1	1
181	какой бы то	1	1
182	и не в	3	1
183	в высшую степень	1	1
184	в то же	1	1
185	образом прежде всего	1	1
186	в противном случае	1	1
187	и та же	1	1
188	в них всегда	1	1
189	но в то	1	1
190	зависимости от того	1	1
191	это прежде всего	1	1
192	другой стороны как	1	1
193	можно с уверенностью	1	1
194	одна и та	1	1
195	другой все эти	1	1
196	следует отметить что	1	1
197	как это делает	1	1
198	в основе своей	1	1
199	друг к другу	1	1
