N	4gram	Vygotskiy_	EvropaiE
1	с одной стороны и	2	6
2	с этой точки зрения	7	5
3	бы то ни было	1	4
4	так же как и	2	3
5	заключается в том что	10	2
6	чтобы ответить на этот	1	1
7	и связанное с ним	1	1
8	и только в качестве	1	1
9	но само по себе	1	1
10	того что мы знаем	1	1
11	не станем вдаваться в	1	1
12	в том числе и	2	1
13	ответить на этот вопрос	1	1
14	на то что в	1	1
15	в тех случаях когда	1	1
16	в гораздо большей степени	1	1
17	в связи с этим	1	1
18	в то время как	4	1
19	несмотря на то что	2	1
20	как это мы видим	1	1
21	не говоря уже о	1	1
22	одного и того же	8	1
23	о котором мы говорили	1	1
24	приводит нас к выводу	1	1
25	один и тот же	5	1
26	в том смысле что	1	1
27	мы не станем вдаваться	1	1
