1	в то время как	4	7
2	одной и той же	1	5
3	с одной стороны и	5	4
4	с этой точки зрения	1	4
5	о которых мы говорили	1	3
6	одно и то же	5	3
7	одном и том же	1	3
8	одного и того же	9	3
9	и вместе с тем	1	2
10	все больше и больше	1	2
11	но вместе с тем	1	2
12	в том что в	1	2
13	до конца так как	1	2
14	как мы уже говорили	6	2
15	вместе с тем и	1	2
16	так же как и	3	2
17	в том числе и	5	2
18	только в том что	1	2
19	в том что он	1	2
20	в основе ее лежит	1	1
21	проявляется не только в	1	1
22	друг с другом и	2	1
23	связаны друг с другом	2	1
24	одну и ту же	1	1
25	что то же самое	1	1
26	том что он не	1	1
27	совершенно понятно что в	1	1
28	не связанных между собой	1	1
29	в этом случае он	1	1
30	о том что они	1	1
31	друг от друга и	2	1
32	все же в них	1	1
33	в то время когда	1	1
34	в одно и то	3	1
35	рядом друг с другом	1	1
36	но для того чтобы	2	1
37	же как и для	2	1
38	никогда не могут слиться	1	1
39	все что ему нужно	1	1
40	с самого начала не	1	1
41	совершенно так же как	1	1
42	в зависимости от того	1	1
43	когда дело идет о	1	1
44	на которой мы остановимся	1	1
45	в то же время	18	1
46	является в то же	1	1
47	здесь как мы уже	1	1
48	на первый план выдвигается	2	1
49	в том что они	1	1
50	друг с другом но	1	1
