N	4gram	Losev_Prob	FransuaR
1	в том числе и	1	17
2	дело в том что	3	13
3	и в то же	2	12
4	в той или иной	7	10
5	на самом же деле	7	10
6	мы имеем в виду	1	5
7	с одной стороны и	1	5
8	одной и той же	1	4
9	в связи с этим	1	4
10	один и тот же	1	4
11	одного и того же	1	3
12	не что иное как	6	3
13	за то что тот	1	3
14	можно прямо сказать что	1	3
15	таким образом и в	1	3
16	есть не что иное	6	3
17	может быть и не	1	2
18	все более и более	1	2
19	мы находим и в	1	2
20	содержит в себе и	2	2
21	заключается в том что	4	2
22	бы то ни было	4	2
23	дело вовсе не в	1	2
24	в узком смысле слова	1	2
25	все дело в том	1	2
26	не может быть и	1	2
27	только для того чтобы	1	2
28	может быть и речи	1	2
29	дело здесь не в	2	2
30	все эти образы и	1	2
31	и с точки зрения	2	2
32	нас в том что	1	2
33	одним и тем же	1	2
34	какой бы то ни	1	2
35	так же как и	3	2
36	в том или ином	2	2
37	то есть то что	1	1
38	и прежде всего с	1	1
39	не только то что	1	1
40	во всяком случае не	2	1
41	не имеет никакого отношения	1	1
42	сих пор мы рассматривали	1	1
43	потому что он есть	1	1
44	для того чтобы не	1	1
45	то же самое нужно	1	1
46	в тех случаях когда	1	1
47	же самое нужно сказать	1	1
48	о том что он	1	1
49	в то время как	6	1
50	с точки зрения их	1	1
51	тем не менее он	1	1
52	свидетельствует о том что	1	1
53	нечего и говорить о	2	1
54	самое нужно сказать и	1	1
55	но это и не	1	1
56	это и есть то	1	1
57	а не так как	1	1
58	одно и то же	3	1
59	той или иной мере	3	1
60	на более высокую ступень	1	1
61	здесь имеем в виду	1	1
62	заключается в том чтобы	1	1
63	имеет ничего общего с	1	1
64	друг к другу и	1	1
65	самом же деле здесь	2	1
66	не имеют ничего общего	1	1
67	то есть с тем	1	1
68	он перестал бы быть	1	1
69	то что не имеет	1	1
70	взятый сам по себе	4	1
71	нас в конце концов	1	1
72	в связи с этой	2	1
73	ни о чем не	1	1
74	бы и не было	1	1
75	до сих пор мы	2	1
76	что он никак не	1	1
77	имеют ничего общего с	1	1
78	ни в чем не	2	1
79	сказать несколько слов о	1	1
80	на то или иное	1	1
81	сам по себе и	1	1
82	не чем иным как	2	1
83	почему? а потому что	1	1
84	сказать что и в	1	1
85	не имеет ничего общего	3	1
86	на самом деле и	1	1
87	в том что он	1	1
88	в конце концов и	1	1
89	как и во всяком	1	1
90	в том что они	1	1
91	то есть другими словами	2	1
92	мы здесь имеем в	1	1
93	нужно сказать и о	1	1
94	хотя может быть и	1	1
95	особой точки зрения на	1	1
96	говорить о том что	2	1
97	здесь как и в	1	1
98	о том что море	1	1
