N	2gram	Trubetskoy	Marksizm
1	точки зрения	13	69
2	может быть	10	64
3	и в	26	63
4	и не	8	55
5	как бы	12	53
6	не может	4	47
7	с точки	6	46
8	и пр	1	42
9	и его	1	41
10	в этом	15	39
11	таким образом	22	38
12	в процессе	2	33
13	лишь в	5	30
14	не только	10	29
15	то же	4	28
16	в нем	4	28
17	языка как	1	27
18	но и	9	27
19	связи с	9	25
20	самом деле	1	25
21	в самом	4	24
22	как и	1	24
23	прежде всего	2	24
24	только в	4	23
25	так и	6	23
26	в том	11	22
27	то что	7	22
28	а не	5	22
29	при этом	3	20
30	так сказать	1	20
31	для него	3	20
32	на почве	1	19
33	не в	2	19
34	если бы	3	19
35	том что	7	19
36	в его	5	19
37	в ее	1	18
38	в слове	1	18
39	и для	5	18
40	но в	7	18
41	все же	6	17
42	в сущности	1	17
43	по отношению	1	16
44	ни было	2	16
45	и как	3	16
46	в то	4	16
47	с помощью	1	15
48	во всех	2	15
49	в связи	3	15
50	что он	4	15
51	же время	2	15
52	в русском	2	15
53	отношению к	3	15
54	в данном	1	14
55	хотя бы	3	14
56	в смысле	4	14
57	в своей	1	13
58	так же	5	13
59	то ни	2	13
60	что в	9	13
61	и здесь	2	13
62	не является	1	13
63	того чтобы	5	13
64	было бы	1	13
65	ничего не	1	13
66	мы не	1	13
67	для того	5	12
68	того же	6	12
69	бы то	2	12
70	в результате	3	12
71	между тем	2	12
72	он не	4	12
73	а в	4	12
74	и того	1	11
75	к нему	7	11
76	мы уже	1	11
77	и что	4	11
78	и от	4	11
79	до сих	5	11
80	и на	2	11
81	и все	2	11
82	как в	1	11
83	еще не	2	11
84	друг друга	1	11
85	так как	9	11
86	все эти	6	11
87	в ней	1	11
88	сих пор	5	11
89	именно в	2	10
90	во всяком	6	10
91	самого начала	2	10
92	с другой	8	10
93	сказать что	2	10
94	к этому	3	10
95	никогда не	5	10
96	в своем	3	10
97	его в	1	10
98	в таком	3	10
99	совершенно не	1	10
100	конечно не	2	10
101	в отличие	1	10
102	с его	2	10
103	и потому	6	10
104	с самого	3	10
105	отличие от	1	10
106	бытия в	1	10
107	быть и	2	9
108	к тому	6	9
109	одного и	1	9
110	только на	1	9
111	в нашем	1	9
112	в себе	6	9
113	лишь на	1	9
114	и следовательно	1	9
115	и это	2	9
116	а как	1	9
117	мы видели	2	9
118	что это	3	9
119	ни в	1	9
120	не имеет	5	9
121	и более	1	9
122	это не	1	9
123	одной из	5	9
124	же самое	2	9
125	кроме того	1	8
126	не как	2	8
127	другой стороны	1	8
128	и даже	3	8
129	и с	10	8
130	на этой	1	8
131	настоящее время	1	8
132	мы знаем	1	8
133	что и	6	8
134	у него	1	8
135	не было	2	8
136	ясно что	3	8
137	мы можем	2	8
138	в отношении	6	8
139	в каком	1	8
140	в свою	2	8
141	этого слова	1	8
142	в настоящее	1	8
143	с этим	1	8
144	у нас	1	8
145	смысле этого	1	8
146	в их	1	8
147	и их	1	8
148	и т.д	6	8
149	и ее	1	8
150	или иной	2	8
151	на то	2	8
152	в этих	4	7
153	не существует	1	7
154	в котором	4	7
155	и те	3	7
156	свою очередь	1	7
157	он сам	1	7
158	те же	2	7
159	как раз	1	7
160	в качестве	3	7
161	бы в	1	7
162	в этой	4	7
163	могут быть	1	7
164	там где	1	7
165	с ними	1	7
166	до настоящего	1	7
167	по себе	1	7
168	той же	1	7
169	о том	6	7
170	того что	3	7
171	является лишь	1	7
172	в начале	2	7
173	далеко не	4	7
174	место в	1	7
175	настоящего времени	1	7
176	в той	1	6
177	по мере	1	6
178	в корне	1	6
179	уже не	3	6
180	входит в	1	6
181	одной стороны	7	6
182	язык в	1	6
183	с одной	7	6
184	с другими	4	6
185	не есть	1	6
186	из одного	1	6
187	всяком случае	6	6
188	должны быть	1	6
189	этот вопрос	1	6
190	с ее	1	6
191	то есть	4	6
192	смысле слова	1	6
193	от своего	1	6
194	ничего общего	2	6
195	тем же	1	6
196	тот же	2	6
197	все это	6	6
198	мы должны	6	6
199	из этих	10	6
200	же в	1	6
201	не к	2	6
202	формы в	1	5
203	о чем	1	5
204	в одном	3	5
205	в виду	2	5
206	в первом	1	5
207	она является	1	5
208	не менее	3	5
209	связано с	2	5
210	как на	8	5
211	себя в	1	5
212	должно быть	1	5
213	необходимо чтобы	1	5
214	что такое	1	5
215	от этого	1	5
216	и у	8	5
217	той или	2	5
218	и является	2	5
219	в конце	6	5
220	то в	1	5
221	для себя	1	5
222	вместе с	15	5
223	да и	1	5
224	так называемая	1	5
225	различие между	1	5
226	связана с	2	5
227	и лишь	1	5
228	из него	2	5
229	в душе	1	5
230	значение в	1	5
231	этом отношении	2	5
232	таком случае	1	5
233	но не	8	5
234	тем более	1	5
235	к одному	1	5
236	совершается в	1	5
237	и к	5	4
238	психической жизни	2	4
239	только что	2	4
240	в них	2	4
241	связь с	2	4
242	но все	7	4
243	тем что	1	4
244	как от	2	4
245	во всей	1	4
246	к ее	1	4
247	из них	7	4
248	наука об	1	4
249	что они	1	4
250	она и	1	4
251	несмотря на	6	4
252	что все	4	4
253	в которой	3	4
254	одним из	2	4
255	что она	1	4
256	но для	1	4
257	следовательно и	1	4
258	в других	3	4
259	находит свое	1	4
260	но при	2	4
261	к этим	1	4
262	так что	3	4
263	всех других	2	4
264	все те	1	4
265	и тот	1	4
266	нашей точки	1	4
267	из этого	2	4
268	его к	1	4
269	и особенно	2	4
270	от нее	1	4
271	языка с	1	4
272	не могут	2	4
273	со всеми	2	4
274	и действительно	2	4
275	значения и	1	4
276	можно назвать	2	4
277	к его	2	4
278	нет ничего	1	4
279	первом случае	1	4
280	бы и	1	4
281	целый ряд	4	4
282	и до	1	4
283	что здесь	1	4
284	но именно	1	4
