N	2gram	Ircho_Kome	Istorich
1	и в	40	181
2	и т	11	160
3	т д	4	142
4	т е	14	133
5	может быть	16	115
6	не только	12	114
7	что он	11	111
8	мы имеем	1	102
9	что в	12	90
10	но и	14	85
11	в этом	9	81
12	так как	6	75
13	то что	8	73
14	таким образом	13	72
15	вместе с	8	71
16	и не	19	67
17	все же	7	65
18	в этих	5	64
19	еще не	7	63
20	не может	3	61
21	так же	4	57
22	то же	7	56
23	в том	19	53
24	том что	19	53
25	а в	9	52
26	с другой	7	52
27	потому что	8	52
28	и что	2	51
29	и здесь	6	51
30	что и	10	51
31	мы видели	2	49
32	а не	1	48
33	о том	12	48
34	связь с	2	47
35	его в	6	47
36	не в	8	47
37	другой стороны	6	46
38	превращается в	1	45
39	но в	6	44
40	это не	2	43
41	и его	17	43
42	мы знаем	5	42
43	в нем	8	42
44	только в	6	42
45	как в	8	42
46	представление о	3	41
47	или в	5	39
48	тем что	5	38
49	и на	9	38
50	в его	8	38
51	как и	12	37
52	мы уже	1	37
53	он не	5	37
54	так и	17	37
55	мы можем	6	36
56	что они	4	35
57	с тем	5	35
58	мы не	4	35
59	здесь мы	3	35
60	все эти	1	35
61	не всегда	2	34
62	связи с	3	34
63	но не	3	34
64	у него	6	34
65	во время	11	34
66	что это	5	34
67	представления о	2	33
68	же как	3	33
69	там где	1	33
70	об этом	2	33
71	сих пор	3	32
72	попадает в	1	32
73	в качестве	8	32
74	один из	9	31
75	прежде всего	8	31
76	то это	3	31
77	так в	6	31
78	представляет собой	1	31
79	ничего не	4	31
80	с этим	5	30
81	с одной	5	30
82	в русской	1	30
83	до сих	3	30
84	к нему	5	30
85	но все	4	29
86	одной стороны	5	29
87	как мы	5	29
88	но это	2	29
89	и другие	3	28
90	что она	3	28
91	и с	8	28
92	например в	1	28
93	так что	6	27
94	могут быть	3	27
95	в образе	4	27
96	того что	1	27
97	как он	2	27
98	как это	7	26
99	на него	4	26
100	мы здесь	1	26
101	и др	1	26
102	предположить что	1	26
103	в ней	2	26
104	вопрос о	5	25
105	в дальнейшем	1	25
106	и он	1	25
107	не менее	6	24
108	видно что	1	24
109	к этому	8	24
110	было бы	8	24
111	того как	3	24
112	в виде	3	24
113	если бы	4	24
114	на небо	1	24
115	их в	1	23
116	в доме	6	23
117	как бы	3	23
118	точно так	1	23
119	и это	3	23
120	показывают что	1	23
121	тем не	3	23
122	в этой	9	23
123	все это	7	23
124	когда он	1	23
125	в частности	7	23
126	и по	6	22
127	с ним	1	22
128	при этом	5	22
129	в другом	5	21
130	в одном	10	21
131	сказать что	1	21
132	о смерти	1	21
133	в связи	3	21
134	должны были	9	21
135	к тому	15	21
136	они не	1	21
137	ее в	2	21
138	из них	16	20
139	из этих	5	20
140	наряду с	7	20
141	одна из	4	20
142	в других	3	20
143	в силу	4	20
144	в шкуру	1	20
145	а затем	4	19
146	с собой	2	19
147	так например	1	19
148	что у	6	19
149	на том	1	19
150	но он	2	19
151	в тех	5	19
152	в другой	1	19
153	все еще	1	19
154	на то	3	19
155	и как	3	19
156	после того	3	19
157	в дом	1	18
158	после этого	3	18
159	в то	14	18
160	не все	2	18
161	в данном	1	18
162	вовсе не	3	18
163	в них	7	17
164	можно найти	2	17
165	очень много	1	17
166	и этим	1	17
167	то и	3	17
168	по существу	1	17
169	и только	1	17
170	и она	1	16
171	герой в	1	16
172	во всех	4	16
173	возможно что	4	16
174	и они	1	16
175	в котором	6	16
176	между двумя	1	16
177	не вполне	2	16
178	и все	4	16
179	со стороны	3	16
180	перед нами	1	16
181	даже в	3	15
182	в пределах	1	15
183	в особенности	1	15
184	уже знаем	1	15
185	в своей	3	15
186	в которых	1	15
187	данном случае	1	15
188	и там	1	15
189	в одной	1	15
190	и эти	1	15
191	в античности	1	15
192	как будто	3	15
193	нет необходимости	2	15
194	и даже	5	15
195	уже выше	1	15
196	на его	5	15
197	и тем	2	15
198	он в	1	15
199	друг друга	2	15
200	в целом	6	15
201	с этой	3	14
202	от него	1	14
203	по отношению	5	14
204	находится в	2	14
205	в исторической	1	14
206	можно было	5	14
207	и ее	5	14
208	одной из	6	14
209	на вопрос	1	14
210	у нас	3	14
211	право на	2	14
212	но они	2	14
213	из которых	5	14
214	с ней	1	14
215	более ранних	1	14
216	такое же	1	14
217	должен был	1	14
218	а также	5	14
219	отношение к	3	14
220	отношению к	5	14
221	на себя	5	14
222	или на	2	13
223	в своем	6	13
224	время как	6	13
225	по себе	2	13
226	то время	8	13
227	после смерти	6	13
228	в северной	1	13
229	и для	4	13
230	в себе	3	13
231	все что	3	13
232	из дома	1	13
233	и у	3	13
234	на этом	3	13
235	в форме	2	13
236	и от	2	13
237	с ними	2	13
238	не имеет	1	13
239	в книге	1	13
240	к своему	1	13
241	в руки	1	13
242	его не	1	13
243	и если	2	13
244	же можно	1	13
245	что иное	1	13
246	таким же	1	13
247	во всем	1	12
248	попасть в	1	12
249	на землю	3	12
250	хотя бы	2	12
251	к себе	1	12
252	а потом	1	12
253	в основном	1	12
254	ответ на	2	12
255	о нем	1	12
256	в их	6	12
257	к ней	2	12
258	к этой	1	12
259	не знает	1	12
260	одним из	3	12
261	что не	1	12
262	между прочим	2	12
263	чаще всего	3	12
264	за ним	2	12
265	в более	4	12
266	случаях когда	1	12
267	и их	3	12
268	у нее	2	12
269	миф о	1	11
270	в этот	1	11
271	к которому	4	11
272	точки зрения	7	11
273	ясно что	9	11
274	от этого	2	11
275	главным образом	4	11
276	связанные с	2	11
277	никто не	3	11
278	иное как	1	11
279	в очень	1	11
280	уже в	9	11
281	же в	7	11
282	имеется в	1	11
283	из дому	1	11
284	восходит к	4	11
285	но уже	1	11
286	не что	1	11
287	тех случаях	1	11
288	хотя и	6	11
289	в большом	2	11
290	относится к	2	11
291	дает нам	1	11
292	и вот	4	11
293	и более	2	11
294	этого не	1	11
295	такой же	2	11
296	человека в	2	11
297	е в	2	11
298	далеко не	1	11
299	и к	2	10
300	от них	3	10
301	не было	1	10
302	в которой	9	10
303	за собой	3	10
304	в греции	5	10
305	а с	1	10
306	и тот	1	10
307	почти всегда	2	10
308	его к	1	10
309	видели как	1	10
310	на основе	1	10
311	вслед за	4	10
312	связанных с	2	10
313	что же	2	10
314	таких случаев	1	10
315	но если	4	10
316	ее на	1	10
317	и других	7	10
318	о чем	2	10
319	там же	4	10
320	в это	3	10
321	на этой	1	10
322	не должен	1	10
323	в различных	1	10
324	приходит к	1	10
325	как правило	5	10
326	не мог	4	10
327	себя в	2	10
328	в состоянии	3	10
329	в ее	2	10
330	заключению что	1	10
331	известно что	4	10
332	ни в	9	10
333	если не	1	10
334	ли он	1	10
335	своего отца	1	10
336	только одна	1	10
337	не знаем	1	10
338	он может	1	10
339	а на	2	10
340	к заключению	1	10
341	указывает на	2	10
342	что эти	1	10
343	что эта	1	10
344	три года	2	10
345	более или	1	9
346	на первый	1	9
347	только на	2	9
348	себе в	1	9
349	дома в	2	9
350	в чем	3	9
351	героя и	1	9
352	и хотя	4	9
353	зависимости от	1	9
354	в течение	5	9
355	в свою	2	9
356	целый ряд	2	9
357	на этот	5	9
358	тот же	5	9
359	из этого	2	9
360	а по	1	9
361	ты не	1	9
362	он имеет	1	9
363	в первую	5	9
364	которой он	2	9
365	следующим образом	1	9
366	не могут	1	9
367	в себя	3	9
368	а как	1	9
369	означает что	2	9
370	если это	2	9
371	здесь нет	1	9
372	в основе	1	9
373	в истории	10	9
374	с его	4	9
375	из него	1	9
376	ему в	2	9
377	же не	2	9
378	или менее	2	9
379	приводит к	1	9
380	говорилось выше	1	9
381	что на	4	9
382	жизни и	4	9
383	только что	2	8
384	и сам	5	8
385	именно в	5	8
386	дом и	1	8
387	во всяком	4	8
388	он был	4	8
389	конечно не	1	8
390	они должны	1	8
391	восходят к	2	8
392	отсюда видно	1	8
393	большинстве случаев	2	8
394	чем это	2	8
395	доказывает что	2	8
396	не так	1	8
397	та же	1	8
398	на нем	2	8
399	также что	2	8
400	подобно тому	1	8
401	с целью	2	8
402	он же	1	8
403	из его	6	8
404	именно на	2	8
405	у них	1	8
406	независимо от	5	8
407	смысле этого	1	8
408	ту же	2	8
409	и другое	1	8
410	что им	1	8
411	и потому	1	8
412	не с	1	8
413	тем самым	1	8
414	же самое	2	8
415	которые в	3	8
416	попадают в	1	8
417	для этого	2	8
418	или по	3	8
419	одно из	1	8
420	роль в	2	8
421	в зависимости	1	8
422	тут же	2	8
423	в страну	1	8
424	что его	1	8
425	здесь же	1	8
426	встречается в	1	8
427	не дает	1	8
428	надо сказать	1	8
429	ни одной	3	8
430	одном случае	1	8
431	его с	2	8
432	и из	2	8
433	большей частью	3	8
434	предположение что	1	8
435	здесь в	4	8
436	и эта	1	8
437	не имеют	1	8
438	должен быть	1	8
439	тому как	1	8
440	в жизни	1	8
441	от того	3	8
442	на это	3	8
443	этим же	2	8
444	иногда даже	1	8
445	не столько	1	7
446	этим объясняется	3	7
447	приходит в	1	7
448	и когда	1	7
449	а сам	2	7
450	будто бы	2	7
451	тому что	4	7
452	попадает к	1	7
453	о которых	6	7
454	здесь и	2	7
455	в эту	2	7
456	между тем	9	7
457	над ним	1	7
458	если в	3	7
459	и при	1	7
460	обращается к	1	7
461	к которым	1	7
462	становится ясным	1	7
463	нет в	1	7
464	и и	3	7
465	состоит в	1	7
466	где он	2	7
467	на самом	1	7
468	что ни	1	7
469	образом в	2	7
470	не по	5	7
471	уже только	1	7
472	в начале	7	7
473	еще в	9	7
474	это видно	2	7
475	в области	3	7
476	вплоть до	1	7
477	по всему	3	7
478	те же	1	7
479	всякого рода	1	7
480	как на	2	7
481	еще одна	1	7
482	о ней	1	7
483	в конце	7	7
484	также в	3	7
485	а только	1	7
486	ли это	2	7
487	того же	4	7
488	однако в	4	7
489	можно только	1	7
490	не противоречит	1	7
491	совершенно не	1	7
492	то он	1	7
493	тех же	4	7
494	того чтобы	4	7
495	если мы	1	7
496	этого слова	1	7
497	всяком случае	4	7
498	для него	1	7
499	как у	1	7
500	со своим	6	7
501	а то	3	7
502	свет на	1	7
503	по его	2	7
504	с самого	3	7
505	в какой	2	7
506	земли и	2	7
507	в большинстве	2	7
508	со своими	1	7
509	одного из	7	7
510	и о	3	7
511	в могилу	1	7
512	его от	1	6
513	из всего	2	6
514	на эту	1	6
515	дело с	3	6
516	именно так	1	6
517	той же	3	6
518	не происходит	1	6
519	все его	1	6
520	более поздние	2	6
521	иногда не	1	6
522	здесь на	1	6
523	не могла	2	6
524	доходит до	1	6
525	его как	1	6
526	еще одно	1	6
527	уже на	1	6
528	к сожалению	2	6
529	что по	3	6
530	в роли	1	6
531	от которого	1	6
532	объясняется что	1	6
533	это еще	2	6
534	отсюда же	1	6
535	этих двух	1	6
536	это конечно	1	6
537	отличие от	4	6
538	ей в	1	6
539	также и	1	6
540	одну из	2	6
541	от отца	1	6
542	же что	1	6
543	не случайно	1	6
544	для того	3	6
545	сводится к	1	6
546	птиц и	1	6
547	самого начала	2	6
548	такие случаи	1	6
549	он иногда	1	6
550	говорит что	1	6
551	до того	1	6
552	так у	1	6
553	то в	1	6
554	отец и	1	6
555	от его	1	6
556	и за	3	6
557	можно привести	2	6
558	к жизни	1	6
559	что все	1	6
560	тому же	14	6
561	даже не	4	6
562	превратилась в	1	6
563	были бы	1	6
564	они и	1	6
565	почти не	2	6
566	отношения к	1	6
567	д все	1	6
568	не на	1	6
569	этой точки	1	6
570	к которой	1	6
571	со всех	1	6
572	и тогда	1	6
573	в середине	5	6
574	он дает	1	6
