N	2gram	Losev_Prob	Otkroven
1	о человеке	1	29
2	у достоевского	1	19
3	и в	64	19
4	и не	63	13
5	но и	23	13
6	в этом	30	12
7	человека в	1	11
8	а не	21	11
9	из подполья	2	11
10	не только	37	11
11	не в	6	11
12	может быть	29	11
13	вопрос о	4	10
14	и все	9	10
15	в нем	14	10
16	к человеку	1	9
17	потому что	24	9
18	прежде всего	17	9
19	не было	7	9
20	в самой	3	9
21	никогда не	8	9
22	он был	2	8
23	нет ничего	12	7
24	от него	1	7
25	ни с	1	7
26	в его	12	7
27	он всегда	3	7
28	ивана карамазова	1	7
29	он не	5	7
30	но он	3	7
31	лишь в	4	7
32	в глубине	1	7
33	до конца	1	7
34	человек не	1	7
35	все это	11	6
36	как и	7	6
37	в самом	10	5
38	в том	19	5
39	для него	2	5
40	в этой	14	5
41	а в	7	5
42	до самого	1	5
43	отношение к	1	5
44	в россии	1	5
45	о его	2	5
46	то что	72	5
47	что в	21	4
48	только и	5	4
49	того чтобы	10	4
50	т е	2	4
51	дважды два	1	4
52	не может	18	4
53	в идиоте	1	4
54	всегда есть	7	4
55	что не	8	4
56	все эти	15	4
57	и его	3	4
58	он сам	2	4
59	с его	3	4
60	и от	3	3
61	все что	2	3
62	записках из	1	3
63	что человек	1	3
64	хотя бы	15	3
65	это за	2	3
66	это не	7	3
67	для того	10	3
68	с ним	4	3
69	мысли и	2	3
70	в бесах	1	3
71	в этих	7	3
72	не могут	6	3
73	природы но	1	3
74	в своих	3	3
75	о природе	2	3
76	в записках	1	3
77	как бы	18	3
78	было бы	16	3
79	могут быть	2	3
80	в себе	16	3
81	и есть	7	3
82	во имя	1	3
83	что он	11	3
84	никто не	2	3
85	это было	3	3
86	и ее	9	3
87	о том	25	3
88	того что	18	3
89	к нему	5	3
90	еще не	18	3
91	человека к	1	2
92	и к	2	2
93	и потому	3	2
94	так и	17	2
95	что они	5	2
96	самое главное	1	2
97	и то	15	2
98	и все-таки	4	2
99	в душе	1	2
100	все же	7	2
101	что у	1	2
102	так как	16	2
103	и очень	3	2
104	должно быть	3	2
105	к этой	2	2
106	даже и	18	2
107	к ней	1	2
108	для всякого	2	2
109	и ни	7	2
110	уже в	6	2
111	в человеческом	2	2
112	в другом	2	2
113	совсем не	9	2
114	в подростке	1	2
115	ничего кроме	1	2
116	так что	12	2
117	в своем	7	2
118	с тем	6	2
119	отношений это	2	2
120	с которой	3	2
121	в которой	2	2
122	ее в	2	2
123	о которой	1	2
124	не все	4	2
125	одно из	2	2
126	что и	2	2
127	от самого	1	2
128	разных сторон	1	2
129	можно ли	9	2
130	в истории	6	2
131	его в	9	2
132	должен был	1	2
133	ведь это	4	2
134	мысль о	3	2
135	не очень	4	2
136	и с	12	2
137	что же	18	2
138	он в	2	2
139	и о	11	2
140	сказать что	33	2
141	что для	4	2
142	тем что	10	2
143	что есть	1	2
144	ничего и	2	2
145	и на	11	2
146	много раз	1	2
147	в других	5	2
148	с чем	1	2
149	учение о	5	2
150	же можно	1	2
151	что все	9	2
152	ничего не	20	2
153	хотя и	8	2
154	не есть	49	2
155	для человеческого	1	2
156	в своей	8	2
157	момент в	2	2
158	все еще	5	2
159	по себе	20	2
160	не имеет	8	2
161	о любви	2	2
162	него всегда	1	2
163	к этому	1	2
164	сразу же	2	2
165	же это	3	2
166	том что	26	2
167	от человека	2	2
168	и душа	1	2
169	и для	10	2
170	что ведь	1	2
171	ли сказать	3	2
172	в ее	3	2
173	всякий кто	1	2
174	но в	19	2
175	с разных	1	2
176	человека а	2	2
177	и нет	2	2
178	иван карамазов	1	2
179	вопросом о	1	2
180	уже с	4	1
181	что было	2	1
182	науки о	1	1
183	понял что	1	1
184	ближе к	2	1
185	братьях карамазовых	1	1
186	в каждом	1	1
187	одно время	1	1
188	человеческом языке	2	1
189	и весь	4	1
190	если вы	1	1
191	во всяком	18	1
192	связан с	1	1
193	не так	1	1
194	ко всему	1	1
