N	3gram	Voloshinov	Myshleni
1	в том что	9	133
2	с точки зрения	15	89
3	для того чтобы	3	78
4	заключается в том	2	51
5	мы могли бы	2	48
6	по сравнению с	1	45
7	по отношению к	11	42
8	так же как	1	39
9	с одной стороны	2	39
10	с самого начала	5	36
11	друг с другом	1	35
12	то же самое	2	31
13	во внутренней речи	1	31
14	в этом отношении	4	30
15	можно было бы	1	28
16	в этом случае	1	27
17	в собственном смысле	3	26
18	о том что	3	25
19	не может быть	14	23
20	смысле этого слова	1	22
21	в то время	1	22
22	к тому что	2	22
23	в высшей степени	6	22
24	в зависимости от	4	22
25	не только не	1	21
26	можно сказать что	5	21
27	как уже сказано	1	20
28	в самом деле	10	19
29	из того что	1	19
30	в отличие от	2	18
31	во всяком случае	8	18
32	в этом смысле	2	18
33	до сих пор	3	17
34	как мы видели	8	17
35	в данном случае	4	15
36	и той же	3	15
37	одной и той	3	15
38	на этот вопрос	3	14
39	собственном смысле этого	1	14
40	мы видели что	3	14
41	в свою очередь	4	14
42	к выводу что	1	14
43	а с другой	2	13
44	в другом месте	2	13
45	и то же	1	12
46	таким образом что	1	12
47	один и тот	3	12
48	и тот же	3	12
49	тем не менее	4	12
50	на первый план	4	12
51	одно и то	1	12
52	как мы уже	5	11
53	видим таким образом	1	11
54	мы не можем	3	11
55	что мы знаем	1	11
56	в такой же	1	11
57	том что в	1	11
58	то обстоятельство что	2	11
59	мы видим таким	1	11
60	во внешней речи	1	10
61	от того что	1	10
62	но вместе с	2	10
63	друг на друга	1	10
64	внутренней речи мы	2	10
65	с помощью которых	4	10
66	в целом и	1	9
67	собственном смысле слова	1	9
68	мы видим в	1	9
69	ни в какой	2	9
70	с помощью которого	2	9
71	на вопрос о	1	9
72	в конечном счете	3	9
73	на самом деле	4	9
74	том что он	2	9
75	то что он	1	8
76	сам по себе	4	8
77	мы говорили выше	1	8
78	той или иной	1	8
79	не могут быть	4	8
80	что он не	1	8
81	в том же	1	8
82	и в отношении	1	8
83	что и в	2	8
84	к тому чтобы	3	7
85	если мы обратимся	1	7
86	благодаря тому что	2	7
87	что нам известно	1	7
88	в этот период	3	6
89	и тогда когда	1	6
90	ничего общего с	1	6
91	те же самые	1	6
92	и таким образом	1	6
93	ситуации в которой	1	6
94	в этом вопросе	1	6
95	то что мы	2	6
96	только то что	3	6
97	тот же предмет	2	6
98	и не может	3	6
99	мы находим в	1	6
100	того что мы	1	6
101	мы обратимся к	1	6
102	не что иное	1	6
103	что иное как	1	6
104	все больше и	1	5
105	иное отношение к	1	5
106	в направлении к	1	5
107	есть прежде всего	1	5
108	приходит к выводу	1	5
109	мы никогда не	2	5
110	так как это	1	5
111	но все же	1	5
112	так как в	1	5
113	того что он	1	5
114	больше и больше	1	5
115	того что нам	1	5
116	того и другого	1	5
117	находит свое выражение	1	5
118	на этом вопросе	1	5
119	речи так как	1	5
120	в конце концов	2	5
121	что все эти	3	5
122	в этом пункте	1	5
123	мы знаем что	6	5
124	в свое время	1	5
125	мы знаем о	1	5
126	в то же	6	5
127	ответ на этот	1	5
128	только потому что	1	5
129	все эти три	1	5
130	едва ли не	1	5
131	одни и те	1	4
132	в какой степени	2	4
133	самом деле если	1	4
134	так и в	3	4
135	между тем как	1	4
136	по аналогии с	1	4
137	таким образом и	1	4
138	не то что	1	4
139	но так как	1	4
140	что с точки	1	4
141	но и в	1	4
142	к целому ряду	1	4
143	в себе и	1	4
144	в современной психологии	1	4
145	таким образом в	2	4
146	как и все	1	4
147	если бы он	3	4
148	его отношение к	2	4
149	с помощью слов	1	4
150	не представляет собой	1	4
151	и внутренней речи	1	4
152	то же что	1	4
153	так и по	1	4
154	с помощью которой	3	4
155	он приходит к	1	4
156	потому что оно	1	4
157	есть не что	1	4
158	и что оно	1	4
159	и речи мы	1	4
160	в этой теории	1	4
161	вместе с этим	1	4
162	и те же	1	4
163	мы увидим что	4	4
164	в гораздо большей	1	4
165	то увидим что	1	4
166	это означает что	1	4
167	ничего другого как	1	4
168	вместе с ним	1	4
169	в жизни ребенка	1	3
170	о которой мы	1	3
171	но и по	1	3
172	в применении к	2	3
173	и связанное с	1	3
174	то ни было	2	3
175	один из них	2	3
176	у нас в	2	3
177	хотя бы и	2	3
178	она не может	1	3
179	с их помощью	1	3
180	но при этом	1	3
181	чем иным как	2	3
182	мы говорили что	1	3
183	на один и	1	3
184	или во всяком	1	3
185	едва ли может	1	3
186	ребенка в эту	1	3
187	о связи между	1	3
188	то же время	6	3
189	но не может	1	3
190	с этим вопросом	1	3
191	и только в	1	3
192	в целом ряде	1	3
193	но и не	1	3
194	если мы проследим	1	3
195	то что является	1	3
196	дело в том	1	3
197	того или иного	1	3
198	сделать вывод что	1	3
199	мы имеем в	1	3
200	и не могут	1	3
201	в связь с	2	3
202	является одним из	1	3
203	оно может быть	1	3
204	это было бы	1	3
205	в вопросе о	1	3
206	является как бы	1	3
207	которой мы говорили	1	3
208	но мы знаем	2	3
209	не остается ничего	1	3
210	и со стороны	1	3
211	ответить на этот	1	3
212	но если мы	2	3
213	только в пределах	1	3
214	это не может	1	3
215	том что она	2	3
216	вообще не может	1	3
217	не чем иным	2	3
218	в чем заключается	1	3
219	мы старались показать	1	3
220	один из основных	1	3
221	по ту сторону	4	3
222	как раз и	2	3
223	бы то ни	3	3
224	говорит об этом	1	3
225	внешней и внутренней	1	3
226	свою очередь является	1	3
227	в основе этой	1	3
228	в настоящей главе	2	3
229	он оказывается не	1	3
230	а следовательно и	2	3
231	о которых говорит	1	3
232	в настоящее время	1	3
233	так как они	1	3
234	имеем в виду	1	3
235	в основе их	1	3
236	нет и не	3	3
237	которую можно было	1	2
238	при этом неизбежно	1	2
239	что она не	1	2
240	том что это	1	2
241	ни в каком	2	2
242	и внешней речи	3	2
243	новых и новых	1	2
244	в самое последнее	1	2
245	и значение в	1	2
246	на которое мы	1	2
247	и не делает	1	2
248	что в данном	1	2
249	с ним в	1	2
250	но мы не	2	2
251	ребенка еще не	1	2
252	по отношению ко	2	2
253	и по отношению	2	2
254	знаем что в	1	2
255	именно в этой	1	2
256	стадии своего развития	1	2
257	помощью которых он	1	2
258	этого процесса с	1	2
259	первые годы жизни	1	2
