N	2gram	Losev_Dial	Problemy
1	и в	34	106
2	и не	50	90
3	как бы	19	70
4	может быть	30	66
5	т е	72	59
6	в его	6	56
7	в этом	14	52
8	в нем	7	51
9	не может	29	49
10	как и	14	44
11	что он	18	44
12	у достоевского	1	43
13	точки зрения	43	40
14	но и	14	40
15	для него	4	39
16	и его	8	39
17	а не	39	38
18	о себе	2	37
19	то же	9	36
20	не только	35	36
21	в пределах	1	35
22	то что	25	33
23	но в	3	33
24	прежде всего	20	32
25	он не	8	29
26	в то	9	29
27	все это	13	29
28	и все	17	28
29	в одном	3	27
30	не в	11	27
31	к другому	2	27
32	к себе	1	26
33	же время	5	26
34	в самом	9	25
35	и с	10	25
36	к нему	4	25
37	с точки	25	25
38	в сущности	10	25
39	и т	41	25
40	с самим	1	24
41	не как	1	24
42	вовсе не	18	24
43	самом деле	7	24
44	и на	6	23
45	слова и	1	23
46	по себе	31	22
47	что я	3	22
48	таким образом	14	22
49	там где	1	21
50	как мы	4	21
51	все же	4	20
52	никогда не	9	20
53	только в	10	20
54	потому что	21	20
55	что же	12	19
56	что в	12	19
57	достоевского в	1	19
58	с его	7	19
59	уже не	9	18
60	т п	1	18
61	в себе	8	18
62	еще не	7	18
63	о нем	6	18
64	на самом	2	18
65	но не	3	18
66	все эти	4	18
67	и к	5	17
68	себе самом	1	17
69	с ним	3	17
70	а в	3	17
71	в том	17	17
72	это не	13	17
73	так и	11	17
74	так же	7	16
75	если бы	10	16
76	в своей	4	16
77	этом смысле	1	16
78	о мире	1	15
79	у него	2	15
80	и для	5	15
81	и наконец	2	15
82	и сам	1	14
83	в своем	7	14
84	как раз	11	14
85	в конце	2	14
86	а как	2	14
87	в отношении	1	14
88	себя самого	4	14
89	так как	12	14
90	я не	11	14
91	он и	3	14
92	с другим	2	14
93	но все	1	13
94	на него	1	13
95	точка зрения	5	13
96	с другими	1	13
97	его в	2	13
98	в мире	2	13
99	и это	12	13
100	в романе	1	13
101	себя и	3	13
102	перед нами	5	13
103	при этом	7	12
104	даже в	1	12
105	отношении к	1	12
106	и как	13	12
107	и даже	21	12
108	к тому	4	12
109	во всяком	5	12
110	в котором	2	12
111	что и	8	12
112	не знает	4	12
113	себе и	1	12
114	так что	11	12
115	и что	21	12
116	за пределы	3	12
117	было бы	13	12
118	как в	2	12
119	том что	18	12
120	у меня	2	12
121	но это	10	12
122	ничего не	29	12
123	слово в	2	12
124	в одной	4	12
125	тем что	5	11
126	их в	2	11
127	с другой	5	11
128	ни одного	2	11
129	он сам	1	11
130	должно быть	7	11
131	бы в	5	11
132	видения и	1	11
133	мы уже	6	11
134	не могут	6	11
135	бы и	2	11
136	так чтобы	4	11
137	сознания и	5	11
138	она не	10	11
139	или как	3	11
140	как будто	3	11
141	конце концов	1	11
142	а я	3	11
143	самого начала	1	10
144	что не	8	10
145	сих пор	1	10
