N	3gram	Losev_Prob	slovoVRo
1	и т п	1	72
2	не может быть	5	19
3	в то же	4	18
4	той или иной	5	15
5	с точки зрения	3	15
6	в той или	1	13
7	с одной стороны	4	11
8	и т д	12	10
9	более или менее	7	9
10	в этом случае	6	9
11	в зависимости от	1	8
12	во всяком случае	11	8
13	но в то	1	7
14	так и в	2	6
15	как мы сказали	1	6
16	и в то	1	6
17	не может не	1	6
18	но все же	1	6
19	с другой стороны	7	6
20	в том что	7	5
21	хотя бы и	3	5
22	как мы уже	2	5
23	не только в	3	5
24	а вовсе не	1	5
25	в этом отношении	2	5
26	может быть и	5	5
27	одной стороны и	2	4
28	для того чтобы	9	4
29	на первый план	3	4
30	до сих пор	6	4
31	те или иные	1	4
32	и не может	1	4
33	а также и	2	4
34	о нем и	1	4
35	то есть как	1	4
36	можно сказать что	6	4
37	таким образом в	1	4
38	в точном смысле	1	4
39	не могут быть	1	4
40	никогда не может	2	4
41	мы уже сказали	1	4
42	всегда в той	1	4
43	до известной степени	1	3
44	в собственном смысле	1	3
45	и то же	1	3
46	того или иного	6	3
47	может быть только	2	3
48	не выходит за	1	3
49	тех или иных	2	3
50	в данном случае	10	3
51	в связи с	7	3
52	сама по себе	6	3
53	к тому что	1	3
54	как и в	1	3
55	одно и то	1	3
56	как мы видели	1	3
57	выходит за пределы	1	3
58	в другом случае	2	3
59	это не значит	1	2
60	которых мы говорили	1	2
61	так и для	2	2
62	в нем всегда	1	2
63	своими корнями в	1	2
64	и в другом	1	2
65	здесь не только	2	2
66	то или иное	2	2
67	о которых мы	2	2
68	так и от	1	2
69	таким образом на	1	2
70	и во всех	1	2
71	тем не менее	25	2
72	то есть не	1	2
73	есть только в	1	2
74	а между тем	1	2
75	не для того	1	2
76	ничего нового не	2	2
77	но как мы	3	2
78	не только на	1	2
79	не только не	4	2
80	точки зрения самого	1	2
81	и с другой	1	2
82	в известном смысле	1	2
83	а не только	2	2
84	и в том	1	2
85	и в этом	5	2
86	в том и	1	2
87	хотя и не	2	2
88	дело не с	1	2
89	иметь в виду	4	2
90	том и в	1	2
91	но и в	3	2
92	точном смысле слова	2	2
93	о том что	16	2
94	языка как такового	1	2
95	а следовательно и	1	2
96	и в них	1	2
97	до последнего времени	1	2
98	требует от нас	2	2
99	тем и другим	2	2
100	в то время	2	2
101	языка и речи	1	2
102	мы не знаем	1	2
103	можно было бы	4	2
104	во всех этих	2	2
105	его так сказать	1	2
106	с самого начала	2	2
107	же как и	1	2
108	между тем как	1	2
109	в других случаях	2	2
110	тем что он	2	2
111	уходит своими корнями	1	2
112	и в частности	3	2
113	и не только	1	2
114	то время как	2	2
115	и следовательно в	2	2
116	тот или иной	3	2
117	мы все же	1	1
118	никак не могут	1	1
119	и на этот	1	1
120	вообще и не	1	1
121	художественном образе его	1	1
122	и без всякой	1	1
123	вместе со всем	1	1
124	все эти категории	1	1
125	а часто и	2	1
126	чем перейти к	2	1
127	отношение может быть	1	1
128	начала xx века	2	1
129	а не к	1	1
130	в литературе и	4	1
131	в себе все	2	1
132	науки о языке	1	1
133	ведь если нет	1	1
134	более глубокое и	1	1
135	поэтому и в	1	1
136	в которой они	1	1
137	здесь перед нами	3	1
138	при этом что	1	1
139	которые лежат в	1	1
140	и начала xx	2	1
141	у нас в	1	1
142	это возможно только	2	1
143	при каких условиях	1	1
144	однако и здесь	2	1
145	есть не только	1	1
146	как бы они	1	1
147	до наших дней	1	1
148	что в этой	1	1
149	во всех отношениях	1	1
150	имеет дело со	1	1
151	он не может	1	1
152	то есть вне	1	1
153	мы еще не	3	1
154	в том числе	2	1
155	сказать и о	3	1
156	перед нами в	2	1
157	слово со своим	1	1
158	в частности в	2	1
159	однако не в	1	1
160	друг на друга	1	1
161	несет на себе	1	1
162	прежде чем перейти	2	1
163	так или иначе	7	1
164	сами по себе	5	1
165	при переводе их	1	1
166	конечно далеко не	1	1
167	в том случае	2	1
168	одной из самых	1	1
169	по самому своему	2	1
170	чтобы оно не	1	1
171	в нем может	1	1
172	мы уже указывали	1	1
173	мы можем сказать	1	1
174	вовсе не обязательно	2	1
175	связанного с ним	1	1
176	том числе и	2	1
177	само по себе	1	1
178	если бы мы	1	1
179	вовсе не требует	1	1
180	том что в	2	1
181	а в том	1	1
182	и как мы	1	1
183	до настоящего времени	1	1
184	мы должны сказать	2	1
185	как раз это	1	1
186	не знает ни	1	1
187	а не в	1	1
188	ни при каких	1	1
189	обязательно должно быть	1	1
190	во всей своей	1	1
191	самом же деле	1	1
192	остановимся на анализе	1	1
193	то есть без	1	1
194	художественный образ так	1	1
195	всех этих актов	1	1
196	на самом же	1	1
197	все это не	1	1
198	и в его	2	1
199	все дело в	1	1
200	то есть по	3	1
201	бы то ни	2	1
202	перед нами не	1	1
203	и самый язык	1	1
204	для этой цели	1	1
205	в его целом	1	1
206	но это не	1	1
207	даже и не	4	1
208	в скрытой форме	1	1
209	в какой мере	1	1
210	сказать что к	1	1
211	раз и навсегда	1	1
212	в нашем случае	1	1
213	может и не	1	1
214	прежде всего как	2	1
215	в пространстве и	1	1
216	последние два дня	1	1
217	но в таких	1	1
218	в этих случаях	3	1
219	мы говорили в	1	1
220	и должны были	1	1
221	и не все	1	1
222	поэтому прежде чем	1	1
223	то есть в	6	1
224	имеющая своей целью	1	1
225	и речи но	1	1
226	к тому или	1	1
227	в основе этих	1	1
228	признать что в	1	1
229	и особенно в	1	1
230	и до наших	2	1
231	на то что	12	1
232	за пределы его	1	1
233	и может быть	1	1
234	лежат в основе	1	1
235	по крайней мере	8	1
236	в данный момент	1	1
237	в том чтобы	1	1
238	заключается в том	2	1
239	не менее очень	1	1
240	xix и начала	2	1
241	в чем же	1	1
242	оно ни было	1	1
243	нет и ничего	1	1
244	ни в какой	1	1
245	имеем в виду	1	1
246	в последние десятилетия	2	1
247	и в отношении	1	1
248	слово во всех	1	1
249	бы он был	1	1
250	то есть только	2	1
251	но и не	2	1
252	как один из	1	1
253	это не только	1	1
254	не был бы	4	1
255	и ни в	2	1
256	связи с этим	2	1
257	хотя и в	1	1
258	произносимых им слов	1	1
259	к нему и	1	1
260	который состоит из	1	1
261	на один из	1	1
262	одна из самых	1	1
263	он может быть	1	1
264	необходимо иметь в	1	1
265	и те моменты	1	1
266	требует также и	1	1
267	бы оно ни	1	1
268	слова то есть	2	1
269	и его содержание	1	1
270	между прочим в	2	1
271	таких понятий как	1	1
272	этого романа и	1	1
273	и с точки	1	1
274	дело в том	3	1
275	и все другие	1	1
276	далеко не все	1	1
277	но и всякое	1	1
278	как раз в	1	1
279	подобно тому как	2	1
280	этого момента в	1	1
281	то есть они	1	1
282	одной и той	1	1
283	и притом в	1	1
284	и ничего не	2	1
285	так же как	2	1
286	тогда когда это	1	1
287	мы имеем в	1	1
288	и нет ничего	2	1
289	том что всякий	1	1
290	всех этих случаях	1	1
291	или дела и	1	1
292	и представить себе	1	1
293	и xx веков	1	1
294	мы ничего не	1	1
295	всяком случае не	1	1
296	всякой оглядки на	1	1
297	xix и xx	1	1
298	что язык не	1	1
299	том случае если	1	1
300	есть по преимуществу	1	1
301	пространстве и времени	2	1
302	языка и с	1	1
303	и на его	2	1
304	и без всякого	1	1
305	и соответствующего ему	1	1
306	предмета в его	1	1
307	ровно ничего не	1	1
308	лежащее в основе	1	1
309	то есть чисто	2	1
310	в таких случаях	2	1
311	утверждать что в	1	1
312	от нас и	1	1
313	также и в	2	1
314	мы смотрим на	1	1
315	как в отношении	1	1
316	и той же	1	1
317	в процессе своего	1	1
318	это было бы	2	1
319	быть и более	1	1
320	если бы он	1	1
321	свой смысл и	1	1
322	к его бытию	1	1
323	но и этого	1	1
324	друг к другу	2	1
325	можно говорить только	1	1
