N	2gram	Tiupa_Anal	Hudozhes
1	в качестве	22	31
2	то есть	15	26
3	в мире	17	24
4	и в	36	23
5	не только	40	20
6	состоит в	14	20
7	в том	16	20
8	при этом	19	19
9	может быть	19	19
10	в частности	19	18
11	и не	14	16
12	тогда как	37	15
13	но и	26	14
14	художественного текста	3	13
15	литературного произведения	8	13
16	а не	16	13
17	в рамках	10	13
18	модуса художественности	5	13
19	но не	13	13
20	а в	17	13
21	я в	15	13
22	в тексте	16	13
23	в себе	7	13
24	в этом	19	12
25	то же	7	12
26	такого рода	11	12
27	так и	19	12
28	произведение искусства	4	12
29	и его	18	12
30	сводится к	5	11
31	представляет собой	7	11
32	как бы	14	11
33	точки зрения	3	11
34	в его	12	11
35	эстетического отношения	6	11
36	эстетическое отношение	1	10
37	по отношению	9	10
38	но в	8	10
39	отношению к	9	10
40	своего рода	17	9
41	или иной	9	9
42	том что	19	9
43	с другой	10	9
44	художественной культуры	1	9
45	присутствия в	5	9
46	художественного письма	1	9
47	коммуникативного события	14	9
48	не сводится	1	9
49	в искусстве	3	9
50	не в	9	9
51	не может	3	9
52	бытия я	1	8
53	в принципе	3	8
54	в миропорядке	10	8
55	себя в	6	8
56	эмоциональной рефлексии	1	8
57	парадигмы художественности	1	8
58	его внешней	2	8
59	в то	8	8
60	что в	15	7
61	в самом	7	7
62	только в	9	7
63	в своей	12	7
64	в основе	2	7
65	и т.п	7	7
66	же время	7	7
67	в отличие	5	7
68	внутреннего зрения	4	7
69	отличие от	5	7
70	я и	6	7
71	не столько	4	7
72	как это	7	7
73	по своей	5	7
74	лишь в	9	7
75	отношение к	2	7
76	другой стороны	7	6
77	в состав	2	6
78	приводит к	5	6
79	уже не	9	6
80	можно сказать	5	6
81	с ее	3	6
82	с его	15	6
83	художественности в	8	6
84	присутствия я	5	6
85	мы имеем	5	6
86	внутреннего я	2	6
87	объектной организации	4	6
88	в ее	5	6
89	а также	5	6
90	модус художественности	7	6
91	всего лишь	13	6
92	по сути	2	6
93	в нем	3	6
94	кто говорит	3	5
95	эстетическая деятельность	1	5
96	хх века	1	5
97	в виду	1	5
98	не на	1	5
99	мыслится как	2	5
100	не предполагает	2	5
101	конечном счете	5	5
102	что он	5	5
103	в художественном	1	5
104	не менее	9	5
105	не является	5	5
106	того чтобы	1	5
107	для того	1	5
108	со стороны	12	5
