N	4gram	Losev_Prob	KulturaY
1	и в самом деле	1	10
2	и тем не менее	8	7
3	не говоря уже о	5	5
4	одного и того же	2	4
5	и т д и	4	4
6	т д и т	3	4
7	заключается в том что	2	4
8	в том случае когда	1	3
9	но для того чтобы	1	3
10	в том случае если	1	3
11	не только потому что	1	3
12	говоря уже о том	1	3
13	д и т д	2	3
14	только в том случае	2	3
15	уже о том что	1	3
16	а с другой стороны	1	3
17	ни в какой мере	1	3
18	обратить внимание на то	1	2
19	в той или иной	1	2
20	не что иное как	5	2
21	одной и той же	1	2
22	и в то же	1	2
23	в какой мере не	1	2
24	один и тот же	1	2
25	то во всяком случае	3	2
26	и т д это	1	2
27	одним и тем же	2	2
28	то тем самым мы	1	2
29	мы должны сказать что	1	1
30	то что мы в	1	1
31	можно сказать только то	1	1
32	мы не знаем что	1	1
33	в этом смысле есть	1	1
34	всего этого можно будет	1	1
35	а в известном смысле	1	1
36	с нашей точки зрения	1	1
37	и в этом случае	3	1
38	в том и в	1	1
39	можно было бы говорить	1	1
40	не говоря уже об	1	1
41	он несет на себе	1	1
42	оно заключается в том	1	1
43	которой мы говорили выше	1	1
44	когда мы говорим что	2	1
45	не для того чтобы	1	1
46	ни то ни другое	1	1
47	уже с самого начала	2	1
48	и только после всего	1	1
49	том и в другом	1	1
50	не выходит за пределы	1	1
51	после всего этого можно	1	1
52	п тем не менее	1	1
53	все дело в том	1	1
54	у нас еще не	1	1
55	не сам по себе	1	1
56	одно и то же	1	1
57	по крайней мере в	2	1
58	и во многих других	1	1
59	которое мы находим в	1	1
60	и с другой стороны	1	1
61	можно ли сказать что	3	1
62	можно было бы в	1	1
63	дело в том что	3	1
64	уже по одному тому	1	1
65	и не может быть	1	1
66	не то что мы	1	1
67	так или иначе но	1	1
68	т п тем не	1	1
69	в то или иное	1	1
70	является то обстоятельство что	1	1
71	вовсе не то что	1	1
72	что бы то ни	2	1
73	в то время как	2	1
74	указание на то что	1	1
75	судить по тому что	1	1
76	в связи с этим	2	1
77	также и то что	2	1
78	а может быть и	2	1
79	которая как раз и	1	1
80	в данный момент в	1	1
81	которые лежат в основе	1	1
82	что же касается истории	1	1
83	о том что в	1	1
84	не принимая во внимание	1	1
85	свидетельствует о том что	3	1
86	для того чтобы мы	1	1
87	и в другом случае	1	1
88	так как он будет	1	1
89	можно только тогда когда	1	1
90	сводится к тому что	1	1
91	вопросом о том как	1	1
92	и в каком-то смысле	1	1
93	только после всего этого	1	1
94	в этом случае он	1	1
95	в том или ином	1	1
96	свой смысл и свое	1	1
97	мы имеем в виду	1	1
98	и в том и	1	1
99	несмотря на то что	1	1
100	но все дело в	1	1
101	что же такое этот	1	1
102	в литературе и искусстве	3	1
103	хотелось бы обратить внимание	1	1
104	и с точки зрения	1	1
105	по одному тому что	1	1
106	в этом последнем случае	1	1
107	д и т п	1	1
108	вообще и в частности	1	1
109	если бы не было	3	1
110	бы то ни стало	2	1
111	во всех этих случаях	1	1
112	и т д все	1	1
113	и т п тем	1	1
114	т д все это	1	1
115	и в этом отношении	1	1
116	о которой мы говорили	1	1
117	во что бы то	2	1
118	еще и потому что	1	1
119	как мы видели выше	1	1
120	что же это за	1	1
121	есть не что иное	5	1
