N	2gram	Propp_Isto	KFilosof
1	может быть	31	45
2	в его	16	42
3	в нем	10	32
4	не может	10	29
5	и не	19	28
6	и в	44	28
7	по отношению	2	26
8	в котором	2	24
9	не есть	1	22
10	отношению к	2	22
11	в себе	1	21
12	только в	8	18
13	и его	15	18
14	в своем	3	17
15	в ее	4	17
16	а не	5	17
17	в этом	20	15
18	для него	2	13
19	не в	11	13
20	точки зрения	3	13
21	к нему	5	12
22	ни в	2	12
23	но не	8	12
24	и это	5	12
25	в своей	3	11
26	все эти	11	11
27	во всех	3	11
28	из себя	4	11
29	все это	4	10
30	это не	8	10
31	с точки	1	10
32	и есть	3	10
33	от себя	2	10
34	и для	3	10
35	в целом	4	10
36	в их	1	9
37	и все	4	9
38	но и	16	9
39	как бы	4	9
40	не было	2	8
41	если бы	5	8
42	быть только	1	8
43	в мире	1	8
44	со стороны	6	8
45	было бы	2	8
46	лишь в	2	8
47	в себя	3	8
48	жизни и	4	8
49	себя в	6	8
50	во всем	4	7
51	и здесь	12	7
52	со мной	1	7
53	этот момент	2	7
54	что и	11	7
55	должен быть	2	7
56	вовсе не	6	7
57	уже не	14	7
58	совершенно не	2	7
59	то что	16	7
60	конечно не	1	7
61	на основе	1	7
62	момент в	1	7
63	и только	1	7
64	отнюдь не	1	7
65	ее и	3	6
66	мир как	1	6
67	но все	8	6
68	но эта	2	6
69	я не	1	6
70	не имеет	4	6
71	и я	1	6
72	ко мне	1	6
73	смысл и	1	6
74	в том	13	6
75	и действительно	6	6
76	отношение к	3	6
77	место в	1	6
78	он не	5	6
79	но это	10	6
80	проникает в	1	5
81	от его	1	5
82	со всем	1	5
83	то же	9	5
84	мы имеем	22	5
85	не только	17	5
86	с ним	9	5
87	но как	2	5
88	его в	17	5
89	не знает	1	5
90	в основе	3	5
91	но в	7	5
92	как и	12	5
93	все же	17	5
94	еще не	16	5
95	хотя бы	2	5
96	в одном	2	5
97	а в	9	5
98	его как	1	5
99	там где	11	5
100	никогда не	5	5
101	что в	18	4
102	все попытки	1	4
103	должна быть	3	4
104	при этом	4	4
105	что это	8	4
106	о нем	3	4
107	не как	5	4
108	для нас	6	4
109	прежде всего	7	4
110	в своих	4	4
111	места в	1	4
112	нет в	2	4
113	с ними	4	4
114	мира и	2	4
115	том что	12	4
116	в каком	1	4
117	могло бы	1	4
118	и жизни	1	4
119	входит в	5	4
120	только как	1	4
121	во всей	1	4
122	не по	3	4
123	между тем	1	4
124	здесь мы	7	4
125	ценности и	1	4
126	тем самым	2	4
127	к ним	2	4
128	быть в	1	4
129	из него	3	4
130	меня не	2	4
131	от него	2	3
132	и может	2	3
133	та же	2	3
134	и на	11	3
135	здесь нет	3	3
136	и пр	6	3
137	мы не	6	3
138	был бы	1	3
139	ним и	2	3
140	тогда когда	3	3
141	для которой	1	3
142	того что	3	3
143	где он	1	3
144	и этим	6	3
145	на самом	1	3
146	ясно что	5	3
147	а все	1	3
148	в виду	1	3
149	и тот	1	3
150	самом деле	2	3
151	в некотором	2	3
152	тем что	12	3
153	но для	4	3
154	людей и	2	3
155	меня в	4	3
156	стороны в	1	3
157	что этот	5	3
158	не дает	2	3
159	не изнутри	1	3
160	не менее	6	3
161	по своему	1	3
162	здесь не	3	3
163	может дать	1	3
164	войти в	1	3
165	себе и	2	3
166	в момент	1	3
167	это и	3	3
168	того или	1	3
169	ясно и	1	3
170	что не	3	3
171	не могу	1	3
172	но здесь	1	3
173	когда я	1	3
174	в свою	3	3
175	и ни	1	3
176	в другом	2	3
177	для того	3	3
178	в ней	8	3
179	быть и	1	3
180	в современной	1	3
181	его действительно	1	3
182	от того	1	3
183	я буду	1	3
184	человека и	2	3
185	на своем	1	3
186	с человеком	2	3
187	мы здесь	4	3
188	нем и	3	3
189	из его	2	3
190	только с	1	3
191	могут быть	9	3
192	о том	11	3
193	области и	1	3
194	в то	5	3
195	независимо от	1	3
196	всех этих	2	3
197	тот же	1	3
198	и тем	7	3
199	ничего не	4	3
200	меня и	1	3
201	были бы	1	2
202	как к	1	2
203	и эти	1	2
204	действительно ли	1	2
205	знать что	1	2
206	один из	6	2
207	вступить в	1	2
208	и мы	3	2
209	ему в	3	2
210	и конечно	1	2
211	чтобы быть	1	2
212	его с	3	2
213	случае мы	2	2
214	смысле в	1	2
215	одна и	2	2
216	тому что	1	2
217	а это	1	2
218	чтобы стать	1	2
219	единства и	1	2
220	это уже	2	2
221	тем не	6	2
222	так и	9	2
223	из которых	7	2
224	и то	5	2
225	в качестве	13	2
226	и свой	1	2
227	нами в	1	2
228	этих предметов	2	2
229	и когда	1	2
230	сводится к	1	2
231	по себе	2	2
232	и смысл	1	2
233	в виде	13	2
234	оно не	1	2
235	к историческому	1	2
236	не потому	5	2
237	если не	4	2
238	он имеет	4	2
239	он может	4	2
240	из нее	2	2
241	в сознании	1	2
242	что за	2	2
243	вокруг него	3	2
244	в ту	1	2
245	в процессе	1	2
246	в жизни	1	2
247	смысле и	1	2
248	с тем	9	2
249	его на	5	2
250	и как	5	2
251	что он	29	2
252	в соответствии	1	2
253	и она	3	2
254	предмет и	1	2
255	себя как	1	2
256	чтобы дать	1	2
257	как в	11	2
258	на первом	2	2
259	во главе	1	2
260	от этого	6	2
261	если я	1	2
262	есть на	2	2
263	это было	2	2
264	под ним	1	2
265	в это	3	2
266	ли это	2	2
267	не нужно	1	2
268	ничего общего	1	2
269	можно и	1	2
270	для выражения	1	2
271	или как	3	2
272	вошли в	1	2
273	все они	1	2
274	этого слова	1	2
275	к этому	5	2
276	и потому	2	2
277	ни к	1	2
278	его и	2	2
279	может иметь	2	2
280	ведь это	1	2
281	а с	2	2
282	в данном	3	2
283	и других	5	2
284	он ни	1	2
285	вопрос о	5	2
286	ни у	1	2
287	которой он	2	2
288	она не	7	2
289	она могла	1	2
290	потому что	18	2
291	того чтобы	3	2
292	совсем не	1	2
293	быть не	1	2
294	с этого	2	2
295	дело не	1	2
296	к себе	3	2
297	не будет	1	2
298	в него	5	2
299	именно на	2	2
300	на нем	3	2
301	а по	3	2
302	знает и	2	2
303	что эта	2	2
304	для этого	3	2
305	всех других	1	2
306	мы получим	1	2
307	этот факт	1	2
308	же время	1	2
309	к которой	1	2
310	изнутри в	1	2
311	думать что	2	2
312	только это	1	2
313	или иное	2	2
314	пространства и	1	2
315	себя за	1	2
316	но этот	1	2
317	основе своей	1	2
318	это только	2	2
319	имеем в	2	2
320	в этой	5	2
321	соответствии с	1	2
322	его изнутри	2	2
323	нем не	1	2
324	него и	6	2
325	есть категория	1	2
326	всякий предмет	1	2
327	но есть	4	2
328	что есть	2	2
329	ее как	1	2
330	но нет	1	2
331	все остальные	1	2
332	только по	1	2
333	это можно	1	2
334	слова в	1	2
335	или иной	1	2
336	с его	3	2
337	в области	1	2
338	его к	3	2
339	как предмет	1	2
340	а как	3	2
341	то или	2	2
342	и ее	1	2
343	едва ли	1	2
344	и значении	1	1
345	в самом	1	1
346	и к	3	1
347	мире и	1	1
348	на почве	1	1
349	они имеют	1	1
350	именно к	1	1
351	утверждать что	2	1
352	чтобы приобщиться	1	1
353	или просто	2	1
354	влечет за	1	1
355	смерть и	2	1
356	во втором	1	1
357	все что	5	1
358	как это	5	1
359	образом и	1	1
360	мы видим	12	1
361	до сих	7	1
362	здесь на	1	1
363	и он	9	1
364	и всякий	1	1
365	остается совершенно	1	1
366	что кто-то	1	1
367	вне себя	1	1
368	так как	19	1
369	одном случае	2	1
370	в последнем	2	1
371	как таковой	1	1
372	менее в	1	1
373	же и	1	1
374	как с	1	1
375	он стремится	1	1
376	изнутри и	2	1
377	живого и	1	1
378	как последние	1	1
379	и попытка	1	1
380	только что	3	1
381	такова же	2	1
382	она остается	1	1
383	быть признаны	1	1
384	переходит в	1	1
385	зависит от	4	1
386	к определенной	1	1
387	таком положении	1	1
388	все люди	2	1
389	на том	5	1
390	не за	1	1
391	живет в	6	1
392	его поступок	1	1
393	она в	2	1
394	во власти	2	1
395	мог бы	2	1
396	оно было	1	1
397	что уже	1	1
398	человека за	2	1
399	предположение что	3	1
400	сам начинает	2	1
401	не будем	6	1
402	а тот	2	1
403	это лишь	1	1
404	нет места	1	1
405	в предыдущем	1	1
406	несмотря на	3	1
407	другого человека	1	1
408	нечто подобное	1	1
409	только этот	1	1
410	есть просто	1	1
411	которых он	1	1
412	впрочем в	1	1
413	и наконец	2	1
414	или с	1	1
415	его сила	1	1
416	он начинает	1	1
417	не своей	1	1
418	в определенных	1	1
419	художественного творчества	1	1
420	это значит	2	1
421	относятся к	1	1
422	хотя и	1	1
423	его но	1	1
424	особенно часто	1	1
425	ни на	1	1
426	или нет	1	1
427	и из	3	1
428	высоко над	1	1
429	его он	1	1
430	в литературе	1	1
431	ее в	8	1
432	а затем	7	1
433	находятся в	2	1
434	человек все	1	1
435	и через	1	1
436	можно сказать	2	1
437	имеет только	1	1
438	всего мы	1	1
439	а есть	1	1
440	одно из	3	1
441	притом не	1	1
442	закон это	1	1
443	это слово	1	1
444	же не	1	1
445	в результате	1	1
446	здесь в	1	1
447	этого момента	1	1
448	только за	1	1
449	мы возьмем	1	1
450	это дерево	1	1
451	уже нет	3	1
452	смысле этого	1	1
453	да это	1	1
454	развития оно	1	1
455	противоречие с	1	1
456	знания в	1	1
457	в движение	1	1
458	с собой	6	1
459	основана на	2	1
460	него нет	1	1
461	между жизнью	1	1
462	ибо оно	1	1
463	падает в	1	1
464	функции в	1	1
465	не путем	1	1
466	нас от	1	1
467	только он	1	1
468	связь с	20	1
469	чем в	1	1
470	их не	3	1
471	него в	2	1
472	в зависимости	1	1
473	неотделим от	1	1
474	и даже	4	1
475	к его	2	1
476	но он	2	1
477	образом в	3	1
478	до этого	3	1
479	в которой	4	1
480	или в	7	1
481	а за	1	1
482	этому может	1	1
483	трудно бывает	1	1
484	этого не	2	1
485	и с	8	1
486	как этот	1	1
487	человек а	1	1
488	с ней	2	1
489	равно как	1	1
490	это положение	1	1
491	с целью	2	1
492	свой смысл	1	1
493	за волосы	1	1
494	проходя через	1	1
495	всем что	2	1
496	имеем и	4	1
497	и начало	1	1
498	а то	1	1
499	быть определены	1	1
500	на месте	1	1
501	и требует	3	1
502	нужно думать	1	1
503	превращается в	10	1
504	себя из	1	1
505	совершенно правильно	1	1
506	здесь же	2	1
507	если он	2	1
508	между прочим	2	1
509	тем же	1	1
510	то все	1	1
511	об отдельных	1	1
512	как о	1	1
513	один момент	1	1
514	им и	2	1
515	их в	7	1
516	и также	1	1
517	а именно	8	1
518	именно герой	1	1
519	выйти из	1	1
520	здесь дело	1	1
521	эта функция	1	1
522	и так	1	1
523	вместе с	26	1
524	совершенствуются орудия	1	1
525	образом я	1	1
526	на этом	5	1
527	в этих	7	1
528	его все	1	1
529	никто не	4	1
530	есть только	1	1
531	и этих	1	1
532	не знать	1	1
533	они не	5	1
534	обряд как	1	1
535	мы только	1	1
536	приводит к	2	1
537	на все	2	1
538	предмета и	1	1
539	его что	2	1
540	землю и	2	1
541	смысл но	1	1
542	уже давно	3	1
543	вообще есть	1	1
544	который не	1	1
545	в иной	12	1
546	между ними	2	1
547	зависимости от	1	1
548	том смысле	2	1
549	но уже	5	1
550	мир и	1	1
551	на его	1	1
552	на границе	1	1
553	а только	1	1
554	вследствие чего	1	1
555	об этом	6	1
556	много и	1	1
557	она и	2	1
558	а он	1	1
559	и таким	2	1
560	и смерть	2	1
561	целого и	1	1
562	было ни	1	1
563	условия и	1	1
564	к тому	1	1
565	в одной	5	1
566	сих пор	7	1
567	особенно в	2	1
568	ее уже	1	1
569	богом но	1	1
570	к той	1	1
571	бы ни	1	1
572	не был	1	1
573	смерти и	3	1
574	только для	1	1
575	специфическая особенность	1	1
576	с этим	7	1
577	но оно	3	1
578	где и	1	1
579	что эти	1	1
580	в мою	1	1
581	остается в	1	1
582	нет ничего	1	1
583	перестает быть	1	1
584	можно в	2	1
585	должен был	1	1
586	во всяком	1	1
587	здесь как	3	1
588	к потере	1	1
589	два мира	1	1
590	категории а	1	1
591	мы можем	6	1
592	не является	1	1
593	но с	1	1
594	книге о	1	1
595	жива и	1	1
596	же я	1	1
597	небо в	1	1
598	на задний	3	1
599	что мы	4	1
600	в последней	1	1
601	значит что	2	1
602	не исключительно	1	1
603	не имеют	2	1
604	и видит	2	1
605	место это	1	1
606	более чем	1	1
607	мы уже	6	1
608	вне поля	1	1
609	представление что	4	1
610	во все	1	1
611	на некоторых	1	1
612	другими словами	4	1
613	можно установить	1	1
614	но при	2	1
615	все наше	1	1
616	всяком случае	1	1
617	мы его	1	1
618	его не	3	1
619	ни один	1	1
620	нем в	1	1
621	выходит из	2	1
622	не тот	1	1
623	нет но	1	1
624	также и	2	1
625	ту же	2	1
626	но эти	4	1
627	быть единственным	1	1
628	но ему	1	1
629	и затем	2	1
630	у меня	1	1
631	мир так	1	1
632	является и	4	1
633	и другой	1	1
634	он находится	1	1
635	котором этот	1	1
636	и оно	2	1
637	эта картина	1	1
638	пока я	1	1
639	из их	1	1
640	а через	2	1
641	в этот	2	1
642	и чтобы	1	1
643	мы должны	7	1
644	мы наблюдали	1	1
645	вообще как	1	1
646	поэтому мы	1	1
647	в искусстве	1	1
648	остается только	1	1
649	и имеет	1	1
650	и уже	2	1
651	с которой	1	1
652	когда он	7	1
653	только тогда	4	1
654	можно сделать	1	1
655	не могло	2	1
656	только на	2	1
657	должны быть	2	1
658	в которую	2	1
659	он должен	2	1
660	в противоречие	1	1
661	за собой	5	1
662	пор не	1	1
663	мотива мы	1	1
664	в различных	3	1
665	иной мир	11	1
666	каждый раз	1	1
667	в форме	5	1
668	него с	1	1
669	ним как	1	1
670	же самое	1	1
671	где же	1	1
672	этого факта	1	1
673	главным образом	2	1
674	имеем здесь	3	1
675	ней то	1	1
676	мир а	1	1
