N	3gram	Losev_Prob	Myslijsy
1	в том что	7	47
2	не может быть	5	19
3	тем не менее	25	18
4	только тогда когда	4	17
5	по крайней мере	8	17
6	и т д	12	15
7	сам по себе	7	14
8	само по себе	1	14
9	а между тем	1	13
10	от того что	1	13
11	в то же	4	13
12	более или менее	7	12
13	с другой стороны	7	12
14	и в этом	5	12
15	до сих пор	6	12
16	только в том	4	12
17	во всяком случае	11	12
18	для того чтобы	9	11
19	сами по себе	5	11
20	а в том	1	11
21	и т п	1	11
22	подобно тому как	2	11
23	в то время	2	10
24	но тем не	1	10
25	с одной стороны	4	10
26	в таком случае	14	9
27	одного и того	2	9
28	и того же	2	9
29	потому что не	1	9
30	то и другое	3	9
31	на то что	12	9
32	но и в	3	9
33	о том что	16	9
34	до тех пор	4	9
35	не могут быть	1	9
36	то есть не	1	8
37	так и в	2	8
38	вместе с тем	2	8
39	до такой степени	1	8
40	на самом деле	6	8
41	только потому что	3	8
42	в этом случае	6	8
43	с тем что	2	8
44	в этом смысле	8	7
45	и то же	1	7
46	не только не	4	7
47	сама по себе	6	7
48	и в том	1	7
49	с точки зрения	3	7
50	как и в	1	7
51	можно сказать что	6	7
52	и той же	1	7
53	одно и то	1	7
54	одной и той	1	7
55	не только в	3	7
56	и как бы	2	6
57	друг от друга	1	6
58	может быть только	2	6
59	то же самое	9	6
60	то что мы	11	6
61	то тем самым	1	6
62	и может быть	1	6
63	в одно время	1	6
64	с самого начала	2	6
65	не было бы	1	6
66	тем и другим	2	5
67	в том случае	2	5
68	таким образом что	2	5
69	между тем как	1	5
70	в языке и	4	5
71	к тому что	1	5
72	не то что	2	5
73	что в языке	1	5
74	в одно целое	2	5
75	то что в	4	5
76	таким образом в	1	5
77	в сравнении с	1	5
78	и то что	9	5
79	если бы не	3	5
80	мы не знаем	1	4
81	и тот же	1	4
82	в том же	1	4
83	в собственном смысле	1	4
84	или лучше сказать	1	4
85	в данном случае	10	4
86	между тем и	1	4
87	в том и	1	4
88	или по крайней	4	4
89	и тем же	2	4
90	в живой речи	1	4
91	в том чтобы	1	4
92	один и тот	1	4
93	и в самом	2	4
94	и притом не	1	4
95	что не только	1	4
96	субъекта и объекта	1	4
97	не что иное	5	4
98	одним и тем	2	4
99	в языке есть	1	4
100	дело в том	3	4
101	далеко не все	1	4
102	тем же словом	1	4
103	так что в	1	4
104	не есть ни	8	4
105	и что в	2	4
106	что иное как	5	4
107	в этом отношении	2	4
108	вопрос о том	2	4
109	обратить внимание на	1	4
110	то время как	2	4
111	это было бы	2	4
112	точно так же	7	3
113	одной стороны и	2	3
114	до известной степени	1	3
115	потому что оно	2	3
116	хотя бы и	3	3
117	говоря уже о	5	3
118	потому что для	1	3
119	то есть в	6	3
120	это не значит	1	3
121	так или иначе	7	3
122	возможно только в	1	3
123	ничего общего с	9	3
124	если бы в	1	3
125	если бы мы	1	3
126	и тем самым	4	3
127	а потому что	1	3
128	по себе и	2	3
129	а не в	1	3
130	в связи с	7	3
131	бы то ни	2	3
132	потому что и	1	3
133	но это не	1	3
134	и это есть	1	3
135	между собою и	1	3
136	представим себе что	2	3
137	в сознании и	2	3
138	заключается в том	2	3
139	того что мы	2	3
140	не есть только	5	3
141	внимание на то	2	3
142	именно то что	4	3
143	когда мы говорим	2	3
144	есть одно из	1	3
145	слова то есть	2	3
146	не говоря уже	6	3
147	можно было бы	4	3
148	есть то что	1	3
149	на первый взгляд	2	3
150	а так как	1	3
151	что же касается	3	3
152	нам кажется что	1	3
153	оно не имеет	1	2
154	самих по себе	1	2
155	а может быть	3	2
156	что у нас	1	2
157	имеет значение не	1	2
158	во многих других	1	2
159	о которой мы	1	2
160	том что это	2	2
161	но вместе с	1	2
162	о том как	2	2
163	в себе все	2	2
164	то есть если	1	2
165	и многие другие	2	2
166	чтобы понять что	1	2
167	не менее они	1	2
168	если же мы	1	2
169	у нас в	1	2
170	и во всех	1	2
171	только по тому	1	2
172	бы не было	3	2
173	и не имеет	1	2
174	и во многих	2	2
175	друг на друга	1	2
176	по тому что	1	2
177	только при помощи	1	2
178	то что она	1	2
179	было бы мало	2	2
180	с такой точки	1	2
181	того что в	1	2
182	уже с самого	2	2
183	хотя бы даже	2	2
184	что в нем	4	2
185	есть прежде всего	3	2
186	только один из	1	2
187	даже и в	3	2
188	не было и	1	2
189	в каждом отдельном	1	2
190	то или другое	1	2
191	и в других	3	2
192	идеи и образа	1	2
193	в действительности не	1	2
194	из них не	1	2
195	тем самым и	1	2
196	нельзя сказать что	2	2
197	в данное время	2	2
198	видно что в	1	2
199	но все же	1	2
200	для кого не	1	2
201	только то что	6	2
202	это значит что	3	2
203	тем самым мы	2	2
204	в целом и	1	2
205	в буквальном смысле	3	2
206	имея в виду	1	2
207	так же и	4	2
208	не существует и	1	2
209	уже о том	1	2
210	ни для кого	1	2
211	и не может	1	2
212	мы имеем дело	1	2
213	в этом последнем	1	2
214	том случае когда	1	2
215	может и не	1	2
216	в этих случаях	3	2
217	в этих словах	1	2
218	друг к другу	2	2
219	для нас не	1	2
220	и потому что	1	2
221	мы видели выше	1	2
222	тем что в	2	2
223	не только от	1	2
224	мы говорим что	2	2
225	не есть нечто	1	2
226	что в душе	1	2
227	и в отношении	1	2
228	не потому что	2	2
229	не имел бы	1	2
230	в некоторых случаях	1	2
231	к тому чтобы	1	2
232	а следовательно и	1	2
233	в таких случаях	2	2
234	того и другого	1	2
235	и тем более	2	2
236	имеет значение только	1	2
237	то есть по	3	2
238	но никак не	2	2
239	в себе не	3	2
240	мы выше называли	1	2
241	не во всех	2	2
242	что человек есть	1	2
243	так же как	2	2
244	то что язык	1	2
245	независимо от нашего	1	2
246	как мы видели	1	2
247	что все эти	1	2
248	всяком случае не	1	2
249	можно было говорить	2	2
250	не может обойтись	1	2
251	в логике но	1	2
252	по тому как	1	2
253	и независимо от	2	2
254	будет ли она	1	2
255	мы при этом	1	2
256	том случае если	1	2
257	дает нам право	1	2
258	же самое нужно	2	2
259	мы могли бы	1	2
260	и не только	1	2
261	собственно говоря только	1	1
262	мы выше говорили	1	1
263	но то что	1	1
264	прежде всего для	1	1
265	то что на	1	1
266	в самом деле	4	1
267	но мы и	1	1
268	и всякая наука	1	1
269	имеет ничего общего	4	1
270	оно не было	1	1
271	ведь мы же	1	1
272	не может прийти	1	1
273	потому что эта	1	1
274	все эти движения	1	1
275	языка язык это	1	1
276	о котором мы	1	1
277	мысль о предмете	1	1
278	вовсе не то	2	1
279	том что все	1	1
280	это должно быть	1	1
281	чем перейти к	2	1
282	это последнее может	1	1
283	в других случаях	2	1
284	но всегда в	1	1
285	со стороны их	1	1
286	том как он	1	1
287	все это в	1	1
288	то что общее	1	1
289	не только потому	1	1
290	указывает на то	3	1
291	значения то есть	1	1
292	и находится в	1	1
293	предмета с другой	1	1
294	и в этих	1	1
295	не менее совершенно	1	1
296	что слово есть	1	1
297	то что он	3	1
298	но для такого	1	1
299	нечто другое что	1	1
300	на что они	1	1
301	как же это	2	1
302	во всех этих	2	1
303	на том что	3	1
304	том что самый	1	1
305	более глубокое и	1	1
306	и в первом	1	1
307	один из них	1	1
308	более сложное чем	1	1
309	здесь не только	2	1
310	том что такое	1	1
311	при этом что	1	1
312	что все это	1	1
313	о которых мы	2	1
314	того или другого	2	1
315	есть не только	1	1
316	д и т	3	1
317	и со стороны	1	1
318	и без которой	1	1
319	но уже и	1	1
320	она есть уже	1	1
321	должно быть существенным	1	1
322	и не подозревает	1	1
323	помнить что в	1	1
324	говорить и о	1	1
325	во всех отношениях	1	1
