N	3gram	Vygotskiy_	KulturaY
1	и т п	23	93
2	и т д	10	42
3	для того чтобы	11	38
4	с точки зрения	12	36
5	в том что	21	33
6	в самом деле	13	29
7	можно было бы	2	25
8	тем не менее	6	19
9	во всяком случае	7	19
10	с другой стороны	7	17
11	в зависимости от	6	16
12	в русском языке	3	15
13	до сих пор	8	14
14	в том чтобы	9	14
15	по крайней мере	1	13
16	только потому что	2	13
17	в связи с	2	12
18	и в самом	3	11
19	не может быть	14	11
20	в этом отношении	7	11
21	в этом смысле	3	10
22	о том что	9	10
23	вместе с тем	3	9
24	того или иного	1	9
25	не в том	7	8
26	само по себе	8	8
27	на самом деле	6	8
28	не только в	1	8
29	тех пор пока	2	7
30	мере в какой	1	7
31	в той мере	1	7
32	той мере в	1	7
33	в том случае	3	7
34	до тех пор	2	7
35	а с другой	1	7
36	в свою очередь	3	7
37	и тем не	2	7
38	только в том	4	7
39	с одной стороны	6	7
40	после того как	1	7
41	в отличие от	4	6
42	к тому же	1	6
43	то же время	2	6
44	только тогда когда	4	6
45	этой точки зрения	7	6
46	было бы сказать	1	6
47	в то же	2	6
48	т п но	1	6
49	в свое время	1	6
50	то или иное	2	5
51	дело не в	1	5
52	с этой точки	5	5
53	так и в	2	5
54	потому что он	2	5
55	речь идет о	1	5
56	более или менее	3	5
57	в данном случае	1	5
58	т п все	2	5
59	и в этом	1	5
60	что же касается	1	5
61	не потому что	2	5
62	т п в	2	5
63	на этот вопрос	1	5
64	в конечном счете	6	4
65	д и т	1	4
66	потому что как	1	4
67	что все эти	1	4
68	сам по себе	4	4
69	том что он	2	4
70	в первом случае	1	4
71	смысле этого слова	2	4
72	и того же	1	4
73	а в том	2	4
74	к тому что	2	4
75	состоит в том	3	4
76	одного и того	1	4
77	в том и	4	4
78	т д и	1	4
79	на то что	12	4
80	бы сказать что	1	4
81	заключается в том	13	4
82	только то что	2	4
83	точно так же	6	4
84	зависимости от того	1	4
85	так же как	8	4
86	в этой области	3	4
87	и в области	1	4
88	о том как	1	3
89	чтобы понять что	1	3
90	но для того	1	3
91	в таком случае	3	3
92	силу того что	3	3
93	совершенно ясно что	16	3
94	в конце концов	6	3
95	в наши дни	1	3
96	вместо того чтобы	1	3
97	и вместе с	1	3
98	тех или иных	2	3
99	точки зрения в	1	3
100	есть вместе с	1	3
101	мы приходим к	1	3
102	с тем что	2	3
103	в известном смысле	1	3
104	точки зрения на	1	3
105	что целый ряд	1	3
106	не то что	1	3
107	те или иные	1	3
108	в тех случаях	1	3
109	том случае когда	1	3
110	сама по себе	2	3
111	в силу того	3	3
112	от того что	2	3
113	легко убедиться что	1	3
114	в том смысле	1	3
115	ни в какой	3	3
116	мы увидим что	2	3
117	т п так	1	3
118	ясно что в	1	3
119	к тому чтобы	3	3
120	и если мы	2	3
121	на точку зрения	1	3
122	в настоящее время	2	3
123	в то время	6	3
124	уже не может	1	3
125	у нас есть	1	3
126	тот же звук	1	3
127	может быть предметом	1	3
128	при этом что	1	3
129	что и в	5	3
130	именно в силу	1	3
131	с тем чтобы	2	3
132	и в той	1	3
133	принять во внимание	2	3
134	не могут быть	2	3
135	тогда когда он	1	3
136	том случае если	2	3
137	после того что	1	3
138	в какой мере	3	3
139	что он не	1	2
140	в вопросе о	1	2
141	а может быть	1	2
142	как увидим ниже	1	2
143	ни на минуту	1	2
144	ни в каком	1	2
145	в применении к	2	2
146	том смысле что	1	2
147	а следовательно и	1	2
148	можно себе представить	1	2
149	только о том	2	2
150	того чтобы дать	1	2
151	того что они	2	2
152	несмотря на то	2	2
153	и в таком	1	2
154	у нас в	1	2
