N	3gram	Vygotskiy_	VerxiiNi
1	вместе с тем	5	8
2	с одной стороны	14	7
3	с точки зрения	34	6
4	во всяком случае	5	6
5	друг с другом	6	5
6	по крайней мере	1	5
7	а с другой	6	5
8	до сих пор	4	5
9	для того чтобы	19	5
10	в том числе	3	5
11	том числе и	3	4
12	и вместе с	1	4
13	с тем чтобы	1	4
14	но все же	1	4
15	о том что	10	4
16	к тому же	1	4
17	в том что	30	3
18	в конце концов	1	3
19	и таким образом	2	3
20	так же как	6	3
21	в связи с	3	3
22	точно так же	2	3
23	тем не менее	1	3
24	он не имеет	1	2
25	и потому что	2	2
26	той или иной	2	2
27	с тем и	1	2
28	еще только в	1	2
29	самых древних времен	1	2
30	между этими двумя	2	2
31	то что он	2	2
32	на то что	9	2
33	с самого начала	9	2
34	но вместе с	5	2
35	то ни было	1	2
36	этой точки зрения	2	2
37	заключает в себе	1	2
38	то же самое	4	2
39	по сравнению с	9	2
40	можно сказать что	5	2
41	бы то ни	1	2
42	в этом отношении	6	2
43	то же время	2	2
44	в том виде	1	2
45	в то же	2	2
46	том виде в	1	2
47	влечет за собой	2	2
48	с этой точки	1	2
49	друг на друга	1	2
50	но все это	1	2
51	таким образом если	1	2
52	и в этом	1	2
53	вместе с другими	1	1
54	мы видели что	4	1
55	но и как	1	1
56	исследований в области	1	1
57	на каждом шагу	2	1
58	мы видели выше	1	1
59	у него в	1	1
60	в силу этого	4	1
61	точки зрения того	1	1
62	точки зрения а	1	1
63	может показаться что	1	1
64	потому что в	1	1
65	не потому что	2	1
66	все более и	3	1
67	именно потому что	1	1
68	хотя бы с	1	1
69	в свою очередь	3	1
70	в одном и	1	1
71	показаться что учение	1	1
72	и тот же	1	1
73	не только не	2	1
74	все эти черты	1	1
75	только в силу	1	1
76	иметь в виду	1	1
77	что мы можем	1	1
78	смысле этого слова	6	1
79	а вместе с	2	1
80	в течение приблизительно	1	1
81	причиной и следствием	1	1
82	и том же	1	1
83	что это есть	1	1
84	речь идет о	4	1
85	этого в самом	1	1
86	в этой области	1	1
87	но для этого	1	1
88	тем что в	1	1
89	в соответствии с	1	1
90	все что мы	3	1
91	и только в	1	1
92	первого взгляда может	1	1
93	не может быть	8	1
94	с первого взгляда	1	1
95	по отношению к	11	1
96	и в то	1	1
97	точки зрения то	1	1
98	в данном случае	5	1
99	которой не было	1	1
100	мы имеем в	1	1
101	не только от	1	1
102	не указывает на	1	1
103	в отличие от	3	1
104	и никогда не	1	1
105	что в этой	1	1
106	однако несмотря на	2	1
107	и не могут	1	1
108	и от слова	1	1
109	виде в каком	2	1
110	после того как	1	1
111	не имеет никакого	1	1
112	в первую очередь	3	1
113	но и от	1	1
114	в качестве таких	1	1
115	что в этом	1	1
116	один и тот	1	1
117	не может не	1	1
118	имеем в виду	1	1
119	с тем что	1	1
120	представить себе связь	2	1
121	в связь с	1	1
122	которые могли бы	1	1
123	с другой с	1	1
124	психологической точки зрения	1	1
125	на этот раз	1	1
126	в самом деле	5	1
127	или по крайней	1	1
128	тот факт что	1	1
129	в общих чертах	1	1
130	каждая из этих	1	1
131	в одном из	2	1
132	что даже в	2	1
133	но и потому	1	1
134	указывает на то	3	1
135	а следовательно и	1	1
136	чем именно заключается	1	1
137	лишь постольку поскольку	2	1
138	в этом процессе	1	1
139	представление о мире	1	1
140	состоит в том	4	1
141	совершенно так же	1	1
142	несмотря на все	1	1
143	только то что	2	1
144	что мы знаем	3	1
145	и что она	1	1
146	в чем именно	1	1
147	с другой стороны	10	1
148	не к одному	1	1
149	тем и другим	2	1
150	человека и в	1	1
151	с психологической точки	1	1
152	по всей вероятности	1	1
153	мы уже говорили	3	1
154	но тем не	1	1
155	о том как	1	1
156	не в том	1	1
157	одном и том	1	1
158	что самый термин	1	1
159	того что оно	1	1
160	в то время	5	1
161	только тогда когда	4	1
162	и т.д то	1	1
163	дела не могло	1	1
164	более и более	3	1
165	не только как	1	1
166	еще на одном	1	1
167	в силу этой	1	1
168	в себе две	1	1
169	все эти особенности	1	1
170	в этом последнем	1	1
171	в которых он	1	1
172	ибо он не	1	1
173	друг к другу	2	1
