N	3gram	Propp_Isto	VerxiiNi
1	вместе с тем	7	8
2	с одной стороны	7	7
3	с точки зрения	1	6
4	во всяком случае	1	6
5	друг с другом	2	5
6	до сих пор	7	5
7	для того чтобы	3	5
8	в том числе	3	5
9	том числе и	2	4
10	и вместе с	3	4
11	но все же	6	4
12	о том что	5	4
13	в том что	4	3
14	и таким образом	2	3
15	так же как	10	3
16	главным образом в	1	3
17	в связи с	6	3
18	точно так же	3	3
19	тем не менее	6	3
20	ничего общего с	1	2
21	и потому что	1	2
22	и связанные с	1	2
23	не только для	1	2
24	то что он	2	2
25	на то что	3	2
26	на пути к	1	2
27	таким образом в	2	2
28	с самого начала	1	2
29	после его смерти	1	2
30	то или иное	1	2
31	но вместе с	4	2
32	есть как бы	1	2
33	этой точки зрения	2	2
34	мы должны признать	1	2
35	то же самое	1	2
36	по сравнению с	1	2
37	можно сказать что	1	2
38	то же время	1	2
39	в то же	1	2
40	влечет за собой	1	2
41	с этой точки	2	2
42	но и для	1	2
43	друг на друга	1	2
44	может быть и	1	2
45	вместе с другими	1	1
46	мы видели что	2	1
47	должны прежде всего	1	1
48	и в индии	1	1
49	так и в	2	1
50	что и у	1	1
51	мы видели выше	1	1
52	к тем же	1	1
53	но при этом	1	1
54	и только тогда	1	1
55	что здесь имеется	1	1
56	сих пор не	1	1
57	с представлением о	4	1
58	не к этому	1	1
59	потому что в	1	1
60	не потому что	2	1
61	вместе с верой	1	1
62	есть ли это	1	1
63	в свою очередь	1	1
64	с этим и	1	1
65	к этому источнику	1	1
66	в индии в	3	1
67	иметь в виду	1	1
68	и в китае	1	1
69	смысле этого слова	1	1
70	речь идет о	1	1
71	на голове и	1	1
72	между человеком и	1	1
73	один из этих	1	1
74	мы видим что	4	1
75	в соответствии с	1	1
76	не может быть	6	1
77	по отношению к	2	1
78	и заставляет их	1	1
79	одно из таких	1	1
80	в данном случае	2	1
81	мы имеем в	2	1
82	в отличие от	1	1
83	ясно что все	1	1
84	после того как	4	1
85	не имеет никакого	1	1
86	из них не	1	1
87	представление о превращении	3	1
88	что в этом	1	1
89	на задний план	3	1
90	том что они	1	1
91	с тем что	1	1
92	мы знаем о	1	1
93	и не потому	2	1
94	в связь с	1	1
95	в широком смысле	1	1
96	и по своим	1	1
97	может быть в	1	1
98	в самом деле	1	1
99	она живет в	1	1
100	в таком случае	1	1
101	указывает на то	1	1
102	но эта связь	1	1
103	состоит в том	1	1
104	после смерти и	1	1
105	совершенно так же	3	1
106	несмотря на все	1	1
107	и что он	1	1
108	только то что	1	1
109	что мы знаем	1	1
110	с другой стороны	10	1
111	мы должны прежде	1	1
112	мы уже говорили	1	1
113	но тем не	1	1
114	к мысли о	1	1
115	о том как	4	1
116	не в том	2	1
117	свидетельствует о том	1	1
118	в то время	3	1
119	только тогда когда	2	1
120	широком смысле этого	1	1
121	из которых каждый	1	1
122	это и есть	1	1
123	но не всегда	2	1
124	что и в	3	1
125	а с точки	1	1
126	ни на какие	1	1
127	еще и потому	1	1
128	смотря по тому	1	1
129	из которых является	1	1
130	имеется и в	2	1
