N	2gram	Bakhtin_fo	Myslijsy
1	потому что	11	182
2	то есть	42	142
3	и в	84	121
4	может быть	18	107
5	в том	16	103
6	то что	13	83
7	для нас	2	75
8	что в	9	73
9	и не	19	73
10	только в	12	72
11	не только	16	67
12	а не	7	67
13	таким образом	14	64
14	в этом	41	59
15	но и	14	59
16	том что	7	59
17	так как	12	59
18	то же	18	56
19	не в	10	54
20	если бы	6	53
21	в себе	7	53
22	по себе	3	52
23	не может	8	52
24	того что	5	47
25	было бы	2	45
26	и проч	5	45
27	в нем	28	45
28	как и	15	42
29	так что	4	39
30	вместе с	9	39
31	что и	5	38
32	мы не	4	38
33	при этом	8	37
34	как в	10	37
35	так и	17	37
36	тогда когда	2	36
37	что мы	2	36
38	тем что	4	33
39	и что	1	32
40	по отношению	3	30
41	а в	6	30
42	что не	3	29
43	между тем	1	29
44	но не	9	29
45	вовсе не	20	28
46	мы можем	2	28
47	для него	5	28
48	есть только	2	28
49	с этим	11	27
50	могут быть	7	27
51	не было	8	26
52	независимо от	1	26
53	и т	21	26
54	то и	1	26
55	отношению к	5	26
56	этого слова	2	25
57	между собою	1	24
58	в то	13	24
59	с тем	5	23
60	как бы	11	23
61	с другой	4	22
62	не имеет	5	22
63	но в	16	22
64	и потому	4	21
65	внутренняя форма	1	21
66	в одном	10	20
67	это не	8	20
68	в ней	4	20
69	и как	12	19
70	но это	1	19
71	сказать что	4	19
72	с ним	5	19
73	того же	9	19
74	что это	1	19
75	и то	5	19
76	из этих	5	19
77	о том	4	19
78	должно быть	6	19
79	есть не	4	19
80	в самом	9	18
81	в таком	4	18
82	там же	1	18
83	для того	12	18
84	по поводу	1	18
85	не могут	4	18
86	бы не	1	18
87	в каком	2	18
88	еще не	8	18
89	точки зрения	14	17
90	слова и	4	17
91	что оно	1	17
92	уже в	5	17
93	в его	19	17
94	во всяком	5	17
95	не можем	1	17
96	и на	13	16
97	к тому	6	16
98	так же	7	16
99	в своем	8	16
100	в которой	3	16
101	а только	2	16
102	в них	11	16
103	есть нечто	1	16
104	что если	1	16
105	на то	1	16
106	в этих	6	15
107	уже не	5	15
108	с одной	5	15
109	с другими	3	15
110	и тем	1	15
111	и по	5	15
112	что он	2	15
113	стало быть	1	15
114	в свою	2	15
115	т д	3	15
116	прежде всего	28	15
117	в ряду	2	15
118	на деле	1	14
119	все же	12	14
120	в одно	3	14
121	в котором	8	14
122	свою очередь	1	14
123	то в	2	14
124	связи с	14	14
125	так сказать	14	14
126	во всех	13	14
127	когда мы	2	14
128	бы ни	1	14
129	там где	4	14
130	должны быть	2	14
131	в истории	6	14
132	же время	13	14
133	мы должны	2	14
134	те же	5	13
135	например в	7	13
136	как на	2	13
137	из них	8	13
138	что все	4	13
139	в смысле	5	13
140	т п	18	13
141	есть для	1	13
142	и все	10	13
143	не следует	1	13
144	смысле этого	1	13
145	образом в	1	13
146	и может	2	13
147	и его	26	13
148	от него	1	12
149	одно из	3	12
150	другой стороны	1	12
151	до сих	4	12
152	никогда не	8	12
153	и при	1	12
154	хотя и	5	12
155	быть только	4	12
156	и вместе	1	12
157	в чем	3	12
158	под влиянием	1	12
159	сих пор	4	12
160	в каждом	2	12
161	оно не	3	12
162	всяком случае	1	12
163	друг друга	3	12
164	все это	10	12
165	есть в	3	12
166	тем более	4	12
167	человека и	15	12
168	как мы	19	12
169	что на	3	12
170	все что	2	11
171	что человек	1	11
172	только для	2	11
173	из себя	1	11
174	только на	3	11
175	и это	5	11
176	действует на	1	11
177	в состоянии	1	11
178	души и	1	11
179	его в	8	11
180	и притом	1	11
181	для человека	1	11
182	мы видели	2	11
183	сами по	2	11
184	того чтобы	11	11
185	к ней	2	11
186	той же	2	11
187	с нею	2	11
188	если не	3	11
189	и вообще	3	11
190	и только	3	11
191	и их	11	11
192	же что	3	11
193	же в	6	11
194	и с	10	10
195	хотя бы	2	10
196	одной стороны	3	10
197	находится в	3	10
198	мы видим	4	10
199	это слово	1	10
200	и следовательно	5	10
201	что как	1	10
202	в других	9	10
203	бы в	1	10
204	тем и	1	10
205	можно бы	1	10
206	и от	3	10
207	и есть	3	10
208	он не	6	10
209	то время	4	10
210	мы говорим	1	10
211	в словах	1	10
212	том как	2	10
213	если мы	2	10
214	тем же	3	10
215	и для	12	10
216	образ и	1	10
217	слово в	1	10
218	так в	2	10
219	между прочим	1	10
220	тому что	1	10
221	и того	7	9
222	и даже	5	9
223	вопрос о	2	9
224	связь между	2	9
225	до того	1	9
226	на него	1	9
227	могли бы	1	9
228	во время	7	9
229	одного и	6	9
230	от нее	1	9
231	один из	5	9
232	себе не	1	9
233	самом деле	2	9
234	никто не	2	9
235	но оно	2	9
236	с точки	9	9
237	это было	2	9
238	и других	5	9
239	далеко не	3	9
240	но вместе	1	9
241	в целом	2	9
242	и о	1	9
243	можно сказать	2	9
244	таким же	1	9
245	во всем	3	8
246	говорить о	1	8
247	не как	2	8
248	но все	6	8
249	именно в	5	8
250	что по	1	8
251	их в	6	8
252	в более	2	8
253	и слово	1	8
254	перестает быть	1	8
255	была бы	2	8
256	что даже	2	8
257	что они	3	8
258	влияние на	6	8
259	мы в	1	8
260	от них	1	8
261	одно и	4	8
262	что есть	1	8
263	можно видеть	1	8
264	с ними	1	8
265	в которых	4	8
266	между ними	5	8
267	внимание на	2	8
268	и тогда	1	8
269	при помощи	1	8
270	в самой	3	8
271	тот же	4	8
272	этом случае	1	8
273	говоря о	1	8
274	на самом	1	8
275	все равно	1	8
276	или в	3	8
277	и более	3	8
278	такое же	1	8
279	словом и	2	8
280	или что	1	8
281	по его	1	8
282	человеческой природы	2	8
283	самого себя	1	7
284	с этой	3	7
285	в разных	6	7
286	тем как	1	7
287	касается до	1	7
288	но что	1	7
289	все эти	12	7
290	к другим	1	7
291	в жизни	6	7
292	но мы	1	7
293	в данном	4	7
294	не существует	1	7
295	было в	2	7
296	самого начала	3	7
297	к этому	5	7
298	на котором	2	7
299	притом не	1	7
300	несмотря на	1	7
301	или не	2	7
302	столько же	1	7
303	одном из	1	7
304	из одного	1	7
305	в эту	1	7
306	на себе	1	7
307	но как	1	7
308	в своих	1	7
309	когда я	2	7
310	она не	2	7
311	не были	4	7
312	и та	2	7
313	и тот	2	7
314	за пределы	1	7
315	бы было	1	7
316	могла бы	1	7
317	значение и	7	7
318	них не	2	7
319	а как	3	7
320	во втором	2	7
321	все в	3	7
322	самое слово	1	7
323	его с	2	7
324	для себя	8	7
325	находятся в	1	7
326	не более	1	7
327	себя и	6	7
328	этот образ	2	7
329	бы и	1	7
330	только один	2	7
331	и во	13	7
332	том же	4	7
333	из него	1	7
334	которое мы	1	7
335	в таких	2	7
336	слова но	1	7
337	сама по	1	7
338	как она	3	7
339	не имеют	4	7
340	его к	2	7
341	с самого	3	7
342	в искусстве	1	7
343	и понятия	1	7
344	место в	4	7
345	и к	4	6
346	для всех	3	6
347	же и	2	6
348	увидим что	1	6
349	нас в	3	6
350	образом и	2	6
351	в виду	5	6
352	вопрос об	2	6
353	его на	3	6
354	в своей	2	6
355	между двумя	6	6
356	не имеем	1	6
357	как оно	2	6
358	себе в	1	6
359	к ним	3	6
360	она есть	1	6
361	это будет	1	6
362	в ее	6	6
363	у него	8	6
364	но он	4	6
365	прежде чем	3	6
366	в мире	4	6
367	эти последние	1	6
368	могло бы	1	6
369	мы уже	17	6
370	хотя в	1	6
371	же самое	2	6
372	главным образом	1	6
373	друг другу	4	6
374	но есть	1	6
375	в человеческой	2	6
376	и сами	1	6
377	и самое	5	6
378	в последнем	3	6
379	например что	1	6
380	должна быть	1	6
381	в сущности	5	6
382	от их	1	6
383	из сказанного	1	6
384	которые могут	1	6
385	да и	4	6
386	друг от	2	6
387	явлений и	3	6
388	и уже	4	6
389	лишь в	8	6
390	не могло	5	6
391	в этой	3	6
392	и до	7	6
393	в образе	8	6
394	слово и	1	6
395	но на	4	6
396	то он	1	6
397	у нас	2	6
398	в их	9	6
399	в виде	1	6
400	от друга	2	6
401	в стороне	2	6
402	на его	1	6
403	форма в	3	6
404	в каждой	1	6
405	об этом	3	6
406	все более	2	6
407	как он	4	6
408	в один	2	6
409	понятия и	1	6
410	оно должно	1	6
411	жизни и	12	6
412	человек не	1	6
413	ни был	2	6
414	в той	5	5
415	человеческой жизни	9	5
416	были бы	1	5
417	формы в	1	5
418	на нас	3	5
419	например с	1	5
420	не столько	2	5
421	времени и	10	5
422	не дается	1	5
423	уже и	1	5
424	входит в	3	5
425	но эти	4	5
426	только под	2	5
427	значительной степени	1	5
428	слагаются в	2	5
429	конечно не	7	5
430	на ней	1	5
431	с другим	1	5
432	в нашем	3	5
433	что то	1	5
434	время и	4	5
435	на том	1	5
436	в произведении	1	5
437	из того	1	5
438	чем в	3	5
439	одним из	1	5
440	свет и	2	5
441	без него	1	5
442	бы при	1	5
443	одна из	3	5
444	в данное	1	5
445	о которых	1	5
446	и у	8	5
447	и понимание	1	5
448	рядом с	4	5
449	время когда	1	5
450	этот вопрос	1	5
451	нет но	3	5
452	природы и	2	5
453	однако в	1	5
454	есть еще	1	5
455	можно только	2	5
456	в процессе	4	5
457	если в	1	5
458	время как	5	5
459	все то	2	5
460	то на	1	5
461	можно назвать	2	5
462	для создания	1	5
463	к другому	2	5
464	известной степени	1	5
465	самое это	1	5
466	перед нами	1	5
467	в течение	2	5
468	для нее	1	5
469	на этот	1	5
470	и здесь	2	5
471	они не	4	5
472	мы имеем	2	5
473	а это	1	5
