N	3gram	Bakhtin_Fr	Narrotol
1	в том что	8	18
2	в данном случае	4	17
3	не только в	1	13
4	в отличие от	3	11
5	по отношению к	1	11
6	к тому же	3	9
7	о том что	5	9
8	не может быть	4	8
9	тем не менее	1	8
10	в соответствии с	1	8
11	той или иной	1	8
12	то же время	14	8
13	в то же	14	8
14	в этом отношении	7	8
15	можно сказать что	4	6
16	с одной стороны	2	6
17	для того чтобы	8	5
18	в свою очередь	1	5
19	но и в	3	5
20	на самом деле	4	5
21	подобно тому как	2	5
22	начало и конец	1	4
23	в конечном счете	1	4
24	на другой день	1	4
25	в самом деле	2	3
26	и не может	1	3
27	до сих пор	3	3
28	в первом случае	3	3
29	в зависимости от	1	3
30	в связи с	5	3
31	то же самое	3	3
32	а также и	4	3
33	по природе своей	1	3
34	с точки зрения	5	3
35	что у нее	1	3
36	дело в том	4	3
37	существенную роль в	3	3
38	и то что	1	3
39	в той или	1	2
40	и не в	2	2
41	все то что	5	2
42	и в то	3	2
43	из этих двух	1	2
44	более или менее	2	2
45	и то же	1	2
46	одного и того	1	2
47	один из участников	1	2
48	здесь не в	3	2
49	играют существенную роль	2	2
50	не могло быть	1	2
51	в нем не	4	2
52	и того же	1	2
53	и т.п и	1	2
54	а с другой	1	2
55	как своего рода	1	2
56	хотя и не	1	2
57	дело здесь не	2	2
58	но и не	1	2
59	все же не	1	2
60	все те же	1	2
61	одно и то	1	2
62	в отрыве от	2	2
63	можно было бы	2	2
64	так же как	4	2
65	ни о чем	1	2
66	он и не	1	2
67	что одно и	1	2
68	на первый взгляд	1	2
69	что иное как	1	2
70	как бы в	2	2
71	не мог понять	1	1
72	смерть никогда не	1	1
73	в самом начале	2	1
74	в этой системе	1	1
75	одной стороны и	1	1
76	именно это и	1	1
77	тем более не	1	1
78	в сущности в	1	1
79	и тот же	2	1
80	и от его	1	1
81	в меньшей степени	1	1
82	и как бы	2	1
83	мы уже знаем	1	1
84	о том как	2	1
85	никак не может	2	1
86	до известной степени	4	1
87	в большинстве случаев	5	1
88	целый ряд других	1	1
89	то что не	1	1
90	и к этому	1	1
91	самом деле в	1	1
92	тому же принципу	1	1
93	не представляется возможным	1	1
94	никак не мог	1	1
95	мы его не	1	1
96	в предыдущей главе	1	1
97	прошлого и настоящего	1	1
98	он не может	1	1
99	он вовсе не	1	1
100	в том числе	6	1
101	говорили что на	1	1
102	при всей ее	1	1
103	в период его	1	1
104	но именно это	1	1
105	что не имеет	1	1
106	потому что в	1	1
107	но на этот	1	1
108	друг от друга	1	1
109	и в мировой	1	1
110	еще вернемся к	1	1
111	но и с	1	1
112	связи с этим	3	1
113	так и в	1	1
114	друг с другом	2	1
115	и в заключительном	1	1
116	что именно в	1	1
117	в особенности в	1	1
118	в разговоре с	1	1
119	ее и не	1	1
120	в обоих случаях	1	1
121	в строгом смысле	1	1
122	нем не только	1	1
123	прямо или косвенно	1	1
124	в конце жизни	2	1
125	большей или меньшей	1	1
126	в полной мере	1	1
127	в чем не	1	1
128	том что в	1	1
129	все это типичные	1	1
130	и в других	1	1
131	людей так и	1	1
132	что в основе	1	1
133	в третьем случае	2	1
134	как раз и	1	1
135	но в его	1	1
136	и т.п но	1	1
137	это своего рода	2	1
138	только то что	1	1
139	и не столько	1	1
140	в стороне от	1	1
141	для всего мира	1	1
142	том числе и	3	1
143	с другой стороны	2	1
144	во втором случае	3	1
145	и т.п как	1	1
146	как мы увидим	1	1
147	в чем же	3	1
148	сих пор еще	2	1
149	в значительной степени	1	1
150	и т.п в	2	1
151	и т.п то	1	1
152	в ней есть	1	1
153	не истории а	1	1
154	том как он	1	1
155	жизнью и смертью	1	1
156	есть не что	1	1
157	в состав которой	1	1
158	прежде всего его	2	1
159	в неразрывном единстве	1	1
160	то есть в	4	1
161	и строго отграниченная	1	1
162	только благодаря этому	1	1
163	является не только	1	1
164	хотя она и	1	1
165	что он может	1	1
166	в литературном образе	1	1
167	в церкви и	1	1
168	мы еще вернемся	1	1
169	не только внешней	1	1
170	то есть все	1	1
171	к этому времени	1	1
172	в мировой литературе	2	1
173	один и тот	1	1
174	и в самом	1	1
175	как и в	1	1
176	слова и мысли	1	1
177	у нас есть	1	1
178	на котором он	1	1
179	с того что	1	1
180	и целый ряд	2	1
181	которые при этом	1	1
182	отношению к которому	1	1
183	ведущая роль в	1	1
184	в то время	3	1
185	на этот вопрос	1	1
186	точки зрения на	2	1
187	в большей или	1	1
188	из таких вариаций	1	1
189	и здесь все	1	1
190	по своему характеру	1	1
191	между жизнью и	1	1
192	именно в этом	1	1
193	не что иное	1	1
194	и та же	1	1
195	и с точки	2	1
196	том как велика	1	1
197	тех кто не	1	1
198	как и все	5	1
199	и видит в	1	1
200	не может выговорить	1	1
201	как мы видели	4	1
202	жизни и смерти	2	1
203	не подлежит сомнению	1	1
204	а как к	1	1
205	с самого начала	3	1
206	апостола петра в	1	1
207	и что в	1	1
208	же как и	2	1
209	мира а также	1	1
210	более глубокий и	1	1
211	и во второй	1	1
212	одна и та	1	1
213	неразрывном единстве с	1	1
214	и т.д здесь	1	1
215	видит в нем	1	1
216	вместо того чтобы	1	1
217	в итоге мы	1	1
218	в основе своей	1	1
219	во время обеда	1	1
220	однако он и	1	1
221	в следующей главе	1	1
222	мужем об этом	1	1
223	то же слово	1	1
224	что и в	2	1
225	это прежде всего	1	1
226	в виду что	1	1
227	нет и не	1	1
228	ни в чем	1	1
229	мы не можем	1	1
230	быть самим собой	2	1
231	к жизни и	1	1
232	что с ним	1	1
233	может быть и	1	1
