N	2gram	Trubetskoy	Tvorches
1	и в	14	56
2	как бы	4	41
3	в его	4	37
4	в то	10	30
5	то же	11	25
6	не только	9	24
7	же время	10	24
8	но в	2	24
9	как и	4	23
10	то есть	1	23
11	и не	19	23
12	а в	5	23
13	в этом	17	22
14	и т	3	22
15	что в	4	21
16	в том	17	21
17	он не	5	19
18	том что	9	19
19	может быть	9	19
20	потому что	5	19
21	у него	2	18
22	то что	13	18
23	таким образом	11	17
24	и на	5	17
25	что он	6	17
26	все это	6	17
27	при этом	5	16
28	но и	10	16
29	никогда не	5	16
30	прежде всего	8	16
31	не может	22	16
32	и с	7	15
33	в мире	4	15
34	но это	2	15
35	в этой	4	15
36	и даже	2	14
37	это не	1	14
38	о том	7	13
39	а не	2	13
40	в котором	2	12
41	тем самым	2	12
42	в своей	5	11
43	все же	4	11
44	отнюдь не	7	11
45	для него	6	11
46	в самом	3	10
47	представление о	1	10
48	он сам	3	10
49	не в	4	10
50	в конце	3	10
51	только в	5	10
52	когда он	1	10
53	так и	1	10
54	но не	4	10
55	как будто	2	10
56	по нашему	1	10
57	в своих	6	9
58	и от	2	9
59	один из	1	9
60	жизни в	5	9
61	в свою	1	9
62	человека в	1	9
63	в нем	5	9
64	даже в	1	8
65	в духе	1	8
66	именно в	3	8
67	не менее	1	8
68	так же	2	8
69	к этому	1	8
70	вместе с	4	8
71	тогда как	2	8
72	одной из	3	8
73	еще не	3	8
74	в себе	9	8
75	так как	4	8
76	в их	4	8
77	на его	1	8
78	об этом	1	8
79	вовсе не	1	8
80	в лице	1	8
81	в этих	2	7
82	уже не	2	7
83	казалось бы	1	7
84	влияние на	1	7
85	в которой	1	7
86	самом деле	7	7
87	в принципе	1	6
88	не столько	1	6
89	и как	3	6
90	если он	1	6
91	на эту	2	6
92	хотя бы	5	6
93	одна из	3	6
94	его в	4	6
95	так что	2	6
96	а потому	5	6
97	с ним	2	6
98	если бы	6	6
99	и все	1	6
100	приводит к	4	6
101	все эти	2	6
102	место в	2	6
103	из всех	2	5
104	быть может	1	5
105	русской жизни	1	5
106	с другой	1	5
107	приходит к	3	5
108	по отношению	2	5
109	отметить что	2	5
110	в своем	6	5
111	в одной	1	5
112	из них	3	5
113	что они	3	5
114	что у	1	5
115	на него	1	5
116	в ее	1	5
117	что и	3	5
118	не было	3	5
119	что не	1	5
120	в таком	2	5
121	и это	1	5
122	и у	1	5
123	а с	2	5
124	что это	3	5
125	если не	2	5
126	между тем	5	5
127	с большой	1	5
128	однако это	1	5
129	не так	2	5
130	на деле	1	5
131	с этим	2	5
132	самим собой	12	5
133	в россии	6	5
134	в истории	1	5
135	до конца	1	5
136	том же	2	5
137	но если	3	5
138	мы не	1	5
139	бы не	1	5
140	в виде	3	5
141	и по	3	5
142	и других	1	5
143	это как	1	5
144	отношению к	1	5
145	в известной	1	5
146	с этой	1	4
147	на земле	4	4
148	тем что	3	4
149	роль в	1	4
150	только на	2	4
151	говорить о	3	4
152	и когда	1	4
153	превращается в	1	4
154	самого начала	1	4
155	с большим	1	4
156	что все	3	4
157	точки зрения	11	4
158	крайней мере	1	4
159	к нему	2	4
160	и мы	1	4
161	и потому	3	4
162	с точки	9	4
163	что его	1	4
164	же как	1	4
165	сих пор	5	4
166	в такой	1	4
167	не был	1	4
168	личности и	1	4
169	как это	1	4
170	но только	1	4
