N	3gram	Tiupa_Hudo	formyVre
1	и т п	10	32
2	то же время	11	21
3	в то же	11	18
4	в связи с	3	15
5	с точки зрения	5	15
6	друг с другом	1	13
7	для того чтобы	2	12
8	не только в	4	11
9	и в то	2	10
10	до сих пор	3	10
11	мы уже говорили	1	9
12	в том числе	1	8
13	человека и его	1	8
14	к себе самому	2	8
15	и т д	5	7
16	не может быть	5	7
17	в отличие от	1	7
18	в этом отношении	4	7
19	прежде всего в	1	7
20	друг от друга	2	6
21	и в этом	3	6
22	а также и	1	6
23	с одной стороны	4	6
24	в том что	15	5
25	одной стороны и	1	5
26	том числе и	1	5
27	той или иной	1	5
28	как и в	5	5
29	героя и героини	1	5
30	по отношению к	15	4
31	одних и тех	2	4
32	образ человека в	1	4
33	и в других	1	4
34	не могло быть	1	4
35	но все же	2	4
36	с другой стороны	1	4
37	человеческой жизни и	1	4
38	с самим собою	1	4
39	связи с этим	2	4
40	и тех же	2	4
41	как раз в	2	4
42	в этом случае	1	4
43	во всяком случае	1	4
44	о том как	4	3
45	человека в его	1	3
46	до известной степени	1	3
47	в себя и	1	3
48	может быть только	1	3
49	сами по себе	1	3
50	но при этом	3	3
51	между этими двумя	1	3
52	в чем не	1	3
53	в нем не	1	3
54	а не в	1	3
55	сих пор еще	1	3
56	как раз и	1	3
57	то же самое	3	3
58	же как и	2	3
59	узком смысле слова	1	3
60	но в то	3	3
61	о том что	14	3
62	так же как	2	3
63	с самого начала	1	3
64	человека в пространстве	1	3
65	об амуре и	1	3
66	так и в	1	3
67	ни в чем	1	3
68	тот или иной	1	3
69	амуре и психее	1	3
70	можно сказать что	1	2
71	своей собственной жизни	1	2
72	в их живой	1	2
73	все более и	1	2
74	произведения и в	1	2
75	отношения к себе	1	2
76	в соответствии с	1	2
77	в данном случае	3	2
78	жизни еще не	1	2
79	но в этом	1	2
80	зрения на мир	1	2
81	в частности с	1	2
82	особенно в его	1	2
83	своей жизни в	2	2
84	то что было	2	2
85	в свою очередь	1	2
86	на другой день	1	2
87	себе самому и	1	2
88	не только для	2	2
89	т п все	1	2
90	и та же	1	2
91	к тому времени	1	2
92	жизни так и	1	2
93	и в самом	4	2
94	еще не выделился	1	2
95	более и более	1	2
96	в одной фразе	1	2
97	в узком смысле	1	2
98	как и все	1	2
99	дело в том	1	2
100	жизни и смерти	4	2
101	к тому что	8	2
102	он не знает	1	2
103	с самим собой	1	2
104	в соединении с	1	2
105	в лице своих	1	2
106	жизни в ее	1	2
107	с тем что	1	2
108	одна и та	1	2
109	по своей природе	2	2
110	внешнее и внутреннее	1	2
111	женщин и детей	1	2
112	времени и пространстве	1	2
113	это прежде всего	2	2
114	к жизни и	3	2
115	лежит в основе	1	2
116	что он не	3	1
117	в этот момент	1	1
118	в самом начале	1	1
119	оставляет места для	1	1
120	же время не	1	1
121	это обычно у	1	1
122	только в литературе	1	1
123	можно говорить об	1	1
124	же самое время	1	1
125	для себя и	1	1
126	к чужой жизни	3	1
127	только для того	1	1
128	том что в	4	1
129	того чтобы не	1	1
130	на том что	2	1
131	следа в жизни	1	1
132	в этом смысле	1	1
133	здесь прежде всего	1	1
134	не позволяла себе	1	1
135	и это было	1	1
136	в первый раз	1	1
137	только в том	4	1
138	хотя бы и	1	1
139	с этой точки	1	1
140	по аналогии со	1	1
141	в самом деле	5	1
142	он вовсе не	1	1
143	тем не менее	6	1
144	с ним в	1	1
145	с нею в	1	1
146	бы не было	1	1
147	могло бы быть	1	1
148	более или менее	1	1
149	первой из них	1	1
150	за то что	1	1
151	по своему содержанию	1	1
152	и сама жизнь	1	1
153	на внешнее и	1	1
154	никакого следа в	1	1
155	л н толстого	4	1
156	каждый из них	1	1
157	в этих двух	1	1
158	самим собою в	1	1
159	так и по	1	1
160	в один ряд	1	1
161	вместо того чтобы	2	1
162	всю его жизнь	1	1
163	и все же	1	1
164	человек с которым	1	1
165	о нем но	1	1
166	точки зрения в	1	1
167	в своей человечности	1	1
168	они уже не	1	1
169	не только на	1	1
170	мы уже знаем	2	1
171	в этом новом	1	1
172	это же самое	1	1
173	ни единого слова	1	1
174	в них нет	1	1
175	при этом он	1	1
176	бросающиеся в глаза	1	1
177	в своей жизни	2	1
178	потому что не	1	1
179	не может не	1	1
180	в высшей степени	1	1
181	в конечном счете	4	1
182	и т.п в	1	1
183	прежде всего его	1	1
184	дело разумеется не	1	1
185	в стороне от	1	1
186	слова но и	1	1
187	человек находится в	1	1
188	уже говорили о	1	1
189	в значительной степени	3	1
190	уже одно это	2	1
191	у него при	1	1
192	в чистом виде	1	1
193	дело не только	2	1
194	разумеется не в	1	1
195	в одном из	1	1
196	событий его жизни	1	1
197	наше внимание на	1	1
198	никогда не бывает	1	1
199	в это же	1	1
200	прежде всего о	1	1
201	прежде всего на	1	1
202	как мы знаем	1	1
203	не оставляет места	1	1
204	так громко что	1	1
205	в конце xviii	1	1
206	и к другому	1	1
207	в это время	2	1
208	не до конца	1	1
209	с собой на	1	1
210	этой точки зрения	1	1
211	раз в том	1	1
212	как бы в	2	1
213	в русской литературе	3	1
214	чужой жизни как	1	1
