N	3gram	Vinokur_St	KulturaY
1	и т п	11	93
2	и т д	25	42
3	для того чтобы	13	38
4	с точки зрения	10	36
5	в том что	29	33
6	в самом деле	7	29
7	можно было бы	8	25
8	тем не менее	4	19
9	во всяком случае	8	19
10	то обстоятельство что	3	19
11	с другой стороны	8	17
12	в зависимости от	2	16
13	до сих пор	12	14
14	в том чтобы	1	14
15	по отношению к	3	13
16	по крайней мере	2	13
17	только потому что	2	13
18	и в самом	3	11
19	не может быть	5	11
20	в этом отношении	13	11
21	в этом смысле	2	10
22	о том что	19	10
23	вместе с тем	2	9
24	того или иного	4	9
25	не в том	3	8
26	на самом деле	7	8
27	не только в	4	8
28	в этом случае	3	8
29	мере в какой	3	7
30	в той мере	2	7
31	той мере в	2	7
32	в том случае	1	7
33	а с другой	1	7
34	чуть ли не	2	7
35	только в том	3	7
36	с одной стороны	2	7
37	после того как	5	7
38	хотя бы и	2	6
39	в отличие от	1	6
40	к тому же	2	6
41	то же время	5	6
42	той или иной	1	6
43	в то же	5	6
44	не говоря уже	2	6
45	что же до	1	6
46	т п но	1	6
47	в первую очередь	2	6
48	в свое время	3	6
49	то или иное	3	5
50	говоря уже о	2	5
51	дело не в	2	5
52	так и в	5	5
53	потому что он	1	5
54	речь идет о	3	5
55	более или менее	2	5
56	на мой взгляд	1	5
57	в соответствии с	1	5
58	в данном случае	7	5
59	в данном отношении	6	5
60	и в этом	4	5
61	т е в	3	5
62	но все же	3	5
63	что же касается	3	5
64	т п в	4	5
65	тем более что	2	5
66	на этот вопрос	2	5
67	хотя бы в	1	5
68	я имею в	1	4
69	д и т	1	4
70	мы говорим о	1	4
71	так или иначе	3	4
72	сам по себе	1	4
73	том что он	6	4
74	в иных случаях	2	4
75	смысле этого слова	1	4
76	но также и	5	4
77	а в том	1	4
78	к тому что	4	4
79	сих пор еще	1	4
80	в том и	1	4
81	т д и	2	4
82	на то что	5	4
83	заключается в том	4	4
84	только то что	1	4
85	и вовсе не	1	4
86	точно так же	2	4
87	имею в виду	1	4
88	т е с	3	4
89	так же как	5	4
90	именно в том	1	4
91	в этой области	5	4
92	и в области	5	4
93	и дело что	1	3
94	о том как	1	3
95	в той же	2	3
96	и то обстоятельство	1	3
97	нужно было бы	1	3
98	в конце концов	2	3
99	в наши дни	1	3
100	не трудно видеть	1	3
101	это и в	1	3
102	вместо того чтобы	1	3
103	и вместе с	1	3
104	мы приходим к	1	3
105	потому что не	1	3
106	само собою разумеется	2	3
107	в наше время	1	3
108	в известном смысле	1	3
109	не то что	1	3
110	уже о том	2	3
111	те или иные	1	3
112	то тем самым	1	3
113	в том смысле	4	3
114	обстоятельство что в	1	3
115	на себя внимание	1	3
116	и не в	1	3
117	на точку зрения	2	3
118	в настоящее время	2	3
119	в то время	2	3
120	в лучшем случае	1	3
121	что и в	4	3
122	принять во внимание	1	3
123	в таких случаях	1	3
124	обратить внимание на	3	3
125	но с другой	2	3
126	должен быть в	1	2
127	что он не	5	2
128	таким образом при	1	2
129	в вопросе о	1	2
130	в той или	1	2
131	а может быть	1	2
132	как увидим ниже	1	2
133	это не значит	3	2
134	свое выражение в	2	2
135	ни в каком	1	2
136	в применении к	3	2
137	том смысле что	2	2
138	но если это	2	2
139	в каждом из	1	2
140	того чтобы не	1	2
141	и в другом	1	2
142	для каждой из	1	2
143	внимание на то	1	2
144	в том-то и	2	2
145	у нас нет	7	2
146	вовсе не в	2	2
147	нельзя было бы	1	2
148	обращает на себя	2	2
149	в том числе	3	2
150	и пр но	1	2
151	и в других	1	2
152	в своей статье	4	2
153	ни одного слова	1	2
154	потому что она	1	2
155	друг от друга	1	2
156	но даже и	1	2
157	и то же	1	2
158	но в том-то	1	2
159	сами по себе	2	2
160	одних и тех	1	2
161	выйти за пределы	1	2
162	ничего общего с	3	2
163	как в области	1	2
164	и тех же	1	2
165	иметь в виду	2	2
166	против того что	1	2
167	и в то	1	2
168	потому что оно	1	2
169	эту сторону дела	1	2
170	что же это	1	2
171	в первом издании	1	2
172	том чтобы выяснить	1	2
173	что с точки	1	2
174	в пределах данной	1	2
175	бы то ни	2	2
176	не потому чтобы	1	2
177	в истории русской	1	2
178	и в том	3	2
179	быть не может	1	2
180	ответить на вопрос	1	2
181	прямой связи с	1	2
182	в одном из	4	2
183	на той же	1	2
184	если б только	1	2
185	в узком смысле	1	2
186	т е не	2	2
187	но он не	1	2
188	самом деле не	1	2
189	но кроме того	1	2
190	и тем же	2	2
191	это вовсе не	1	2
192	все же только	1	2
193	не до конца	2	2
194	в другом месте	1	2
195	на ряду с	1	2
196	в результате этого	1	2
197	в стилистическом отношении	1	2
198	по сравнению с	1	2
199	целый ряд таких	1	2
200	трудно было бы	1	2
201	бы может быть	1	2
202	таким образом в	1	2
203	вовсе не только	2	2
204	том-то и дело	2	2
205	т д ср	1	2
206	вовсе еще не	1	2
207	одним и тем	2	2
208	пушкина и его	3	2
209	это еще не	1	2
210	должен был бы	1	2
211	когда речь идет	2	2
212	вследствие того что	1	2
213	большую роль в	1	2
214	тем или иным	3	2
215	я позволю себе	1	2
216	а вовсе не	1	2
217	за последнее время	1	2
218	точки зрения как	1	2
219	не стоило бы	1	2
220	также и в	1	2
221	несколько слов о	1	2
222	как и всякая	1	2
223	потому что они	1	2
224	может быть и	2	2
225	для пушкина и	5	1
226	должны были бы	1	1
227	достаточно для того	3	1
228	создавать впечатление будто	1	1
229	хотя и с	1	1
230	истории русского языка	1	1
231	знании языка и	1	1
232	и неизвестно почему	1	1
233	надо думать будто	1	1
234	пушкина не только	3	1
235	это и было	1	1
236	не могла бы	1	1
237	они свидетельствуют о	1	1
238	вопросы связанные с	2	1
239	в письме к	5	1
240	что высокие поэтические	1	1
241	попадаются и в	1	1
242	в то или	1	1
243	это тем более	1	1
244	не потому ли	2	1
245	точка зрения на	1	1
246	подлежит однако сомнению	1	1
247	в области изучения	2	1
248	сделать свою мысль	1	1
249	для борьбы с	1	1
250	и на все	1	1
251	искать ответа на	1	1
252	то что он	3	1
253	прежде всего внимание	1	1
254	же это за	1	1
255	том отношении что	2	1
256	не хотел бы	1	1
257	чтобы усомниться в	1	1
258	будет видно из	1	1
259	на том что	1	1
260	никто не станет	1	1
261	если это и	2	1
262	себя самого и	1	1
263	совсем другое дело	1	1
264	которых мы называем	1	1
265	как можно было	1	1
266	только в применении	1	1
267	них вообще можно	1	1
268	ровным счетом ничего	1	1
269	до недавнего времени	2	1
270	не значит что	3	1
271	и гораздо более	1	1
272	в начале xix	1	1
273	и самого пушкина	1	1
274	языка на более	1	1
275	возможно что в	2	1
276	и все это	1	1
277	во что бы	1	1
278	было бы отрицать	1	1
279	свидетельствует о том	1	1
280	т д почти	1	1
281	на вопрос о	3	1
282	но и с	2	1
283	том что она	1	1
284	однако с другой	1	1
285	но и вся	1	1
286	также и такие	2	1
287	во втором случае	2	1
288	говорю уже о	2	1
289	но у нас	1	1
290	трудно видеть что	1	1
291	пушкин и его	2	1
292	чтобы можно было	2	1
293	и некоторые другие	1	1
294	в области так	1	1
295	о них вообще	1	1
296	т д в	1	1
297	если таким образом	1	1
298	хочется верить что	1	1
299	пушкина в его	2	1
300	тому что с	1	1
301	нашей точки зрения	1	1
302	возникает целый ряд	1	1
303	т д вот	1	1
304	как в самом	1	1
305	уже без кавычек	1	1
306	la fontaine des	1	1
307	что он в	1	1
308	и сам пушкин	1	1
309	начале xix века	1	1
310	в той схеме	1	1
311	в политическом отношении	2	1
312	в приложении к	1	1
313	той и другой	1	1
314	совсем не в	2	1
315	мне кажется что	3	1
316	сказал бы что	1	1
317	ответа на вопрос	1	1
318	чтобы сделать свою	1	1
319	себе целью дать	1	1
320	не так уж	1	1
321	во многих случаях	2	1
322	языка что в	1	1
323	каждое из них	1	1
324	целом ряде случаев	1	1
325	на все что	1	1
326	том что в	4	1
327	если не считать	1	1
328	в голову не	1	1
329	имел бы против	1	1
330	и никогда не	1	1
331	вставленные в оправу	1	1
332	том что я	1	1
333	чем в прочих	1	1
334	ставит себе целью	4	1
335	она не могла	1	1
336	жизни и творчества	2	1
337	данном случае можно	1	1
338	каждом из этих	1	1
339	памятнике влюбленного хана	1	1
340	языка и стиля	1	1
341	не только не	2	1
342	и я не	2	1
343	судить по тому	1	1
344	этот вопрос в	2	1
345	не имеет ничего	2	1
346	совершенно независимо от	1	1
347	ведь на самом	1	1
348	что в этом	1	1
349	то ни было	1	1
350	время т е	1	1
351	также и то	1	1
352	у нас еще	1	1
353	пушкина и в	3	1
354	которая была бы	1	1
355	деле вовсе не	2	1
356	при некотором внимании	1	1
357	том что так	1	1
358	до того как	3	1
359	каждой из этих	1	1
360	сразу поняли и	1	1
361	на этот раз	2	1
362	т п которые	1	1
363	что они являются	1	1
364	по этому поводу	4	1
365	в самом тексте	2	1
366	с тех пор	1	1
367	и говорить о	1	1
368	на границе между	1	1
369	но все это	2	1
370	не укладывается в	1	1
371	александр анфимович орлов	1	1
372	таких случаях как	1	1
373	для нас особенно	1	1
374	пользу того что	1	1
375	от которого я	1	1
376	говорить как о	1	1
377	в равной мере	2	1
378	но это не	1	1
379	и о том	1	1
380	и в голову	1	1
381	школьной грамматикой то	1	1
382	позволю себе в	1	1
383	но в остальном	1	1
384	в значительной степени	2	1
385	отношению к своему	1	1
386	бы отрицать что	1	1
387	приведу еще одну	1	1
388	в заметке о	1	1
389	а во втором	1	1
390	и эти случаи	1	1
391	ii и т	1	1
392	не сказал бы	1	1
393	но не менее	1	1
394	ни для кого	2	1
395	и не может	1	1
396	обязывает нас к	1	1
397	живой речи в	1	1
398	а также и	2	1
399	то ни стало	1	1
400	я думаю что	4	1
401	пределах данной статьи	1	1
402	не хочу сказать	2	1
403	за пределы того	1	1
404	е не только	1	1
405	содержания именно потому	1	1
406	само собой разумеется	1	1
407	с нашей точки	1	1
408	странном памятнике влюбленного	1	1
409	в их серьезности	1	1
410	как своего рода	2	1
411	себя прежде всего	1	1
412	или иначе но	1	1
413	на вопрос в	1	1
414	спорить против того	1	1
415	является не только	1	1
416	заключается вовсе не	1	1
417	но уже без	1	1
418	нас интересует сейчас	1	1
419	некотором внимании к	1	1
420	вы увидите что	1	1
421	тем что в	2	1
422	дело именно так	1	1
423	как справедливо указывает	1	1
424	я не сомневаюсь	1	1
425	но и здесь	2	1
426	для своего времени	1	1
427	и далее в	1	1
428	решительно ни на	1	1
429	постановке вопроса о	1	1
430	не столько в	1	1
431	не говорю уже	2	1
432	но и в	2	1
433	к тому времени	2	1
434	стремление освободиться от	1	1
435	внимание только на	1	1
436	не все благополучно	1	1
437	в чем же	1	1
438	именно то обстоятельство	1	1
439	пушкинской эпохи и	1	1
440	что касается первого	1	1
441	торжество дружбы или	1	1
442	столько же сколько	1	1
443	насчет того что	1	1
444	бы в этом	1	1
445	в это время	3	1
446	у пушкина но	2	1
447	не удержался от	1	1
448	и в отношении	1	1
449	того чтобы можно	2	1
450	или оправданный александр	1	1
451	об этом в	1	1
452	и его современники	1	1
453	ту или иную	1	1
454	как и в	2	1
455	в целом ряде	1	1
456	fontaine des larmes	1	1
457	мои критики но	1	1
458	свидетельствуют о том	2	1
459	между прочим следующее	1	1
460	было бы говорить	1	1
461	это можно было	1	1
462	точки зрения их	2	1
463	есть такой же	1	1
464	в г в	4	1
465	к одному из	1	1
466	к выводу что	1	1
467	и не было	1	1
468	в статье о	3	1
469	если бы она	1	1
470	нет никаких оснований	1	1
471	но разве это	1	1
472	за кого же	1	1
473	думаю что это	1	1
474	об этом и	1	1
475	и сейчас еще	1	1
476	не имел бы	1	1
477	в пользу того	1	1
478	перестает уже быть	1	1
479	с легкой руки	1	1
480	не должен быть	1	1
481	на язык и	1	1
482	в том самом	1	1
483	какой-либо смысл то	1	1
484	то время как	1	1
485	ср с другой	2	1
486	и для нас	1	1
487	не имеет никакого	1	1
488	для пушкина не	1	1
489	вопрос о значении	1	1
490	данном случае в	2	1
491	в одной из	3	1
492	указание на то	1	1
493	что бы то	1	1
494	истории русской поэзии	1	1
495	было бы установить	1	1
496	в этом его	1	1
497	того как он	1	1
498	помимо того что	1	1
499	всякий раз когда	1	1
500	об этом можно	1	1
501	далеко не все	1	1
502	дело в том	7	1
503	ответ на этот	1	1
504	одно и то	1	1
505	и вы увидите	1	1
506	ничего не имел	1	1
507	указания на то	1	1
508	отношение пушкина к	1	1
509	по меньшей мере	3	1
510	том что и	1	1
511	т е за	1	1
512	не при чем	4	1
513	на французском языке	1	1
514	в той области	1	1
515	если бы все	1	1
516	он не знает	1	1
517	в этих словах	2	1
518	однако и в	1	1
519	не подлежит однако	1	1
520	а другое дело	2	1
521	если судить по	1	1
522	более что и	1	1
523	во всех этих	1	1
524	как на самом	1	1
525	п но если	1	1
526	так что в	1	1
527	с историей языка	1	1
528	т е уже	1	1
529	как это доказывает	1	1
530	с самого начала	3	1
531	убедиться в этом	1	1
532	они ни были	1	1
533	оно свидетельствует о	1	1
534	при таких условиях	1	1
535	и то что	2	1
536	зависимости от степени	1	1
537	о странном памятнике	1	1
538	ту постановку вопроса	1	1
539	однако сомнению что	1	1
540	не надо думать	1	1
541	случае ясно что	1	1
542	кого же нужно	1	1
543	действительно было бы	1	1
544	ясно что и	1	1
545	не сомневаюсь что	1	1
546	прочих равных условиях	1	1
547	того же порядка	1	1
548	оправданный александр анфимович	1	1
549	при прочих равных	1	1
550	вовсе не заслуживает	1	1
551	при чем но	1	1
552	по его мнению	1	1
553	том смысле как	1	1
554	в том отношении	4	1
555	что как раз	2	1
556	не могут и	1	1
557	т е даже	1	1
558	в предисловии к	2	1
559	здесь не место	1	1
560	т д но	4	1
561	следует обратить внимание	1	1
562	между прочим и	1	1
563	каждый из нас	1	1
564	письмо к дельвигу	1	1
565	т д разумеется	1	1
566	всяком случае в	2	1
567	в области собственно	1	1
568	это прежде всего	2	1
569	в виду что	1	1
570	а не для	1	1
571	в данных случаях	1	1
572	отмечу лишь что	1	1
573	и его эпохи	1	1
574	дружбы или оправданный	1	1
575	беда не в	1	1
