N	2gram	Bakhtin_Fr	Vvedenie
1	в том	17	38
2	в этом	22	35
3	и в	105	35
4	может быть	11	30
5	том что	9	30
6	не только	24	26
7	для того	2	23
8	того чтобы	3	22
9	таким образом	5	21
10	также и	3	20
11	не может	9	19
12	то что	7	19
13	потому что	6	18
14	но также	1	16
15	только в	16	16
16	со стороны	1	16
17	о том	5	16
18	так как	11	15
19	языка и	1	15
20	в общем	4	14
21	что в	4	13
22	в самом	7	13
23	и именно	2	13
24	и не	34	13
25	в нем	16	13
26	в его	24	12
27	того что	3	12
28	в их	6	12
29	точки зрения	10	12
30	что такое	1	12
31	как на	4	12
32	то же	6	11
33	в ее	5	11
34	по себе	1	11
35	ясно что	1	11
36	как мы	12	11
37	прежде всего	26	10
38	не в	4	10
39	между тем	5	10
40	в той	5	10
41	но в	16	10
42	как об	1	9
43	все же	10	9
44	из этих	7	9
45	но не	7	9
46	и как	2	9
47	не менее	2	9
48	в истории	5	9
49	это не	4	8
50	в качестве	1	8
51	именно в	6	8
52	широком смысле	1	8
53	можно было	4	8
54	с другой	3	8
55	до сих	7	7
56	в применении	3	7
57	в большей	8	7
58	как и	15	7
59	самом деле	3	7
60	но и	20	7
61	сих пор	7	7
62	в разных	2	7
63	было бы	4	7
64	только как	1	7
65	этот вопрос	2	7
66	как бы	33	7
67	один из	5	6
68	об этом	2	6
69	этом случае	1	6
70	к истории	1	6
71	все это	16	6
72	не могут	4	6
73	его в	7	6
74	на этот	3	6
75	тем что	5	6
76	с тем	1	6
77	в какой	2	6
78	вместе с	1	6
79	в которых	1	6
80	же время	5	6
81	и это	3	6
82	так например	3	6
83	вовсе не	25	6
84	уже не	3	6
85	применении к	3	6
86	и даже	10	6
87	хотя бы	2	6
88	как он	1	6
89	как например	2	6
90	сказать что	12	6
91	могут быть	4	6
92	том чтобы	1	6
93	и его	24	6
94	в то	5	6
95	а в	4	6
96	а потому	1	5
97	смотреть на	1	5
98	уже в	5	5
99	с этой	1	5
100	хотя и	4	5
101	науки и	1	5
102	что и	2	5
103	в виду	5	5
104	другой стороны	1	5
105	с их	7	5
106	в них	13	5
107	в г	3	5
108	но с	2	5
109	одним из	4	5
110	дело в	2	5
111	что не	3	5
112	не есть	1	5
113	что он	5	5
114	одно из	7	5
115	от этого	1	5
116	по своему	9	5
117	культуры в	4	5
118	во всяком	2	5
119	в течение	3	5
120	как уже	1	5
121	так что	1	5
122	а не	1	5
123	говорить о	1	5
124	есть и	2	5
125	и т.д	2	5
126	науки которые	1	5
127	а как	1	5
128	независимо от	1	5
129	не просто	3	5
130	в целом	3	5
131	как это	1	5
132	есть не	1	5
133	всяком случае	2	5
134	в особенности	7	4
135	в более	4	4
136	в центре	1	4
137	здесь нет	1	4
138	этот процесс	5	4
139	с одной	2	4
140	любовь к	1	4
141	с точки	6	4
142	этом отношении	5	4
143	о чем	3	4
144	из наиболее	2	4
145	как раз	3	4
146	в результате	1	4
147	по мере	1	4
148	в виде	1	4
149	в себе	7	4
150	видит в	1	4
151	должен был	2	4
152	особого рода	1	4
153	но все	5	4
154	в одном	8	4
155	в котором	1	4
156	традиции и	1	4
157	и ее	1	4
158	как она	1	4
159	в своей	8	4
160	да и	5	4
161	сравнению с	2	4
162	в чем	2	4
163	должен быть	1	4
164	к тому	3	4
165	еще не	8	4
166	однако не	1	4
167	времени и	9	4
168	еще и	6	4
169	как о	1	4
170	даже и	5	4
171	одной стороны	2	4
172	по сравнению	2	4
173	это только	1	4
174	связана с	8	4
175	в чисто	2	4
176	быть названо	1	4
177	по отношению	2	4
178	мы имеем	1	4
179	не вполне	3	4
180	отличие от	5	4
181	истории и	2	4
182	в отличие	4	4
183	можно сказать	4	4
184	той же	1	4
185	отношению к	2	4
186	одной из	3	4
187	в области	10	4
188	все более	1	4
189	наук и	1	4
190	только с	3	4
191	и для	3	4
