N	2gram	Vygotskiy_	Istorich
1	и в	47	181
2	и т	1	160
3	может быть	20	115
4	не только	36	114
5	что он	13	111
6	мы имеем	3	102
7	что в	23	90
8	но и	19	85
9	в этом	47	81
10	так как	25	75
11	то что	40	73
12	таким образом	38	72
13	вместе с	19	71
14	и не	27	67
15	мы видим	10	65
16	все же	7	65
17	в этих	2	64
18	еще не	5	63
19	не может	23	61
20	так же	26	57
21	то же	16	56
22	никогда не	7	56
23	в том	38	53
24	том что	28	53
25	а в	3	52
26	с другой	7	52
27	потому что	26	52
28	и что	14	51
29	и здесь	5	51
30	что и	4	51
31	мы видели	10	49
32	а не	7	48
33	о том	5	48
34	связь с	1	47
35	его в	7	47
36	не в	7	47
37	другой стороны	3	46
38	и пр	1	44
39	мы должны	7	44
40	но в	9	44
41	это не	6	43
42	и его	14	43
43	мы знаем	5	42
44	этот случай	1	42
45	в нем	6	42
46	только в	24	42
47	показывает что	6	42
48	как в	7	42
49	представление о	8	41
50	или в	2	39
51	тем что	14	38
52	и на	4	38
53	в его	7	38
54	для нас	4	38
55	как и	19	37
56	уже не	1	37
57	мы уже	5	37
58	он не	5	37
59	что здесь	2	37
60	так и	8	37
61	знаем что	3	36
62	мы увидим	1	36
63	мы можем	7	36
64	что они	11	35
65	с тем	8	35
66	мы не	10	35
67	здесь мы	2	35
68	все эти	7	35
69	связи с	4	34
70	но не	13	34
71	а именно	1	34
72	у него	2	34
73	во время	2	34
74	что это	7	34
75	представления о	2	33
76	же как	14	33
77	там где	7	33
78	об этом	4	33
79	сих пор	6	32
80	в качестве	9	32
81	один из	3	31
82	прежде всего	9	31
83	представляет собой	23	31
84	ничего не	2	31
85	с этим	5	30
86	с одной	7	30
87	до сих	6	30
88	к нему	5	30
89	при помощи	1	30
90	этом случае	15	29
91	но все	2	29
92	одной стороны	7	29
93	как мы	24	29
94	но это	4	29
95	и другие	1	28
96	в иной	2	28
97	что она	8	28
98	и с	5	28
99	например в	5	28
100	так что	8	27
101	могут быть	7	27
102	того что	27	27
103	в ином	3	27
104	как он	1	27
105	как это	7	26
106	на него	1	26
107	и др	1	26
108	представляют собой	2	26
109	предположить что	1	26
110	в ней	5	26
111	вопрос о	9	25
112	и он	4	25
113	не менее	6	24
114	к этому	2	24
115	было бы	12	24
116	раньше чем	2	24
117	того как	6	24
118	в виде	2	24
119	если бы	8	24
120	что мы	14	24
121	их в	2	23
122	как бы	13	23
123	точно так	3	23
124	и это	2	23
125	показывают что	2	23
126	тем не	4	23
127	в этой	7	23
128	все это	5	23
129	когда он	2	23
130	в частности	4	23
131	и по	6	22
132	с ним	5	22
133	при этом	4	22
134	связано с	4	21
135	в другом	3	21
136	в одном	4	21
137	сказать что	18	21
138	в связи	1	21
139	должны были	2	21
140	здесь не	1	21
141	к тому	13	21
142	они не	2	21
143	ее в	11	21
144	из них	2	20
145	из этих	6	20
146	она не	7	20
147	эта связь	2	20
148	наряду с	2	20
149	одна из	2	20
150	в свете	9	20
151	в других	2	20
152	очень часто	2	20
153	в силу	21	20
154	видели что	3	20
155	другими словами	1	20
156	а затем	2	19
157	с собой	3	19
158	так например	1	19
159	что у	4	19
160	на том	2	19
161	но он	3	19
162	в тех	1	19
163	в другой	4	19
164	есть и	1	19
165	на то	5	19
166	и как	7	19
167	после того	1	19
168	и говорит	1	18
169	в то	10	18
170	что этот	6	18
171	в данном	7	18
172	вовсе не	3	18
173	в них	3	17
174	нас к	10	17
175	том как	2	17
176	то и	5	17
177	по существу	2	17
178	дело не	1	17
179	и только	7	17
180	и она	2	16
181	во всех	9	16
182	этот вопрос	2	16
183	всех этих	1	16
184	в котором	6	16
185	между двумя	5	16
186	и все	5	16
187	перед нами	3	16
188	связана с	4	16
189	даже в	2	15
190	в пределах	3	15
191	что при	4	15
192	и то	10	15
193	в своей	4	15
194	в которых	3	15
195	данном случае	5	15
196	его и	2	15
197	и там	3	15
198	в одной	6	15
199	как будто	1	15
200	и даже	3	15
201	на его	3	15
202	и тем	10	15
203	он в	1	15
204	друг друга	9	15
205	в целом	7	15
206	с этой	5	14
207	но мы	5	14
208	по отношению	10	14
209	находится в	3	14
210	можно было	7	14
211	и ее	3	14
212	одной из	4	14
213	на вопрос	6	14
214	у нас	3	14
215	образом мы	2	14
216	его на	1	14
217	но они	1	14
218	и есть	4	14
219	из которых	3	14
220	с ней	3	14
221	увидим ниже	3	14
222	должен был	2	14
223	отношение к	8	14
224	него и	1	14
225	отношению к	9	14
226	и наконец	4	14
227	или на	1	13
228	на ней	2	13
229	в своем	3	13
230	на котором	4	13
231	время как	7	13
232	по себе	5	13
233	то время	8	13
234	и для	5	13
235	в себе	14	13
236	все что	7	13
237	установить что	4	13
238	не просто	1	13
239	и у	1	13
240	на этом	4	13
241	в форме	1	13
242	в нее	1	13
243	и от	6	13
244	не имеет	6	13
245	к своему	1	13
246	в руки	1	13
247	что иное	1	13
248	таким же	3	13
249	во всем	4	12
250	кроме того	1	12
251	а потом	1	12
252	в основном	4	12
253	ответ на	3	12
254	о нем	1	12
255	в их	4	12
256	на более	1	12
257	к ней	2	12
258	к этой	2	12
259	как только	1	12
260	не знает	3	12
261	одним из	3	12
262	что не	2	12
263	представление об	1	12
264	дает ему	1	12
265	за ним	3	12
266	в более	1	12
267	случаях когда	1	12
268	и их	7	12
269	у нее	5	12
270	только после	1	12
271	в этот	3	11
272	некоторое время	1	11
273	к которому	3	11
274	точки зрения	39	11
275	ясно что	4	11
276	я не	3	11
277	от этого	3	11
278	должны быть	5	11
279	главным образом	1	11
280	связанные с	3	11
281	никто не	2	11
282	иное как	1	11
283	в очень	1	11
284	у меня	1	11
285	только с	2	11
286	уже в	3	11
287	же в	1	11
288	происходит в	2	11
289	по мере	10	11
290	не что	1	11
291	хотя и	4	11
292	должно было	2	11
293	в большом	1	11
294	относится к	5	11
295	но оно	1	11
296	дает нам	1	11
297	и вот	1	11
298	на которой	1	11
299	и более	2	11
300	этого не	1	11
301	такой же	4	11
302	человека в	1	11
303	далеко не	1	11
304	и к	11	10
305	не как	1	10
306	к ним	1	10
307	от них	1	10
308	но так	2	10
309	о связи	3	10
310	не было	1	10
311	в которой	16	10
312	за собой	1	10
313	а с	3	10
314	и тот	1	10
315	почти всегда	3	10
316	его к	2	10
317	на основе	5	10
318	еще один	2	10
319	связанных с	2	10
320	что же	3	10
321	но если	5	10
322	ее на	1	10
323	он и	1	10
324	и других	5	10
325	о чем	8	10
326	то не	1	10
327	а она	1	10
328	начинается с	2	10
329	в это	1	10
330	на этой	7	10
331	не должен	1	10
332	приходит к	1	10
333	как правило	2	10
334	друг с	6	10
335	не мог	2	10
336	в состоянии	4	10
337	в ее	7	10
338	но как	3	10
339	известно что	3	10
340	ни в	3	10
341	если не	1	10
342	в точности	1	10
343	он может	1	10
344	царство и	1	10
345	есть только	3	10
346	что эти	3	10
347	что эта	7	10
348	не можем	4	10
349	и вместе	2	9
350	на первый	1	9
351	не представляет	3	9
352	но эти	2	9
353	только на	5	9
354	себе в	5	9
355	том чтобы	1	9
356	она в	2	9
357	но для	2	9
358	в чем	5	9
359	совершенно так	1	9
360	тогда когда	12	9
361	силу и	1	9
362	зависимости от	6	9
363	это и	7	9
364	в свою	3	9
365	целый ряд	6	9
366	на этот	2	9
367	он должен	1	9
368	зависит от	3	9
369	бы мы	1	9
370	из этого	4	9
371	а по	4	9
372	в первую	3	9
373	которой он	2	9
374	вот почему	3	9
375	представлением о	1	9
376	что за	1	9
377	не могут	9	9
378	в себя	4	9
379	а как	1	9
380	означает что	1	9
381	если это	1	9
382	в основе	5	9
383	с переходом	1	9
384	в истории	1	9
385	с его	1	9
386	ему в	1	9
387	так часто	1	9
388	но по	1	9
389	с другом	6	9
390	это так	1	9
391	стороны и	6	9
392	стоит в	1	9
393	приводит к	10	9
394	что на	5	9
395	по этому	4	9
396	только что	7	8
397	это значит	1	8
398	именно в	9	8
399	во всяком	2	8
400	это делается	3	8
401	конечно не	2	8
402	они должны	1	8
403	с другими	5	8
404	большинстве случаев	2	8
405	чем это	5	8
406	на другой	1	8
407	приводят к	2	8
408	мы будем	1	8
409	есть ли	1	8
410	не так	1	8
411	та же	2	8
412	также что	1	8
413	подобно тому	2	8
414	в отдельности	1	8
415	только тогда	1	8
416	и наоборот	1	8
417	видели выше	1	8
418	у них	2	8
419	независимо от	1	8
420	смысле этого	4	8
421	приводит нас	4	8
422	ту же	4	8
423	и другое	4	8
424	и потому	3	8
425	значит что	1	8
426	но она	1	8
427	не с	3	8
428	оказывается что	2	8
429	тем самым	14	8
430	но вместе	2	8
431	же самое	12	8
432	частный случай	4	8
433	которые в	5	8
434	для этого	4	8
435	одно из	6	8
436	можно сказать	9	8
437	входит в	3	8
438	в зависимости	6	8
439	что его	2	8
440	в целях	1	8
441	надо сказать	1	8
442	в современной	2	8
443	это положение	4	8
444	одном случае	2	8
445	его с	3	8
446	и из	2	8
447	может оказаться	1	8
448	из иного	2	8
449	что такое	2	8
450	предположение что	1	8
451	здесь в	2	8
452	но с	4	8
453	вообще не	6	8
454	должен быть	1	8
455	он говорит	1	8
456	тому как	2	8
457	от того	6	8
458	на это	1	8
459	этим объясняется	1	7
460	пор мы	1	7
461	только через	1	7
462	приходит в	1	7
463	ключ к	3	7
464	для объяснения	3	7
465	тому что	14	7
466	не есть	4	7
467	между собой	15	7
468	о которых	3	7
469	под влиянием	1	7
470	в работе	1	7
471	между тем	2	7
472	над ним	1	7
473	если в	6	7
474	и при	2	7
475	там в	1	7
476	самом деле	6	7
477	к которым	1	7
478	становится ясным	1	7
479	то здесь	1	7
480	состоит в	3	7
481	что оно	9	7
482	он делает	1	7
483	на самом	3	7
484	образом в	5	7
485	но эта	2	7
486	на них	1	7
487	не по	7	7
488	в начале	6	7
489	еще в	3	7
490	это означает	2	7
491	в области	5	7
492	те же	1	7
493	поставить вопрос	1	7
494	в каких	1	7
495	и стали	1	7
496	связь между	10	7
497	как на	8	7
498	он живет	1	7
499	это мы	6	7
500	в конце	5	7
501	также в	1	7
502	себе и	2	7
503	а только	2	7
504	ли это	1	7
505	того же	7	7
506	когда мы	2	7
507	тогда он	1	7
508	состоит из	1	7
509	совершенно не	2	7
510	того чтобы	26	7
511	им в	1	7
512	если мы	6	7
513	что я	1	7
514	этого слова	5	7
515	всяком случае	1	7
516	для него	6	7
517	как у	1	7
518	как она	6	7
519	с самого	13	7
520	в какой	6	7
521	думать что	1	7
522	в большинстве	2	7
523	и часто	1	7
524	со своими	1	7
525	одного из	2	7
526	и о	4	7
527	эти два	1	7
528	есть не	3	7
529	его от	2	6
530	между ними	8	6
531	но что	2	6
532	не потому	1	6
533	из всего	1	6
534	не удается	1	6
535	дело с	3	6
536	можно ли	2	6
537	той же	13	6
538	все его	1	6
539	как можно	1	6
540	в воде	1	6
541	как говорит	6	6
542	иногда не	1	6
543	что как	2	6
544	они же	1	6
545	не могла	2	6
546	только о	3	6
547	его как	1	6
548	это приводит	1	6
549	оно может	2	6
550	на место	1	6
551	в одну	2	6
552	к сожалению	1	6
553	не ясно	1	6
554	что по	2	6
555	каким-то образом	1	6
556	задачи в	1	6
557	она дает	1	6
558	связь и	1	6
559	становится понятным	1	6
560	этого вопроса	3	6
561	этих двух	4	6
562	отличие от	4	6
563	также и	2	6
564	одну из	2	6
565	самое что	3	6
566	для того	24	6
567	в море	1	6
568	самого начала	13	6
569	говорит что	3	6
570	что ее	2	6
571	до того	2	6
572	и становится	1	6
573	нам важно	1	6
574	то в	4	6
575	с большим	2	6
576	от его	2	6
577	что все	6	6
578	тому же	2	6
579	к чему	1	6
580	это объясняет	1	6
581	свете этих	1	6
582	пришел к	1	6
583	были бы	5	6
584	они и	2	6
585	почти не	1	6
586	отношения к	5	6
587	этой точки	4	6
588	к которой	3	6
589	или как	1	6
