N	2gram	Losev_Prob	Literetu
1	а не	7	50
2	и не	29	47
3	не только	28	46
4	и в	48	44
5	может быть	11	43
6	при этом	6	41
7	но и	21	41
8	в том	25	39
9	в этом	31	38
10	своего рода	1	37
11	том что	29	32
12	такого рода	4	30
13	в частности	5	30
14	то что	26	29
15	в мире	1	28
16	в качестве	9	27
17	то же	6	26
18	в году	9	26
19	состоит в	1	26
20	как и	10	23
21	в стихотворении	28	23
22	в то	6	23
23	не в	16	22
24	того что	8	22
25	так и	15	22
26	не может	6	22
27	я и	1	21
28	же время	1	21
29	в себе	7	20
30	я в	4	19
31	прежде всего	15	19
32	как бы	10	18
33	с другой	8	17
34	точки зрения	17	17
35	то есть	38	17
36	в его	19	17
37	в жизни	4	16
38	в этой	14	16
39	не менее	8	15
40	я не	3	15
41	в русской	4	15
42	только в	21	15
43	со стороны	1	15
44	тем самым	2	15
45	и даже	24	14
46	по отношению	2	14
47	однако в	4	14
48	что он	12	14
49	уже не	12	13
50	в своем	16	13
51	с одной	5	13
52	как это	5	13
53	но не	12	13
54	и его	11	13
55	в своей	29	12
56	о том	17	12
57	в данном	6	12
58	одной стороны	5	12
59	к себе	1	12
60	одним из	1	12
61	еще не	4	12
62	отношению к	2	12
63	а также	8	12
64	не столько	1	11
65	в другом	6	11
66	никогда не	7	11
67	и сам	5	11
68	столь же	1	11
69	еще в	6	11
70	вместе с	15	11
71	как в	3	11
72	с его	3	11
73	данном случае	5	11
74	это не	8	11
75	или иначе	3	11
76	а в	8	11
77	даже в	2	10
78	русской поэзии	1	10
79	по мысли	4	10
80	из них	4	10
81	в ее	6	10
82	не случайно	1	10
83	что в	12	10
84	и на	9	10
85	для себя	6	10
86	так или	3	10
87	жизни в	7	10
88	потому что	21	10
89	этом отношении	4	10
90	жизни и	7	10
91	отнюдь не	14	10
92	в области	3	10
93	с этой	4	9
94	к тому	7	9
95	представляет собой	1	9
96	искусства и	1	9
97	связи с	11	9
98	один из	2	9
99	что я	1	9
100	в поэзии	1	9
101	одно из	2	9
