N	3gram	Propp_Isto	Freidism
1	с точки зрения	1	15
2	не может быть	5	14
3	по отношению к	3	11
4	в самом деле	1	10
5	в том что	7	9
6	как мы видели	3	8
7	во всяком случае	3	8
8	мы знаем что	1	6
9	в большинстве случаев	1	5
10	можно сказать что	1	5
11	как мы уже	1	5
12	мы увидим что	2	4
13	тем не менее	4	4
14	в зависимости от	3	4
15	в данном случае	7	4
16	по ту сторону	1	4
17	на первый план	1	4
18	и тот же	1	3
19	только то что	1	3
20	отношение к отцу	1	3
21	мы уже знаем	5	3
22	для того чтобы	1	3
23	о том что	9	3
24	один и тот	1	3
25	до сих пор	4	3
26	к тому чтобы	1	3
27	не в его	1	3
28	бы то ни	1	3
29	на этот вопрос	3	3
30	так и в	3	3
31	мы видели что	4	3
32	что все эти	1	3
33	мы не можем	2	3
34	и не может	1	3
35	но вместе с	2	2
36	и может быть	1	2
37	он не только	1	2
38	может быть это	1	2
39	один из способов	1	2
40	один из них	1	2
41	он продолжает жить	1	2
42	в предыдущей главе	1	2
43	не отличается от	1	2
44	а с другой	1	2
45	в таких случаях	1	2
46	зависимости от того	1	2
47	что и в	3	2
48	том что он	1	2
49	то ни было	1	2
50	к тому что	1	2
51	в другом месте	2	2
52	с одной стороны	11	2
53	это прежде всего	1	2
54	то же самое	1	2
55	со стороны содержания	1	1
56	и т д	25	1
57	что он не	1	1
58	в этом случае	4	1
59	правда это не	1	1
60	и те же	1	1
61	интересен тем что	2	1
62	но тем не	2	1
63	вот в этой	1	1
64	же мы имеем	1	1
65	от них и	1	1
66	остановимся только на	1	1
67	и др в	1	1
68	его к своему	1	1
69	ситуации в которой	1	1
70	там именно и	1	1
71	вообще не существует	1	1
72	но не может	1	1
73	от того в	1	1
74	то что он	1	1
75	больше и больше	2	1
76	того в какой	1	1
77	в свою противоположность	1	1
78	только в условиях	1	1
79	но и в	4	1
80	знаем что в	1	1
81	в противоречие с	1	1
82	все больше и	2	1
83	в нем мы	1	1
84	взять на себя	1	1
85	мы обратимся к	1	1
86	а иногда и	1	1
87	ни в каких	1	1
88	обречены на неудачу	1	1
89	мы должны признать	1	1
90	она не знает	1	1
91	как бы в	1	1
92	из этих двух	1	1
93	к выводу что	1	1
94	в свое время	1	1
95	конечно не в	1	1
96	что мы знаем	1	1
97	а именно что	2	1
98	же мы можем	1	1
99	что в данном	1	1
100	не приходится и	1	1
101	ему ничего не	1	1
102	на вопрос о	1	1
103	в то время	4	1
104	к отцу во	1	1
105	чтобы ответить на	1	1
106	или может быть	1	1
107	можно согласиться с	1	1
108	говорит о том	1	1
109	заранее обречены на	1	1
110	друг на друга	2	1
111	все же не	1	1
112	и в америке	1	1
113	уже не может	1	1
114	со всех сторон	1	1
115	не совсем так	1	1
116	не представляет собой	3	1
117	хотя и не	1	1
118	и только он	1	1
119	данном случае в	1	1
120	друг с другом	1	1
121	в одной из	2	1
122	видим таким образом	1	1
123	на которой он	1	1
124	он не приобретает	1	1
125	через некоторое время	1	1
126	то же что	2	1
127	она не может	1	1
128	форме мы найдем	1	1
129	ответ на этот	1	1
130	таким образом что	1	1
131	как мы видим	1	1
132	на другую сторону	1	1
133	мотив вступивший в	1	1
134	с другом и	1	1
135	не похожи на	1	1
136	все что он	1	1
137	каждого из этих	1	1
138	так же как	4	1
139	это не совсем	1	1
140	только потому что	1	1
141	смысле этого слова	1	1
142	этим же объясняется	1	1
143	во всех этих	6	1
144	находятся в состоянии	1	1
145	том что в	2	1
146	на него и	1	1
147	всяком случае в	1	1
148	что между ними	1	1
149	направление в котором	1	1
150	не согласиться с	1	1
151	так как это	3	1
152	уже знаем что	4	1
153	всяком случае не	1	1
154	но в чем	1	1
155	мы видим таким	1	1
156	во всех видах	1	1
157	вступивший в противоречие	1	1
158	и должны быть	1	1
159	и наконец к	1	1
160	во всей европе	1	1
161	только по своему	1	1
162	на первый взгляд	5	1
163	на своем месте	1	1
164	не может его	3	1
165	во второй половине	1	1
166	можно сказать о	1	1
167	и всей той	1	1
168	по этому вопросу	1	1
169	что это не	2	1
170	но все же	3	1
171	и что он	2	1
172	и она не	1	1
173	мы видели также	1	1
174	все это не	1	1
175	в нем и	1	1
176	мы имеем в	7	1
177	от всех других	2	1
178	имеется и у	1	1
179	мы не будем	2	1
180	его уже не	1	1
181	таким образом и	3	1
182	что этот мотив	2	1
183	но никогда не	1	1
184	нуждается ни в	1	1
185	но в целом	1	1
186	оно может быть	1	1
187	это означает что	1	1
188	но так как	4	1
189	можно было бы	3	1
190	еще ничего не	1	1
191	нам кажется что	4	1
192	не нуждается ни	1	1
