N	2gram	Bakhtin_Fr	formyVre
1	и в	105	148
2	в этом	22	73
3	то есть	71	70
4	в романе	8	58
5	в нем	16	51
6	прежде всего	26	46
7	и не	34	37
8	в его	24	36
9	и его	24	36
10	вовсе не	25	35
11	но и	20	33
12	то же	6	32
13	частной жизни	1	32
14	не только	24	32
15	в литературе	9	32
16	но в	16	31
17	жизни и	14	31
18	так и	16	29
19	времени в	1	27
20	может быть	11	27
21	не в	4	26
22	как мы	12	26
23	как и	15	25
24	у рабле	13	25
25	как бы	33	25
26	человеческой жизни	1	24
27	точки зрения	10	24
28	мы уже	18	24
29	только в	16	23
30	в то	5	23
31	еды и	4	23
32	времени и	9	23
33	человека в	1	23
34	в том	17	22
35	то что	7	22
36	связи с	5	21
37	во всех	13	21
38	жизни в	8	21
39	же время	5	21
40	все эти	15	21
41	и питья	3	20
42	в своем	11	19
43	и др	32	19
44	и на	25	19
45	в основном	4	19
46	и для	3	19
47	таким образом	5	18
48	у него	2	18
49	и все	7	18
50	еще не	8	18
51	по существу	2	18
52	при этом	10	17
53	те же	1	17
54	с этим	1	17
55	в особенности	7	17
56	так как	11	17
57	в пределах	3	17
58	человека и	4	17
59	все же	10	16
60	в условиях	15	16
61	новой жизни	1	16
62	в связи	2	16
63	того же	1	16
64	в основе	8	16
65	и во	6	16
66	и их	3	16
67	не может	9	16
68	в разных	2	15
69	в одном	8	15
70	в них	13	15
71	в дальнейшем	10	15
72	никогда не	11	15
73	с точки	6	15
74	так сказать	5	15
75	с его	9	15
76	кн ii	2	15
77	вместе с	1	15
78	лишь в	4	15
79	и как	2	14
80	и с	8	14
81	так же	2	14
82	в конце	3	14
83	его жизни	1	14
84	всех этих	10	14
85	а не	1	14
86	как раз	3	14
87	все это	16	14
88	в самом	7	13
89	в котором	1	13
90	для того	2	13
91	друг с	2	13
92	рабле в	13	13
93	во время	14	13
94	человеческого тела	2	13
95	с ним	6	13
96	как в	6	13
97	роль в	6	13
98	здесь в	14	13
99	в их	6	13
100	с другом	2	13
101	в частности	6	13
102	того чтобы	3	13
103	а в	4	13
104	же в	4	13
105	и до	6	12
106	конечно не	2	12
107	время в	3	12
108	не было	3	12
109	и питье	1	12
110	он не	3	12
111	ii гл	2	12
112	значение и	3	12
113	что в	4	12
114	это время	2	12
115	потому что	6	12
116	роста и	4	12
117	в истории	5	12
118	ничего не	3	12
119	но не	7	12
120	исторического времени	2	12
121	и наконец	2	12
122	из них	7	11
123	хотя и	4	11
124	его в	7	11
125	между ними	4	11
126	романе в	1	11
127	и у	7	11
128	ни в	1	11
129	в образе	1	11
130	смерть и	1	11
131	уже в	5	11
132	мира и	4	11
133	смерти в	2	11
134	в ней	7	11
135	и другие	10	10
136	кроме того	2	10
137	уже не	3	10
138	входит в	4	10
139	влияние на	8	10
140	в ее	5	10
141	сих пор	7	10
142	также и	3	10
143	до сих	7	10
144	уже говорили	12	10
145	со смертью	3	10
146	на основе	1	10
147	здесь не	3	10
148	тот же	4	10
149	в большинстве	2	10
150	и даже	10	9
151	но все	5	9
152	их в	3	9
