N	3gram	Losev_Prob	VeschiIm
1	и т д	20	38
2	это значит что	8	25
3	не может быть	5	24
4	и больше ничего	3	12
5	бы то ни	5	12
6	не что иное	6	12
7	то ни было	4	12
8	не есть ни	4	12
9	что иное как	6	12
10	т д и	5	11
11	тем не менее	23	11
12	содержит в себе	13	11
13	по крайней мере	9	10
14	д и т	5	10
15	в том что	17	9
16	есть не что	6	8
17	от всего прочего	1	8
18	в самом деле	1	7
19	на то что	2	7
20	по сравнению с	3	7
21	сама по себе	11	7
22	ни в каком	8	6
23	с точки зрения	9	6
24	то и другое	1	6
25	вовсе не есть	12	6
26	даже больше того	1	6
27	и не только	1	6
28	так или иначе	2	6
29	и тем не	6	5
30	в чем же	2	5
31	не есть только	1	5
32	в то же	10	5
33	и то же	5	5
34	и то что	8	5
35	не потому что	1	5
36	одно и то	4	5
37	подобно тому как	2	5
38	не только в	2	5
39	что оно есть	1	5
40	не есть просто	4	5
41	равно как и	2	4
42	в себе в	2	4
43	о том как	4	4
44	то время как	6	4
45	от того что	1	4
46	то что является	2	4
47	этой точки зрения	2	4
48	с этой точки	1	4
49	есть сама вещь	1	4
50	есть прежде всего	3	4
51	в то время	6	4
52	более или менее	2	4
53	сам по себе	10	4
54	те или другие	3	4
55	в каком случае	5	4
56	что же такое	3	4
57	не только не	5	4
58	дело в том	4	4
59	о том что	8	4
60	это и есть	3	4
61	само по себе	5	4
62	это и значит	2	4
63	есть то что	3	4
64	тех или других	3	4
65	потому что они	2	4
66	но то что	1	3
67	между собою и	1	3
68	и значит что	1	3
69	вместе с тем	1	3
70	но еще и	1	3
71	указывает на то	1	3
72	той или другой	6	3
73	но если это	1	3
74	мы говорим что	1	3
75	заключается в том	5	3
76	уже не будет	1	3
77	именно тем что	1	3
78	ту или иную	3	3
79	если мы возьмем	4	3
80	и не в	2	3
81	можно сказать что	2	3
82	вообще не есть	2	3
83	свидетельствует о том	1	3
84	можно ли сказать	3	3
85	все же не	1	3
86	из того что	1	3
87	сами по себе	8	3
88	ли сказать что	2	3
89	в отрыве от	1	3
90	мы не можем	2	3
91	то не только	1	3
92	можно было бы	6	3
93	и в то	2	3
94	не указывает на	2	3
95	а тем не	1	3
96	так что в	2	3
97	в собственном смысле	1	3
98	и есть не	1	3
99	с самой вещью	1	3
100	только то что	4	3
101	с одной стороны	2	3
102	то что мы	3	3
103	с другой стороны	11	3
104	и не просто	3	3
105	то это значит	3	3
106	так же как	3	2
107	указывает на него	1	2
108	привело бы к	1	2
109	в определенном направлении	1	2
110	в той или	7	2
111	на действительность и	2	2
112	каком случае не	4	2
113	заключается не в	1	2
114	с чем мы	2	2
115	мы находим в	2	2
116	в данном случае	12	2
117	это так то	1	2
118	и это вовсе	2	2
119	в том чтобы	1	2
120	что в результате	1	2
121	том или другом	3	2
122	не говорит о	1	2
123	то что не	1	2
124	не имеет никакого	3	2
125	и без всякого	1	2
126	у нас в	2	2
127	в свое время	1	2
128	хотя бы и	2	2
129	было бы сказать	1	2
130	то или другое	2	2
131	в этом смысле	5	2
132	а следовательно и	1	2
133	с самим собою	2	2
134	только о том	2	2
135	для того чтобы	4	2
136	мы еще не	1	2
137	это не есть	1	2
138	крайней мере в	1	2
139	ни с чем	1	2
140	или по крайней	6	2
141	имеет никакого отношения	1	2
142	и есть то	2	2
143	уже не есть	3	2
144	но что же	1	2
145	не относится к	1	2
146	для тех или	2	2
147	том что он	2	2
148	чего бы то	2	2
149	может быть никакого	1	2
150	тут не может	1	2
151	в подлинном смысле	1	2
152	и в частности	4	2
153	в том или	2	2
154	в первом случае	1	2
155	хотя бы даже	1	2
156	никуда не годится	1	2
157	отнюдь не есть	1	2
158	от вещи и	1	2
159	в конце концов	4	2
160	нельзя сказать что	1	2
161	тех или иных	7	2
162	даже и не	6	2
163	уже не просто	1	2
164	как бы ни	1	2
165	быть не только	1	2
166	ничто не мешает	2	2
167	никакого отношения к	3	2
168	в отдельности и	2	2
169	действительность и ее	1	2
170	о вещах и	1	2
171	тем или другим	1	2
172	но даже и	7	2
173	то ясно что	2	2
174	по себе без	1	2
175	если это так	1	2
176	а не в	1	2
177	в связи с	9	2
178	то что у	3	2
179	к тому что	1	2
180	вещи есть сама	1	2
181	но все же	1	2
182	есть не просто	1	2
183	когда говорится о	1	2
184	во всяком случае	8	2
185	вопрос о том	1	2
186	и в этом	6	2
187	что он есть	2	2
188	только тогда когда	1	2
189	что же касается	5	2
190	как раз и	5	2
191	если она только	1	2
192	в основе своей	1	2
193	ни о каком	2	2
194	мы имеем дело	2	2
195	самой вещи в	1	2
196	не просто как	2	1
197	мы все же	3	1
198	она еще не	1	1
199	что он не	2	1
200	не в шутку	1	1
201	уж во всяком	4	1
202	общего ни с	1	1
203	на идею и	1	1
204	на бесконечный ряд	1	1
205	как и во	1	1
206	например и в	1	1
207	одной стороны и	1	1
208	то и в	1	1
209	их жизни и	1	1
210	поэтому когда мы	1	1
211	и как бы	2	1
212	нет ничего иного	1	1
213	том как эта	1	1
214	идет о смысловом	1	1
215	только в меру	2	1
216	это не значит	1	1
217	а не просто	5	1
218	так что мы	2	1
219	в ней нет	1	1
220	т д все	1	1
221	как будто бы	7	1
222	и потому что	1	1
223	все дело заключается	1	1
224	в отвлеченном смысле	1	1
225	в то или	1	1
226	не только то	1	1
227	что смысл вещи	1	1
228	тоже состоит из	1	1
229	такое положение дела	1	1
230	не обязательно для	1	1
231	в этом понятии	2	1
232	точка зрения на	1	1
233	же самое время	10	1
234	по существу же	1	1
235	внутреннем и внешнем	1	1
236	как бы мы	1	1
237	по себе но	2	1
238	и прежде всего	3	1
239	с самими вещами	1	1
240	по себе а	3	1
241	других все это	1	1
