N	2gram	Losev_Dial	OGranits
1	и в	34	13
2	и его	8	12
3	прежде всего	20	9
4	может быть	30	8
5	и не	50	8
6	не может	29	8
7	и пр	16	7
8	в его	6	7
9	и их	1	7
10	точки зрения	43	7
11	таким образом	14	6
12	не только	35	6
13	мы должны	1	6
14	только в	10	6
15	то что	25	6
16	как бы	19	6
17	хотя бы	9	5
18	с точки	25	5
19	в процессе	2	5
20	но ведь	2	5
21	все же	4	5
22	и эта	1	5
23	и наконец	2	5
24	мы можем	3	4
25	не является	1	4
26	до тех	1	4
27	только и	3	4
28	мы не	11	4
29	то же	9	4
30	еще и	2	4
31	было бы	13	4
32	все это	13	4
33	в своей	4	4
34	тех пор	3	4
35	но в	3	4
36	вопроса о	1	4
37	г в	1	3
38	с этим	4	3
39	что в	12	3
40	и то	7	3
41	со всей	1	3
42	связана с	1	3
43	ни один	2	3
44	пор пока	1	3
45	в искусстве	1	3
46	и уже	5	3
47	так и	11	3
48	не как	1	3
49	говорить о	13	3
50	одно и	6	3
51	есть прежде	4	3
52	в одном	3	3
53	за пределы	3	3
54	превращается в	6	3
55	слово в	2	3
56	в пределах	1	3
57	в их	2	3
58	в ее	5	3
59	самом деле	7	3
60	не в	11	3
61	в которой	1	3
62	что же	12	3
63	и все	17	3
64	общего с	1	3
65	но для	3	3
66	тела и	3	3
67	в себе	8	3
68	так как	12	3
69	я хочу	2	3
70	да и	4	3
71	но и	14	3
72	и для	5	3
73	как и	14	3
74	ничего общего	2	3
75	точку зрения	1	3
76	никогда не	9	3
77	в самом	9	2
78	во всем	5	2
79	нет ничего	14	2
80	которые только	1	2
81	и к	5	2
82	что они	2	2
83	того или	6	2
84	представим себе	1	2
85	форм и	1	2
86	и отчасти	1	2
87	из тела	1	2
88	мы видим	4	2
89	иное как	6	2
90	в данном	6	2
91	мы уже	6	2
92	и этот	1	2
93	а как	2	2
94	в своих	3	2
95	в этом	14	2
96	наша жизнь	1	2
97	что иное	6	2
98	в общем	1	2
99	в целях	4	2
100	данном случае	3	2
101	категорий но	1	2
102	он только	1	2
103	с одной	4	2
104	мог бы	2	2
105	в течение	4	2
106	для себя	2	2
107	наконец в	1	2
108	не чем	1	2
109	и при	4	2
110	одной стороны	3	2
111	и должно	1	2
112	при этом	7	2
113	несмотря на	2	2
114	в полном	1	2
115	для него	4	2
116	только его	2	2
117	в этот	3	2
118	и истории	4	2
119	и помимо	1	2
120	и тем	3	2
121	и может	2	2
122	смысле слова	1	2
123	те же	1	2
124	ее в	3	2
125	в том	17	2
126	с этой	7	2
127	что эта	2	2
128	мы получим	1	2
129	и является	2	2
130	в отношении	1	2
131	чем же	3	2
132	вслед за	1	2
133	другой стороны	4	2
134	сознания и	5	2
135	во времени	1	2
136	не что	6	2
137	но так	2	2
138	не на	7	2
139	от этого	5	2
140	так же	7	2
141	думать что	3	2
142	в них	6	2
143	самого начала	1	2
144	а в	3	2
145	оценка и	1	2
146	связанных с	1	2
147	если бы	10	2
148	мы понимаем	3	2
149	школы и	1	2
150	себе что	2	2
151	от своего	2	2
152	но одно	1	2
153	в ней	4	2
154	с самого	1	2
155	тем что	5	2
156	она является	1	2
157	могут быть	5	2
158	вовсе не	18	2
159	между собою	3	2
160	его на	3	2
161	чем иным	1	2
162	учение о	11	2
163	в связи	3	2
164	имеет место	1	2
165	объект и	2	2
166	в зависимости	3	2
167	во всей	1	2
168	с ними	3	2
169	говорить об	2	2
170	вне всякой	3	2
171	все эти	4	2
172	с другой	5	2
173	как в	2	2
174	иным как	1	2
175	не менее	11	2
176	не имеет	18	2
177	там где	1	2
178	и историей	1	2
179	можем поставить	1	2
180	том что	18	2
181	в нем	7	2
182	и следовательно	2	2
183	или иного	3	2
184	зависимости от	4	2
185	не мог	3	2
186	а не	39	2
187	в чем	11	2
188	художественное произведение	1	2
189	и ее	8	2
190	тот же	1	2
191	собственно говоря	5	2
192	к тому	4	2
193	есть не	11	2
194	слова и	1	2
195	бы в	5	2
196	этого термина	1	1
197	в особенности	9	1
198	понять и	1	1
199	самое слово	2	1
200	в некоторых	3	1
201	всего в	2	1
202	только одно	4	1
203	поскольку она	1	1
204	как к	2	1
205	дуализм с	1	1
206	этого и	1	1
207	в каждой	1	1
208	к которому	1	1
209	находятся в	1	1
210	часто мы	1	1
211	объекта но	1	1
212	то он	1	1
213	не зная	2	1
214	ее и	2	1
215	зрения и	1	1
216	для всех	1	1
217	это конечно	2	1
218	только к	3	1
219	произведение и	1	1
220	вне этой	1	1
221	и он	3	1
222	психической жизни	2	1
223	обладает в	1	1
224	существует но	2	1
225	как ни	1	1
226	можно говорить	2	1
227	и здесь	3	1
228	осуществляется в	2	1
229	равно и	1	1
230	художественного образа	1	1
231	то это	9	1
232	явления как	2	1
233	она и	3	1
234	отличие от	2	1
235	существует лишь	1	1
236	вопрос о	9	1
237	как же	9	1
238	что мы	10	1
239	на этом	3	1
240	к слову	1	1
241	предмету но	1	1
242	они не	3	1
243	является наиболее	1	1
244	на нем	3	1
245	не имеют	2	1
246	ясное и	1	1
247	только что	7	1
248	само собой	1	1
249	в последнее	2	1
250	о слове	1	1
251	творца и	1	1
252	которая как	1	1
253	или иная	3	1
254	даже и	9	1
255	ее на	1	1
256	или только	4	1
257	душа и	1	1
258	указать на	1	1
259	должно быть	7	1
260	того как	2	1
261	человеческого тела	1	1
262	если он	2	1
263	и уж	2	1
264	груди и	1	1
265	которой он	1	1
266	и который	1	1
267	если наконец	2	1
268	необходимо чтобы	1	1
269	не могу	2	1
270	и вот	13	1
271	говоря и	1	1
272	на том	1	1
273	другими словами	8	1
274	есть одно	1	1
275	это все	1	1
276	но при	1	1
277	более или	1	1
278	может идти	1	1
279	внимание на	1	1
280	теперь мы	4	1
281	когда я	1	1
282	потому что	21	1
283	отношения не	1	1
284	на первом	1	1
285	должны быть	7	1
286	явления но	2	1
287	он всегда	3	1
288	но даже	4	1
289	того чтобы	1	1
290	и если	5	1
291	бы по	1	1
292	же как	4	1
293	или иных	2	1
294	можно лишь	1	1
295	бы мы	1	1
296	ту или	1	1
297	и более	1	1
298	мы имеем	3	1
299	и у	3	1
300	не должно	2	1
301	также и	6	1
302	ту же	1	1
303	это и	12	1
304	для того	4	1
305	момента в	1	1
306	совсем не	1	1
307	тому как	5	1
308	тому что	5	1
309	интеллектуальной интуиции	2	1
310	в субъекте	1	1
311	все то	1	1
312	говорю ему	2	1
313	и дает	1	1
314	что мир	7	1
315	быть не	3	1
316	которых он	1	1
317	он и	3	1
318	воплощения но	1	1
319	без знания	4	1
320	не всегда	3	1
321	одно понятие	1	1
322	руками если	1	1
323	в своем	7	1
324	в разных	2	1
325	или же	3	1
326	к истории	2	1
327	и тогда	6	1
328	говорить не	3	1
329	на самый	1	1
330	этот момент	2	1
331	этом отношении	2	1
332	уже говорить	1	1
333	две формы	1	1
334	связанное с	1	1
335	и призыв	1	1
336	оценка с	1	1
337	остается только	1	1
338	в вечности	6	1
339	тем не	10	1
340	сознании и	1	1
341	но тем	1	1
342	и во-вторых	2	1
343	в другой	2	1
344	как это	8	1
345	но может	1	1
346	и лучше	1	1
347	в свои	1	1
348	не думает	1	1
349	что такое	25	1
350	к тем	1	1
351	мы все	1	1
352	то мы	3	1
353	своей истории	2	1
354	только на	8	1
355	выйти за	3	1
356	и через	1	1
357	общения с	2	1
358	только развести	1	1
359	из того	2	1
360	об этом	8	1
361	содержания и	1	1
362	не имеем	3	1
363	только потому	4	1
364	остановиться на	1	1
365	всего его	1	1
366	не приходится	2	1
367	объект никогда	1	1
368	никто не	4	1
369	в науке	3	1
370	гораздо богаче	1	1
371	и что	21	1
372	обязательна но	1	1
373	на самом	2	1
374	единиц в	1	1
375	или иную	1	1
376	в абстрактное	1	1
377	материи и	1	1
378	в этой	3	1
379	людей и	2	1
380	фактов но	1	1
381	иметь в	3	1
382	ни одна	1	1
383	во все	1	1
384	в виду	12	1
385	в нашей	1	1
386	же такое	3	1
387	что к	1	1
388	чем его	1	1
389	к другому	2	1
390	быть может	3	1
391	есть акт	1	1
392	истории и	6	1
393	нет никакого	10	1
394	с их	4	1
395	и есть	24	1
396	она осталась	1	1
397	конечно не	6	1
398	чистым и	1	1
399	подобно тому	5	1
400	и вполне	1	1
401	уже видели	1	1
402	не хотят	1	1
403	но это	10	1
404	только то	2	1
405	не вполне	2	1
406	по себе	31	1
407	в совершенно	1	1
