N	2gram	Voloshinov	Russkaja
1	не может	40	22
2	и не	42	19
3	в этом	27	17
4	в том	13	17
5	с другом	2	14
6	и в	32	14
7	друг с	2	14
8	национальной культуры	1	13
9	то что	12	13
10	таким образом	29	11
11	то же	19	11
12	точки зрения	48	11
13	но и	17	10
14	же время	7	10
15	в то	7	10
16	не только	18	9
17	с точки	31	9
18	том что	12	9
19	во всяком	8	9
20	может быть	50	9
21	в себе	5	9
22	прежде всего	19	8
23	того чтобы	9	8
24	как на	2	8
25	не будет	7	7
26	ни к	3	7
27	самом деле	18	7
28	к тому	8	7
29	о том	4	7
30	в данном	8	7
31	и если	2	7
32	мы должны	4	7
33	и с	4	7
34	отнюдь не	14	7
35	и к	3	6
36	для всех	2	6
37	и при	3	6
38	для него	18	6
39	все это	4	6
40	на самом	10	6
41	в своих	2	6
42	если бы	12	6
43	и для	15	6
44	в россии	1	6
45	с тем	1	6
46	что он	5	6
47	для того	8	6
48	к которой	1	6
49	в своем	3	6
50	всяком случае	4	6
51	а потому	1	5
52	до сих	10	5
53	и на	8	5
54	из которых	2	5
55	только в	14	5
56	или иной	8	5
57	по существу	1	5
58	в своей	5	5
59	жизни в	5	5
60	себя и	2	5
61	между собой	3	5
62	во всех	13	5
63	сих пор	10	5
64	и только	2	5
65	вопрос о	6	5
66	хотя бы	8	5
67	потому что	2	5
68	в нем	17	5
69	между тем	8	5
70	он не	5	5
71	а между	1	5
72	конечно не	9	5
73	а в	5	5
74	при этом	13	5
75	было бы	8	5
76	на то	4	5
77	лишь при	2	5
78	никогда не	7	5
79	что в	5	4
80	бы то	11	4
81	и то	4	4
82	так как	5	4
83	возможно лишь	1	4
84	к этой	2	4
85	тогда когда	2	4
86	в его	10	4
87	не могут	4	4
88	его в	7	4
89	более или	3	4
90	отказаться от	1	4
91	не в	13	4
92	лишь к	1	4
93	в корне	6	4
94	вместе с	2	4
95	как и	19	4
96	все же	13	4
97	приводит к	3	4
98	в их	5	4
99	к вопросу	1	4
100	со стороны	2	4
101	себе и	2	4
102	ли это	1	4
103	или менее	3	4
104	которой он	1	4
105	то ни	12	4
106	можно было	2	4
107	что же	5	4
108	в совершенно	2	4
109	от того	4	4
110	и т.д	6	4
111	как бы	31	4
112	в этой	3	4
113	себя в	2	4
114	жизни и	4	4
115	но не	2	4
116	точку зрения	4	4
117	в самом	14	3
118	то в	3	3
119	что они	1	3
120	этом случае	3	3
121	что оно	3	3
122	собой и	1	3
123	и этот	2	3
124	должно быть	4	3
125	несмотря на	1	3
126	вопросу о	1	3
127	что это	3	3
128	в качестве	4	3
129	для них	2	3
130	что и	5	3
131	сводится к	5	3
132	в виде	1	3
133	не было	6	3
134	связи с	22	3
135	или в	4	3
136	ни одна	1	3
137	тем что	3	3
138	именно в	6	3
139	в конце	5	3
140	и как	8	3
141	может только	1	3
142	да и	1	3
143	о которых	1	3
144	о котором	1	3
145	не есть	6	3
146	но если	2	3
147	той или	5	3
148	еще не	7	3
149	все они	1	3
150	и потому	7	3
151	при условии	1	3
152	ко всем	1	3
153	в лучшем	1	3
154	мы говорили	3	3
155	одна из	6	3
156	в значительной	3	3
157	на том	1	3
158	и ни	2	3
159	так чтобы	1	3
160	в другом	5	3
161	говорить о	2	3
162	себя от	2	3
163	в большинстве	7	3
164	точке зрения	2	3
165	лишь в	17	3
166	она может	3	3
167	что для	1	3
168	главным образом	2	3
169	и во	2	3
170	одной из	5	3
171	что все	3	3
172	в сознании	2	3
173	из этого	2	3
174	он сам	1	3
175	и по	1	3
176	а следовательно	2	3
177	конце концов	3	3
178	друг друга	10	3
179	из этих	3	3
180	для этого	1	3
181	всех этих	2	3
182	из них	3	3
183	того что	5	3
184	были бы	2	2
185	представить себе	1	2
186	на почве	14	2
187	не так	2	2
188	от него	4	2
189	в роде	2	2
190	что с	1	2
191	именно на	3	2
192	для русской	1	2
193	что такое	3	2
194	т.е к	2	2
195	зависит от	2	2
196	и вот	2	2
197	должна быть	6	2
198	сама по	2	2
199	для себя	4	2
200	каждого отдельного	1	2
201	и должно	1	2
202	из всех	1	2
203	будет не	1	2
204	с ним	1	2
205	она будет	1	2
206	будет ли	1	2
207	политической жизни	2	2
208	от этой	1	2
209	на которой	1	2
210	касается до	2	2
211	ни в	7	2
212	в результате	9	2
213	там и	3	2
214	принадлежащий к	1	2
215	противоречие с	1	2
216	в этих	2	2
217	у него	2	2
218	по себе	5	2
219	и даже	4	2
220	если не	1	2
221	от друга	1	2
222	ее в	2	2
223	не о	1	2
224	к чему	1	2
225	себя на	1	2
226	этом направлении	1	2
227	все эти	8	2
228	на себя	1	2
229	но для	4	2
230	в таком	8	2
231	отношения к	2	2
232	тому что	6	2
233	ясно что	6	2
234	не подлежит	1	2
235	которой она	2	2
236	их в	1	2
237	большинстве случаев	7	2
238	является не	9	2
239	на эту	1	2
240	всю эту	1	2
241	следовательно и	4	2
242	последнее время	1	2
243	только для	1	2
244	отличается от	1	2
245	нисколько не	1	2
246	ведь в	2	2
247	так же	10	2
248	друг от	1	2
249	в других	1	2
250	если же	2	2
251	уже не	2	2
252	в меру	1	2
253	чтобы понять	3	2
254	другом случае	1	2
255	общественной жизни	1	2
256	с этим	6	2
257	остается в	2	2
258	его и	3	2
259	того или	2	2
260	совершенно не	6	2
261	мы можем	6	2
262	на этой	6	2
263	а с	1	2
264	стремиться к	1	2
265	– не	11	2
266	и более	6	2
267	всю свою	1	2
268	в котором	6	2
269	лежит не	1	2
270	мы уже	7	2
271	даже и	2	2
272	она не	2	2
273	вне всякой	1	2
274	другом и	2	2
275	всем этим	2	2
276	в ней	5	2
277	во многих	1	2
278	и тогда	2	2
279	и тем	4	2
280	быть и	9	2
281	в частности	2	2
282	для нее	1	2
283	народа и	1	2
284	а не	15	2
285	народов и	1	2
286	но она	1	2
287	только на	7	2
288	отношении к	8	2
289	в противоречие	1	2
290	речь идет	1	2
291	есть и	1	2
292	в силу	1	2
293	и является	4	2
294	и что	2	2
295	не должен	1	2
296	к данному	2	2
297	и тот	4	2
298	на основании	1	2
299	в начале	7	2
300	по отношению	10	2
301	сами эти	1	2
302	целый ряд	3	2
303	тем самым	1	2
304	и те	7	2
305	этот вопрос	5	2
306	от своей	1	2
307	отметить что	1	2
308	дела не	1	2
309	центр тяжести	1	2
310	настоящее время	6	2
311	только с	3	2
312	культуры и	2	2
313	исторической роли	2	2
314	друг другу	2	2
315	пути к	1	2
316	их к	1	2
317	приводят к	1	2
318	благодаря этому	2	2
319	этом и	1	2
320	смотрят на	1	2
321	и от	6	2
322	но в	13	2
323	и есть	3	2
324	место в	5	2
325	так что	2	2
326	бы ни	1	2
327	в области	3	2
328	или иного	2	2
329	но это	1	2
330	во время	2	2
331	не просто	2	2
332	в настоящее	6	2
333	если только	1	2
334	и наконец	1	2
335	эта работа	1	2
336	вся эта	1	2
337	не к	3	2
338	к нему	5	2
339	и ту	3	1
340	подход к	3	1
341	когда он	1	1
342	тем не	3	1
343	всего в	1	1
344	никто из	2	1
345	выйти не	1	1
346	уверенность в	1	1
347	тон и	1	1
348	и весь	1	1
349	связан с	1	1
350	однако и	1	1
351	лишь тогда	2	1
352	только не	1	1
353	жизни но	2	1
354	как это	2	1
355	что его	1	1
356	ее и	1	1
357	взаимно дополняют	1	1
358	эти элементы	1	1
359	психики и	8	1
360	и конечно	1	1
361	отношению ко	1	1
362	не поддается	1	1
363	на эти	1	1
364	а наоборот	1	1
365	нет ни	2	1
366	же и	3	1
367	они не	2	1
368	вообще не	2	1
369	друга в	2	1
370	укладывающихся в	1	1
371	новой и	1	1
372	то есть	2	1
373	на тех	1	1
374	но из	1	1
375	следует всегда	1	1
376	время она	1	1
377	а по	1	1
378	это будет	2	1
379	роль и	1	1
380	воплощение в	1	1
381	воплощения в	1	1
382	– на	3	1
383	чем сильнее	1	1
384	нас не	3	1
385	переходит в	1	1
386	отношению к	9	1
387	том числе	3	1
388	которых мы	1	1
389	мы не	6	1
390	на ее	1	1
391	которых каждая	1	1
392	в состоянии	1	1
393	не идет	3	1
394	связи между	5	1
395	с этой	2	1
396	это не	5	1
397	он как	1	1
398	для всякого	1	1
399	мы знаем	7	1
400	за ними	1	1
401	действительность или	1	1
402	в применении	1	1
403	можно назвать	2	1
404	была бы	1	1
405	освободиться от	1	1
406	ни было	15	1
407	всех остальных	2	1
408	уже знаем	2	1
409	бы на	2	1
410	из представителей	2	1
411	взаимодействия между	1	1
412	человек с	1	1
413	в разных	2	1
414	чтобы стать	1	1
415	других –	1	1
416	этом отношении	4	1
417	они –	3	1
418	этого мало	1	1
419	внутренней и	1	1
420	в сущности	17	1
421	в ее	9	1
422	неизбежно приводит	1	1
423	так и	21	1
424	те же	5	1
425	как элемент	1	1
426	бы привести	1	1
427	действительно можно	1	1
428	далее что	1	1
429	о которой	1	1
430	мы в	1	1
431	– к	3	1
432	и всегда	2	1
433	с внешней	1	1
434	в тот	2	1
435	не являются	1	1
436	не хочет	1	1
437	в общей	3	1
438	языках и	1	1
439	не столько	5	1
440	с другими	6	1
441	с определенным	1	1
442	силу и	1	1
443	но этого	1	1
444	каждого человека	2	1
445	внутреннее противоречие	1	1
446	возможно только	2	1
447	смысле этого	7	1
448	влияние на	3	1
449	говорить что	1	1
450	принадлежащего к	1	1
451	противоречие между	2	1
452	них то	1	1
453	не допускает	1	1
454	в русском	1	1
455	не на	2	1
456	все равно	1	1
457	когда же	1	1
458	только они	1	1
459	тому же	2	1
460	не была	1	1
461	т.е отдельные	1	1
462	а на	1	1
463	связь с	4	1
464	одну и	1	1
465	как же	5	1
466	по пути	1	1
467	в духе	2	1
468	или не	1	1
469	в разные	1	1
470	здесь мы	7	1
471	на которых	1	1
472	мы были	2	1
473	в которой	4	1
474	нет для	1	1
475	в собственном	2	1
476	к точному	1	1
477	яркое и	1	1
478	с ней	1	1
479	то к	2	1
480	зрения т.е	1	1
481	слова но	3	1
482	это положение	2	1
483	и современный	1	1
484	ближайшим образом	2	1
485	дело в	1	1
486	необходимо чтобы	5	1
487	мысль о	1	1
488	из двух	1	1
489	время эти	1	1
490	которое в	1	1
491	лишь постольку	1	1
492	что не	4	1
493	сознании в	1	1
494	данного человека	1	1
495	лишь две	1	1
496	а если	1	1
497	этот тип	1	1
498	из всего	3	1
499	и будет	1	1
500	и действительно	4	1
501	превращается в	2	1
502	или хотя	2	1
503	к другим	1	1
504	здесь же	2	1
505	может в	1	1
506	пор мы	1	1
507	если он	2	1
508	исходить из	1	1
509	теснейшим образом	1	1
510	в жизни	2	1
511	с одним	1	1
