N	3gram	Bakhtin_Pr	slovoVRo
1	не может быть	8	19
2	то же время	8	18
3	в то же	8	18
4	той или иной	2	15
5	с точки зрения	13	15
6	в отличие от	1	14
7	в узком смысле	1	14
8	в той или	1	13
9	в отношении к	2	12
10	в большинстве случаев	9	11
11	во всех его	2	10
12	более или менее	3	9
13	в этом случае	1	9
14	в пределах одного	6	9
15	в зависимости от	3	8
16	во всяком случае	1	8
17	но в то	3	7
18	к своему предмету	1	6
19	так и в	2	6
20	в одной плоскости	2	6
21	как мы сказали	4	6
22	и в то	3	6
23	с другой стороны	3	6
24	они могут быть	1	6
25	большей или меньшей	6	6
26	в том что	6	5
27	по отношению к	5	5
28	хотя бы и	2	5
29	как мы уже	5	5
30	на античной почве	1	5
31	не только в	1	5
32	единого и единственного	1	5
33	в истории литературного	1	5
34	а вовсе не	1	5
35	в этом отношении	1	5
36	может быть и	2	5
37	прямо и непосредственно	1	4
38	друг с другом	6	4
39	до сих пор	8	4
40	в большей или	5	4
41	слова и формы	1	4
42	и не может	6	4
43	а также и	3	4
44	лишь тогда когда	1	4
45	друг о друге	1	4
46	можно сказать что	6	4
47	в точном смысле	1	4
48	или меньшей степени	5	4
49	в дальнейшем развитии	2	4
50	у него нет	1	4
51	в новое время	4	4
52	и в сущности	2	4
53	никогда не может	2	4
54	во всех сферах	1	4
55	мы уже сказали	2	4
56	прямо сказать что	1	3
57	в собственном смысле	3	3
58	и то же	1	3
59	может быть только	1	3
60	одно без другого	1	3
61	человека и его	3	3
62	тех или иных	2	3
63	в данном случае	1	3
64	в пределах одной	1	3
65	а затем и	1	3
66	как если бы	1	3
67	в связи с	1	3
68	сама по себе	2	3
69	к тому что	1	3
70	почти вовсе не	2	3
71	в процессе его	1	3
72	как и в	4	3
73	и связанных с	1	3
74	включает в себя	1	3
75	одно и то	1	3
76	выходит за пределы	1	3
77	в широком смысле	2	3
78	одной плоскости с	1	3
79	в истории литературы	1	3
80	несколько слов о	3	3
81	он никогда не	1	2
82	так и для	1	2
83	прямой и непосредственной	1	2
84	своими корнями в	1	2
85	и наконец в	2	2
86	в одном слове	1	2
87	все это очень	1	2
88	с авторской речью	1	2
89	в средние века	11	2
90	так и от	1	2
91	и во всех	3	2
92	тем не менее	2	2
93	на его почве	1	2
94	далеко не всегда	1	2
95	в языке как	1	2
96	значение рядом с	1	2
97	отношение к чужому	1	2
98	а между тем	2	2
99	в последующем развитии	2	2
100	до некоторой степени	1	2
101	человеком и его	1	2
102	и др и	1	2
103	нужно сказать что	2	2
104	то есть на	1	2
105	не укладывается в	1	2
106	не было никакого	1	2
107	диалогическое отношение к	3	2
108	контакта с незавершенной	1	2
109	и в этом	1	2
110	хотя и не	3	2
111	но прежде всего	1	2
112	между человеком и	1	2
113	но и в	2	2
114	в этих романах	1	2
115	там где она	1	2
116	о том что	3	2
117	в мировой литературе	1	2
118	все эти жанры	1	2
119	а следовательно и	2	2
120	и кроме того	1	2
121	или во всяком	1	2
122	то есть от	2	2
123	но конечно не	2	2
124	этого жанра в	1	2
125	мы не знаем	1	2
126	здесь в сущности	1	2
127	можно было бы	2	2
128	ту же тему	1	2
129	и в новое	2	2
130	в этом его	1	2
131	с самого начала	4	2
132	с незавершенной современностью	1	2
133	необходимо еще раз	1	2
134	лежит в одной	1	2
135	и в нем	2	2
136	уходит своими корнями	1	2
137	мы уже говорили	3	2
138	более того и	1	2
139	на протяжении всего	1	2
140	в основе их	1	2
141	уже приходилось говорить	1	1
142	на этой почве	2	1
143	мы видели что	2	1
144	себя целый ряд	1	1
145	романа но и	1	1
146	к нему не	1	1
147	большое значение имеет	1	1
148	языка а как	1	1
149	и затем в	1	1
150	как раз на	1	1
151	что он не	1	1
152	в меньшей степени	1	1
153	все то что	2	1
154	жизни слова которые	1	1
155	объектную тень на	1	1
156	особенно там где	1	1
157	чем перейти к	1	1
158	романа во втором	1	1
159	то есть свой	1	1
160	отношение к слову	3	1
161	сохраняя при этом	1	1
162	и даже не	1	1
163	далеко не исчерпывается	1	1
164	а не к	1	1
165	рядом друг с	1	1
166	в применении к	1	1
167	в той же	1	1
168	мы видим что	1	1
169	в одном высказывании	1	1
170	авторским словом непосредственно	1	1
171	как бы нет	1	1
172	снова и снова	1	1
173	и почти вовсе	1	1
174	даже в самых	1	1
175	более глубокое и	1	1
176	его роль в	1	1
177	может быть различной	1	1
178	все это и	1	1
179	с большей или	1	1
180	и ничем не	1	1
181	ее при этом	1	1
182	здесь перед нами	2	1
183	в xix веке	3	1
184	роман в письмах	1	1
185	между двумя разными	1	1
186	установка по отношению	1	1
187	до наших дней	3	1
188	дело не в	1	1
189	романа и в	2	1
190	у толстого со	1	1
191	как бы на	1	1
192	и слово в	1	1
193	формы и степени	1	1
194	нарочито и подчеркнуто	1	1
195	может войти в	1	1
196	подходе к ним	1	1
197	этом романе и	1	1
198	жизни слова но	1	1
199	объединить в себе	1	1
200	в том числе	15	1
201	прямой авторской речи	1	1
202	слова не входят	1	1
203	и на предмет	1	1
204	а не его	1	1
205	перед нами в	1	1
206	человека и мира	1	1
207	имеют первостепенное значение	1	1
208	в романе нет	1	1
209	при этом такое	1	1
210	на свой предмет	2	1
211	подход к себе	1	1
212	для наших целей	1	1
213	там и сям	1	1
214	и вообще в	2	1
215	рядом с прямым	1	1
216	как бы не	1	1
217	в романах достоевского	4	1
218	знает только себя	1	1
219	между этими высказываниями	1	1
220	прежде чем перейти	1	1
221	так или иначе	1	1
222	конечно не в	1	1
223	сами по себе	1	1
224	и некоторые другие	1	1
225	слова так как	1	1
226	конечно далеко не	1	1
227	и в более	1	1
228	именно потому что	1	1
229	мы уже указывали	1	1
230	себе никогда не	1	1
231	то перед нами	4	1
232	и на протяжении	1	1
233	мы можем сказать	1	1
234	на самой границе	3	1
235	как мы видим	1	1
236	подчеркиваем еще раз	1	1
237	для правильного понимания	3	1
238	может быть весьма	1	1
239	другой стороны и	1	1
240	этот рассказ в	1	1
241	социальных диалектов и	1	1
242	том числе и	13	1
243	но они не	1	1
244	каждого из этих	1	1
245	сказать что в	1	1
246	и др все	2	1
247	в нем нет	3	1
248	а во второй	1	1
249	в себя целый	1	1
250	и прежде всего	5	1
251	стилизация пародия сказ	1	1
252	ни одному из	1	1
253	в высшие сферы	1	1
254	что они не	1	1
255	и все связанные	1	1
256	не могло быть	1	1
257	не лежит в	1	1
258	со всею отчетливостью	1	1
259	и с другими	1	1
260	мироощущение с его	1	1
261	условия для ее	1	1
262	профессиональных жаргонов и	1	1
263	людей и их	1	1
264	нам уже приходилось	2	1
265	и др здесь	1	1
266	одну и ту	1	1
267	как бы вовсе	1	1
268	в прямой авторской	1	1
269	а не в	1	1
270	не входит в	1	1
271	чужой речи и	1	1
272	во всей своей	1	1
273	самом же деле	2	1
274	остановимся на анализе	1	1
275	но здесь в	1	1
276	то есть без	1	1
277	слово в них	1	1
278	дело далеко не	1	1
279	высказывания и потому	1	1
280	на самом же	2	1
281	им и не	1	1
282	героя и в	1	1
283	все его формы	1	1
284	разнородные явления как	1	1
285	прямым авторским словом	2	1
286	он дан в	2	1
287	то есть слова	1	1
288	глубокою связью с	1	1
289	все эти явления	1	1
290	по себе никогда	1	1
291	некоторые другие жанры	1	1
292	для этой цели	1	1
293	в его целом	1	1
294	в равной степени	1	1
295	даже и не	3	1
296	в процессе их	1	1
297	в разной степени	1	1
298	слово направлено на	1	1
299	века и в	1	1
300	но именно поэтому	1	1
301	живет на границе	3	1
302	прежде всего как	1	1
303	между стилизацией и	1	1
304	дошедшие до нас	1	1
305	говорить здесь о	1	1
306	в этих случаях	1	1
307	мы говорили в	2	1
308	и вступает в	1	1
309	не может войти	1	1
310	в одном из	1	1
311	а как бы	1	1
312	друг друга и	1	1
