N	2gram	Bakhtin_Fr	Problemy
1	и в	105	106
2	и не	34	90
3	как бы	33	70
4	может быть	11	66
5	в его	24	56
6	в этом	22	52
7	в нем	16	51
8	не может	9	49
9	как и	15	44
10	что он	5	44
11	точки зрения	10	40
12	но и	20	40
13	для него	12	39
14	и его	24	39
15	а не	1	38
16	то же	6	36
17	не только	24	36
18	в пределах	3	35
19	то что	7	33
20	но в	16	33
21	прежде всего	26	32
22	он не	3	29
23	в то	5	29
24	все это	16	29
25	и все	7	28
26	в одном	8	27
27	не в	4	27
28	к себе	3	26
29	же время	5	26
30	в самом	7	25
31	и с	8	25
32	к нему	5	25
33	с точки	6	25
34	в сущности	20	25
35	себе самому	2	25
36	с самим	1	24
37	вовсе не	25	24
38	самом деле	3	24
39	рядом с	9	23
40	и на	25	23
41	слова и	1	23
42	по себе	1	22
43	таким образом	5	22
44	там где	3	21
45	как мы	12	21
46	все же	10	20
47	никогда не	11	20
48	только в	16	20
49	потому что	6	20
50	что в	4	19
51	с его	9	19
52	отношению к	2	19
53	уже не	3	18
54	по отношению	2	18
55	в себе	7	18
56	еще не	8	18
57	о нем	4	18
58	на самом	6	18
59	но не	7	18
60	все эти	15	18
61	и к	7	17
62	с ним	6	17
63	а в	4	17
64	в том	17	17
65	это не	4	17
66	так и	16	17
67	так же	2	16
68	если бы	1	16
69	в своей	8	16
70	в другом	2	16
71	о мире	8	15
72	у него	2	15
73	до конца	4	15
74	и для	3	15
75	и наконец	2	15
76	и сам	2	14
77	в своем	11	14
78	как раз	3	14
79	в конце	3	14
80	а как	1	14
81	в отношении	7	14
82	себя самого	1	14
83	так как	11	14
84	я не	1	14
85	он и	3	14
86	лишь в	4	14
87	но все	5	13
88	на него	2	13
89	точка зрения	3	13
90	его в	7	13
91	большинстве случаев	2	13
92	в мире	1	13
93	и это	3	13
94	в романе	8	13
95	себя и	2	13
96	перед нами	1	13
97	в большинстве	2	13
98	в целом	3	13
99	при этом	10	12
100	даже в	6	12
101	отношении к	1	12
102	и как	2	12
103	и даже	10	12
104	к тому	3	12
105	во всяком	2	12
106	в котором	1	12
107	что и	2	12
108	не знает	6	12
109	так сказать	5	12
110	себе и	2	12
111	так что	1	12
112	за пределы	10	12
113	было бы	4	12
114	между тем	5	12
115	как в	6	12
116	том что	9	12
117	но это	5	12
118	ничего не	3	12
119	в одной	1	12
120	последнее слово	1	12
121	в плане	2	12
122	тем что	5	11
123	их в	3	11
124	входит в	4	11
125	с другой	3	11
126	ни одного	1	11
127	слово и	1	11
128	бы в	2	11
129	видения и	1	11
130	мы уже	18	11
131	в форме	6	11
132	не могут	4	11
133	сливается с	1	11
134	сознания и	1	11
135	она не	2	11
136	или как	1	11
137	конце концов	1	11
138	более того	3	11
139	в произведении	1	10
140	что не	3	10
141	сих пор	7	10
142	в него	2	10
143	до сих	7	10
144	для себя	1	10
145	приводит к	2	10
146	в творчестве	2	10
147	той же	1	10
148	в самой	5	10
149	далеко не	6	10
150	как не	1	10
151	лишь как	1	10
152	отношение к	9	10
153	ведь и	1	10
154	в той	5	9
155	зрения на	3	9
156	другой стороны	1	9
157	в них	13	9
158	хотя бы	2	9
159	друг с	2	9
160	хотя и	4	9
161	но он	5	9
162	с самого	1	9
163	точек зрения	1	9
164	из одного	1	9
165	могут быть	4	9
166	всяком случае	2	9
167	ни в	1	9
168	в единстве	2	9
169	самим собой	1	9
170	да и	5	9
171	или в	2	9
172	раз и	2	9
173	и потому	14	9
174	человека в	1	9
175	же и	1	8
176	в результате	1	8
177	и до	6	8
178	о том	5	8
179	из них	7	8
180	переходим к	1	8
181	и он	3	8
182	несмотря на	5	8
183	но как	3	8
184	одним из	4	8
185	здесь не	3	8
186	и у	7	8
187	и от	3	8
188	мы должны	2	8
189	нам кажется	2	8
190	должна быть	1	8
191	был бы	1	8
192	тон и	1	8
193	в человеке	1	8
194	не на	2	8
195	с ними	2	8
196	и так	2	8
197	наконец в	2	8
198	сознание и	1	8
199	он есть	1	8
200	его целом	2	8
201	в произведениях	1	8
202	как к	3	8
203	уже в	5	8
204	того что	3	8
205	это и	3	8
206	с их	7	8
207	менее всего	5	8
208	с другом	2	8
209	знает и	2	8
210	и о	4	8
211	от него	2	7
212	уже говорили	12	7
213	мысли и	4	7
214	в виду	5	7
215	на мир	7	7
216	в жизни	7	7
217	к самому	1	7
218	отличается от	1	7
219	и со	3	7
220	в себя	9	7
221	только на	3	7
222	сказать что	12	7
223	что все	1	7
224	что они	2	7
225	все его	1	7
226	не было	3	7
227	не о	2	7
228	лишь на	1	7
229	между ними	4	7
230	в этих	6	7
231	и следовательно	3	7
232	во всех	13	7
233	кажется что	1	7
234	и др	32	7
235	его к	2	7
236	и ее	1	7
237	например в	3	7
238	мы остановимся	5	7
239	в процессе	2	7
240	не входит	2	7
241	его и	1	7
242	автора и	2	7
243	он в	2	7
244	на этот	3	7
245	точку зрения	2	7
246	тот же	4	7
247	но на	3	7
248	в их	6	7
249	в виде	1	7
250	но эта	2	7
251	мира и	4	7
252	к своему	1	7
253	и их	3	7
254	он с	1	7
255	такой же	1	7
256	что было	1	6
257	во всем	5	6
258	кроме того	2	6
259	в своих	8	6
260	самому и	1	6
261	диалога в	2	6
262	не менее	2	6
263	на фоне	4	6
264	с этим	1	6
265	но эти	1	6
266	превращается в	6	6
267	конечно не	2	6
268	этого мира	1	6
269	как на	4	6
270	не становится	1	6
271	одна из	5	6
272	не мог	1	6
273	здесь с	2	6
274	и этим	2	6
275	как же	1	6
276	на этом	2	6
277	выражение в	5	6
278	его творчества	1	6
279	но зато	1	6
280	можно было	4	6
281	этот вопрос	2	6
282	стиль и	1	6
283	в этой	11	6
284	во время	14	6
285	и здесь	4	6
286	за ним	2	6
287	отношения к	5	6
288	может стать	1	6
289	в которых	1	6
290	знает что	1	6
291	в основе	8	6
292	и вот	5	6
293	и тон	1	6
294	в отличие	4	6
295	и во	6	6
296	он может	1	6
297	друг друга	3	6
298	и пр	5	6
299	сочетается с	3	6
300	но с	2	6
