N	3gram	Bakhtin_Fr	Vladivir
1	в том что	8	29
2	о том что	5	22
3	тем не менее	1	18
4	и то что	1	14
5	в то время	3	13
6	дело в том	4	13
7	в связи с	5	12
8	более или менее	2	11
9	в конце концов	1	11
10	к тому же	3	11
11	не может быть	4	10
12	в то же	14	10
13	вместе с тем	2	10
14	с точки зрения	5	10
15	как раз и	1	9
16	то же время	14	9
17	в конце жизни	2	8
18	а также и	4	8
19	в течение всей	1	8
20	никогда не был	1	7
21	на первый план	3	7
22	в это время	1	7
23	в данном случае	4	6
24	том что в	1	6
25	в отличие от	3	6
26	с другой стороны	2	6
27	как мы видели	4	6
28	в году в	1	6
29	и в то	3	5
30	он не только	2	5
31	то что в	1	5
32	не только в	1	5
33	что и в	2	5
34	еще и сейчас	1	4
35	можно сказать что	4	4
36	как мы уже	6	4
37	в том же	1	4
38	для того чтобы	8	4
39	в этом отношении	7	4
40	сказать что в	1	4
41	к этому времени	1	4
42	не что иное	1	4
43	можно было бы	2	4
44	что иное как	1	4
45	с одной стороны	2	4
46	также и в	2	4
47	что он не	1	3
48	в самом деле	2	3
49	в том числе	6	3
50	потому что в	1	3
51	то в чем	1	3
52	ничего общего с	1	3
53	а с другой	1	3
54	течение всей своей	1	3
55	по этому поводу	1	3
56	это вовсе не	1	3
57	самом же деле	4	3
58	только то что	1	3
59	на самом же	4	3
60	но это не	1	3
61	в свою очередь	1	3
62	не имеет никакого	1	3
63	и до конца	1	3
64	хотя и не	1	3
65	и в частности	1	3
66	всей своей жизни	1	3
67	с самого начала	3	3
68	с начала и	1	3
69	мы уже сказали	3	3
70	мы находим у	1	3
71	начала и до	1	3
72	так же как	4	2
73	как было сказано	1	2
74	года то есть	1	2
75	одной стороны и	1	2
76	и тот же	2	2
77	и с его	1	2
78	но вместе с	1	2
79	и не в	2	2
80	но сам он	1	2
81	в вопросе о	1	2
82	на том же	1	2
83	здесь перед нами	3	2
84	в течение всего	1	2
85	совершенно так же	2	2
86	никак не мог	1	2
87	в этом споре	1	2
88	имеет никакого отношения	1	2
89	так и в	1	2
90	и в конце	1	2
91	до сих пор	3	2
92	есть не что	1	2
93	это нисколько не	1	2
94	ко всякого рода	1	2
95	в этой области	1	2
96	то есть о	2	2
97	и прежде всего	4	2
98	не было ничего	1	2
99	мы уже знаем	1	2
100	так как он	1	2
101	свидетельствуют о том	1	2
102	все это конечно	1	2
103	из этих трех	1	2
104	сих пор не	1	2
105	и никак не	1	2
106	еще и в	1	2
107	да и в	1	2
108	но дело в	1	2
109	ни в чем	1	2
110	один и тот	1	2
111	и без того	1	2
112	с новым годом	1	2
113	а следовательно и	1	2
114	и даже в	2	2
115	в году то	1	2
116	связи с этим	3	2
117	независимо от того	1	2
