N	2gram	Losev_Prob	DiskursI
1	в качестве	10	72
2	а не	28	60
3	может быть	39	56
4	не только	33	49
5	и в	62	49
6	как и	15	47
7	при этом	9	46
8	и не	56	44
9	в том	35	44
10	то есть	63	41
11	том что	25	40
12	в этом	25	38
13	в себе	23	37
14	в частности	4	36
15	но и	20	35
16	своего рода	1	32
17	но не	6	31
18	отличие от	3	28
19	но в	17	28
20	так и	16	28
21	в отличие	2	27
22	не может	14	27
23	по своей	1	26
24	как в	10	25
25	такого рода	14	24
26	отнюдь не	16	23
27	еще не	12	23
28	а также	6	20
29	в своей	8	19
30	все же	10	19
31	в нем	13	19
32	прежде всего	13	19
33	далеко не	1	18
34	в основе	3	18
35	то же	23	17
36	в данном	14	17
37	с другой	14	17
38	точки зрения	14	16
39	только в	33	16
40	о том	14	15
41	то что	42	15
42	в его	10	15
43	не менее	24	14
44	можно сказать	10	14
45	одной стороны	2	14
46	с одной	3	14
47	не в	21	14
48	ни к	3	14
49	не является	19	14
50	стихотворения в	1	14
51	это не	10	14
52	или иной	20	14
53	как бы	11	13
54	для него	4	13
55	в целом	9	13
56	в своих	2	12
57	в своем	7	12
58	того же	2	12
59	и на	4	12
60	и все	13	12
61	данном случае	12	12
62	не было	6	11
63	столь же	1	11
64	что в	11	11
65	и как	4	11
66	не столько	2	10
67	той или	22	10
68	а с	2	10
69	для себя	6	10
70	по сути	1	10
71	а в	9	10
72	также и	22	10
73	в них	6	9
74	уже не	12	9
75	пока еще	3	9
76	себя в	4	9
77	внимание на	2	9
78	в то	18	9
79	героя в	2	9
80	тем самым	9	9
81	в этих	6	8
82	и даже	21	8
83	к тому	4	8
84	в котором	3	8
85	в противоположность	1	8
86	в одном	4	8
87	в басне	12	8
88	из них	4	8
89	хотя и	9	8
90	он не	10	8
91	если в	1	8
92	не на	2	8
93	потому что	40	8
94	не с	1	8
95	и о	8	8
96	о чем	4	7
97	другой стороны	11	7
98	на сцене	2	7
99	таким образом	13	7
100	что и	11	7
101	тому же	1	7
102	его в	4	7
103	к этому	2	7
104	в этой	10	7
105	могут быть	2	7
106	например в	1	7
107	ни в	17	7
108	в процессе	2	7
109	перед нами	8	7
110	ни для	2	7
111	той же	2	7
112	но это	13	7
113	и для	5	7
114	основе своей	1	7
115	нового времени	1	7
116	в пределах	3	7
117	лишь в	1	7
118	и ее	7	7
119	и его	12	7
120	не как	1	6
121	именно в	4	6
122	и того	1	6
123	в контексте	3	6
124	крайней мере	9	6
125	никогда не	7	6
126	то в	4	6
127	в принципе	1	6
128	сказать и	2	6
129	с точки	9	6
130	в ее	6	6
131	не знает	1	6
132	во всех	4	6
133	однако в	3	6
134	и то	17	6
135	и одновременно	1	6
136	значении этого	1	6
137	что он	16	6
138	к его	1	6
139	в которых	3	6
140	по крайней	9	6
141	в истории	4	6
142	что же	9	6
143	здесь не	11	6
144	одновременно и	4	6
145	дело в	6	6
146	в эпоху	2	6
147	времени и	4	6
148	тому как	2	6
149	и может	4	6
150	отношение к	1	6
151	одного из	1	6
152	в той	8	5
153	зрения на	2	5
154	исходя из	1	5
155	строго говоря	1	5
156	в виду	20	5
157	из двух	1	5
158	по своим	1	5
159	к своим	1	5
160	в первую	3	5
161	своей природе	1	5
162	в другом	4	5
163	не всегда	1	5
164	но они	4	5
165	говорить о	7	5
166	для данного	1	5
167	не обязательно	4	5
168	не вполне	3	5
169	за рамки	1	5
170	сказать что	24	5
171	несмотря на	4	5
172	как раз	11	5
173	же касается	5	5
174	в сторону	1	5
175	на этом	1	5
176	но при	1	5
177	с ее	5	5
178	тем что	8	5
179	одного и	1	5
180	первую очередь	3	5
181	во втором	1	5
182	подобно тому	3	5
183	себе не	2	5
184	за пределы	6	5
185	оно не	1	5
186	в значительной	2	5
187	известного рода	5	5
188	к той	1	5
189	стихотворение в	1	5
190	ничего не	4	5
191	того что	10	5
192	в литературе	3	5
193	о нем	2	5
194	здесь в	3	5
195	в ней	12	5
196	и состоит	2	5
197	в их	2	5
198	и потому	13	5
199	из этих	1	5
200	но она	2	5
201	стороны и	3	5
202	же самое	20	5
203	становления и	1	5
204	в античной	2	5
205	как будто	11	5
206	не к	2	5
207	в самом	4	4
208	и к	9	4
209	человеческой жизни	4	4
210	оказывается не	2	4
211	говорит о	1	4
212	в результате	8	4
213	и само	1	4
214	в первом	1	4
215	ни одна	2	4
216	самое можно	2	4
217	или на	1	4
218	и до	3	4
219	в жизни	1	4
220	его на	1	4
221	отличается от	8	4
222	во всяком	14	4
223	из жизни	1	4
224	чего не	1	4
225	только на	6	4
226	точка зрения	1	4
227	что они	8	4
228	по преимуществу	1	4
229	указать на	1	4
230	ромео и	1	4
231	тем не	23	4
232	связи с	10	4
233	не о	2	4
234	будто бы	7	4
235	одним из	2	4
236	что не	4	4
237	я не	1	4
238	не есть	57	4
239	по себе	36	4
240	и это	11	4
241	и весьма	3	4
242	и тем	16	4
243	как это	4	4
244	хотя в	1	4
245	это в	2	4
246	и есть	9	4
247	или иного	5	4
248	однако и	2	4
249	жизни а	4	4
250	с ним	11	4
251	из того	3	4
252	не могут	1	4
253	особого рода	1	4
254	с ней	5	4
255	можно назвать	1	4
256	сути дела	1	4
257	произведение в	2	4
258	свое время	1	4
259	на самого	1	4
260	для меня	4	4
261	подобного рода	13	4
262	тот или	4	4
263	и во	5	4
264	до конца	1	4
265	у них	2	4
266	этом случае	8	4
267	в свое	1	4
268	зависит от	1	4
269	того и	2	4
270	мы имеем	7	4
271	есть в	6	4
272	и др	1	4
273	со своим	2	4
274	или в	7	4
275	с той	5	4
276	в какой	1	4
277	далеко еще	1	4
278	однако это	6	4
279	по своему	6	4
280	но уже	4	4
281	на его	1	4
282	того или	8	4
283	может иметь	4	4
284	а к	2	4
285	которая может	1	4
286	своей основе	1	4
287	человеческого сознания	1	4
288	для обозначения	1	4
289	и прежде	3	4
290	более не	2	3
291	является в	3	3
292	говоря уже	1	3
293	таковы например	1	3
294	рассказ о	1	3
295	которая в	1	3
296	дело с	3	3
297	выступают в	2	3
298	у пушкина	9	3
299	более или	2	3
300	в мифе	6	3
301	но все	5	3
302	и сам	6	3
303	к другим	2	3
304	там же	1	3
305	их в	2	3
306	в одно	4	3
307	чем не	4	3
308	на первый	6	3
309	первый взгляд	3	3
310	с этим	5	3
311	вопрос о	2	3
312	входит в	3	3
313	имея в	1	3
314	как на	2	3
315	имеем дело	2	3
316	момент в	1	3
317	речь о	2	3
318	тут же	12	3
319	понятие о	2	3
320	о ней	3	3
321	и он	3	3
322	вплоть до	3	3
323	стремится к	1	3
324	и притом	7	3
325	или не	1	3
326	в которой	3	3
327	на себя	1	3
328	в области	2	3
329	между собой	3	3
330	здесь как	1	3
331	о себе	2	3
332	но как	6	3
333	одно и	4	3
334	и что	9	3
335	в тех	3	3
336	для человека	1	3
337	не просто	36	3
338	но так	1	3
339	то ни	7	3
340	было бы	14	3
341	не будучи	1	3
342	его как	3	3
343	о его	3	3
344	и от	11	3
345	бы быть	5	3
346	и по	3	3
347	имеет дело	1	3
348	этого термина	6	3
349	должна быть	1	3
350	но также	2	3
351	содержит в	13	3
352	не требует	2	3
353	истории в	2	3
354	заключается в	8	3
355	отношения к	3	3
356	присутствует в	1	3
357	вместе с	3	3
358	перед лицом	1	3
359	не имеет	12	3
360	да и	9	3
361	о котором	1	3
362	но оно	3	3
363	это и	11	3
364	и более	6	3
365	языка и	4	3
366	это понятие	3	3
367	своей собственной	3	3
368	идет о	1	3
369	но здесь	1	3
370	на том	3	3
371	автора и	1	3
372	слова и	3	3
373	на основании	2	3
374	событие является	1	3
375	заметить что	2	3
376	речи в	2	3
377	тем же	2	3
378	как мы	12	3
379	их с	2	3
380	всяком случае	8	3
381	в едином	1	3
382	жизни не	2	3
383	жизни но	2	3
384	ему в	1	3
385	они не	1	3
386	произведения как	1	3
387	различие между	1	3
388	том числе	1	3
389	уже в	5	3
390	мы не	15	3
391	еще и	10	3
392	при встрече	1	3
393	этом в	1	3
394	с их	2	3
395	однако не	4	3
396	что ни	1	3
397	и без	9	3
398	все эти	14	3
399	или даже	6	3
400	не столь	1	3
401	в каждой	1	3
402	об этом	7	3
403	или менее	2	3
404	особенно в	2	3
405	мере в	1	3
406	не говоря	2	3
407	как показывает	1	3
408	значение так	1	3
409	он говорит	1	3
410	а его	2	3
411	некоторого рода	13	3
412	она не	3	3
413	хотя бы	6	3
414	дело не	4	3
415	собой как	1	3
416	когда он	2	3
417	в начале	3	3
418	имеет свою	3	3
419	рассматривать как	2	3
420	числе и	1	3
421	к ней	2	3
422	указывает на	13	3
423	слова в	1	3
424	от мифа	1	3
425	жизни и	7	3
426	для этого	9	3
427	и наконец	2	3
428	что на	2	3
429	котором он	2	3
430	во всем	2	2
431	мы можем	11	2
432	для всех	3	2
433	в душе	1	2
434	в настоящем	3	2
435	он всегда	1	2
436	с этой	3	2
437	или по	6	2
438	именно о	2	2
439	еще более	3	2
440	о них	1	2
441	мысли и	1	2
442	нас в	5	2
443	не являются	4	2
444	требует от	1	2
445	то ли	2	2
446	такова что	1	2
447	мыслится как	1	2
448	в предыдущей	1	2
449	или во	1	2
450	данного термина	1	2
451	вольно или	1	2
452	и с	11	2
453	жизнь в	3	2
454	за ним	2	2
455	смыслом а	1	2
456	от всего	3	2
457	представление о	1	2
458	из той	1	2
459	в собственном	1	2
460	всегда в	1	2
461	собой не	1	2
462	значение не	1	2
463	тем или	1	2
464	речь идет	1	2
465	так например	1	2
466	требует для	1	2
467	некоторые из	1	2
468	к художественной	1	2
469	не могли	2	2
470	этого понятия	2	2
471	о которых	3	2
472	для того	5	2
473	которых не	1	2
474	одной и	2	2
475	мы все	5	2
476	уже как	3	2
477	в чистом	4	2
478	указания на	4	2
479	было сказано	1	2
480	то чтобы	2	2
481	человеком и	1	2
482	тех случаях	1	2
483	этот человек	1	2
484	том чтобы	1	2
485	в нашем	13	2
486	на него	3	2
487	в футляре	1	2
488	из трех	2	2
489	который в	2	2
490	он сам	7	2
491	по поводу	3	2
492	что даже	6	2
493	едва ли	8	2
494	не то	2	2
495	и творит	1	2
496	от ее	1	2
497	к нему	3	2
498	бы то	5	2
499	не происходит	1	2
500	этих двух	1	2
501	собой и	1	2
502	к их	2	2
503	я на	1	2
504	сознания с	1	2
505	должно быть	1	2
506	время в	1	2
507	обратить внимание	2	2
508	начала и	1	2
509	ни было	5	2
510	с другими	6	2
511	не обладает	1	2
512	у него	1	2
513	и развития	1	2
514	в разные	1	2
515	обнаруживает себя	1	2
516	что она	5	2
517	как его	1	2
518	но для	3	2
519	же как	5	2
520	себе и	4	2
521	а только	9	2
522	в чем	5	2
523	происходит только	1	2
524	не нужно	2	2
525	это тоже	4	2
526	и понимание	1	2
527	не был	3	2
528	а потом	2	2
529	остается в	1	2
530	складывается из	1	2
531	в каждом	1	2
532	и пространства	1	2
533	перехода от	1	2
534	данное понятие	1	2
535	выхожу один	1	2
536	времени но	1	2
537	и собственно	1	2
538	речи и	1	2
539	в случае	1	2
540	но зато	1	2
541	главного героя	1	2
542	иметь в	2	2
543	категории в	2	2
544	в новое	3	2
545	целом и	1	2
546	произведения в	2	2
547	только с	5	2
548	или о	1	2
549	бы его	2	2
550	в первой	1	2
551	обращен к	1	2
552	необходимо чтобы	2	2
553	а как	2	2
554	же этого	1	2
555	развития в	1	2
556	в него	2	2
557	себе как	4	2
558	до его	1	2
559	мы видели	2	2
560	здесь это	1	2
561	она сама	1	2
562	к такому	1	2
563	представляет себе	1	2
564	утверждать что	3	2
565	а потому	1	2
566	но обязательно	1	2
567	его из	1	2
568	как к	1	2
569	в языке	4	2
570	на ее	2	2
571	в литературной	1	2
572	и при	2	2
573	не всякий	4	2
574	нашего времени	1	2
575	из которых	6	2
576	поэтому в	2	2
577	разного рода	4	2
578	в отношении	4	2
579	и делает	1	2
580	и вполне	9	2
581	том и	1	2
582	этом как	1	2
583	сами по	8	2
584	если бы	9	2
585	самом деле	6	2
586	от своего	1	2
587	ни о	8	2
588	с таким	1	2
589	стороны это	1	2
590	но отнюдь	2	2
591	героев и	1	2
592	и они	1	2
593	в теории	1	2
594	поскольку в	1	2
595	от его	4	2
596	себя и	1	2
597	древних греков	1	2
598	пушкина и	3	2
599	одним и	1	2
600	время и	2	2
601	не имеют	4	2
602	мы его	2	2
603	и и	1	2
604	не должно	1	2
605	на основе	1	2
606	миф если	1	2
607	себя не	3	2
608	со всей	1	2
609	и вся	2	2
610	к одному	1	2
611	новое время	1	2
612	он есть	2	2
613	и возможность	1	2
614	не представляет	1	2
615	и той	2	2
