N	3gram	Losev_Dial	Myshleni
1	в том что	12	133
2	с точки зрения	25	89
3	для того чтобы	1	78
4	заключается в том	1	51
5	по сравнению с	1	45
6	так же как	2	39
7	с одной стороны	3	39
8	с самого начала	1	36
9	то же самое	1	31
10	в этом отношении	2	30
11	в собственном смысле	1	26
12	с другой стороны	3	26
13	на то что	3	25
14	о том что	6	25
15	не может быть	12	23
16	в то время	6	22
17	к тому что	2	22
18	в зависимости от	3	22
19	не только не	7	21
20	можно сказать что	1	21
21	то время как	6	20
22	в самом деле	6	19
23	из того что	2	19
24	в отличие от	1	18
25	во всяком случае	3	18
26	в этом смысле	1	18
27	до сих пор	1	17
28	этой точки зрения	4	17
29	в связи с	3	17
30	же как и	1	17
31	с этой точки	4	16
32	и то что	1	15
33	в данном случае	3	15
34	и той же	4	15
35	одной и той	4	15
36	друг от друга	1	14
37	подобно тому как	5	14
38	это значит что	25	13
39	точно так же	3	13
40	то что ребенок	1	13
41	то и другое	2	13
42	и то же	2	12
43	таким образом что	1	12
44	тем не менее	10	12
45	на первый план	4	12
46	одно и то	2	12
47	как мы уже	1	11
48	в последнее время	2	11
49	мы не можем	2	11
50	в такой же	1	11
51	том что в	1	11
52	то обстоятельство что	1	11
53	только тогда когда	6	11
54	одной стороны и	1	10
55	такой же мере	1	10
56	в учении о	1	10
57	тот факт что	1	10
58	от того что	4	10
59	друг на друга	1	10
60	не в состоянии	1	10
61	сама по себе	11	9
62	мы видим в	1	9
63	как и в	3	9
64	с тем что	1	9
65	более или менее	1	9
66	в конечном счете	1	9
67	в силу того	1	9
68	на самом деле	1	9
69	именно в этом	1	9
70	само по себе	8	9
71	сам по себе	6	8
72	в силу этого	3	8
73	речь идет о	1	8
74	что в основе	1	8
75	по самой своей	1	8
76	той или иной	2	8
77	независимо от того	1	8
78	не могут быть	3	8
79	и в отношении	1	8
80	на каждой ступени	1	8
81	что и в	1	8
82	о том как	2	7
83	и вместе с	1	7
84	включает в себя	1	7
85	содержит в себе	2	7
86	вопрос о том	1	7
87	в одинаковой мере	3	7
88	имеет в виду	1	6
89	и таким образом	1	6
90	и в частности	2	6
91	в этом вопросе	1	6
92	то что мы	3	6
93	привело нас к	1	6
94	потому что в	1	6
95	самой своей природе	1	6
96	в лучшем случае	2	6
97	если бы мы	1	6
98	только то что	1	6
99	и не может	1	6
100	мы находим в	1	6
101	в том смысле	1	6
102	не что иное	6	6
103	что иное как	6	6
104	в меру того	1	5
105	и как бы	2	5
106	есть прежде всего	4	5
107	мы никогда не	1	5
108	того что он	4	5
109	в этом заключается	1	5
110	время как в	1	5
111	того и другого	1	5
112	и что в	1	5
113	том что они	1	5
114	может быть выражено	1	5
115	прежде всего в	1	5
116	он не умеет	1	5
117	том смысле что	1	5
118	то что с	1	5
119	заключается только в	1	5
120	сами по себе	3	5
121	в конце концов	1	5
122	уже по одному	2	5
123	не может не	3	5
124	показывает что в	1	5
125	и в этом	4	5
126	когда мы говорим	1	5
127	в свое время	1	5
128	в то же	3	5
129	только потому что	1	5
130	не только в	1	5
131	принять во внимание	1	5
132	тем что оно	2	5
133	то что они	1	5
134	что мы не	1	4
135	мы видим что	2	4
136	не могут не	1	4
137	вполне совпадает с	1	4
138	самом деле если	1	4
139	не потому что	2	4
140	но так как	1	4
141	мы имеем дело	1	4
142	и во всяком	1	4
143	те же предметы	1	4
144	что с точки	2	4
