N	3gram	Vygotskiy_	FransuaR
1	то же время	1	55
2	в то же	1	55
3	в том что	30	27
4	до сих пор	9	27
5	в средние века	1	25
6	с точки зрения	5	20
7	в этом отношении	3	20
8	для того чтобы	41	17
9	о том что	15	17
10	жизни и смерти	1	15
11	и прежде всего	1	14
12	не может быть	4	13
13	дело в том	2	13
14	с одной стороны	15	13
15	на самом деле	8	13
16	и в то	1	12
17	с другой стороны	8	12
18	в другом месте	1	12
19	все то что	6	11
20	в отличие от	3	11
21	можно сказать что	3	11
22	той или иной	2	10
23	в данном случае	3	10
24	в конце концов	6	10
25	не только в	5	10
26	мы видим что	5	9
27	по отношению к	2	9
28	до известной степени	1	9
29	таким образом в	2	8
30	более или менее	1	8
31	мы видели что	1	8
32	и др в	1	8
33	после того как	1	8
34	в самом деле	8	7
35	в то время	4	7
36	о том как	1	7
37	и в романе	1	7
38	в узком смысле	1	7
39	можно было бы	4	7
40	на первый план	2	7
41	подобно тому как	1	7
42	во всех этих	2	7
43	в значительной мере	1	7
44	к тому же	1	6
45	и во всех	1	6
46	за то что	3	6
47	в этой же	1	6
48	в свою очередь	1	6
49	с самого начала	5	6
50	одной стороны и	1	5
51	это как бы	1	5
52	в применении к	1	5
53	друг с другом	6	5
54	мы уже указывали	1	5
55	то же самое	8	5
56	и в этой	4	5
57	в этом образе	1	5
58	в одной из	1	5
59	по сравнению с	4	5
60	и в частности	2	5
61	мы имеем в	1	5
62	во всяком случае	1	5
63	и тот же	2	5
64	потому что он	3	5
65	вместо того чтобы	1	5
66	только то что	1	5
67	в это время	1	5
68	как бы в	3	5
69	как раз в	2	5
70	это и есть	1	5
71	и вовсе не	1	5
72	в основе своей	1	5
73	то что в	4	4
74	том что в	2	4
75	в собственном смысле	2	4
76	и той же	4	4
77	сказать что в	2	4
78	для правильного понимания	1	4
79	но несмотря на	1	4
80	прежде всего на	1	4
81	таким образом все	2	4
82	на одном из	2	4
83	на этот вопрос	5	4
84	так же как	3	4
85	и то что	4	4
86	сказать что и	1	4
87	что и в	1	4
88	вовсе не в	2	4
89	может быть и	2	4
90	одной и той	4	4
91	но он не	2	4
92	мы находим в	1	4
93	и в самом	3	4
94	один и тот	1	4
95	о котором мы	3	4
96	этих образов их	1	3
97	и как бы	4	3
98	и хотя он	1	3
99	он как бы	1	3
100	потому что это	1	3
