N	2gram	Propp_Isto	VeschiIm
1	т е	30	81
2	не есть	2	79
3	и не	19	57
4	не только	28	48
5	то что	17	48
6	не может	19	46
7	и в	40	45
8	и есть	5	40
9	и т	39	39
10	может быть	37	39
11	т д	35	38
12	а не	18	37
13	значит что	2	32
14	это значит	1	30
15	общения с	1	25
16	потому что	12	25
17	не просто	5	24
18	было бы	11	24
19	только в	16	23
20	по себе	4	23
21	что она	10	23
22	в себе	6	23
23	сказать что	7	22
24	и что	14	22
25	как бы	6	20
26	что такое	3	20
27	и следовательно	1	20
28	что это	12	19
29	что же	4	19
30	но и	21	19
31	и ее	3	19
32	в этом	13	18
33	все же	17	18
34	есть только	3	18
35	так как	20	17
36	что мы	9	17
37	прежде всего	15	17
38	и это	2	17
39	есть не	2	17
40	таким образом	13	16
41	того что	6	16
42	как раз	2	16
43	как и	5	15
44	уже не	3	15
45	в том	12	15
46	в ней	10	15
47	но это	8	14
48	и то	3	14
49	не в	11	14
50	не будет	1	13
51	том что	11	13
52	и больше	1	13
53	есть и	2	13
54	и для	5	13
55	это и	1	13
56	в себя	2	13
57	то ни	2	13
58	что в	19	12
59	и с	5	12
60	бы то	2	12
61	то же	21	12
62	больше ничего	1	12
63	и даже	4	12
64	есть нечто	1	12
65	есть то	1	12
66	о том	12	12
67	еще не	14	12
68	не что	3	12
69	если мы	4	12
70	но если	4	12
71	ничего не	6	12
72	что они	13	12
73	что иное	3	12
74	ни было	2	12
75	не значит	1	12
76	совершенно не	1	12
77	что и	9	12
78	между собою	1	12
79	и как	3	12
80	имя не	1	12
81	если она	1	12
82	иное как	3	12
83	и их	4	11
84	содержит в	1	11
85	не менее	7	11
86	себя в	2	11
87	д и	2	11
88	и пр	11	11
89	еще и	2	11
90	тем не	7	11
91	ни в	2	11
92	что не	2	11
93	вовсе не	3	11
94	также и	3	11
95	в то	4	11
96	и только	4	11
97	вещи не	1	11
98	что оно	1	10
99	ясно что	2	10
100	с ее	2	10
101	есть ли	1	10
102	с ним	3	9
103	в результате	2	9
104	со стороны	3	9
105	то и	2	9
106	хотя бы	5	9
107	нисколько не	3	9
108	говорить о	1	9
109	в своем	5	9
110	ни с	1	9
111	сущность и	1	9
112	должно быть	2	9
113	это не	8	9
114	у нас	1	9
115	но что	2	9
116	бы в	2	9
117	она не	6	9
118	другими словами	8	9
119	так что	9	9
120	но не	7	9
121	на то	6	9
122	и его	5	9
123	как с	1	8
124	должна быть	5	8
125	если бы	8	8
126	с тем	13	8
127	что он	32	8
128	себя и	2	8
129	в свете	4	8
130	по сравнению	1	8
131	но в	13	8
132	мы не	12	8
133	что значит	1	8
134	мы имеем	25	8
135	для него	2	8
136	в ее	2	8
137	все это	6	8
138	с другими	2	8
139	в отношении	1	8
140	его в	15	8
141	указывает на	2	8
142	и потому	3	8
143	не с	3	8
144	даже не	2	8
145	с другой	8	8
146	отнюдь не	2	8
147	в сущности	2	7
148	то не	3	7
149	оно не	1	7
150	самом деле	2	7
151	все эти	6	7
152	тем что	7	7
153	в действительности	2	7
154	относится к	2	7
155	и тогда	3	7
156	можно ли	1	7
157	мог бы	3	7
158	никак не	1	7
159	или не	1	7
160	я не	5	7
161	и тем	2	7
162	е в	1	7
163	а в	15	7
164	из них	5	7
165	можно только	1	7
166	в той	1	6
167	в разных	2	6
168	их в	7	6
169	в своей	2	6
170	в каком	2	6
171	а если	2	6
172	в одном	8	6
173	как только	1	6
174	момент в	1	6
175	одна из	4	6
176	вопрос о	8	6
177	она имеет	1	6
178	для всякого	1	6
179	несмотря на	1	6
180	эти две	2	6
181	или иначе	1	6
182	дело в	3	6
183	быть только	1	6
184	и другое	2	6
185	между ними	2	6
186	в нем	8	6
187	так или	1	6
188	должны быть	4	6
189	можно было	8	6
190	этот вопрос	7	6
191	когда мы	4	6
192	как мы	3	6
193	тех или	1	6
194	независимо от	1	6
195	ведь и	1	6
196	и все	1	6
197	никогда не	25	6
198	она сама	1	5
199	как это	6	5
200	в настоящем	1	5
201	один из	10	5
202	на себе	1	5
203	и здесь	15	5
204	тогда когда	2	5
205	а есть	2	5
206	подобно тому	3	5
207	в жизни	2	5
208	ничем не	2	5
209	как о	2	5
210	вместе с	13	5
211	да и	3	5
212	себе в	1	5
213	и если	4	5
214	думают что	1	5
215	быть не	2	5
216	и когда	4	5
217	ее с	1	5
218	о смысле	2	5
219	точка зрения	2	5
220	о ней	1	5
221	только не	1	5
222	во всех	3	5
223	мы видим	16	5
224	что у	3	5
225	и мы	2	5
226	в его	10	5
227	хотя и	1	5
228	а это	1	5
229	не содержит	2	5
230	как можно	2	5
231	в которой	2	5
232	всегда есть	2	5
233	на себя	2	5
234	то это	9	5
235	как она	3	5
236	по смыслу	2	5
237	я мог	1	5
238	между прочим	3	5
239	или что	1	5
240	об этом	11	5
241	должен быть	3	5
242	кроме того	3	5
243	чтобы было	1	5
244	значило бы	1	5
245	тому как	3	5
246	мы должны	17	5
247	быть и	1	5
248	собственно говоря	1	5
249	требует чтобы	2	5
250	на это	3	5
251	что для	1	5
252	для этого	3	5
253	в особенности	3	4
254	и от	2	4
255	не мешает	1	4
256	образом и	1	4
257	еще более	1	4
258	сам по	1	4
259	говорит о	2	4
260	о которой	1	4
261	сводится к	1	4
262	более или	5	4
263	равно как	1	4
264	если это	3	4
265	она является	1	4
266	то время	3	4
267	его на	1	4
268	с ними	2	4
269	том как	3	4
270	с этим	5	4
271	во всяком	1	4
272	его и	6	4
273	не существует	2	4
274	в основе	4	4
275	и более	3	4
276	в котором	5	4
277	нельзя было	1	4
278	того чтобы	3	4
279	так чтобы	3	4
280	только тогда	1	4
281	когда она	3	4
282	об отношении	1	4
283	о них	1	4
284	нет никакой	1	4
285	как оно	3	4
286	так же	18	4
287	при помощи	2	4
288	это значило	1	4
289	точке зрения	1	4
290	так то	2	4
291	и еще	1	4
292	она может	1	4
293	ее как	1	4
294	на него	7	4
295	находится в	6	4
296	слово и	1	4
297	что именно	1	4
298	тут же	2	4
299	в отдельности	1	4
300	тот же	3	4
301	не то	4	4
302	то в	1	4
303	может не	1	4
304	это будет	1	4
305	и вот	2	4
306	к себе	2	4
307	в качестве	8	4
308	приведет к	1	4
309	так и	13	4
310	же не	3	4
311	в их	6	4
312	однако не	2	4
313	и притом	1	4
314	как таковая	2	4
315	и эта	1	4
316	в конце	1	4
317	время как	3	4
318	и оно	2	4
319	или менее	5	4
320	и у	1	4
321	это так	6	4
322	мы можем	7	4
323	на этом	3	4
324	не было	3	4
325	в и	1	4
326	что нужно	2	4
327	дело не	8	4
328	он не	10	4
329	оно и	2	4
330	в силу	7	4
331	только то	1	4
332	по своей	2	4
333	в этой	9	4
334	к ней	3	4
335	и о	1	4
336	главным образом	2	4
337	само по	2	4
338	однако это	3	3
339	и кроме	1	3
340	была бы	2	3
341	она уже	1	3
342	из которых	3	3
343	нас в	2	3
344	остановиться на	1	3
345	другой стороны	7	3
346	нет никакого	1	3
347	себе не	2	3
348	сами по	1	3
349	но все	9	3
350	тут необходимо	1	3
351	себя как	1	3
352	этот тип	1	3
353	если он	1	3
354	отношения к	2	3
355	состоит из	1	3
356	как в	7	3
357	от его	2	3
358	к тому	6	3
359	перед нами	5	3
360	от этого	2	3
361	но оно	4	3
362	действительности в	1	3
363	ни к	3	3
364	но даже	1	3
365	одной стороны	7	3
366	это все	1	3
367	вот почему	2	3
368	у меня	4	3
369	из его	1	3
370	другой вопрос	2	3
371	с которой	2	3
372	только на	2	3
373	себя же	1	3
374	мы получим	2	3
375	говорит что	1	3
376	не буду	1	3
377	превращается в	4	3
378	а только	3	3
379	что ее	2	3
380	понять ее	1	3
381	в истории	2	3
382	и во	1	3
383	или нет?	1	3
384	знание и	1	3
385	будь то	1	3
386	не все	5	3
387	только с	4	3
388	нельзя сказать	1	3
389	не мог	4	3
390	в самой	1	3
