N	3gram	Ircho_Kome	formyVre
1	и т п	7	32
2	то же время	5	21
3	в то же	5	18
4	как мы уже	1	15
5	в связи с	3	15
6	для того чтобы	3	12
7	но и в	2	12
8	не только в	1	11
9	до сих пор	3	10
10	в большинстве случаев	2	8
11	в том числе	4	8
12	и прежде всего	1	8
13	и т д	4	7
14	в отличие от	3	7
15	в этом отношении	3	7
16	в том же	1	6
17	друг от друга	2	6
18	с одной стороны	5	6
19	в том что	13	5
20	в то время	8	5
21	том числе и	1	5
22	на первый план	1	5
23	той или иной	1	5
24	как и в	2	5
25	и не только	1	5
26	на протяжении всего	3	5
27	по отношению к	5	4
28	и во всех	1	4
29	же что и	1	4
30	о которых мы	1	4
31	одних и тех	1	4
32	но все же	1	4
33	с другой стороны	6	4
34	связи с этим	1	4
35	и тех же	1	4
36	во всяком случае	4	4
37	то время как	6	4
38	но все эти	1	3
39	до нас в	1	3
40	по сравнению с	1	3
41	наряду с этим	1	3
42	но при этом	1	3
43	в зависимости от	1	3
44	в чем не	1	3
45	в нем не	1	3
46	то же самое	2	3
47	вместе с тем	4	3
48	и в помине	1	3
49	же как и	1	3
50	о том что	6	3
51	так же как	1	3
52	с самого начала	2	3
53	так и в	1	3
54	из того же	1	3
55	и в литературе	1	3
56	ни в чем	1	3
57	соответствии с этим	1	2
58	в частности в	2	2
59	и чаще всего	1	2
60	в один из	1	2
61	в соответствии с	2	2
62	в данном случае	1	2
63	к тому же	12	2
64	и у него	1	2
65	так как он	1	2
66	само собой разумеется	1	2
67	в борьбе с	1	2
68	но он не	1	2
69	мы находим в	1	2
70	и та же	1	2
71	и в дальнейшем	1	2
72	и в самом	1	2
73	ни в один	1	2
74	в тех же	3	2
75	бросается в глаза	1	2
76	жизни но и	1	2
77	т п в	1	2
78	тем более что	1	2
79	со всех сторон	1	2
80	и в их	1	2
81	к тому что	3	2
82	жизни и быта	1	2
83	в соединении с	1	2
84	том что они	1	2
85	одна и та	1	2
86	внешнее и внутреннее	1	2
87	женщин и детей	1	2
88	что и в	2	2
89	потому что они	1	2
90	в целом ряде	1	1
91	в разных ее	1	1
92	что он не	2	1
93	неизвестно кем и	1	1
94	в самом начале	3	1
95	как и во	1	1
96	он имеет в	1	1
97	так и для	1	1
98	и вернуться к	1	1
99	в применении к	1	1
100	в той же	2	1
101	в литературе нового	1	1
102	скорее можно говорить	1	1
103	едой и питьем	1	1
104	включая сюда и	1	1
105	том что в	1	1
106	в этом смысле	2	1
107	то что не	1	1
108	своему содержанию и	1	1
109	основе его лежит	1	1
110	до наших дней	1	1
111	только в том	1	1
112	обстоит дело с	1	1
113	во всех отношениях	1	1
114	с этой точки	1	1
115	уже в двух	1	1
116	если они не	1	1
117	до эпохи возрождения	1	1
118	и частной жизни	1	1
119	тем не менее	2	1
120	дошли до нас	1	1
121	отношение к себе	1	1
122	не могла обойтись	1	1
123	мы здесь и	1	1
124	более или менее	1	1
125	первой из них	1	1
126	вместе с ними	1	1
127	нет и в	1	1
128	за то что	4	1
129	по своему содержанию	1	1
130	каждый из них	2	1
131	все это время	2	1
132	в один ряд	1	1
133	по аналогии с	1	1
134	дошедший до нас	1	1
135	на римской почве	1	1
136	в его произведениях	1	1
137	можно говорить о	1	1
138	а затем и	2	1
139	и у других	1	1
140	мы уже знаем	1	1
141	дошедших до нас	4	1
142	в высшей степени	1	1
143	здесь мы встречаем	2	1
144	к участию в	1	1
145	вошли в состав	1	1
146	мы не только	1	1
147	к самому существу	1	1
148	с тех пор	1	1
149	это вовсе не	1	1
150	в любви и	1	1
151	и художественного мышления	1	1
152	в стороне от	1	1
153	но и без	1	1
154	и во всяком	1	1
155	последнего периода его	1	1
156	в значительной степени	1	1
157	и в том	1	1
158	или хотя бы	1	1
159	эти три типа	1	1
160	времени в этом	1	1
161	то время когда	1	1
162	дошедшие до нас	1	1
163	сих пор не	1	1
164	в одном из	4	1
165	они вынуждены были	1	1
166	в комедии аристофана	3	1
167	так уже в	1	1
168	весь ее характер	1	1
169	это время и	1	1
170	а вместе с	1	1
171	как мы знаем	1	1
172	для своего выражения	1	1
173	в этом же	2	1
174	от земли и	1	1
175	могут быть использованы	1	1
176	в это время	3	1
177	с собой на	1	1
178	же время он	1	1
179	этой точки зрения	1	1
180	не попали в	1	1
181	в законном браке	1	1
182	то что в	1	1
183	но и не	1	1
184	эта борьба и	1	1
185	к выводу что	1	1
186	в так называемой	1	1
187	под открытым небом	1	1
188	у великих французских	1	1
189	да и в	1	1
190	жизнь и ее	1	1
191	в полном виде	1	1
192	в основе его	1	1
193	в первой половине	2	1
194	во времени и	1	1
195	хотя и не	1	1
196	в одной из	1	1
197	в наибольшей степени	1	1
198	из дому чтобы	1	1
199	во всех случаях	1	1
200	другой стороны в	1	1
201	в бытовом плане	1	1
202	смысле этого слова	1	1
203	него самого и	1	1
204	в отрыве от	1	1
205	в конце концов	4	1
206	этим объясняется и	1	1
207	подобно тому как	1	1
208	тем же названием	1	1
209	так и на	1	1
210	и не без	1	1
211	которые могут быть	1	1
212	в пределах одного	1	1
213	или вовсе не	1	1
214	как мы видели	1	1
215	литературе нового времени	1	1
216	в философии и	1	1
217	том что он	4	1
218	он не мог	1	1
219	хотя бы в	1	1
220	на следующий год	1	1
221	тех случаях когда	1	1
222	в новое время	2	1
223	на протяжении полутора	1	1
224	в отношении к	1	1
225	в тех случаях	1	1
226	что в нем	1	1
227	и на его	1	1
228	великих французских реалистов	1	1
229	и власть в	1	1
230	в человеческую жизнь	1	1
231	в другом случае	1	1
232	место уже в	1	1
233	под тем же	1	1
234	сводится к тому	1	1
235	быта и частной	1	1
