N	2gram	Bakhtin_Fr	EvropaiE
1	и в	67	37
2	в отношении	2	32
3	в пределах	2	25
4	точки зрения	7	23
5	что в	14	21
6	не только	23	18
7	с точки	5	17
8	в то	17	16
9	то же	18	15
10	хотя бы	2	15
11	в качестве	5	14
12	и не	23	14
13	но и	23	14
14	же время	14	14
15	в своем	13	14
16	но в	20	14
17	в этом	27	12
18	в том	16	11
19	в их	4	11
20	в области	2	11
21	так и	14	10
22	в себе	3	9
23	прежде всего	19	9
24	только в	6	9
25	земного шара	1	9
26	в смысле	1	9
27	так же	13	9
28	не может	9	9
29	с одной	2	8
30	в ее	2	8
31	в своей	6	8
32	одной стороны	2	8
33	между тем	3	8
34	было бы	5	8
35	думать что	2	8
36	к тому	4	8
37	так как	16	7
38	того что	4	7
39	в областях	1	7
40	а также	4	7
41	как и	19	7
42	между прочим	1	7
43	по своему	5	7
44	также и	11	7
45	с другой	3	7
46	то есть	49	6
47	с этой	1	6
48	в последние	1	6
49	и даже	6	6
50	вслед за	1	6
51	и на	12	6
52	том что	13	6
53	вовсе не	19	6
54	во всех	20	6
55	может быть	4	6
56	того чтобы	9	6
57	для того	8	6
58	стороны и	1	6
59	то что	9	6
60	как бы	18	6
61	на то	2	6
62	в той	2	5
63	в виде	1	5
64	не в	8	5
65	в россии	1	5
66	но не	6	5
67	от этого	2	5
68	и потому	1	5
69	которую мы	1	5
70	в течение	3	5
71	же как	4	5
72	в частности	4	5
73	как мы	16	5
74	одной из	6	5
75	столь же	1	5
76	но если	1	5
77	и по	3	5
78	в самом	7	4
79	то в	3	4
80	мы не	6	4
81	даже в	5	4
82	не на	1	4
83	чем в	1	4
84	и притом	2	4
85	из числа	1	4
86	именно в	5	4
87	в процессе	1	4
88	не имеет	4	4
89	культуры в	1	4
90	тем более	3	4
91	той или	1	4
92	не служит	1	4
93	в полной	1	4
94	как это	5	4
95	несмотря на	3	4
96	к ней	2	4
97	в ней	10	4
98	сказать что	12	4
99	можно сказать	4	4
100	или иной	1	4
101	мира в	1	4
102	независимо от	3	4
103	и к	7	3
104	говорит о	1	3
105	но на	3	3
106	и мы	1	3
107	можно ли	1	3
108	из всех	1	3
109	этом отношении	7	3
110	по общему	1	3
111	ее в	1	3
112	народ и	1	3
113	что и	8	3
114	в результате	5	3
115	мы можем	5	3
116	можно было	5	3
117	как было	1	3
118	и некоторые	1	3
119	дело в	5	3
120	тем что	3	3
121	в таком	2	3
122	вообще не	3	3
123	в стороне	1	3
124	большинстве случаев	6	3
125	как в	4	3
126	жизни в	3	3
127	мира и	10	3
128	и со	1	3
129	в которых	3	3
130	с другом	2	3
131	на своем	2	3
132	в них	12	3
133	во всяком	1	3
134	ни на	1	3
135	бы и	2	3
136	во все	2	3
137	в данном	4	3
138	в свою	1	3
139	не дает	2	3
140	связано с	3	3
141	потому что	8	3
142	время в	1	3
143	во второй	3	3
144	когда он	2	3
145	не будет	2	3
146	и для	4	3
147	уже и	3	3
148	отметить что	3	3
149	себе в	1	3
150	известной степени	4	3
151	к ним	2	3
152	как на	6	3
153	с тем	3	3
154	и от	6	3
155	место в	3	3
156	о том	8	3
157	в общем	5	3
158	и прежде	4	3
159	от них	1	3
160	мы видели	11	3
161	там где	10	3
162	и только	2	3
163	друг с	2	3
164	не из	1	3
165	того же	6	3
166	из них	5	3
167	в известной	5	3
168	никогда не	6	3
169	таким образом	20	2
170	утверждать что	1	2
171	и то	2	2
172	в другой	1	2
173	во втором	3	2
174	и во	4	2
175	мы видим	6	2
176	и этот	2	2
177	по преимуществу	2	2
178	данном случае	4	2
179	этот процесс	3	2
180	если в	3	2
181	на язык	1	2
182	и сейчас	2	2
183	и того	1	2
184	чем на	2	2
185	должна быть	1	2
186	но еще	1	2
187	во власти	1	2
188	тогда когда	3	2
189	в его	17	2
190	свою очередь	1	2
191	одна и	1	2
192	еще более	1	2
193	мира но	1	2
194	что это	4	2
195	хотя и	6	2
196	с этим	6	2
197	которого мы	1	2
198	его на	1	2
199	и тут	1	2
200	и если	3	2
201	из того	1	2
202	для них	2	2
203	с другими	3	2
204	то не	1	2
205	другой стороны	2	2
206	не могут	3	2
207	и наиболее	2	2
208	всех прочих	1	2
209	но с	1	2
210	в своих	1	2
211	от друга	1	2
212	если бы	2	2
213	или в	3	2
214	и с	18	2
215	человеческой культуры	2	2
216	и можно	1	2
217	заключается в	1	2
218	и все	18	2
219	и эта	2	2
220	рано или	1	2
221	в сферу	2	2
222	стороны в	3	2
223	этой культуры	1	2
224	вместе с	5	2
225	и как	7	2
226	нас к	1	2
227	притом в	2	2
228	есть в	5	2
229	в мире	1	2
230	дело идет	3	2
231	как оно	1	2
232	между ними	4	2
233	в сторону	2	2
234	друг от	1	2
235	в эту	2	2
236	и таким	1	2
237	в других	2	2
238	а именно	2	2
239	к той	1	2
240	на них	2	2
241	примыкающих к	1	2
242	не дают	1	2
243	ко всему	3	2
244	ними и	1	2
245	но как	1	2
246	и отчасти	3	2
247	участию в	1	2
248	и других	2	2
249	и более	1	2
250	в котором	3	2
251	эти последние	3	2
252	и что	3	2
253	человеческого рода	2	2
254	более чем	1	2
255	в значительной	2	2
256	именно потому	1	2
257	имеет в	1	2
258	и поэтому	2	2
259	своему характеру	1	2
260	он не	9	2
261	кажется что	2	2
262	в развитии	1	2
263	и существенно	2	2
264	а не	6	2
265	и та	2	2
266	есть ли	1	2
267	в одном	7	2
268	чем больше	1	2
269	целый ряд	2	2
270	даже при	2	2
271	далеко не	6	2
272	этот вопрос	1	2
273	в истории	2	2
274	а в	4	2
275	в большинстве	6	2
276	всего человечества	1	2
277	в этой	13	2
278	и еще	1	2
279	заметить что	2	2
280	мог бы	1	2
281	начиная с	2	2
282	могут быть	1	2
283	ее от	1	2
284	но именно	2	2
285	которое в	1	2
286	к природе	2	2
287	что все	4	2
288	во всей	1	2
289	в будущее	2	2
290	в силу	1	2
291	на этот	4	2
292	жизни и	11	2
293	такой же	5	2
294	происходит в	3	2
295	для понимания	1	2
296	можем сказать	1	2
297	всего к	1	2
298	как будто	2	2
299	г по	2	2
300	или поздно	1	2
301	ведь и	3	2
302	бы в	5	2
303	в год	1	2
304	и чем	1	2
305	меньшей степени	2	2
306	войны и	2	2
307	не можем	1	2
308	и наконец	5	2
309	что на	3	2
310	есть не	1	2
311	но было	1	2
312	к нему	5	2
313	эти не	1	1
314	жизни но	1	1
315	русской истории	1	1
316	за несколько	1	1
317	ближе к	1	1
318	во всем	1	1
319	находим в	3	1
320	что автор	1	1
321	мире и	1	1
322	с полной	3	1
323	дает нам	2	1
324	и другие	5	1
325	видели в	1	1
326	которую они	1	1
327	в свое	1	1
328	положения и	1	1
329	сводить к	1	1
330	все что	3	1
331	видели что	2	1
332	ее и	1	1
333	в состав	1	1
334	для всех	4	1
335	в более	1	1
336	было связано	1	1
337	в центре	1	1
338	здесь на	1	1
339	один из	6	1
340	человеческой жизни	1	1
341	та же	2	1
342	они разделят	1	1
343	значение в	1	1
344	самой природе	1	1
345	сейчас в	1	1
346	выходит за	3	1
347	она и	2	1
348	мир в	4	1
349	том насколько	1	1
350	как таковой	1	1
351	гораздо сложнее	2	1
352	нельзя сказать	1	1
353	различие между	1	1
354	как одной	1	1
355	права и	3	1
356	и было	1	1
357	о будущем	1	1
358	но за	1	1
359	на вопрос	1	1
360	и всей	1	1
361	также что	1	1
362	имеют в	1	1
363	которая в	2	1
364	время с	1	1
365	земли в	1	1
366	том числе	6	1
367	вполне понятно	1	1
368	уже в	1	1
369	например в	6	1
370	был бы	1	1
371	в жизни	4	1
372	нужно признать	1	1
373	он считает	1	1
374	том же	3	1
375	в xviii	1	1
376	мы знаем	1	1
377	здесь нужно	1	1
378	всего мира	1	1
379	большую роль	2	1
380	при этом	5	1
381	для него	4	1
382	значение имеют	1	1
383	а у	1	1
384	не находим	1	1
385	бы на	1	1
386	в разных	2	1
387	с ним	6	1
388	страна эта	1	1
389	тем как	2	1
390	кроме того	11	1
391	связанное с	2	1
392	многие из	1	1
393	что при	1	1
394	своем пути	1	1
395	в формах	1	1
396	имеет значения	1	1
397	он на	1	1
398	что с	1	1
399	не как	3	1
400	истории в	1	1
401	которые по	1	1
402	свои границы	2	1
403	а затем	7	1
404	тенденций в	1	1
405	поэтому в	4	1
406	за всех	1	1
407	нас в	4	1
408	со своим	1	1
409	то мы	1	1
410	присущую им	1	1
411	у нас	3	1
412	богатство и	1	1
413	к определенному	1	1
414	когда его	1	1
415	и другими	2	1
416	выступает в	1	1
417	исторического процесса	2	1
418	старого мира	1	1
419	связывается с	1	1
420	нами в	2	1
421	эпох и	1	1
422	и примыкающих	1	1
423	как нечто	1	1
424	в некоторой	1	1
425	и художественное	1	1
426	приходит к	1	1
427	весь мир	10	1
428	в третьем	3	1
429	мы находим	5	1
430	различия между	1	1
431	слово на	2	1
432	власти и	1	1
433	тому же	5	1
434	связь с	3	1
435	страх перед	1	1
436	как они	4	1
437	не было	3	1
438	что нет	1	1
439	связи с	7	1
440	ко всем	1	1
441	если не	1	1
442	более или	2	1
443	не представляется	1	1
444	в ближайшем	1	1
445	на которых	1	1
446	находим у	1	1
447	не о	1	1
448	но все	2	1
449	и значительно	1	1
450	тела если	1	1
451	и сам	2	1
452	на несколько	1	1
453	это один	1	1
454	с таким	1	1
455	это были	1	1
456	сферу в	1	1
457	на такой	1	1
458	человечество не	1	1
459	и где	1	1
460	о характере	1	1
461	по природе	1	1
462	что за	1	1
463	по отношению	1	1
464	же по	1	1
465	можно судить	1	1
466	что не	4	1
467	как его	2	1
468	в ту	3	1
469	или на	2	1
470	и всего	1	1
471	и будет	1	1
472	то время	4	1
473	всех и	4	1
474	принадлежат к	1	1
475	понимать как	1	1
476	рядом с	6	1
477	можно назвать	1	1
478	тому что	1	1
479	в ряде	4	1
480	мощи и	1	1
481	в корне	2	1
482	оно всегда	1	1
483	которые при	1	1
484	конечно не	5	1
485	когда такое	1	1
486	в связи	5	1
487	правда в	3	1
488	завершения в	1	1
489	находит себе	1	1
490	те же	1	1
491	есть нечто	2	1
492	с ними	1	1
493	в соответствии	1	1
494	же при	1	1
495	с такими	1	1
496	тем путем	1	1
497	что по	3	1
498	все эти	12	1
499	на земле	2	1
500	борьбы за	1	1
501	все же	7	1
502	имеется в	2	1
503	но когда	1	1
504	есть только	1	1
505	только ее	1	1
506	своего существования	1	1
507	этого слова	1	1
508	одно из	2	1
509	к концу	2	1
510	один и	1	1
511	защиты и	1	1
512	поэзии и	1	1
513	ли он	2	1
