N	2gram	Losev_Prob	Morfolog
1	и т	13	62
2	может быть	29	61
3	т д	12	60
4	и пр	4	45
5	таким образом	9	26
6	т е	2	25
7	действующих лиц	2	22
8	могут быть	2	21
9	так как	16	20
10	мы имеем	3	19
11	не может	18	19
12	в этом	30	18
13	в этих	7	17
14	представляет собой	2	17
15	и в	64	17
16	и не	63	16
17	мы видим	2	15
18	этих случаях	4	15
19	перед нами	7	14
20	с этим	7	14
21	прежде всего	17	14
22	по существу	2	13
23	при помощи	21	12
24	связи с	8	12
25	и др	2	12
26	а не	21	11
27	что в	21	10
28	то же	10	10
29	вопрос о	4	10
30	мы увидим	3	10
31	но если	6	10
32	этом случае	6	10
33	в том	19	10
34	так и	17	10
35	что и	2	10
36	в связи	7	10
37	то что	72	10
38	все же	7	9
39	с другой	8	9
40	но и	23	9
41	не только	37	8
42	в результате	6	8
43	имеем в	1	8
44	мы не	6	8
45	в качестве	3	8
46	но не	13	8
47	в тех	2	8
48	а в	7	8
49	как мы	10	8
50	во втором	1	7
51	один из	7	7
52	и здесь	8	7
53	если в	2	7
54	не могут	6	7
55	не менее	26	7
56	том что	26	7
57	потому что	24	7
58	наряду с	1	7
59	точки зрения	5	7
60	как это	7	7
61	тем не	25	7
62	а также	6	7
63	подобно тому	2	6
64	о том	25	6
65	большей частью	5	6
66	как бы	18	6
67	не все	4	6
68	увидим ниже	2	6
69	но это	11	6
70	это не	7	6
71	с точки	3	6
72	в нашем	3	6
73	или в	5	6
74	и как	10	6
75	вовсе не	60	6
76	во всех	9	6
77	если мы	16	6
78	очень часто	1	6
79	может считаться	2	6
80	также и	22	6
81	во время	1	6
82	обозначение в	1	5
83	этот момент	1	5
84	из которых	2	5
85	другой стороны	7	5
86	в первом	2	5
87	начинается с	1	5
88	что он	11	5
89	как в	5	5
90	со стороны	2	5
91	могут считаться	1	5
92	видно что	2	5
93	то это	3	5
94	хотя бы	15	5
95	было бы	16	5
96	к тому	5	5
97	ничего не	20	5
98	что они	5	5
99	не будем	5	5
100	хотя и	8	5
101	то мы	2	5
102	два раза	1	5
103	прежде чем	3	5
104	тому что	6	5
105	учение о	5	5
106	ясно что	7	5
107	все эти	15	5
108	одна из	4	5
109	между собой	5	5
110	на его	2	5
111	об этом	10	5
112	в других	5	5
113	мы можем	8	5
114	тому как	3	5
115	между тем	3	5
116	он не	5	5
117	если же	4	5
118	далеко не	9	5
119	в целом	1	5
120	и ее	9	5
121	и к	2	4
122	смысле слова	11	4
123	в некоторых	1	4
124	есть и	4	4
125	на этом	1	4
126	нами в	3	4
127	как и	7	4
128	самом деле	10	4
129	но все	5	4
130	ни одна	2	4
131	показать что	1	4
132	тем что	10	4
133	никто не	2	4
134	уже не	9	4
135	еще не	18	4
136	не является	12	4
137	а если	2	4
138	входит в	4	4
139	того чтобы	10	4
140	говорить о	14	4
141	так же	12	4
142	и наоборот	1	4
143	сказать что	33	4
144	на котором	1	4
145	и для	10	4
146	из них	3	4
147	но в	19	4
148	несмотря на	6	4
149	на самом	9	4
150	не хватает	2	4
151	эта функция	1	4
152	его в	9	4
153	что его	4	4
154	случае не	6	4
155	к этому	1	4
156	в то	7	4
157	мы уже	8	4
158	можно было	8	4
159	этот вопрос	2	4
160	от того	2	4
161	могла бы	1	4
162	о его	2	4
163	значит что	6	4
164	независимо от	2	4
165	утверждать что	2	3
166	собственном смысле	1	3
167	заметим что	2	3
168	то время	2	3
169	только что	2	3
170	предметы и	2	3
171	с этой	1	3
172	и при	4	3
173	что это	4	3
174	в сущности	2	3
175	ни в	13	3
176	от другого	4	3
177	этого момента	1	3
178	то с	9	3
179	с собой	3	3
180	только в	19	3
181	здесь мы	1	3
182	время как	2	3
183	если это	2	3
184	или на	3	3
185	можно назвать	1	3
186	и другим	2	3
187	есть нечто	13	3
188	в собственном	1	3
189	состоит из	1	3
190	имеется в	1	3
191	может существовать	1	3
192	возникает вопрос	1	3
193	но мы	3	3
194	на первый	5	3
195	то здесь	1	3
196	не выходить	1	3
197	некоторые из	1	3
198	не существует	12	3
199	и что	21	3
200	очень многих	1	3
201	для того	10	3
202	но эти	1	3
203	и тогда	2	3
204	или не	5	3
205	здесь прежде	1	3
206	ее по	1	3
207	настоящее время	17	3
208	так например	2	3
209	вопрос что	2	3
210	здесь не	9	3
211	с его	3	3
212	в отдельных	1	3
213	кроме того	7	3
214	для этой	2	3
215	в настоящее	17	3
216	что при	2	3
217	он должен	2	3
218	к нему	5	3
219	бы то	2	3
220	то в	6	3
221	первый взгляд	2	3
222	очень многое	1	3
223	что эти	2	3
224	они не	1	3
225	сам он	1	3
226	лиц в	1	3
227	того что	18	3
228	что такое	23	3
229	ее в	2	3
230	но как	11	3
231	у нас	31	3
232	же можно	1	3
233	и есть	7	3
234	в виде	20	3
235	а на	1	3
236	в таких	5	3
237	как же	6	3
238	из членов	1	3
239	но для	3	3
240	а то	2	3
241	в какой	1	3
242	даже не	3	3
243	требует в	1	3
244	это было	3	3
245	вопроса о	3	3
246	последнем случае	1	3
247	том случае	2	3
248	как уже	1	3
249	то ни	3	3
250	совсем не	9	3
251	если бы	8	3
252	иное чем	1	3
253	друг друга	1	3
254	мы должны	5	3
255	и тем	16	3
256	не в	6	3
257	в которой	2	3
258	а по	1	3
259	и их	4	3
260	в начале	1	3
261	в пределах	2	3
262	значение и	7	3
263	в этой	14	3
264	к ней	1	3
265	но есть	2	3
266	что изучение	2	3
267	не значит	4	3
268	мы будем	3	3
269	же в	5	3
270	можно будет	3	3
271	все еще	5	3
272	на то	12	3
273	и его	3	3
274	и по	3	3
275	и только	7	3
276	не так	1	2
277	от него	1	2
278	является в	3	2
279	могут иметь	1	2
280	а потому	2	2
281	к другу	2	2
282	и этот	4	2
283	друг к	2	2
284	как таковой	4	2
285	без такого	2	2
286	самого себя	2	2
287	если он	1	2
288	должна быть	2	2
289	из таких	1	2
290	или по	5	2
291	не с	1	2
292	которое может	1	2
293	все действие	1	2
294	которые хотя	1	2
295	случае он	1	2
296	мы пока	1	2
297	и тот	2	2
298	этот же	1	2
299	не на	4	2
300	но такое	2	2
301	ниже в	1	2
302	оно не	6	2
303	как они	3	2
304	в своих	3	2
305	более или	7	2
306	в россии	1	2
307	но вот	2	2
308	например в	2	2
309	мы получаем	3	2
310	относятся к	3	2
311	с тем	6	2
312	получает от	1	2
313	в в	2	2
314	очень важный	1	2
315	многих других	1	2
316	их в	6	2
317	является функцией	2	2
318	в которых	4	2
319	таких случаях	2	2
320	себя и	1	2
321	только для	3	2
322	не имеет	8	2
323	может дать	1	2
324	роль в	2	2
325	поставить вопрос	1	2
326	в каком	7	2
327	а эта	2	2
328	к другому	1	2
329	а а	6	2
330	сразу и	1	2
331	но оно	2	2
332	во всяком	18	2
333	или ее	1	2
334	его и	1	2
335	можно сказать	9	2
336	со смертью	1	2
337	того как	3	2
338	в данном	16	2
339	сразу же	2	2
340	к другой	1	2
341	в основе	4	2
342	и более	4	2
343	на новые	1	2
344	что этот	2	2
345	что мы	23	2
346	нельзя было	3	2
347	одной стороны	4	2
348	на друга	1	2
349	в другом	2	2
350	в каких	1	2
351	том как	2	2
352	с большой	1	2
353	и больше	2	2
354	что многие	2	2
355	точно так	7	2
356	от других	3	2
357	превращается в	1	2
358	то как	1	2
359	не что	5	2
360	в совершенно	1	2
361	например на	2	2
362	друг на	1	2
363	что же	18	2
364	или вообще	6	2
365	могут и	1	2
366	без всякого	5	2
367	в данной	2	2
368	тем же	2	2
369	одной из	1	2
370	на этот	3	2
371	что она	8	2
372	он может	1	2
373	момент в	2	2
374	который в	1	2
375	что именно	1	2
376	не получает	1	2
377	а вовсе	1	2
378	всяком случае	11	2
379	себя в	1	2
380	другого и	1	2
381	или другой	6	2
382	для него	2	2
383	не означает	1	2
384	д все	1	2
385	или наоборот	1	2
386	элемент в	1	2
387	ничем не	2	2
388	как такового	4	2
389	что иное	5	2
390	ниже мы	2	2
391	может не	1	2
392	данном случае	10	2
393	в основу	1	2
394	с одной	4	2
395	ни к	1	2
396	ни было	1	2
397	более точное	1	2
398	этом отношении	2	2
399	например может	1	2
400	стороны их	1	2
401	для нас	11	2
402	все это	11	2
403	с другими	6	2
404	эти функции	1	2
405	но с	2	2
406	не знает	4	2
407	наших дней	1	2
408	входить в	3	2
409	как таковая	1	2
410	здесь имеется	1	2
411	в другую	1	2
412	это мы	2	2
413	одним из	2	2
414	вообще не	5	2
415	между собою	9	2
416	очень много	3	2
417	перейти к	4	2
418	по своему	14	2
419	в чем	3	2
420	или менее	7	2
421	и таким	1	2
422	в одной	1	2
423	чтобы его	2	2
424	бы в	3	2
425	существовать без	1	2
426	а потом	2	2
427	без всякой	7	2
428	могли бы	2	2
429	а с	1	2
430	наука о	1	2
431	случае если	2	2
432	и даже	19	2
433	что пока	2	2
434	она не	5	2
435	что ни	3	2
436	нет но	1	2
437	ту же	1	2
438	здесь только	5	2
439	дело не	1	2
440	отсюда вывод	1	2
441	быть и	5	2
442	в частности	5	2
443	бы они	1	2
444	из этих	5	2
445	должны быть	2	2
446	или иные	1	2
447	что эта	2	2
448	тем и	3	2
449	уже видели	1	2
450	теряет свое	1	2
451	в нее	2	2
452	как то	1	2
453	быть определен	1	2
454	точное определение	1	2
455	однако в	2	2
456	огромное значение	2	2
457	ее из	1	2
458	или другими	1	2
459	что о	1	2
460	до наших	3	2
461	если они	1	2
462	как будто	6	2
463	д и	4	2
464	их на	1	2
465	сказать о	2	2
466	однако все	2	2
467	других случаях	2	2
468	если она	1	2
469	в одну	1	2
470	имеет огромное	1	2
471	иное как	5	2
472	что до	1	2
473	в той	2	1
474	он пользуется	1	1
475	были бы	2	1
476	то сколько	1	1
477	нет а	1	1
478	они имеют	1	1
479	однако и	4	1
480	и может	2	1
481	никак нельзя	5	1
482	все что	2	1
483	образом и	3	1
484	для всех	3	1
485	до сих	6	1
486	можно говорить	3	1
487	за ним	1	1
488	и на	11	1
489	же и	4	1
490	этот закон	1	1
491	в момент	2	1
492	которые не	5	1
493	его из	1	1
494	на анализе	1	1
495	работе но	1	1
496	он только	1	1
497	его с	1	1
498	на ее	1	1
499	совершенно очевидно	1	1
500	с такой	1	1
501	на первом	1	1
502	приведем один	1	1
503	или иных	2	1
504	приводит в	1	1
505	большую роль	2	1
506	момента в	1	1
507	и далее	1	1
508	и менее	4	1
509	при этом	8	1
510	даже в	2	1
511	если о	1	1
512	ли его	2	1
513	работ по	2	1
514	это значит	4	1
515	также совершенно	1	1
516	ли считать	1	1
517	особенности этого	1	1
518	тем как	1	1
519	и был	1	1
520	ни стало	2	1
521	думается что	2	1
522	не требует	2	1
523	этой работе	1	1
524	есть функция	3	1
525	с применением	1	1
526	мы обозначим	1	1
527	но ведь	6	1
528	никаких доказательств	3	1
529	равным образом	1	1
530	не являются	8	1
531	в с	2	1
532	остановиться на	1	1
533	основная функция	1	1
534	которая если	1	1
535	а есть	4	1
536	одно из	2	1
537	на обратном	1	1
538	и об	1	1
539	и делает	3	1
540	то не	2	1
541	если этого	1	1
542	или другого	2	1
543	за это	1	1
544	функции в	4	1
545	под этим	4	1
546	для данного	1	1
547	другое что	1	1
548	это определение	1	1
549	со всеми	2	1
550	в них	8	1
551	вообще с	2	1
552	чтобы в	1	1
553	но функция	1	1
554	если не	6	1
555	где же	2	1
556	в окне	1	1
557	во что	2	1
558	он имеет	1	1
559	следовательно для	1	1
560	чувства и	1	1
561	конечно и	1	1
562	мы понимаем	1	1
563	и соответствующего	1	1
564	именно и	1	1
565	наоборот мы	1	1
566	и с	12	1
567	величины и	1	1
568	некоторые другие	1	1
569	есть величина	1	1
570	их и	1	1
571	из нее	1	1
572	следовательно в	2	1
573	пр предметы	1	1
574	огромной области	1	1
575	и все	9	1
576	мысль о	3	1
577	оно есть	1	1
578	одновременно с	1	1
579	из самых	3	1
580	еще в	2	1
